t_s,detected_state,leader_flash_event,brightness_used,signal_norm,camera_ms
1.7e-05,0,0,102.33,0.0,1040.68
1.04079,0,0,109.33,0.0,65.09
1.105972,0,0,100.33,0.0,81.19
1.187231,0,0,101.33,0.0,91.04
1.278343,0,0,97.33,0.0,72.75
1.351167,0,0,99.33,0.0,62.09
1.413336,0,0,109.0,0.0,59.09
1.472495,0,0,110.33,0.0,61.93
1.534495,0,0,114.67,0.0,69.83
1.604396,1,1,108.67,0.82,83.7
1.688224,0,0,100.67,0.1218,87.83
1.776177,0,0,102.33,0.2685,64.9
1.841189,0,0,100.33,0.0755,58.87
1.900178,1,1,113.67,1.0,69.48
1.969835,1,0,111.33,0.892,63.59
2.033543,1,0,115.0,1.0,70.47
2.104131,1,0,110.0,0.7122,83.42
2.187673,0,0,101.0,0.0696,88.87
2.276654,0,0,103.0,0.2089,64.02
2.340787,0,0,100.67,0.0325,60.47
2.40136,1,1,114.0,1.0,69.14
2.470656,1,0,112.0,0.8558,66.52
2.53728,1,0,115.67,1.0,73.89
2.61127,1,0,107.67,0.5191,81.35
2.692812,0,0,101.33,0.0711,87.9
2.780878,0,0,103.0,0.1906,63.47
2.844504,0,0,100.33,0.0,58.95
2.903622,1,1,113.0,0.9134,67.4
2.97125,1,0,111.0,0.773,64.37
3.035786,1,0,114.33,0.9976,70.82
3.106771,1,0,107.67,0.5243,83.02
3.189956,0,0,100.33,0.0,88.34
3.27846,0,0,102.0,0.1199,63.71
3.342338,0,0,100.0,0.0,59.18
3.401687,1,1,113.67,0.9619,68.32
3.470219,1,0,111.33,0.7951,64.21
3.53461,1,0,114.67,1.0,70.35
3.605134,1,0,110.0,0.6857,82.85
3.688161,0,0,101.0,0.0476,87.69
3.776028,0,0,102.67,0.1667,64.72
3.840917,0,0,100.33,0.0,60.63
3.901753,1,1,114.33,1.0,68.27
3.970246,1,0,112.33,0.8571,66.34
4.036771,1,0,116.33,1.0,71.94
4.108888,1,0,108.33,0.5632,82.88
4.191948,0,0,101.67,0.0946,88.44
4.280572,0,0,103.33,0.2122,63.84
4.344601,0,0,100.67,0.0241,58.58
4.403368,1,1,114.33,0.9952,68.59
4.472194,1,0,112.0,0.8316,64.67
4.537063,1,0,115.33,1.0,70.54
4.60779,1,0,108.0,0.5361,83.72
4.6917,0,0,101.0,0.0469,88.0
4.779903,0,0,102.67,0.1643,63.23
4.843329,0,0,100.33,0.0,59.66
4.903219,1,1,114.0,0.9647,68.22
