t_s,agent_id,model,phase,frequency_hz,is_firing
0.0,0,kuramoto,2.166827,1.5,0
0.01,0,kuramoto,2.261075,1.5,0
0.02,0,kuramoto,2.355322,1.5,0
0.03,0,kuramoto,2.44957,1.5,0
0.04,0,kuramoto,2.543818,1.5,0
0.05,0,kuramoto,2.638066,1.5,0
0.06,0,kuramoto,2.732314,1.5,0
0.07,0,kuramoto,2.826561,1.5,0
0.08,0,kuramoto,2.920809,1.5,0
0.09,0,kuramoto,3.015057,1.5,0
0.1,0,kuramoto,3.109305,1.5,0
0.11,0,kuramoto,3.203552,1.5,0
0.12,0,kuramoto,3.2978,1.5,0
0.13,0,kuramoto,3.392048,1.5,0
0.14,0,kuramoto,3.486296,1.5,0
0.15,0,kuramoto,3.580544,1.5,0
0.16,0,kuramoto,3.674791,1.5,0
0.17,0,kuramoto,3.769039,1.5,0
0.18,0,kuramoto,3.863287,1.5,0
0.19,0,kuramoto,3.957535,1.5,0
0.2,0,kuramoto,4.051782,1.5,0
0.21,0,kuramoto,4.14603,1.5,0
0.22,0,kuramoto,4.240278,1.5,0
0.23,0,kuramoto,4.334526,1.5,0
0.24,0,kuramoto,4.428774,1.5,0
0.25,0,kuramoto,4.523021,1.5,0
0.26,0,kuramoto,4.617269,1.5,0
0.27,0,kuramoto,4.711517,1.5,0
0.28,0,kuramoto,4.805765,1.5,0
0.29,0,kuramoto,4.900013,1.5,0
0.3,0,kuramoto,4.99426,1.5,0
0.31,0,kuramoto,5.088508,1.5,0
0.32,0,kuramoto,5.182756,1.5,0
0.33,0,kuramoto,5.277004,1.5,0
0.34,0,kuramoto,5.371251,1.5,0
0.35,0,kuramoto,5.465499,1.5,0
0.36,0,kuramoto,5.559747,1.5,0
0.37,0,kuramoto,5.653995,1.5,0
0.38,0,kuramoto,5.748243,1.5,0
0.39,0,kuramoto,5.84249,1.5,0
0.4,0,kuramoto,5.936738,1.5,0
0.41,0,kuramoto,6.030986,1.5,0
0.42,0,kuramoto,6.125234,1.5,0
0.43,0,kuramoto,6.219481,1.5,0
0.44,0,kuramoto,0.030544,1.5,1
0.45,0,kuramoto,0.124792,1.5,0
0.46,0,kuramoto,0.219039,1.5,0
0.47,0,kuramoto,0.313287,1.5,0
0.48,0,kuramoto,0.407535,1.5,0
0.49,0,kuramoto,0.501783,1.5,0
0.5,0,kuramoto,0.596031,1.5,0
0.51,0,kuramoto,0.690278,1.5,0
0.52,0,kuramoto,0.784526,1.5,0
0.53,0,kuramoto,0.878774,1.5,0
0.54,0,kuramoto,0.973022,1.5,0
0.55,0,kuramoto,1.067269,1.5,0
0.56,0,kuramoto,1.161517,1.5,0
0.57,0,kuramoto,1.255765,1.5,0
0.58,0,kuramoto,1.350013,1.5,0
0.59,0,kuramoto,1.444261,1.5,0
0.6,0,kuramoto,1.538508,1.5,0
0.61,0,kuramoto,1.632756,1.5,0
0.62,0,kuramoto,1.727004,1.5,0
0.63,0,kuramoto,1.821252,1.5,0
0.64,0,kuramoto,1.915499,1.5,0
0.65,0,kuramoto,2.009747,1.5,0
0.66,0,kuramoto,2.103995,1.5,0
0.67,0,kuramoto,2.198243,1.5,0
0.68,0,kuramoto,2.292491,1.5,0
0.69,0,kuramoto,2.386738,1.5,0
0.7,0,kuramoto,2.480986,1.5,0
0.71,0,kuramoto,2.575234,1.5,0
0.72,0,kuramoto,2.669482,1.5,0
0.73,0,kuramoto,2.76373,1.5,0
0.74,0,kuramoto,2.857977,1.5,0
0.75,0,kuramoto,2.952225,1.5,0
0.76,0,kuramoto,3.046473,1.5,0
0.77,0,kuramoto,3.140721,1.5,0
0.78,0,kuramoto,3.234968,1.5,0
0.79,0,kuramoto,3.329216,1.5,0
0.8,0,kuramoto,3.423464,1.5,0
0.81,0,kuramoto,3.517712,1.5,0
0.82,0,kuramoto,3.61196,1.5,0
0.83,0,kuramoto,3.706207,1.5,0
0.84,0,kuramoto,3.800455,1.5,0
0.85,0,kuramoto,3.894703,1.5,0
0.86,0,kuramoto,3.988951,1.5,0
0.87,0,kuramoto,4.083198,1.5,0
0.88,0,kuramoto,4.177446,1.5,0
0.89,0,kuramoto,4.271694,1.5,0
0.9,0,kuramoto,4.365942,1.5,0
0.91,0,kuramoto,4.46019,1.5,0
0.92,0,kuramoto,4.554437,1.5,0
0.93,0,kuramoto,4.648685,1.5,0
0.94,0,kuramoto,4.742933,1.5,0
0.95,0,kuramoto,4.837181,1.5,0
0.96,0,kuramoto,4.931428,1.5,0
0.97,0,kuramoto,5.025676,1.5,0
0.98,0,kuramoto,5.119924,1.5,0
0.99,0,kuramoto,5.214172,1.5,0
1.0,0,kuramoto,5.30842,1.5,0
1.01,0,kuramoto,5.402667,1.5,0
1.02,0,kuramoto,5.496915,1.5,0
1.03,0,kuramoto,5.591163,1.5,0
1.04,0,kuramoto,5.685411,1.5,0
