event,model,source,t_s
pi_flash,kuramoto,pi_oscillator,0.537314
virtual_flash,kuramoto,camera,0.944452
pi_flash,kuramoto,pi_oscillator,1.406656
virtual_flash,kuramoto,camera,1.546519
virtual_flash,kuramoto,camera,2.011071
pi_flash,kuramoto,pi_oscillator,2.111029
virtual_flash,kuramoto,camera,2.577618
pi_flash,kuramoto,pi_oscillator,2.669842
virtual_flash,kuramoto,camera,3.234655
pi_flash,kuramoto,pi_oscillator,3.234655
virtual_flash,kuramoto,camera,3.766291
pi_flash,kuramoto,pi_oscillator,3.813193
virtual_flash,kuramoto,camera,4.291247
pi_flash,kuramoto,pi_oscillator,4.340442
virtual_flash,kuramoto,camera,4.847788
pi_flash,kuramoto,pi_oscillator,4.897545
virtual_flash,kuramoto,camera,5.397994
pi_flash,kuramoto,pi_oscillator,5.448496
pi_flash,kuramoto,pi_oscillator,5.984338
virtual_flash,kuramoto,camera,6.103147
virtual_flash,kuramoto,camera,6.48665
pi_flash,kuramoto,pi_oscillator,6.620015
virtual_flash,kuramoto,camera,6.994361
pi_flash,kuramoto,pi_oscillator,7.373033
virtual_flash,kuramoto,camera,7.64813
virtual_flash,kuramoto,camera,8.203428
pi_flash,kuramoto,pi_oscillator,8.203428
virtual_flash,kuramoto,camera,8.618503
pi_flash,kuramoto,pi_oscillator,8.791013
virtual_flash,kuramoto,camera,9.161347
pi_flash,kuramoto,pi_oscillator,9.365327
virtual_flash,kuramoto,camera,9.813057
pi_flash,kuramoto,pi_oscillator,10.31195
virtual_flash,kuramoto,camera,10.430875
virtual_flash,kuramoto,camera,10.890625
pi_flash,kuramoto,pi_oscillator,10.940254
virtual_flash,kuramoto,camera,11.346905
pi_flash,kuramoto,pi_oscillator,11.471931
virtual_flash,kuramoto,camera,12.003521
pi_flash,kuramoto,pi_oscillator,12.153625
virtual_flash,kuramoto,camera,12.558264
pi_flash,kuramoto,pi_oscillator,12.705197
virtual_flash,kuramoto,camera,13.191728
pi_flash,kuramoto,pi_oscillator,13.292086
virtual_flash,kuramoto,camera,13.710583
pi_flash,kuramoto,pi_oscillator,13.801079
pi_flash,kuramoto,pi_oscillator,14.326758
virtual_flash,kuramoto,camera,14.443537
virtual_flash,kuramoto,camera,14.815149
pi_flash,kuramoto,pi_oscillator,15.004452
virtual_flash,kuramoto,camera,15.381376
pi_flash,kuramoto,pi_oscillator,15.593333
virtual_flash,kuramoto,camera,16.007619
pi_flash,kuramoto,pi_oscillator,16.469501
virtual_flash,kuramoto,camera,16.607454
virtual_flash,kuramoto,camera,17.062262
pi_flash,kuramoto,pi_oscillator,17.161083
virtual_flash,kuramoto,camera,17.613715
pi_flash,kuramoto,pi_oscillator,17.676526
virtual_flash,kuramoto,camera,18.186114
pi_flash,kuramoto,pi_oscillator,18.23085
virtual_flash,kuramoto,camera,18.706456
pi_flash,kuramoto,pi_oscillator,18.747133
virtual_flash,kuramoto,camera,19.224492
pi_flash,kuramoto,pi_oscillator,19.321218
virtual_flash,kuramoto,camera,19.773395
pi_flash,kuramoto,pi_oscillator,19.861809
virtual_flash,kuramoto,camera,20.310386
pi_flash,kuramoto,pi_oscillator,20.359693
virtual_flash,kuramoto,camera,20.878049
pi_flash,kuramoto,pi_oscillator,20.924469
virtual_flash,kuramoto,camera,21.393692
pi_flash,kuramoto,pi_oscillator,21.443788
virtual_flash,kuramoto,camera,21.943704
pi_flash,kuramoto,pi_oscillator,21.99366
virtual_flash,kuramoto,camera,22.487817
pi_flash,kuramoto,pi_oscillator,22.537473
virtual_flash,kuramoto,camera,23.042048
pi_flash,kuramoto,pi_oscillator,23.092341
pi_flash,kuramoto,pi_oscillator,23.632559
pi_flash,kuramoto,pi_oscillator,24.175185
virtual_flash,kuramoto,camera,24.760748
pi_flash,kuramoto,pi_oscillator,24.760748
virtual_flash,kuramoto,camera,25.169519
pi_flash,kuramoto,pi_oscillator,25.296521
virtual_flash,kuramoto,camera,25.730069
pi_flash,kuramoto,pi_oscillator,25.941117
virtual_flash,kuramoto,camera,26.257579
pi_flash,kuramoto,pi_oscillator,26.731348
virtual_flash,kuramoto,camera,26.914582
virtual_flash,kuramoto,camera,27.450036
pi_flash,kuramoto,pi_oscillator,27.450036
virtual_flash,kuramoto,camera,27.985023
pi_flash,kuramoto,pi_oscillator,28.048759
virtual_flash,kuramoto,camera,28.423987
pi_flash,kuramoto,pi_oscillator,28.559883
virtual_flash,kuramoto,camera,29.087421
pi_flash,kuramoto,pi_oscillator,29.129569
virtual_flash,kuramoto,camera,29.644763
pi_flash,kuramoto,pi_oscillator,29.695171
