coupling_term,follower_flash_event,freq_error_hz,frequency_error_hz,frequency_hz,loop_dt_ms,model,phase_error_rad,phase_rad,t_s,virtual_frequency_hz
0.83446,0,0.0,0.018476185357497954,1.864042,0.001,kuramoto,0.987152,5.296045,0.074723,1.882518185357498
0.834454,1,0.0,0.018481185357497987,1.864037,341.624,kuramoto,0.98714,0.184069,0.416346,1.882518185357498
-0.183031,0,0.0,0.828169185357498,1.054349,115.467,kuramoto,-0.184069,0.846535,0.531814,1.882518185357498
-0.748989,0,0.0,1.278545185357498,0.603973,32.614,kuramoto,-0.846535,0.970301,0.564428,1.882518185357498
-0.825056,0,0.0,1.339076185357498,0.543442,29.802,kuramoto,-0.970301,1.072062,0.59423,1.882518185357498
-0.878189,0,0.0,1.3813581853574979,0.50116,29.535,kuramoto,-1.072062,1.165065,0.623765,1.882518185357498
-0.918814,0,0.0,1.413687185357498,0.468831,30.039,kuramoto,-1.165065,1.253553,0.653805,1.882518185357498
-0.950099,0,0.0,1.438583185357498,0.443935,33.439,kuramoto,-1.253553,1.346826,0.687244,1.882518185357498
-0.975023,0,0.0,1.4584171853574979,0.424101,40.25,kuramoto,-1.346826,1.454082,0.727494,1.882518185357498
-0.993197,0,0.0,1.472879185357498,0.409639,44.508,kuramoto,-1.454082,1.568638,0.772002,1.882518185357498
-0.81365,0,0.0,1.3300001853574979,0.552518,49.197,kuramoto,-0.950404,1.73943,0.821199,1.882518185357498
-0.472038,0,0.0,1.0581541853574978,0.824364,50.102,kuramoto,-0.491601,1.998939,0.871301,1.882518185357498
-0.122178,0,0.0,0.779744185357498,1.102774,50.024,kuramoto,-0.122484,2.345554,0.921325,1.882518185357498
0.161161,0,0.0,0.5542701853574978,1.328248,50.211,kuramoto,0.161867,2.764594,0.971536,1.882518185357498
0.368994,0,0.0,0.38888218535749797,1.493636,50.54,kuramoto,0.377927,3.238898,1.022076,1.882518185357498
0.512847,0,0.0,0.27440718535749786,1.608111,50.522,kuramoto,0.538498,3.749373,1.072598,1.882518185357498
0.61565,0,0.0,0.049856107332982846,1.689918,50.547,kuramoto,0.66321,4.28608,1.123144,1.6400618926670172
0.759666,0,0.0,0.16446110733298291,1.804523,58.593,kuramoto,0.862799,4.950412,1.181737,1.6400618926670172
0.500217,0,0.0,0.04200189266701715,1.59806,25.893,kuramoto,0.523849,5.210402,1.20763,1.6400618926670172
