event,model,source,t_s
pi_flash,kuramoto,pi_oscillator,0.416346
virtual_flash,kuramoto,camera,0.772002
virtual_flash,kuramoto,camera,1.233565
pi_flash,kuramoto,pi_oscillator,1.323018
virtual_flash,kuramoto,camera,1.863891
pi_flash,kuramoto,pi_oscillator,1.904245
virtual_flash,kuramoto,camera,2.395553
pi_flash,kuramoto,pi_oscillator,2.44366
pi_flash,kuramoto,pi_oscillator,2.972603
virtual_flash,kuramoto,camera,3.08883
pi_flash,kuramoto,pi_oscillator,3.725569
virtual_flash,kuramoto,camera,4.004311
pi_flash,kuramoto,pi_oscillator,4.618218
virtual_flash,kuramoto,camera,4.712779
virtual_flash,kuramoto,camera,5.229321
pi_flash,kuramoto,pi_oscillator,5.355904
virtual_flash,kuramoto,camera,5.785634
pi_flash,kuramoto,pi_oscillator,5.911977
virtual_flash,kuramoto,camera,6.364513
pi_flash,kuramoto,pi_oscillator,6.443496
virtual_flash,kuramoto,camera,6.919535
pi_flash,kuramoto,pi_oscillator,7.001649
virtual_flash,kuramoto,camera,7.452567
pi_flash,kuramoto,pi_oscillator,7.522937
virtual_flash,kuramoto,camera,9.177595
pi_flash,kuramoto,pi_oscillator,9.214955
pi_flash,kuramoto,pi_oscillator,9.816629
virtual_flash,kuramoto,camera,10.242321
pi_flash,kuramoto,pi_oscillator,10.447605
virtual_flash,kuramoto,camera,10.896962
pi_flash,kuramoto,pi_oscillator,11.153008
virtual_flash,kuramoto,camera,11.465717
pi_flash,kuramoto,pi_oscillator,12.074851
virtual_flash,kuramoto,camera,12.290836
virtual_flash,kuramoto,camera,12.852522
pi_flash,kuramoto,pi_oscillator,12.894011
pi_flash,kuramoto,pi_oscillator,13.484403
virtual_flash,kuramoto,camera,13.942046
pi_flash,kuramoto,pi_oscillator,14.054972
virtual_flash,kuramoto,camera,14.57812
pi_flash,kuramoto,pi_oscillator,14.618769
virtual_flash,kuramoto,camera,15.122406
pi_flash,kuramoto,pi_oscillator,15.231667
virtual_flash,kuramoto,camera,15.654053
pi_flash,kuramoto,pi_oscillator,15.764545
virtual_flash,kuramoto,camera,16.317007
pi_flash,kuramoto,pi_oscillator,16.354907
virtual_flash,kuramoto,camera,16.841969
pi_flash,kuramoto,pi_oscillator,16.948693
virtual_flash,kuramoto,camera,17.372336
pi_flash,kuramoto,pi_oscillator,17.483283
virtual_flash,kuramoto,camera,18.00407
pi_flash,kuramoto,pi_oscillator,18.044289
virtual_flash,kuramoto,camera,18.433742
pi_flash,kuramoto,pi_oscillator,18.596774
virtual_flash,kuramoto,camera,19.071582
virtual_flash,kuramoto,camera,19.606029
pi_flash,kuramoto,pi_oscillator,19.655984
virtual_flash,kuramoto,camera,20.139388
pi_flash,kuramoto,pi_oscillator,20.208429
virtual_flash,kuramoto,camera,20.697182
pi_flash,kuramoto,pi_oscillator,20.736384
virtual_flash,kuramoto,camera,21.208868
pi_flash,kuramoto,pi_oscillator,21.297641
virtual_flash,kuramoto,camera,21.772586
pi_flash,kuramoto,pi_oscillator,21.809412
virtual_flash,kuramoto,camera,22.306551
pi_flash,kuramoto,pi_oscillator,22.391423
virtual_flash,kuramoto,camera,22.822942
pi_flash,kuramoto,pi_oscillator,22.899134
virtual_flash,kuramoto,camera,23.379796
pi_flash,kuramoto,pi_oscillator,23.427487
virtual_flash,kuramoto,camera,23.911387
pi_flash,kuramoto,pi_oscillator,23.987726
virtual_flash,kuramoto,camera,24.444031
pi_flash,kuramoto,pi_oscillator,24.517126
virtual_flash,kuramoto,camera,24.971916
pi_flash,kuramoto,pi_oscillator,25.045114
virtual_flash,kuramoto,camera,25.503226
pi_flash,kuramoto,pi_oscillator,25.573891
virtual_flash,kuramoto,camera,26.063034
pi_flash,kuramoto,pi_oscillator,26.102388
virtual_flash,kuramoto,camera,26.591309
pi_flash,kuramoto,pi_oscillator,26.66209
virtual_flash,kuramoto,camera,27.026411
pi_flash,kuramoto,pi_oscillator,27.19002
virtual_flash,kuramoto,camera,27.7015
virtual_flash,kuramoto,camera,28.22524
pi_flash,kuramoto,pi_oscillator,28.22524
virtual_flash,kuramoto,camera,28.751022
pi_flash,kuramoto,pi_oscillator,28.825389
virtual_flash,kuramoto,camera,29.195879
pi_flash,kuramoto,pi_oscillator,29.331599
virtual_flash,kuramoto,camera,29.825908
