K,agent_id,applied_kuramoto_correction,coupling_input,dt,effective_period_s,fire_count,flash_count_delta,flash_on,frequency_hz_after,frequency_hz_before,neighbour_period_est,neighbour_phase_est,phase_after,phase_before,phase_delta,phase_delta_unwrapped,pi_flash_events_consumed_this_step,time,warning,wrapped_phase_error
5.0,0,-0.071153377,-0.431232587,0.033,0.603560035,0,0,0,1.656836011,2.0,0.5,4.365162231,5.154557555,4.811020702,0.343536853,0.343536853,0,0.033125,,-0.445858471
5.0,0,-0.060389687,-0.365998101,0.033,0.585223813,0,0,0,1.708747965,1.656836011,0.5,4.779852461,5.508858099,5.154557555,0.354300544,0.354300544,0,0.066517,,-0.374705094
5.0,0,-0.051012306,-0.309165491,0.033,0.570133905,0,0,0,1.75397392,1.708747965,0.5,5.194542691,5.872536023,5.508858099,0.363677924,0.363677924,0,0.100015,,-0.314315408
5.0,0,-0.042944753,-0.260271228,0.033,0.557760962,0,0,0,1.792882738,1.75397392,0.5,5.609232921,6.244281501,5.872536023,0.371745478,0.371745478,0,0.133563,,-0.263303102
5.0,0,-0.036065588,-0.218579321,0.033,0.547627101,1,1,1,1.826060103,1.792882738,0.5,6.023923152,0.339720836,6.244281501,0.378624642,0.378624642,0,0.166822,,-0.220358349
5.0,0,-0.030236467,-0.183251317,0.033,0.539323932,1,0,0,1.854173236,1.826060103,0.5,0.155428075,0.724174599,0.339720836,0.384453763,0.384453763,0,0.200067,,-0.184292761
5.0,0,-0.02531886,-0.153447638,0.033,0.532512483,1,0,0,1.87789025,1.854173236,0.5,0.570118305,1.113545969,0.724174599,0.38937137,0.38937137,0,0.233685,,-0.154056294
5.0,0,-0.021183051,-0.128382127,0.033,0.526915711,1,0,0,1.89783675,1.87789025,0.5,0.984808535,1.507053148,1.113545969,0.393507179,0.393507179,0,0.267097,,-0.128737433
5.0,0,-0.017712278,-0.107347139,0.033,0.522308894,1,0,0,1.914575861,1.89783675,0.5,1.399498766,1.9040311,1.507053148,0.396977952,0.396977952,0,0.300556,,-0.107554383
5.0,0,-0.014804013,-0.089721292,0.033,0.518510282,1,0,0,1.928602065,1.914575861,0.5,1.814188996,2.303917318,1.9040311,0.399886217,0.399886217,0,0.334148,,-0.089842105
5.0,0,-0.012369669,-0.074967692,0.033,0.515372902,1,0,0,1.940342606,1.928602065,0.5,2.228879226,2.706237879,2.303917318,0.402320561,0.402320561,0,0.367416,,-0.075038092
5.0,0,-0.010333523,-0.062627411,0.033,0.512777731,1,0,0,1.95016269,1.940342606,0.5,2.643569456,3.110594586,2.706237879,0.404356708,0.404356708,0,0.400663,,-0.062668422
5.0,0,-0.008631317,-0.052311013,0.033,0.510628159,1,0,0,1.958372219,1.95016269,0.5,3.058259687,3.516653499,3.110594586,0.406058913,0.406058913,0,0.433935,,-0.0523349
5.0,0,-0.007208796,-0.043689672,0.033,0.508845551,1,0,0,1.965232864,1.958372219,0.5,3.472949917,3.924134934,3.516653499,0.407481434,0.407481434,0,0.467529,,-0.043703583
5.0,0,-0.006020303,-0.036486686,0.033,0.507365728,1,0,0,1.970964818,1.965232864,0.5,3.887640147,4.332804861,3.924134934,0.408669927,0.408669927,0,0.501135,,-0.036494787
5.0,0,-0.005027512,-0.030469767,0.033,0.506136159,1,0,0,1.97575293,1.970964818,0.5,4.302330377,4.74246758,4.332804861,0.409662719,0.409662719,0,0.534583,,-0.030474484
5.0,0,-0.004198297,-0.025444226,0.033,0.505113739,1,0,0,1.979752128,1.97575293,0.5,4.717020608,5.152959513,4.74246758,0.410491933,0.410491933,0,0.567701,,-0.025446972
5.0,0,-0.003505768,-0.021247076,0.033,0.504263011,1,0,0,1.983092114,1.979752128,0.5,5.131710838,5.564143976,5.152959513,0.411184463,0.411184463,0,0.601247,,-0.021248675
5.0,0,-0.002927426,-0.017741976,0.033,0.503554748,1,0,0,1.985881384,1.983092114,0.5,5.546401068,5.97590678,5.564143976,0.411762804,0.411762804,0,0.634807,,-0.017742907
5.0,0,-0.002444465,-0.014814939,0.033,0.502964815,2,1,1,1.988210646,1.985881384,0.5,5.961091299,0.104967238,5.97590678,0.412245765,0.412245765,0,0.668114,,-0.014815481
5.0,0,-0.002041166,-0.012370701,0.033,0.502473246,2,0,0,1.990155709,1.988210646,0.5,0.092596222,0.517616303,0.104967238,0.412649065,0.412649065,0,0.701382,,-0.012371016
5.0,0,-0.001704395,-0.010329667,0.033,0.502063503,2,0,0,1.991779912,1.990155709,0.5,0.507286452,0.930602138,0.517616303,0.412985835,0.412985835,0,0.734911,,-0.010329851
5.0,0,-0.001423183,-0.008625349,0.033,0.501721868,2,0,0,1.993136166,1.991779912,0.5,0.921976682,1.343869185,0.930602138,0.413267048,0.413267048,0,0.768194,,-0.008625456
5.0,0,-0.132186256,-0.801128822,0.033,0.733954683,2,0,0,1.362481939,1.993136166,0.5,0.41469023,1.62637316,1.343869185,0.282503975,0.282503975,1,0.801607,frequency_step_gt_0.5hz,-0.929178955
5.0,0,-0.118017511,-0.715257644,0.033,0.69890186,2,0,0,1.430816052,1.362481939,0.5,0.829380461,1.923045879,1.62637316,0.296672719,0.296672719,0,0.835055,,-0.7969927
5.0,0,-0.103619312,-0.627995828,0.033,0.666552554,2,0,0,1.500256798,1.430816052,0.5,1.244070691,2.234116798,1.923045879,0.311070919,0.311070919,0,0.868616,,-0.678975188
5.0,0,-0.089782012,-0.544133405,0.033,0.638165191,2,0,0,1.566992394,1.500256798,0.5,1.658760921,2.559025016,2.234116798,0.324908218,0.324908218,0,0.902022,,-0.575355877
5.0,0,-0.077008134,-0.466715966,0.033,0.614024604,2,0,0,1.628599235,1.566992394,0.5,2.073451151,2.896707112,2.559025016,0.337682096,0.337682096,0,0.935578,,-0.485573865
5.0,0,-0.065553431,-0.39729352,0.033,0.593879292,2,0,0,1.683843862,1.628599235,0.5,2.488141382,3.245843911,2.896707112,0.349136799,0.349136799,0,0.968735,,-0.40856573
5.0,0,-0.055493697,-0.336325434,0.033,0.577246982,2,0,0,1.732360723,1.683843862,0.5,2.902831612,3.605040445,3.245843911,0.359196534,0.359196534,0,1.001952,,-0.3430123
5.0,0,-0.046789638,-0.283573564,0.033,0.563590055,2,0,0,1.774339328,1.732360723,0.5,3.317521842,3.972941037,3.605040445,0.367900592,0.367900592,0,1.035511,,-0.287518603
5.0,0,-0.039337755,-0.238410634,0.033,0.552401086,2,0,0,1.810278845,1.774339328,0.5,3.732212072,4.348293513,3.972941037,0.375352476,0.375352476,0,1.068752,,-0.240728965
5.0,0,-0.033005382,-0.200032617,0.033,0.543236432,2,0,0,1.840819101,1.810278845,0.5,4.146902303,4.729978361,4.348293513,0.381684849,0.381684849,0,1.102308,,-0.20139121
5.0,0,-0.027652552,-0.167591226,0.033,0.535723334,2,0,0,1.866635139,1.840819101,0.5,4.561592533,5.117016039,4.729978361,0.387037678,0.387037678,0,1.135685,,-0.168385828
5.0,0,0.16297235,0.987711212,0.033,0.358938111,2,0,0,2.785995609,1.866635139,0.369230287,0.56156042,5.69467862,5.117016039,0.57766258,0.57766258,1,1.16923,frequency_step_gt_0.5hz;phase_jump_gt_0.5rad,1.727729688
5.0,0,0.163366445,0.990099666,0.033,0.358693402,2,0,0,2.78789628,2.785995609,0.369230287,1.123120841,6.272735295,5.69467862,0.578056675,0.578056675,0,1.202443,phase_jump_gt_0.5rad,1.711627528
5.0,0,0.16372626,0.992280363,0.033,0.35847027,3,1,1,2.789631624,2.78789628,0.369230287,1.684681261,0.567966478,6.272735295,0.57841649,0.57841649,0,1.23593,phase_jump_gt_0.5rad,1.695131273
5.0,0,0.164047901,0.994229703,0.033,0.358271045,3,0,0,2.791182859,2.789631624,0.369230287,2.246241681,1.146704609,0.567966478,0.578738131,0.578738131,0,1.269165,phase_jump_gt_0.5rad,1.678275203
5.0,0,0.164327727,0.99592562,0.033,0.358097901,3,0,0,2.792532427,2.791182859,0.369230287,2.807802101,1.725722567,1.146704609,0.579017957,0.579017957,0,1.302739,phase_jump_gt_0.5rad,1.661097492
5.0,0,0.164562433,0.997348076,0.033,0.357952804,3,0,0,2.793664381,2.792532427,0.369230287,3.369362522,2.304975229,1.725722567,0.579252663,0.579252663,0,1.336105,phase_jump_gt_0.5rad,1.643639955
5.0,0,0.164749125,0.998479548,0.033,0.357837474,3,0,0,2.794564778,2.793664381,0.369230287,3.930922942,2.884414585,2.304975229,0.579439356,0.579439356,0,1.369326,phase_jump_gt_0.5rad,1.625947712
5.0,0,0.164885401,0.999305463,0.033,0.357753335,3,0,0,2.79522202,2.794564778,0.369230287,4.492483362,3.463990217,2.884414585,0.579575632,0.579575632,0,1.402898,phase_jump_gt_0.5rad,1.608068777
5.0,0,0.164969407,0.999814585,0.033,0.357701489,3,0,0,2.795627167,2.79522202,0.369230287,5.054043782,4.043649853,3.463990217,0.579659637,0.579659637,0,1.436056,phase_jump_gt_0.5rad,1.590053566
5.0,0,0.164999889,0.999999329,0.033,0.357682679,3,0,0,2.795774182,2.795627167,0.369230287,5.615604203,4.623339973,4.043649853,0.57969012,0.57969012,0,1.469329,phase_jump_gt_0.5rad,1.571954349
5.0,0,0.164976237,0.999855985,0.033,0.357697274,3,0,0,2.795660112,2.795774182,0.369230287,6.177164623,5.203006441,4.623339973,0.579666468,0.579666468,0,1.502551,phase_jump_gt_0.5rad,1.55382465
5.0,0,0.16458496,0.997484603,0.033,0.357938884,3,0,0,2.793773027,2.795660112,0.369230287,0.56156042,5.782281631,5.203006441,0.57927519,0.57927519,1,1.535766,phase_jump_gt_0.5rad,1.641739287
