agent_id,event_type,normalized_signal,raw_brightness,roi_id,t_s
V1,pi_detected_virtual_flash,0.9524,69.0,1,0.733917
V0,pi_detected_virtual_flash,1.0,48.0,0,0.867118
V1,pi_detected_virtual_flash,0.9531,70.0,1,1.233616
V1,pi_detected_virtual_flash,0.9219,68.0,1,1.733343
V0,pi_detected_virtual_flash,1.0,48.0,0,1.866614
V1,pi_detected_virtual_flash,0.9375,69.0,1,2.23309
V1,pi_detected_virtual_flash,0.9219,68.0,1,2.732888
V0,pi_detected_virtual_flash,0.9583,47.0,0,2.866098
V1,pi_detected_virtual_flash,0.9219,68.0,1,3.232614
V1,pi_detected_virtual_flash,0.9062,67.0,1,3.732339
V0,pi_detected_virtual_flash,0.9583,47.0,0,3.865582
V1,pi_detected_virtual_flash,0.9219,68.0,1,4.232096
V1,pi_detected_virtual_flash,0.9062,67.0,1,4.731879
V0,pi_detected_virtual_flash,0.9583,47.0,0,4.865065
V1,pi_detected_virtual_flash,0.9219,68.0,1,5.231566
V1,pi_detected_virtual_flash,0.9062,67.0,1,5.731308
V0,pi_detected_virtual_flash,0.9583,47.0,0,5.864565
V1,pi_detected_virtual_flash,0.9062,67.0,1,6.231067
V1,pi_detected_virtual_flash,0.8905,66.0,1,6.730852
V0,pi_detected_virtual_flash,0.9583,47.0,0,6.864066
V1,pi_detected_virtual_flash,0.8769,66.0,1,7.230545
V1,pi_detected_virtual_flash,0.8615,65.0,1,7.730297
V0,pi_detected_virtual_flash,0.9583,47.0,0,7.863546
V1,pi_detected_virtual_flash,0.8769,66.0,1,8.230059
V1,pi_detected_virtual_flash,0.8462,64.0,1,8.729898
V0,pi_detected_virtual_flash,0.9565,46.0,0,8.863051
V1,pi_detected_virtual_flash,0.8615,65.0,1,9.229538
V1,pi_detected_virtual_flash,0.8462,64.0,1,9.72927
V0,pi_detected_virtual_flash,0.9565,46.0,0,9.862533
V1,pi_detected_virtual_flash,0.8615,65.0,1,10.229029
V1,pi_detected_virtual_flash,0.8308,63.0,1,10.72884
V0,pi_detected_virtual_flash,0.92,46.0,0,10.862028
V1,pi_detected_virtual_flash,0.8462,64.0,1,11.228521
V1,pi_detected_virtual_flash,0.8,61.0,1,11.728261
V0,pi_detected_virtual_flash,0.88,45.0,0,11.861518
V1,pi_detected_virtual_flash,0.8154,62.0,1,12.22825
V1,pi_detected_virtual_flash,0.8,61.0,1,12.727824
V0,pi_detected_virtual_flash,0.88,45.0,0,12.861012
V1,pi_detected_virtual_flash,0.8,61.0,1,13.227516
V1,pi_detected_virtual_flash,0.8,61.0,1,13.727263
V0,pi_detected_virtual_flash,0.88,45.0,0,13.860513
V1,pi_detected_virtual_flash,0.7846,60.0,1,14.22701
V1,pi_detected_virtual_flash,0.7846,60.0,1,14.726821
V0,pi_detected_virtual_flash,0.84,44.0,0,14.860015
V1,pi_detected_virtual_flash,0.7846,60.0,1,15.226524
V1,pi_detected_virtual_flash,0.7692,59.0,1,15.726259
V0,pi_detected_virtual_flash,0.8,43.0,0,15.859513
V1,pi_detected_virtual_flash,0.7538,58.0,1,16.226009
V1,pi_detected_virtual_flash,0.7385,57.0,1,16.725814
V0,pi_detected_virtual_flash,0.84,44.0,0,16.859008
V1,pi_detected_virtual_flash,0.7538,58.0,1,17.2255
V1,pi_detected_virtual_flash,0.7231,56.0,1,17.725414
V0,pi_detected_virtual_flash,0.8,43.0,0,17.858491
V1,pi_detected_virtual_flash,0.7385,57.0,1,18.224967
V1,pi_detected_virtual_flash,0.6923,54.0,1,18.724761
V0,pi_detected_virtual_flash,0.75,42.0,0,18.857999
V1,pi_detected_virtual_flash,0.7077,55.0,1,19.224492
V1,pi_detected_virtual_flash,0.6769,53.0,1,19.724211
V0,pi_detected_virtual_flash,0.75,42.0,0,19.857476
V1,pi_detected_virtual_flash,0.6615,52.0,1,20.223977
V1,pi_detected_virtual_flash,0.6615,52.0,1,20.723785
V0,pi_detected_virtual_flash,0.7083,41.0,0,20.85697
V1,pi_detected_virtual_flash,0.6615,52.0,1,21.223479
V1,pi_detected_virtual_flash,0.9846,73.0,1,21.756513
V0,pi_detected_virtual_flash,0.7083,41.0,0,21.856457
V1,pi_detected_virtual_flash,1.0,74.0,1,22.256267
V1,pi_detected_virtual_flash,0.9846,73.0,1,22.756207
V0,pi_detected_virtual_flash,0.9583,47.0,0,22.889457
V1,pi_detected_virtual_flash,1.0,74.0,1,23.255781
V1,pi_detected_virtual_flash,0.9846,73.0,1,23.755501
V0,pi_detected_virtual_flash,1.0,48.0,0,23.888766
V1,pi_detected_virtual_flash,1.0,74.0,1,24.255242
V1,pi_detected_virtual_flash,0.9846,73.0,1,24.755012
V0,pi_detected_virtual_flash,1.0,48.0,0,24.888257
V1,pi_detected_virtual_flash,1.0,74.0,1,25.254748
V1,pi_detected_virtual_flash,0.9846,73.0,1,25.754492
V0,pi_detected_virtual_flash,1.0,48.0,0,25.887758
V1,pi_detected_virtual_flash,1.0,74.0,1,26.254229
V1,pi_detected_virtual_flash,0.9846,73.0,1,26.754013
V0,pi_detected_virtual_flash,1.0,48.0,0,26.887249
V1,pi_detected_virtual_flash,1.0,74.0,1,27.253728
V1,pi_detected_virtual_flash,0.9846,73.0,1,27.753477
V0,pi_detected_virtual_flash,1.0,48.0,0,27.886739
V1,pi_detected_virtual_flash,1.0,74.0,1,28.253402
V1,pi_detected_virtual_flash,0.9846,73.0,1,28.752984
V0,pi_detected_virtual_flash,1.0,48.0,0,28.886215
V1,pi_detected_virtual_flash,1.0,74.0,1,29.252714
V1,pi_detected_virtual_flash,0.9846,73.0,1,29.752458
V0,pi_detected_virtual_flash,1.0,48.0,0,29.885733
