agent_id,event_type,normalized_signal,raw_brightness,roi_id,t_s
V0,pi_detected_virtual_flash,1.0,74.0,0,0.66727
V1,pi_detected_virtual_flash,0.9375,94.0,1,0.900472
V1,pi_detected_virtual_flash,0.9185,93.0,1,1.400222
V0,pi_detected_virtual_flash,1.0,74.0,0,1.533554
V1,pi_detected_virtual_flash,0.9175,93.0,1,1.899968
V1,pi_detected_virtual_flash,0.9072,92.0,1,2.399699
V0,pi_detected_virtual_flash,1.0,74.0,0,2.532994
V1,pi_detected_virtual_flash,0.9072,92.0,1,2.899461
V1,pi_detected_virtual_flash,0.8969,91.0,1,3.399216
V0,pi_detected_virtual_flash,0.9848,73.0,0,3.532542
V1,pi_detected_virtual_flash,0.8866,90.0,1,3.898949
V1,pi_detected_virtual_flash,0.8866,90.0,1,4.398687
V0,pi_detected_virtual_flash,0.9924,73.0,0,4.531958
V1,pi_detected_virtual_flash,0.8763,89.0,1,4.898453
V1,pi_detected_virtual_flash,0.8763,89.0,1,5.398171
V0,pi_detected_virtual_flash,1.0,73.0,0,5.531492
V1,pi_detected_virtual_flash,0.866,88.0,1,5.897939
V1,pi_detected_virtual_flash,0.866,88.0,1,6.397662
V0,pi_detected_virtual_flash,1.0,73.0,0,6.530922
V1,pi_detected_virtual_flash,0.8454,86.0,1,6.897428
V1,pi_detected_virtual_flash,0.8454,86.0,1,7.397329
V0,pi_detected_virtual_flash,1.0,73.0,0,7.530726
V1,pi_detected_virtual_flash,0.8454,86.0,1,7.897127
V1,pi_detected_virtual_flash,0.8351,85.0,1,8.396832
V0,pi_detected_virtual_flash,1.0,73.0,0,8.530102
V1,pi_detected_virtual_flash,0.8333,84.0,1,8.896584
V1,pi_detected_virtual_flash,0.8333,84.0,1,9.396355
V0,pi_detected_virtual_flash,0.9846,72.0,0,9.529648
V1,pi_detected_virtual_flash,0.8229,83.0,1,9.896104
V1,pi_detected_virtual_flash,0.8125,82.0,1,10.395843
V0,pi_detected_virtual_flash,0.9846,72.0,0,10.529117
V1,pi_detected_virtual_flash,0.8125,82.0,1,10.895589
V1,pi_detected_virtual_flash,0.8021,81.0,1,11.395302
V0,pi_detected_virtual_flash,0.9844,71.0,0,11.528637
V1,pi_detected_virtual_flash,0.7917,80.0,1,11.895054
V1,pi_detected_virtual_flash,0.7812,79.0,1,12.394862
V0,pi_detected_virtual_flash,0.9688,70.0,0,12.528051
V1,pi_detected_virtual_flash,0.7812,79.0,1,12.894538
V1,pi_detected_virtual_flash,0.7708,78.0,1,13.394281
V0,pi_detected_virtual_flash,0.9538,70.0,0,13.527618
V1,pi_detected_virtual_flash,0.7604,77.0,1,13.894042
V1,pi_detected_virtual_flash,0.7423,76.0,1,14.393771
V0,pi_detected_virtual_flash,0.9385,69.0,0,14.527029
V1,pi_detected_virtual_flash,0.7423,76.0,1,14.893553
V1,pi_detected_virtual_flash,0.732,75.0,1,15.3931
V0,pi_detected_virtual_flash,0.9091,68.0,0,15.526441
V1,pi_detected_virtual_flash,0.7216,74.0,1,15.892856
V1,pi_detected_virtual_flash,0.7216,74.0,1,16.392625
V0,pi_detected_virtual_flash,0.8939,67.0,0,16.525859
V1,pi_detected_virtual_flash,0.7113,73.0,1,16.892336
V1,pi_detected_virtual_flash,0.701,72.0,1,17.39207
V0,pi_detected_virtual_flash,0.8939,67.0,0,17.525427
V1,pi_detected_virtual_flash,0.6907,71.0,1,17.891835
V1,pi_detected_virtual_flash,0.6804,70.0,1,18.391582
V0,pi_detected_virtual_flash,0.8788,66.0,0,18.524852
V1,pi_detected_virtual_flash,0.6701,69.0,1,18.891311
V1,pi_detected_virtual_flash,0.6618,68.0,1,19.391073
V0,pi_detected_virtual_flash,0.8636,65.0,0,19.524398
V1,pi_detected_virtual_flash,0.9897,100.0,1,19.92421
V1,pi_detected_virtual_flash,0.9897,100.0,1,20.424038
V0,pi_detected_virtual_flash,0.8485,64.0,0,20.523983
V1,pi_detected_virtual_flash,0.9897,100.0,1,20.923797
V1,pi_detected_virtual_flash,0.9897,100.0,1,21.423546
V0,pi_detected_virtual_flash,0.8333,63.0,0,21.523552
V1,pi_detected_virtual_flash,0.9897,100.0,1,21.923348
V1,pi_detected_virtual_flash,0.9897,100.0,1,22.423033
V0,pi_detected_virtual_flash,0.8182,62.0,0,22.522987
V1,pi_detected_virtual_flash,0.9897,100.0,1,22.922787
V1,pi_detected_virtual_flash,0.9897,100.0,1,23.422547
V0,pi_detected_virtual_flash,0.7879,60.0,0,23.522534
V1,pi_detected_virtual_flash,0.9897,100.0,1,23.922332
V1,pi_detected_virtual_flash,0.9897,100.0,1,24.422041
V0,pi_detected_virtual_flash,0.7727,59.0,0,24.521988
V1,pi_detected_virtual_flash,0.9897,100.0,1,24.921782
V1,pi_detected_virtual_flash,0.9897,100.0,1,25.421519
V0,pi_detected_virtual_flash,0.7576,58.0,0,25.521526
V1,pi_detected_virtual_flash,0.9897,100.0,1,25.921327
V1,pi_detected_virtual_flash,0.9897,100.0,1,26.421033
V0,pi_detected_virtual_flash,0.7424,57.0,0,26.520967
V1,pi_detected_virtual_flash,0.9897,100.0,1,26.920789
V1,pi_detected_virtual_flash,0.9897,100.0,1,27.420521
V0,pi_detected_virtual_flash,0.7273,56.0,0,27.520515
V1,pi_detected_virtual_flash,1.0,101.0,1,27.920303
V1,pi_detected_virtual_flash,1.0,101.0,1,28.420021
V0,pi_detected_virtual_flash,0.697,54.0,0,28.519953
V1,pi_detected_virtual_flash,0.9794,99.0,1,28.919744
V1,pi_detected_virtual_flash,0.9897,100.0,1,29.419497
V0,pi_detected_virtual_flash,0.697,54.0,0,29.519503
V1,pi_detected_virtual_flash,1.0,101.0,1,29.919296
