t_s,detected_state,leader_flash_event,brightness_used,signal_norm,camera_ms
1.7e-05,0,0,92.33,0.0,1048.83
1.048941,0,0,101.0,0.0,57.57
1.106608,0,0,110.67,0.0,79.05
1.185686,0,0,111.0,0.0,83.8
1.269553,0,0,95.67,0.0,83.49
1.35311,0,0,96.0,0.0,81.86
1.435058,0,0,93.67,0.0,72.7
1.507826,0,0,106.67,0.0,66.91
1.574803,0,0,105.0,0.0,61.56
1.636441,1,1,110.33,0.9783,70.14
1.706718,1,0,101.67,0.4706,78.66
1.785505,0,0,95.67,0.1074,81.98
1.867603,0,0,95.33,0.08,59.06
1.926778,0,0,94.67,0.0422,88.22
2.015117,0,0,104.67,0.6438,62.13
2.077361,1,1,105.0,0.6632,61.13
2.138681,1,0,110.67,1.0,70.16
2.208955,1,0,100.67,0.3865,78.99
2.288061,0,0,95.33,0.0531,82.29
2.370462,0,0,95.33,0.0472,58.03
2.428589,0,0,94.0,0.0,104.44
2.533153,0,0,104.33,0.6194,77.8
2.611049,1,1,107.67,0.822,62.97
2.674198,1,0,109.33,0.9244,75.62
2.749922,0,0,94.33,0.0121,81.26
2.831283,0,0,96.0,0.1123,79.39
2.910774,0,0,93.0,0.0,71.68
2.982565,0,0,92.67,0.0,63.94
3.046602,0,0,104.33,0.6401,60.07
3.106775,1,1,107.67,0.8393,63.97
3.170892,1,0,109.33,0.94,75.58
3.246575,0,0,95.33,0.0984,81.16
3.32784,0,0,96.67,0.179,79.53
3.407561,0,0,93.33,0.0,72.78
3.480505,0,0,93.67,0.0124,66.75
3.547417,0,0,104.0,0.643,59.85
3.607431,1,1,107.0,0.8314,64.25
3.671884,1,0,108.33,0.9191,76.01
3.748058,0,0,94.33,0.0457,81.39
3.829613,0,0,95.67,0.1288,78.58
3.908366,0,0,92.67,0.0,72.48
3.981032,0,0,93.33,0.0,66.19
4.047382,1,1,104.0,0.6669,59.73
4.107326,1,0,107.33,0.875,64.05
4.171543,1,0,109.0,0.9794,76.06
4.247767,0,0,95.33,0.125,81.14
4.329072,0,0,96.67,0.2088,79.69
4.408929,0,0,93.67,0.0213,71.49
4.480589,0,0,93.67,0.0213,66.45
4.547219,1,1,104.67,0.7088,59.83
4.607272,1,0,107.67,0.8963,64.63
4.672084,1,0,109.67,1.0,75.07
4.747335,0,0,95.33,0.1213,81.61
4.829125,0,0,96.67,0.2037,79.87
4.909178,0,0,93.0,0.0,71.59
4.980947,0,0,93.67,0.0213,66.69
5.04783,1,1,104.33,0.6841,59.63
5.107685,1,0,107.0,0.8525,64.49
5.172367,1,0,108.67,0.9581,75.74
5.248295,0,0,94.33,0.0463,81.38
5.329866,0,0,95.67,0.1296,79.48
5.409538,0,0,92.67,0.0,71.46
5.481191,0,0,93.33,0.0,66.58
5.547958,1,1,104.0,0.6696,58.91
5.607112,1,0,107.0,0.8597,64.73
5.671998,1,0,109.33,1.0,75.86
5.748054,0,0,94.67,0.0838,81.58
5.829828,0,0,96.0,0.1669,79.1
5.909121,0,0,93.0,0.0,72.27
5.98159,0,0,93.33,0.0,65.86
6.047646,1,1,104.0,0.6669,60.35
6.10823,1,0,107.33,0.8897,64.79
6.173224,1,0,108.67,0.9769,75.93
6.249354,0,0,94.0,0.0436,80.88
6.330442,0,0,95.67,0.1522,79.99
6.410635,0,0,92.67,0.0,71.49
6.482336,0,0,93.33,0.0021,66.0
6.548544,1,1,104.0,0.6947,59.47
6.608261,1,0,107.33,0.9109,64.81
6.673328,1,0,108.33,0.9779,75.48
6.749021,0,0,94.67,0.0893,80.92
6.830177,0,0,96.33,0.1973,80.35
6.910745,0,0,93.0,0.0,71.34
6.982296,0,0,93.67,0.0428,66.15
7.048656,1,1,104.67,0.7447,59.26
7.10817,1,0,108.0,0.9572,64.81
7.173201,1,0,109.67,1.0,75.82
7.249239,0,0,95.67,0.1704,81.01
7.330472,0,0,97.0,0.2553,79.52
7.410236,0,0,93.0,0.0,71.97
7.482432,0,0,93.67,0.0428,66.19
7.548841,1,1,104.67,0.7447,60.14
7.609246,1,0,107.33,0.9145,64.48
7.673966,1,0,109.0,1.0,75.29
7.749487,0,0,94.67,0.1066,81.62
7.83133,0,0,96.0,0.1914,79.52
7.911077,0,0,92.67,0.0,71.21
7.982515,0,0,92.33,0.0,64.83
8.047564,1,1,103.67,0.6809,59.13
8.106963,1,0,107.0,0.8934,63.96
8.171149,1,0,109.0,1.0,75.68
8.247061,0,0,94.67,0.1066,80.9
8.328194,0,0,95.67,0.1704,79.61
8.408033,0,0,93.0,0.0,72.77
8.481037,0,0,93.33,0.0211,66.6
8.547863,1,1,104.0,0.702,59.5
8.607643,1,0,107.33,0.9145,65.04
8.672917,1,0,108.0,0.9572,75.84
8.748988,0,0,93.67,0.0428,80.96
8.830207,0,0,95.0,0.1276,79.22
8.909663,0,0,92.33,0.0,71.96
8.981853,0,0,93.0,0.0,66.23
9.048316,1,1,104.0,0.702,59.75
9.108345,1,0,107.0,0.8934,63.88
9.172472,1,0,108.67,1.0,76.12
9.248833,0,0,94.67,0.1066,81.05
9.330151,0,0,96.33,0.2125,79.41
9.409801,0,0,93.33,0.0211,71.86
9.481905,0,0,94.0,0.0638,66.16
9.548305,1,1,104.67,0.7447,59.97
9.608557,1,0,107.67,0.9362,64.82
9.673635,1,0,109.33,1.0,75.07
9.748951,0,0,95.0,0.1276,81.77
9.830975,0,0,96.33,0.2125,79.43
9.910652,0,0,93.0,0.0,71.8
9.982699,0,0,93.67,0.0428,66.44
10.049384,1,1,104.67,0.7447,59.39
10.109066,1,0,107.33,0.9145,65.23
10.174551,1,0,108.67,1.0,75.59
10.250397,0,0,94.33,0.0849,81.72
10.332377,0,0,96.0,0.1914,79.35
10.411983,0,0,92.33,0.0,71.52
10.483761,0,0,92.33,0.0,64.19
10.548213,1,1,104.0,0.702,58.91
10.607422,1,0,107.33,0.9145,64.4
10.672084,1,0,109.33,1.0,75.35
10.747697,0,0,95.33,0.1487,81.27
10.829221,0,0,96.33,0.2125,79.9
10.90938,0,0,93.0,0.0,72.23
10.981872,0,0,93.67,0.0428,66.52
11.048653,1,1,104.33,0.723,59.32
11.108279,1,0,107.33,0.9145,64.3
11.172852,1,0,108.0,0.9572,74.93
11.248054,0,0,94.0,0.0652,81.27
11.329595,0,0,95.33,0.152,79.93
11.409799,0,0,92.67,0.0,71.61
11.481683,0,0,93.33,0.0215,65.93
11.547872,1,1,104.0,0.7175,59.81
11.607993,1,0,107.33,0.9348,64.72
11.673,1,0,108.67,1.0,75.42
11.748696,0,0,94.67,0.1066,81.47
11.830438,0,0,96.67,0.2342,79.21
11.909923,0,0,93.33,0.0211,71.35
11.981558,0,0,93.0,0.0,64.61
12.04644,1,1,104.67,0.7447,59.49
12.106266,1,0,108.0,0.9572,64.32
12.170872,1,0,109.67,1.0,75.12
12.246346,0,0,95.33,0.1487,81.53
12.328165,0,0,96.33,0.2125,80.16
12.408608,0,0,93.33,0.0211,71.85
12.48074,0,0,93.67,0.0428,67.38
12.548396,1,1,104.33,0.723,58.88
12.607598,1,0,107.0,0.8934,64.68
12.672571,1,0,108.33,0.9783,75.55
12.748409,0,0,94.0,0.0652,81.44
12.830165,0,0,96.0,0.1957,79.58
12.910053,0,0,92.67,0.0,72.21
12.982559,0,0,92.33,0.0,65.04
13.047883,1,1,104.0,0.716,59.34
13.107557,1,0,107.33,0.9327,64.19
13.172046,1,0,109.0,1.0,74.93
13.247268,0,0,95.0,0.1302,81.43
13.328992,0,0,96.33,0.2167,79.77
13.409069,0,0,93.0,0.0,72.0
13.48137,0,0,93.33,0.0215,66.98
13.548638,1,1,104.33,0.7374,59.52
13.608518,1,0,107.33,0.9327,64.4
13.673175,1,0,108.67,1.0,75.98
13.749466,0,0,94.33,0.0849,81.21
13.830985,0,0,96.0,0.1914,79.59
13.910876,0,0,92.67,0.0,71.35
13.982531,0,0,93.33,0.0211,66.04
14.048877,1,1,104.0,0.702,60.2
14.109436,1,0,107.33,0.9145,64.45
14.174218,1,0,108.33,0.9978,75.78
14.250337,0,0,94.33,0.0866,81.04
14.331688,0,0,96.0,0.1953,79.45
14.411446,0,0,93.0,0.0,71.12
14.482879,0,0,92.33,0.0,64.47
14.547659,1,1,104.0,0.7175,59.38
14.607407,1,0,107.0,0.9132,64.05
14.671733,1,0,108.67,1.0,75.81
14.747857,0,0,95.0,0.1305,81.08
14.829255,0,0,96.33,0.2172,80.07
14.909649,0,0,93.0,0.0,72.31
14.98231,0,0,93.33,0.0215,66.54
15.049174,1,1,104.0,0.7175,59.3
15.108844,1,0,107.33,0.9348,64.86
15.17398,1,0,108.33,1.0,75.84
15.250175,0,0,93.67,0.0437,81.54
15.332042,0,0,95.33,0.152,79.47
15.411852,0,0,92.67,0.0,71.16
15.483341,0,0,92.33,0.0,64.85
15.548512,1,1,104.0,0.7182,59.36
15.60825,1,0,107.33,0.9349,64.25
15.672792,1,0,108.67,1.0,75.0
15.748131,0,0,95.0,0.1323,81.2
15.82967,0,0,96.0,0.1974,80.44
15.910447,0,0,93.0,0.0021,71.54
15.98235,0,0,94.0,0.0672,66.42
16.049105,1,1,104.0,0.7182,59.78
16.109274,1,0,107.33,0.9349,64.59
16.174231,1,0,108.67,1.0,75.67
16.250268,0,0,94.67,0.1106,82.09
16.332704,0,0,96.0,0.197,78.7
16.411744,0,0,93.0,0.0,71.87
16.483957,0,0,92.33,0.0,64.33
16.548622,1,1,103.67,0.6951,58.97
16.607991,1,0,107.33,0.9348,64.59
16.672882,1,0,109.0,1.0,75.39
16.748622,0,0,95.0,0.1305,81.46
16.83043,0,0,96.67,0.2394,79.34
16.910142,0,0,93.0,0.0021,71.68
16.982198,0,0,94.0,0.0671,66.42
17.048966,1,1,104.33,0.738,59.76
17.109126,1,0,108.0,0.9764,64.58
17.174086,1,0,109.0,1.0,75.83
17.250302,0,0,94.67,0.1106,81.83
17.33249,0,0,96.67,0.2405,78.93
17.411783,0,0,92.67,0.0,71.65
17.483791,0,0,92.67,0.0,64.63
17.548768,1,1,104.0,0.7219,59.1
17.608275,1,0,107.33,0.9341,64.34
17.672946,1,0,108.33,0.9978,75.63
17.748941,0,0,94.0,0.0847,81.7
17.831011,0,0,95.67,0.1912,79.52
17.910905,0,0,92.67,0.0,71.7
17.982974,0,0,94.0,0.0847,66.35
18.049684,1,1,104.33,0.743,59.31
18.109412,1,0,108.0,0.9768,64.73
18.17447,1,0,109.0,1.0,75.51
18.250374,0,0,94.0,0.0847,81.9
18.332642,0,0,95.67,0.1912,78.96
18.411978,0,0,92.67,0.0,71.41
18.483761,0,0,92.67,0.0,64.85
18.54898,1,1,104.0,0.7219,58.37
18.607788,1,0,107.33,0.9361,65.1
18.673217,1,0,108.0,0.9789,75.34
18.748932,0,0,94.0,0.0849,81.47
18.830782,0,0,95.67,0.1916,79.5
18.910663,0,0,92.67,0.0,71.7
18.982747,0,0,93.67,0.0639,66.39
19.04951,1,1,104.33,0.7446,59.89
19.10983,1,0,107.67,0.9579,64.8
19.175013,1,0,109.33,1.0,75.49
19.250891,0,0,95.0,0.1485,81.18
19.332459,0,0,97.0,0.2759,79.0
19.411848,0,0,93.0,0.021,71.63
19.48387,0,0,93.0,0.021,63.98
19.548229,1,1,104.67,0.7646,58.8
19.60746,1,0,108.0,0.9768,64.24
19.672048,1,0,109.67,1.0,76.74
19.749176,0,0,95.67,0.1912,81.34
19.830909,0,0,97.0,0.2759,79.51
19.910815,0,0,93.0,0.021,72.12
19.98333,0,0,94.0,0.0847,66.2
20.049914,1,1,104.67,0.7646,59.29
20.109642,1,0,107.33,0.9341,65.15
20.175142,1,0,109.0,1.0,75.84
20.251389,0,0,94.0,0.0831,81.46
20.333251,0,0,96.33,0.2287,79.06
20.412709,0,0,92.67,0.0,71.61
20.484719,0,0,92.67,0.0,63.65
20.548767,1,1,104.0,0.7081,59.36
20.608591,1,0,107.33,0.9162,64.08
20.673036,1,0,109.0,1.0,75.8
20.749237,0,0,95.0,0.1453,81.24
20.830885,0,0,96.33,0.2283,79.51
20.910803,0,0,93.0,0.0206,71.9
20.983103,0,0,92.67,0.0,64.67
21.048177,1,1,104.33,0.7287,59.02
21.107659,1,0,107.33,0.9162,64.34
21.172366,1,0,108.33,0.9787,75.14
21.247917,0,0,94.33,0.106,81.06
21.329387,0,0,95.67,0.1916,79.7
21.409496,0,0,93.0,0.0211,72.16
21.482093,0,0,93.33,0.0421,66.34
21.548846,1,1,104.33,0.7414,59.71
21.609024,1,0,107.33,0.9322,64.21
21.673651,1,0,108.67,1.0,75.95
21.750019,0,0,94.67,0.1274,80.98
21.831428,0,0,97.0,0.2759,78.79
21.910639,0,0,93.33,0.0421,72.71
21.983774,0,0,92.67,0.0,64.22
22.048411,1,1,104.67,0.7663,58.87
22.107753,1,0,107.67,0.9579,63.77
22.171903,1,0,109.67,1.0,76.14
22.248473,0,0,96.0,0.2126,81.25
22.330178,0,0,97.0,0.2765,79.3
22.409909,0,0,93.0,0.0211,72.19
22.482531,0,0,94.0,0.0849,66.52
22.549473,1,1,104.33,0.743,59.32
22.609273,1,0,107.67,0.9558,65.29
22.674959,1,0,109.0,1.0,75.28
22.750678,0,0,95.0,0.1453,82.24
22.833358,0,0,96.67,0.2495,78.39
22.912181,0,0,92.67,0.0,71.25
22.983868,0,0,92.67,0.0,65.1
23.049397,1,1,104.0,0.7081,58.62
23.108508,1,0,107.33,0.9162,64.02
23.172923,1,0,109.0,1.0,75.49
23.248859,0,0,95.33,0.1662,80.85
23.330176,0,0,96.67,0.25,79.59
23.410237,0,0,93.0,0.0206,71.83
23.48252,0,0,93.33,0.0412,66.22
23.549179,1,1,104.0,0.7011,59.75
23.609423,1,0,107.0,0.8918,64.47
23.674369,1,0,108.33,0.9763,75.28
23.750117,0,0,94.0,0.0656,81.49
23.832059,0,0,95.67,0.1718,79.04
23.911567,0,0,93.0,0.0,71.7
23.983715,0,0,92.0,0.0,64.03
24.048189,1,1,103.67,0.6809,59.42
24.108114,1,0,107.0,0.8934,63.71
24.172233,1,0,108.67,1.0,75.42
24.248107,0,0,95.33,0.1487,81.13
24.329689,0,0,96.33,0.2125,79.67
24.409816,0,0,93.33,0.0211,72.29
24.482565,0,0,93.67,0.0428,65.98
24.548994,1,1,104.33,0.7236,59.34
24.608849,1,0,107.67,0.9363,64.48
24.673743,1,0,109.0,1.0,76.22
24.750448,0,0,95.33,0.1505,80.66
24.831575,0,0,96.67,0.2358,79.41
24.911445,0,0,93.0,0.0021,72.19
24.984101,0,0,92.67,0.0,64.76
25.049325,1,1,104.33,0.7287,58.67
25.10851,1,0,107.33,0.9162,64.17
25.173105,1,0,109.0,1.0,75.07
25.248643,0,0,95.0,0.1456,81.59
25.330703,0,0,96.33,0.2287,79.43
25.410603,0,0,93.0,0.0206,71.97
25.483049,0,0,93.67,0.0428,65.72
25.549236,1,1,104.67,0.7447,59.81
25.60957,1,0,107.33,0.9145,64.12
25.674188,1,0,109.0,1.0,75.57
25.750256,0,0,95.0,0.1276,81.22
25.831955,0,0,96.67,0.2342,79.02
25.911451,0,0,93.0,0.0,71.71
25.983635,0,0,92.33,0.0,64.26
26.048372,1,1,104.0,0.702,58.69
26.107587,1,0,107.33,0.9145,63.88
26.171906,1,0,108.67,1.0,75.0
26.247399,0,0,94.67,0.1066,81.7
26.32958,0,0,95.67,0.1704,79.15
26.409216,0,0,92.67,0.0,72.02
26.481718,0,0,93.33,0.0211,66.48
26.548681,1,1,104.33,0.723,59.05
26.608266,1,0,107.33,0.9145,64.26
26.672971,1,0,108.67,1.0,75.6
26.749061,0,0,95.0,0.1276,81.09
26.830642,0,0,96.67,0.2342,79.48
26.91061,0,0,93.0,0.0,71.66
26.982758,0,0,93.0,0.0,64.44
27.047688,1,1,104.33,0.723,58.55
27.106783,1,0,107.33,0.9145,63.93
27.171177,1,0,109.33,1.0,75.92
27.247591,0,0,95.33,0.1487,81.63
27.329723,0,0,96.33,0.2125,79.18
27.409396,0,0,93.33,0.0211,72.39
27.482307,0,0,94.0,0.0638,66.5
27.549301,1,1,104.33,0.723,59.48
27.609333,1,0,107.67,0.9362,64.58
27.674439,1,0,108.33,0.9783,75.67
27.750615,0,0,94.33,0.0849,81.29
27.832411,0,0,96.0,0.1914,79.26
27.912181,0,0,92.67,0.0,71.04
27.983731,0,0,93.0,0.0,65.29
28.049524,1,1,104.33,0.723,58.14
28.108223,1,0,107.33,0.9145,64.59
28.173283,1,0,109.33,1.0,75.33
28.249133,0,0,95.33,0.1487,81.34
28.330986,0,0,97.0,0.2553,79.82
28.411319,0,0,93.0,0.0,71.46
28.483292,0,0,93.0,0.0,64.33
28.548134,1,1,104.33,0.723,59.15
28.607849,1,0,107.67,0.9362,64.87
28.673189,1,0,109.0,1.0,75.12
28.74883,0,0,95.0,0.1276,81.08
28.830449,0,0,96.67,0.2342,79.85
28.91082,0,0,93.0,0.0,71.96
28.983304,0,0,93.0,0.0,64.42
29.048241,1,1,104.33,0.723,59.33
29.10814,1,0,107.33,0.9145,63.95
29.172571,1,0,109.33,1.0,75.62
29.248715,0,0,95.67,0.17,81.87
29.331114,0,0,97.33,0.2757,79.41
29.411046,0,0,93.33,0.021,71.77
29.483343,0,0,93.33,0.021,64.36
29.548226,1,1,104.67,0.7447,59.51
29.608319,1,0,108.33,0.9783,64.28
29.673148,1,0,110.0,1.0,75.88
29.749556,0,0,95.0,0.1276,81.63
29.831726,0,0,97.0,0.2547,79.66
29.911918,0,0,93.33,0.021,71.68
29.984134,0,0,94.0,0.0637,64.99
