t_s,phase_rad,frequency_hz,phase_error_rad,follower_flash,loop_dt_ms
1.7e-05,0.000162,1.5,0.0,0,0.017
1.048941,3.602848,1.5,0.0,1,1048.924
1.106608,4.146346,1.5,0.0,0,57.667
1.185686,4.891643,1.5,0.0,0,79.078
1.269553,5.682068,1.5,0.0,0,83.867
1.35311,0.18639,1.5,0.0,1,83.557
1.435058,0.958731,1.5,0.0,0,81.948
1.507826,1.644551,1.5,0.0,0,72.768
1.574803,2.275795,1.5,0.0,0,66.977
1.636441,2.847622,1.5,-2.275795,0,61.639
1.706718,3.493611,1.5,-2.266692,0,70.276
1.785505,4.214086,1.5,-2.250343,0,78.788
1.867603,4.961262,1.5,-2.228262,0,82.098
1.926778,5.488902,1.5,-2.201684,0,59.175
2.015117,0.005549,1.5,-2.171616,1,88.339
2.077361,0.567176,1.503072,0.294806,0,62.245
2.138681,1.128734,1.508589,0.614531,0,61.32
2.208955,1.784672,1.516041,0.967393,0,70.274
2.288061,2.535462,1.525009,1.351308,0,79.105
2.370462,3.329796,1.535156,1.738713,0,82.402
2.428589,3.902291,1.546205,2.001591,0,58.127
2.533153,4.93745,1.557932,2.463975,0,104.564
2.611049,5.721753,1.569289,1.587602,0,77.896
2.674198,0.085703,1.580307,1.757376,1,63.15
2.749922,0.864992,1.591008,1.957381,0,75.723
2.831283,1.708919,1.601413,2.165695,0,81.362
2.910774,2.542664,1.61154,2.36021,0,79.491
2.982565,3.306822,1.621404,2.52503,0,71.791
3.046602,3.999624,1.631018,2.661096,0,64.036
3.106775,4.658341,1.640254,2.429586,0,60.174
3.170892,5.362935,1.649151,2.539398,0,64.117
3.246575,6.192885,1.657741,2.670631,0,75.683
3.32784,0.803969,1.666051,2.808467,1,81.266
3.407561,1.688493,1.674103,2.936563,0,79.721
3.480505,2.507936,1.681918,3.043831,0,72.943
3.547417,3.269322,1.689511,3.132634,0,66.912
3.607431,3.96235,1.696856,3.13368,0,60.014
3.671884,4.681966,1.703974,-3.079751,0,64.453
3.748058,5.511609,1.710882,-2.967033,0,76.175
3.829613,0.105067,1.717593,-2.829247,1,81.554
3.908366,0.944188,1.724121,-2.685863,0,78.753
3.981032,1.712561,1.730476,-2.545807,0,72.665
4.047382,2.412565,1.736707,-1.593011,0,66.351
4.107326,3.043674,1.742814,-1.465932,0,59.944
4.171543,3.723153,1.748797,-1.332204,0,64.217
4.247767,4.537004,1.754658,-1.179909,0,76.224
4.329072,5.410324,1.760396,-1.022065,0,81.305
4.408929,6.271692,1.766015,-0.870142,1,79.857
4.480589,0.763185,1.771514,-0.735105,1,71.66
4.547219,1.485791,1.776863,-0.663799,0,66.63
4.607272,2.138784,1.782071,-0.557204,0,60.053
4.672084,2.84873,1.787144,-0.447371,0,64.812
4.747335,3.679812,1.79209,-0.326759,0,75.251
4.829125,4.588832,1.796914,-0.201422,0,81.79
4.909178,5.482779,1.801621,-0.082854,0,80.053
4.980947,0.004199,1.806216,0.020502,1,71.77
5.04783,0.757281,1.810664,0.07686,0,66.882
5.107685,1.434095,1.814975,0.153679,0,59.855
5.172367,2.169336,1.819161,0.232657,0,64.682
5.248295,3.03657,1.82323,0.320888,0,75.927
5.329866,3.972178,1.827188,0.411655,0,81.572
5.409538,4.889756,1.831043,0.496568,0,79.672
5.481191,5.718706,1.834798,0.569328,0,71.653
5.547958,0.211457,1.838464,0.633812,1,66.768
5.607112,0.902486,1.842043,0.687661,0,59.153
5.671998,1.662623,1.845538,0.744363,0,64.886
5.748054,2.555127,1.848952,0.809054,0,76.057
5.829828,3.517069,1.852288,0.876137,0,81.774
5.909121,4.453224,1.855548,0.93781,0,79.294
5.98159,5.312731,1.858734,0.990302,0,72.469
6.047646,6.099988,1.861848,1.029114,0,66.056
6.10823,0.542446,1.864892,1.065923,1,60.584
6.173224,1.321948,1.867868,1.104215,0,64.993
6.249354,2.234379,1.870778,1.149508,0,76.13
6.330442,3.20747,1.873623,1.196427,0,81.088
6.410635,4.172452,1.876405,1.240191,0,80.193
6.482336,5.039628,1.879125,1.274984,0,71.701
6.548544,5.843977,1.881784,1.293869,0,66.208
6.608261,0.290243,1.884385,1.315607,1,59.717
6.673328,1.084696,1.886929,1.339525,0,65.067
6.749021,2.006821,1.889416,1.369273,0,75.692
6.830177,2.995664,1.891849,1.400972,0,81.157
6.910745,3.979382,1.894228,1.430371,0,80.567
6.982296,4.857599,1.896554,1.451925,0,71.551
7.048656,5.675549,1.898827,1.468517,0,66.36
7.10817,0.130068,1.901048,1.478991,1,59.514
7.173201,0.934929,1.903219,1.491567,0,65.031
7.249239,1.872735,1.905341,1.509482,0,76.039
7.330472,2.874149,1.907415,1.529038,0,81.233
7.410236,3.859414,1.909443,1.546271,0,79.764
7.482432,4.755266,1.911426,1.557805,0,72.196
7.548841,5.582848,1.913363,1.564616,0,66.41
7.609246,0.056133,1.915258,1.567247,1,60.405
7.673966,0.865469,1.917109,1.571172,0,64.719
7.749487,1.805881,1.91892,1.579699,0,75.521
7.83133,2.823608,1.92069,1.590345,0,81.844
7.911077,3.817142,1.922421,1.598828,0,79.747
7.982515,4.711362,1.924114,1.60222,0,71.438
8.047564,5.52925,1.925769,1.602642,0,65.049
8.106963,6.279552,1.927389,1.598694,0,59.399
8.171149,0.80531,1.928973,1.59621,1,64.186
8.247061,1.757078,1.930523,1.598215,0,75.912
8.328194,2.772974,1.932038,1.60168,0,81.132
8.408033,3.774012,1.93352,1.603759,0,79.84
8.481037,4.692779,1.93497,1.602199,0,73.003
8.547863,5.537214,1.936388,1.617461,0,66.827
8.607643,0.013362,1.937774,1.609161,0,59.78
8.672917,0.840112,1.93913,1.602424,0,65.273
8.748988,1.798967,1.940455,1.599214,0,76.071
8.830207,2.821219,1.941751,1.597285,0,81.22
8.909663,3.822578,1.943019,1.594068,0,79.455
8.981853,4.73584,1.944259,1.587668,0,72.191
9.048316,5.579582,1.945469,1.570218,0,66.463
9.108345,0.06187,1.946652,1.558594,1,60.029
9.172472,0.87777,1.947808,1.548003,0,64.127
9.248833,1.843709,1.948937,1.541031,0,76.361
9.330151,2.87076,1.950041,1.535223,0,81.318
9.409801,3.877791,1.951121,1.528476,0,79.65
9.481905,4.792705,1.952176,1.519057,0,72.104
9.548305,5.637979,1.953208,1.510185,0,66.4
9.608557,0.124879,1.95422,1.496853,1,60.252
9.673635,0.954405,1.955209,1.484684,0,65.078
9.748951,1.909925,1.956178,1.475145,0,75.316
9.830975,2.948157,1.957125,1.467159,0,82.023
9.910652,3.957839,1.958053,1.458245,0,79.677
9.982699,4.873934,1.95896,1.447068,0,72.048
10.049384,5.724187,1.959846,1.42604,0,66.684
10.109066,0.205157,1.960711,1.411266,1,59.683
10.174551,1.040864,1.961557,1.397812,0,65.485
10.250397,2.004378,1.962384,1.386703,0,75.846
10.332377,3.04367,1.963191,1.376858,0,81.979
10.411983,4.053868,1.963981,1.3663,0,79.606
10.483761,4.967635,1.964753,1.353855,0,71.778
10.548213,5.791015,1.965509,1.32959,0,64.451
10.607422,0.266487,1.96625,1.314475,1,59.209
10.672084,1.092502,1.966975,1.300509,0,64.662
10.747697,2.053876,1.967685,1.288768,0,75.613
10.829221,3.088405,1.96838,1.278145,0,81.524
10.90938,4.106138,1.96906,1.267163,0,80.158
10.981872,5.029124,1.969725,1.254631,0,72.493
11.048653,5.881568,1.970373,1.266143,0,66.781
11.108279,0.36233,1.971004,1.250737,1,59.626
11.172852,1.18756,1.971618,1.236137,0,64.572
11.248054,2.144502,1.972217,1.223293,0,75.202
11.329595,3.180069,1.972802,1.211431,0,81.542
11.409799,4.199114,1.973373,1.199275,0,80.203
11.481683,5.11507,1.97393,1.185744,0,71.885
11.547872,5.960421,1.974476,1.1786,0,66.189
11.607993,0.447303,1.975012,1.163479,1,60.121
11.673,1.277963,1.975537,1.14913,0,65.007
11.748696,2.241265,1.976052,1.136396,0,75.696
11.830438,3.279636,1.976556,1.124541,0,81.742
11.909923,4.289984,1.977049,1.112351,0,79.485
11.981558,5.202818,1.977533,1.099069,0,71.635
12.04644,6.031733,1.978015,1.090173,0,64.882
12.106266,0.514585,1.978496,1.076292,1,59.827
12.170872,1.339962,1.978973,1.063166,0,64.605
12.246346,2.300441,1.979445,1.051639,0,75.475
12.328165,3.339811,1.979911,1.041014,0,81.819
12.408608,4.362066,1.98037,1.0302,0,80.443
12.48074,5.280905,1.980823,1.018278,0,72.132
12.548396,6.144033,1.981264,1.010722,0,67.656
12.607598,0.618684,1.981695,0.99686,1,59.202
12.672571,1.448313,1.982116,0.983755,0,64.974
12.748409,2.413183,1.982526,0.971983,0,75.838
12.830165,3.451726,1.982928,0.960925,0,81.755
12.910053,4.466984,1.983319,0.949686,0,79.889
12.982559,5.390204,1.983703,0.937677,0,72.506
13.047883,6.223752,1.984085,0.900735,0,65.324
13.107557,0.703516,1.984464,0.888322,1,59.674
13.172046,1.526356,1.98484,0.876633,0,64.49
13.247268,2.482909,1.985212,0.866289,0,75.222
13.328992,3.520483,1.985579,0.856762,0,81.724
13.409069,4.537446,1.985941,0.847132,0,80.077
13.48137,5.45731,1.986297,0.836757,0,72.3
