t_s,phase_rad,frequency_hz,phase_error_rad,follower_flash,loop_dt_ms
1.6e-05,0.000229,2.3,0.0,0,0.016
0.98089,1.608787,2.3,0.0,1,980.874
1.080846,3.053289,2.3,0.0,0,99.956
1.146113,3.996478,2.3,0.0,0,65.267
1.225707,5.146714,2.3,0.0,0,79.594
1.29362,6.128152,2.3,0.0,0,67.913
1.370761,0.959764,2.3,0.0,1,77.141
1.457063,2.206936,2.3,0.0,0,86.302
1.543348,3.453869,2.3,0.0,0,86.285
1.604077,4.342807,2.3,2.829317,0,60.729
1.692201,5.636631,2.3,2.817999,0,88.123
1.756818,0.314705,2.3,2.797674,1,64.617
1.827661,1.371527,2.3,2.770222,0,70.843
1.911662,2.622823,2.3,2.73718,0,84.0
1.99816,3.913546,2.3,2.699798,0,86.498
2.059438,4.842295,2.3,2.659093,0,61.278
2.150329,6.195042,2.298123,1.172856,0,90.891
2.215412,0.886801,2.294751,0.942443,1,65.083
2.280246,1.852601,2.290197,0.718219,0,64.833
2.355619,2.96388,2.284716,0.469581,0,75.373
2.442168,4.228456,2.278515,0.195974,0,86.55
2.544105,5.705067,2.271762,-0.113004,0,101.936
2.613463,0.427514,2.265199,0.451581,1,69.359
2.681113,1.404099,2.258813,0.315342,0,67.65
2.74742,2.356905,2.252595,0.186018,0,66.307
2.818113,3.367072,2.246535,0.053817,0,70.693
2.900039,4.530802,2.240627,-0.092271,0,81.926
2.987892,5.772511,2.234864,-0.242682,0,87.853
3.052731,0.402297,2.229239,-0.350825,1,64.838
3.112576,1.24059,2.223837,-0.487158,0,59.845
3.182401,2.213943,2.218634,-0.583856,0,69.825
3.248297,3.128026,2.213611,-0.670615,0,65.896
3.31972,4.114765,2.208753,-0.760365,0,71.423
3.401939,5.247035,2.204045,-0.859715,0,82.219
3.489488,0.165402,2.199477,-0.961239,1,87.548
3.554488,1.05088,2.195039,-1.030401,0,65.0
3.614085,1.858096,2.190704,-1.12438,0,59.597
3.683758,2.800545,2.186468,-1.193666,0,69.673
3.749391,3.68394,2.182328,-1.254507,0,65.633
3.820248,4.635642,2.178282,-1.317961,0,70.857
3.902924,5.745717,2.174327,-1.391329,0,82.676
3.990333,0.633636,2.17046,-1.466275,1,87.409
4.054421,1.483145,2.16668,-1.512369,0,64.088
4.114043,2.26904,2.16299,-1.545522,0,59.622
4.183142,3.181153,2.159387,-1.590442,0,69.099
4.246336,4.01047,2.155868,-1.626682,0,63.194
4.316264,4.928552,2.152429,-1.667001,0,69.928
4.398135,6.005602,2.14907,-1.716185,0,81.871
4.485953,0.877011,2.145786,-1.768168,1,87.818
4.551332,1.726322,2.142577,-1.796772,0,65.379
4.611928,2.509224,2.139447,-1.779897,0,60.595
4.681305,3.408333,2.136392,-1.807026,0,69.378
4.747033,4.256505,2.133411,-1.82908,0,65.728
4.81737,5.164627,2.130499,-1.853097,0,70.336
4.900717,6.245024,2.127655,-1.885754,0,83.347
4.98799,1.092619,2.124877,-1.919424,1,87.273
5.052818,1.921665,2.122162,-1.933606,0,64.828
5.114391,2.705624,2.119509,-1.968206,0,61.573
5.183686,3.590876,2.116917,-1.982377,0,69.295
5.25015,4.436884,2.114382,-1.992853,0,66.464
5.321353,5.344376,2.111904,-2.005165,0,71.203
5.404916,0.131172,2.109482,-2.024498,1,83.563
5.491508,1.239627,2.107113,-2.044199,0,86.592
5.555146,2.042554,2.104798,-2.047025,0,63.638
5.615473,2.800365,2.102518,-2.083065,0,60.327
5.683295,3.655973,2.100275,-2.087629,0,67.822
5.74766,4.464716,2.098072,-2.088664,0,64.365
5.817103,5.339271,2.095909,-2.091721,0,69.443
5.89935,0.098089,2.093786,-2.101478,1,82.247
5.987003,1.209878,2.091705,-2.113164,0,87.653
6.052478,2.028881,2.089664,-2.110406,0,65.476
6.112403,2.774213,2.087665,-2.063424,0,59.925
6.182731,3.655296,2.085707,-2.061614,0,70.328
6.248626,4.477491,2.083789,-2.056542,0,65.896
6.319992,5.370571,2.081911,-2.053684,0,71.366
6.402951,0.131297,2.080073,-2.056159,1,82.958
6.489795,1.225053,2.078274,-2.059718,0,86.844
6.553988,2.022088,2.076513,-2.050873,0,64.193
6.614144,2.765787,2.07479,-2.051793,0,60.157
6.683693,3.631336,2.073104,-2.044212,0,69.549
6.74664,4.41024,2.071455,-2.032832,0,62.947
6.817052,5.285762,2.069841,-2.024341,0,70.412
6.899637,0.035789,2.068263,-2.020744,1,82.585
6.987369,1.135168,2.066719,-2.018703,0,87.732
7.052629,1.942003,2.065208,-2.006185,0,65.26
7.112887,2.683561,2.06374,-1.966559,0,60.258
7.182777,3.549721,2.062312,-1.954044,0,69.89
7.249246,4.371175,2.060922,-1.939825,0,66.468
7.32007,5.248705,2.059568,-1.926942,0,70.824
7.402974,6.282211,2.058247,-1.918211,1,82.905
7.490194,1.087867,2.056959,-1.910605,1,87.219
7.554404,1.878873,2.055703,-1.894334,0,64.21
7.614173,2.612172,2.054456,-1.901566,0,59.769
7.683195,3.464634,2.053221,-1.888532,0,69.022
7.74632,4.24069,2.052002,-1.873002,0,63.125
7.816331,5.105268,2.0508,-1.859653,0,70.011
7.898117,6.12126,2.049616,-1.850105,0,81.786
7.986145,0.934054,2.048451,-1.842296,1,88.028
8.050937,1.730538,2.047307,-1.826282,0,64.791
8.111683,2.475014,2.046203,-1.74846,0,60.746
8.181603,3.337468,2.045137,-1.731663,0,69.92
8.247936,4.153809,2.044105,-1.71385,0,66.333
8.318583,5.025539,2.043105,-1.697234,0,70.647
8.401605,6.056084,2.042133,-1.683916,0,83.023
8.489313,0.863413,2.041189,-1.671711,1,87.708
8.554261,1.66187,2.04027,-1.653504,0,64.948
8.61394,2.392598,2.039374,-1.676991,0,59.679
8.683439,3.249047,2.038499,-1.659893,0,69.499
