t_s,event_type
0.98089,follower_flash
1.370761,follower_flash
1.604077,leader_flash
1.756818,follower_flash
2.150329,leader_flash
2.215412,follower_flash
2.613463,leader_flash
2.613463,follower_flash
3.052731,follower_flash
3.112576,leader_flash
3.489488,follower_flash
3.614085,leader_flash
3.990333,follower_flash
4.114043,leader_flash
4.485953,follower_flash
4.611928,leader_flash
4.98799,follower_flash
5.114391,leader_flash
5.404916,follower_flash
5.615473,leader_flash
5.89935,follower_flash
6.112403,leader_flash
6.402951,follower_flash
6.614144,leader_flash
6.899637,follower_flash
7.112887,leader_flash
7.402974,follower_flash
7.490194,follower_flash
7.614173,leader_flash
7.986145,follower_flash
8.111683,leader_flash
8.489313,follower_flash
8.61394,leader_flash
8.990971,follower_flash
9.1145,leader_flash
9.487484,follower_flash
9.613229,leader_flash
9.991039,follower_flash
10.115547,leader_flash
10.487944,follower_flash
10.614143,leader_flash
10.991251,follower_flash
11.114922,leader_flash
11.486961,follower_flash
11.613001,leader_flash
11.990422,follower_flash
12.114634,leader_flash
12.552184,follower_flash
12.627624,leader_flash
13.032814,follower_flash
13.09382,leader_flash
13.552023,follower_flash
13.613173,leader_flash
14.054695,follower_flash
14.114553,leader_flash
14.552026,follower_flash
14.613435,leader_flash
15.054338,follower_flash
15.114449,leader_flash
15.552841,follower_flash
15.61365,leader_flash
16.054488,follower_flash
16.113623,leader_flash
16.548672,follower_flash
16.678738,leader_flash
17.065513,follower_flash
17.141355,leader_flash
17.58652,follower_flash
17.67713,leader_flash
18.06447,follower_flash
18.141156,leader_flash
18.583705,follower_flash
18.673476,leader_flash
19.063766,follower_flash
19.139858,leader_flash
19.586737,follower_flash
19.677148,leader_flash
20.064454,follower_flash
20.140867,leader_flash
20.582332,follower_flash
20.672862,leader_flash
21.138642,leader_flash
21.138642,follower_flash
21.585507,follower_flash
21.675388,leader_flash
22.137679,leader_flash
22.137679,follower_flash
22.585941,follower_flash
22.645078,leader_flash
23.089782,follower_flash
23.179307,leader_flash
23.609773,follower_flash
23.680024,leader_flash
24.109854,follower_flash
24.180049,leader_flash
24.610495,leader_flash
24.610495,follower_flash
25.111957,leader_flash
25.111957,follower_flash
25.614514,leader_flash
25.614514,follower_flash
26.11456,leader_flash
26.11456,follower_flash
26.61229,leader_flash
26.61229,follower_flash
27.113467,leader_flash
27.113467,follower_flash
27.614188,leader_flash
27.614188,follower_flash
28.114673,leader_flash
28.114673,follower_flash
28.61833,leader_flash
28.61833,follower_flash
29.073916,follower_flash
29.13488,leader_flash
29.600129,follower_flash
29.658581,leader_flash
