event,model,source,t_s
pi_flash,eapf_consensus,pi_oscillator,1.241955
pi_flash,eapf_consensus,pi_oscillator,1.358482
virtual_flash,eapf_consensus,camera,1.695522
pi_flash,eapf_consensus,pi_oscillator,2.076652
virtual_flash,eapf_consensus,camera,2.182123
virtual_flash,eapf_consensus,camera,2.695024
pi_flash,eapf_consensus,pi_oscillator,2.715287
virtual_flash,eapf_consensus,camera,3.247535
pi_flash,eapf_consensus,pi_oscillator,3.326354
virtual_flash,eapf_consensus,camera,3.670027
pi_flash,eapf_consensus,pi_oscillator,3.839499
virtual_flash,eapf_consensus,camera,4.237345
pi_flash,eapf_consensus,pi_oscillator,4.36954
virtual_flash,eapf_consensus,camera,4.635647
pi_flash,eapf_consensus,pi_oscillator,4.903613
virtual_flash,eapf_consensus,camera,5.197654
pi_flash,eapf_consensus,pi_oscillator,5.457905
virtual_flash,eapf_consensus,camera,5.625277
pi_flash,eapf_consensus,pi_oscillator,5.998386
virtual_flash,eapf_consensus,camera,6.156724
pi_flash,eapf_consensus,pi_oscillator,6.514133
virtual_flash,eapf_consensus,camera,6.621412
pi_flash,eapf_consensus,pi_oscillator,7.039269
virtual_flash,eapf_consensus,camera,7.1424
pi_flash,eapf_consensus,pi_oscillator,7.552787
virtual_flash,eapf_consensus,camera,7.643938
pi_flash,eapf_consensus,pi_oscillator,8.049006
virtual_flash,eapf_consensus,camera,8.165122
virtual_flash,eapf_consensus,camera,8.544469
pi_flash,eapf_consensus,pi_oscillator,8.581298
pi_flash,eapf_consensus,pi_oscillator,9.066004
virtual_flash,eapf_consensus,camera,9.15912
virtual_flash,eapf_consensus,camera,9.510484
pi_flash,eapf_consensus,pi_oscillator,9.56645
virtual_flash,eapf_consensus,camera,10.054339
pi_flash,eapf_consensus,pi_oscillator,10.108216
virtual_flash,eapf_consensus,camera,10.581765
pi_flash,eapf_consensus,pi_oscillator,10.581765
virtual_flash,eapf_consensus,camera,11.006967
pi_flash,eapf_consensus,pi_oscillator,11.097469
virtual_flash,eapf_consensus,camera,11.571699
pi_flash,eapf_consensus,pi_oscillator,11.571699
virtual_flash,eapf_consensus,camera,11.99398
pi_flash,eapf_consensus,pi_oscillator,12.065113
virtual_flash,eapf_consensus,camera,12.521194
pi_flash,eapf_consensus,pi_oscillator,12.553852
pi_flash,eapf_consensus,pi_oscillator,13.053777
virtual_flash,eapf_consensus,camera,13.152678
pi_flash,eapf_consensus,pi_oscillator,13.57241
virtual_flash,eapf_consensus,camera,14.040196
pi_flash,eapf_consensus,pi_oscillator,14.073116
virtual_flash,eapf_consensus,camera,14.578022
virtual_flash,eapf_consensus,camera,15.00626
pi_flash,eapf_consensus,pi_oscillator,15.100566
virtual_flash,eapf_consensus,camera,15.436602
virtual_flash,eapf_consensus,camera,15.98833
pi_flash,eapf_consensus,pi_oscillator,16.082979
virtual_flash,eapf_consensus,camera,16.52072
pi_flash,eapf_consensus,pi_oscillator,16.617573
virtual_flash,eapf_consensus,camera,16.971743
pi_flash,eapf_consensus,pi_oscillator,17.128274
virtual_flash,eapf_consensus,camera,17.495972
pi_flash,eapf_consensus,pi_oscillator,17.602678
virtual_flash,eapf_consensus,camera,18.041639
pi_flash,eapf_consensus,pi_oscillator,18.122924
virtual_flash,eapf_consensus,camera,18.478124
pi_flash,eapf_consensus,pi_oscillator,18.616125
virtual_flash,eapf_consensus,camera,19.00195
pi_flash,eapf_consensus,pi_oscillator,19.082872
virtual_flash,eapf_consensus,camera,19.563835
virtual_flash,eapf_consensus,camera,19.976138
pi_flash,eapf_consensus,pi_oscillator,20.090146
virtual_flash,eapf_consensus,camera,20.523212
pi_flash,eapf_consensus,pi_oscillator,20.587694
virtual_flash,eapf_consensus,camera,20.945037
pi_flash,eapf_consensus,pi_oscillator,21.112593
virtual_flash,eapf_consensus,camera,21.500418
pi_flash,eapf_consensus,pi_oscillator,21.580405
virtual_flash,eapf_consensus,camera,22.053991
pi_flash,eapf_consensus,pi_oscillator,22.086753
virtual_flash,eapf_consensus,camera,22.46649
pi_flash,eapf_consensus,pi_oscillator,22.581547
virtual_flash,eapf_consensus,camera,22.988884
pi_flash,eapf_consensus,pi_oscillator,23.086565
virtual_flash,eapf_consensus,camera,23.534269
pi_flash,eapf_consensus,pi_oscillator,23.567199
virtual_flash,eapf_consensus,camera,24.07085
pi_flash,eapf_consensus,pi_oscillator,24.07085
virtual_flash,eapf_consensus,camera,24.51259
pi_flash,eapf_consensus,pi_oscillator,24.585676
virtual_flash,eapf_consensus,camera,25.054777
pi_flash,eapf_consensus,pi_oscillator,25.092705
virtual_flash,eapf_consensus,camera,25.588776
pi_flash,eapf_consensus,pi_oscillator,25.622205
virtual_flash,eapf_consensus,camera,26.029302
pi_flash,eapf_consensus,pi_oscillator,26.140076
virtual_flash,eapf_consensus,camera,26.578392
pi_flash,eapf_consensus,pi_oscillator,26.64669
virtual_flash,eapf_consensus,camera,27.101379
pi_flash,eapf_consensus,pi_oscillator,27.1699
virtual_flash,eapf_consensus,camera,27.527382
pi_flash,eapf_consensus,pi_oscillator,27.657219
virtual_flash,eapf_consensus,camera,28.086234
virtual_flash,eapf_consensus,camera,28.607064
pi_flash,eapf_consensus,pi_oscillator,28.671693
virtual_flash,eapf_consensus,camera,29.052064
pi_flash,eapf_consensus,pi_oscillator,29.166169
virtual_flash,eapf_consensus,camera,29.571079
pi_flash,eapf_consensus,pi_oscillator,29.691526
