brightness,camera_processing_time_ms,signal_norm,state,t_s,virtual_event
128.0,1016.263,0.0,0,0.211663,0
164.0,29.426,0.0,0,1.241955,0
148.0,54.278,0.0,0,1.358482,0
136.0,31.971,0.0,0,1.48129,0
140.0,49.592,0.0,0,1.513294,0
144.0,25.678,0.0,0,1.562919,0
141.0,23.801,0.0,0,1.58863,0
141.0,22.037,0.0,0,1.612463,0
141.0,22.108,0.0,0,1.634533,0
144.0,38.818,0.6111,0,1.656674,0
147.0,38.392,0.9167,1,1.695522,1
168.0,35.185,1.0,1,1.734016,0
169.0,51.317,1.0,1,1.769282,0
169.0,37.364,1.0,1,1.820679,0
169.0,37.927,1.0,1,1.858119,0
161.0,40.526,0.7419,1,1.896125,0
143.0,44.178,0.1503,0,1.936729,0
142.0,46.3,0.106,0,1.980981,0
142.0,49.217,0.094,0,2.027359,0
144.0,22.983,0.1497,0,2.076652,0
169.0,51.787,1.0,1,2.182123,1
169.0,35.293,1.0,1,2.234024,0
169.0,40.174,1.0,1,2.269385,0
168.0,29.332,0.9652,1,2.322751,0
169.0,44.933,1.0,1,2.352149,0
170.0,49.591,1.0,1,2.397146,0
147.0,50.558,0.2254,0,2.446802,0
138.0,49.395,0.0,0,2.497424,0
137.0,50.42,0.0,0,2.546883,0
143.0,49.914,0.164,0,2.597367,0
143.0,24.645,0.1613,0,2.647346,0
142.0,22.904,0.1234,0,2.672056,0
164.0,20.152,0.8366,1,2.695024,1
166.0,21.511,0.9013,1,2.715287,0
170.0,41.718,1.0,1,2.810738,0
169.0,43.258,1.0,1,2.852521,0
147.0,46.261,0.2617,0,2.895847,0
143.0,50.001,0.1216,0,2.942174,0
139.0,49.475,0.0066,0,2.992242,0
146.0,48.311,0.2359,0,3.041784,0
145.0,22.757,0.2,0,3.09016,0
143.0,22.304,0.1304,0,3.112982,0
143.0,19.7,0.1275,0,3.135359,0
144.0,20.857,0.1582,0,3.155123,0
146.0,35.112,0.223,0,3.176045,0
148.0,36.247,0.2881,0,3.211223,0
168.0,33.299,0.966,1,3.247535,1
169.0,31.722,1.0,1,3.28094,0
170.0,54.561,1.0,1,3.326354,0
144.0,44.739,0.1409,0,3.465632,0
143.0,49.682,0.1034,0,3.510437,0
145.0,45.965,0.1696,0,3.560184,0
144.0,22.688,0.1319,0,3.606215,0
142.0,21.168,0.0592,0,3.62897,0
144.0,19.741,0.1259,0,3.650204,0
164.0,20.587,0.8246,1,3.670027,1
169.0,33.383,1.0,1,3.69072,0
169.0,34.844,1.0,1,3.724168,0
168.0,38.304,0.9645,1,3.759078,0
167.0,41.99,0.9288,1,3.797446,0
167.0,44.462,0.9286,1,3.839499,0
138.0,25.258,0.0,0,3.958381,0
136.0,50.28,0.0,0,3.983708,0
143.0,24.639,0.1246,0,4.034052,0
139.0,24.115,0.0,0,4.058756,0
140.0,21.315,0.0333,0,4.082937,0
140.0,22.258,0.0333,0,4.104318,0
142.0,37.878,0.1,0,4.126641,0
142.0,38.085,0.1,0,4.164583,0
153.0,34.55,0.4667,0,4.202732,0
166.0,34.78,0.9,1,4.237345,1
169.0,34.109,1.0,1,4.272234,0
169.0,34.179,1.0,1,4.30641,0
157.0,50.889,0.596,1,4.36954,0
141.0,23.257,0.0541,0,4.491022,0
138.0,49.714,0.0,0,4.514345,0
141.0,28.432,0.0667,0,4.564126,0
139.0,42.905,0.0,0,4.592637,0
167.0,56.892,0.9333,1,4.635647,1
167.0,36.219,0.9333,1,4.692666,0
165.0,40.075,0.8667,1,4.728962,0
165.0,39.19,0.8667,1,4.769102,0
166.0,45.869,0.9,1,4.808356,0
167.0,49.221,0.9333,1,4.85429,0
165.0,49.828,0.8667,1,4.903613,0
136.0,25.904,0.0,0,5.027969,0
136.0,50.385,0.0,0,5.053937,0
140.0,25.984,0.0429,0,5.104388,0
137.0,23.556,0.0,0,5.130437,0
138.0,21.875,0.0,0,5.154059,0
153.0,21.588,0.4839,0,5.176,0
166.0,37.979,0.9032,1,5.197654,1
166.0,38.535,0.9032,1,5.235746,0
165.0,40.829,0.871,1,5.27435,0
167.0,43.394,0.9355,1,5.315246,0
150.0,35.073,0.3871,1,5.372359,0
140.0,50.341,0.0645,0,5.407498,0
137.0,49.941,0.0,0,5.457905,0
149.0,39.363,0.3548,0,5.585849,0
164.0,21.726,0.8387,1,5.625277,1
169.0,36.539,1.0,1,5.64711,0
169.0,37.02,1.0,1,5.683716,0
169.0,39.538,1.0,1,5.7208,0
168.0,43.575,0.9675,1,5.760405,0
148.0,45.876,0.316,0,5.804044,0
142.0,49.123,0.1176,0,5.849985,0
138.0,50.362,0.0,0,5.899174,0
145.0,48.72,0.2258,0,5.949601,0
144.0,22.832,0.1935,0,5.998386,0
145.0,26.506,0.2258,0,6.094381,0
146.0,35.705,0.2581,0,6.120953,0
169.0,33.328,1.0,1,6.156724,1
170.0,31.856,1.0,1,6.190159,0
168.0,30.344,0.9675,1,6.222081,0
171.0,35.401,1.0,1,6.252491,0
170.0,38.679,1.0,1,6.287959,0
167.0,42.057,0.9346,1,6.326704,0
144.0,30.013,0.183,0,6.384711,0
143.0,49.181,0.1475,0,6.414794,0
140.0,50.024,0.0333,0,6.464042,0
144.0,24.173,0.1667,0,6.514133,0
170.0,56.393,1.0,1,6.621412,1
169.0,38.484,1.0,1,6.677914,0
170.0,42.652,1.0,1,6.716462,0
154.0,45.207,0.5,1,6.759179,0
143.0,49.782,0.1333,0,6.804453,0
139.0,49.847,0.0,0,6.854299,0
146.0,48.084,0.2333,0,6.904214,0
145.0,23.615,0.2,0,6.952362,0
142.0,21.971,0.1,0,6.976056,0
143.0,21.635,0.1333,0,6.998098,0
143.0,19.402,0.1333,0,7.019801,0
146.0,35.784,0.2333,0,7.039269,0
168.0,34.095,0.9667,1,7.1424,1
170.0,31.243,1.0,1,7.176602,0
169.0,32.883,1.0,1,7.20791,0
170.0,38.15,1.0,1,7.240857,0
170.0,41.601,1.0,1,7.279072,0
147.0,44.065,0.2667,0,7.320737,0
143.0,46.677,0.1333,0,7.364867,0
142.0,35.707,0.1,0,7.426068,0
144.0,46.716,0.1667,0,7.461841,0
144.0,22.469,0.1667,0,7.508622,0
141.0,21.565,0.0667,0,7.531157,0
143.0,19.971,0.1333,0,7.552787,0
168.0,50.313,0.9667,1,7.643938,1
169.0,31.701,1.0,1,7.694357,0
167.0,29.953,0.9333,1,7.726124,0
151.0,34.933,0.4,1,7.75614,0
145.0,38.411,0.2,0,7.791146,0
143.0,42.236,0.1333,0,7.829622,0
145.0,39.628,0.2,0,7.871924,0
145.0,19.943,0.2,0,7.91167,0
144.0,35.42,0.1667,0,7.931681,0
146.0,49.478,0.2333,0,7.967166,0
146.0,32.228,0.2177,0,8.016712,0
148.0,29.976,0.2833,0,8.049006,0
167.0,33.323,0.9327,1,8.165122,1
169.0,33.74,1.0,1,8.198556,0
