agent_id,f_lock_hz,fire_count,flash_on,frequency_hz,lock_hold_state,phase_rad,pi_flash_events_consumed,received_neighbour_events,role,t_s,topology
V0,,12,0,2.657269,acquisition,4.652117,12,25,virtual,4.625992,all_to_all
V1,,13,0,2.712275,acquisition,5.145083,12,24,virtual,4.625992,all_to_all
P0,,12,0,2.511508,acquisition,3.83036,,0,pi,4.625992,all_to_all
V0,,13,1,2.652756,acquisition,2.640238,13,27,virtual,4.89984,all_to_all
V1,,14,1,2.699735,acquisition,3.09702,13,26,virtual,4.89984,all_to_all
P0,,13,0,2.513437,acquisition,1.85186,,0,pi,4.89984,all_to_all
V0,,14,1,2.64037,acquisition,0.059003,13,27,virtual,5.126255,all_to_all
V1,,15,1,2.680982,acquisition,0.47767,13,26,virtual,5.126255,all_to_all
P0,,13,0,2.506552,acquisition,5.272657,,0,pi,5.126255,all_to_all
V0,,14,1,2.622481,acquisition,3.732794,14,29,virtual,5.402695,all_to_all
V1,,15,1,2.661303,acquisition,4.133809,14,28,virtual,5.402695,all_to_all
P0,,15,0,2.501467,acquisition,3.226968,,0,pi,5.402695,all_to_all
V0,,15,1,2.596107,acquisition,2.949465,15,31,virtual,5.626392,all_to_all
V1,,16,1,2.634287,acquisition,3.340222,15,30,virtual,5.626392,all_to_all
P0,,16,1,2.504891,acquisition,0.414693,,0,pi,5.626392,all_to_all
V0,,15,0,2.588416,acquisition,5.100517,16,32,virtual,5.826786,all_to_all
V1,,16,0,2.624257,acquisition,5.575859,16,31,virtual,5.826786,all_to_all
P0,,16,0,2.504693,acquisition,3.557976,,0,pi,5.826786,all_to_all
V0,,16,1,2.578684,acquisition,2.942858,17,34,virtual,6.1335,all_to_all
V1,,17,1,2.60925,acquisition,3.767949,17,33,virtual,6.1335,all_to_all
P0,,17,0,2.497867,acquisition,2.047909,,1,pi,6.1335,all_to_all
V0,,17,1,2.577586,acquisition,0.24919,17,35,virtual,6.360351,all_to_all
V1,,18,1,2.603906,acquisition,1.390804,17,33,virtual,6.360351,all_to_all
P0,,17,0,2.502018,acquisition,5.619144,,0,pi,6.360351,all_to_all
V0,,17,1,2.579092,acquisition,3.36664,18,36,virtual,6.560887,all_to_all
V1,,18,0,2.602176,acquisition,4.665575,18,35,virtual,6.560887,all_to_all
P0,,18,0,2.505288,acquisition,2.502561,,0,pi,6.560887,all_to_all
V0,,18,1,2.581385,acquisition,0.756427,18,37,virtual,6.793809,all_to_all
V1,,19,1,2.601156,acquisition,1.944881,18,36,virtual,6.793809,all_to_all
P0,,18,0,2.506854,acquisition,6.174508,,0,pi,6.793809,all_to_all
V0,,18,1,2.58327,acquisition,3.915105,19,38,virtual,6.994237,all_to_all
V1,,19,0,2.600559,acquisition,5.00723,19,37,virtual,6.994237,all_to_all
P0,,19,0,2.504646,acquisition,3.032499,,0,pi,6.994237,all_to_all
V0,,19,1,2.585953,acquisition,2.86372,20,40,virtual,7.22741,all_to_all
V1,,20,1,2.599769,acquisition,4.172453,20,39,virtual,7.22741,all_to_all
P0,,20,1,2.494329,acquisition,0.339686,,0,pi,7.22741,all_to_all
V0,,19,0,2.58664,acquisition,4.430855,20,40,virtual,7.427884,all_to_all
V1,,20,0,2.599554,acquisition,5.823904,20,39,virtual,7.427884,all_to_all
P0,,20,0,2.492714,acquisition,3.470289,,0,pi,7.427884,all_to_all
V0,,20,1,2.594275,acquisition,3.944447,21,42,virtual,7.729085,all_to_all
V1,,21,0,2.597626,acquisition,5.575555,21,41,virtual,7.729085,all_to_all
P0,,21,0,2.492609,acquisition,1.913944,,1,pi,7.729085,all_to_all
V0,,20,0,2.594753,acquisition,6.060704,21,43,virtual,7.931967,all_to_all
V1,,22,1,2.594187,acquisition,1.467056,21,41,virtual,7.931967,all_to_all
P0,,21,0,2.489586,acquisition,5.089802,,1,pi,7.931967,all_to_all
V0,,21,1,2.589162,acquisition,3.468774,22,44,virtual,8.161618,all_to_all
V1,,22,0,2.586383,acquisition,5.248322,22,43,virtual,8.161618,all_to_all
P0,,22,0,2.494554,acquisition,2.442997,,0,pi,8.161618,all_to_all
V0,,22,1,2.58082,acquisition,0.338586,22,45,virtual,8.361959,all_to_all
V1,,23,1,2.576104,acquisition,2.175621,22,43,virtual,8.361959,all_to_all
P0,,22,0,2.505016,acquisition,5.661489,,1,pi,8.361959,all_to_all
V0,,22,1,2.57386,acquisition,4.024863,23,46,virtual,8.595401,all_to_all
V1,,23,0,2.563588,acquisition,5.889715,23,45,virtual,8.595401,all_to_all
P0,,23,0,2.506101,acquisition,3.098734,,0,pi,8.595401,all_to_all
V0,,23,1,2.566672,acquisition,0.895993,23,47,virtual,8.795409,all_to_all
V1,,24,1,2.553788,acquisition,2.769178,23,46,virtual,8.795409,all_to_all
P0,,23,0,2.498608,acquisition,6.279726,,1,pi,8.795409,all_to_all
V0,,23,1,2.557527,acquisition,4.033634,24,48,virtual,8.99557,all_to_all
V1,,24,0,2.545076,acquisition,5.917264,24,47,virtual,8.99557,all_to_all
P0,,24,0,2.491779,acquisition,3.140847,,0,pi,8.99557,all_to_all
V0,,24,1,2.544556,acquisition,2.435865,24,49,virtual,9.228607,all_to_all
V1,,25,0,2.533914,acquisition,4.335141,24,48,virtual,9.228607,all_to_all
P0,,25,1,2.484694,acquisition,0.503155,,1,pi,9.228607,all_to_all
V0,,24,0,2.539434,acquisition,4.511681,25,50,virtual,9.429117,all_to_all
V1,,26,1,2.529615,acquisition,0.136005,25,49,virtual,9.429117,all_to_all
P0,,25,0,2.487487,acquisition,3.677817,,0,pi,9.429117,all_to_all
V0,,25,1,2.5304,acquisition,2.374483,26,52,virtual,9.699646,all_to_all
V1,,26,0,2.522082,acquisition,4.29639,26,51,virtual,9.699646,all_to_all
P0,,26,0,2.490203,acquisition,1.694392,,1,pi,9.699646,all_to_all
V0,,25,0,2.523681,acquisition,6.018306,26,53,virtual,9.929482,all_to_all
V1,,27,1,2.516506,acquisition,1.670699,26,51,virtual,9.929482,all_to_all
P0,,26,0,2.483543,acquisition,5.346823,,0,pi,9.929482,all_to_all
V0,,26,1,2.517899,acquisition,3.392416,27,54,virtual,10.162837,all_to_all
V1,,27,0,2.51173,acquisition,5.340763,27,53,virtual,10.162837,all_to_all
P0,,27,0,2.476854,acquisition,2.721682,,0,pi,10.162837,all_to_all
V0,,27,1,2.513618,acquisition,0.258289,27,55,virtual,10.362896,all_to_all
V1,,28,1,2.508204,acquisition,2.217205,27,53,virtual,10.362896,all_to_all
P0,,27,0,2.468931,acquisition,5.843092,,0,pi,10.362896,all_to_all
V0,,27,1,2.509845,acquisition,3.407019,28,56,virtual,10.562979,all_to_all
V1,,28,0,2.505133,acquisition,5.376444,28,55,virtual,10.562979,all_to_all
P0,,28,0,2.463945,acquisition,2.685017,,0,pi,10.562979,all_to_all
V0,,28,1,2.505015,acquisition,1.839629,29,58,virtual,10.796504,all_to_all
V1,,29,1,2.501224,acquisition,3.823446,29,57,virtual,10.796504,all_to_all
P0,,29,1,2.456643,acquisition,0.00514,,0,pi,10.796504,all_to_all
V0,,28,1,2.503589,acquisition,3.409802,29,58,virtual,10.996911,all_to_all
V1,,29,0,2.50006,acquisition,5.398698,29,57,virtual,10.996911,all_to_all
P0,,29,0,2.452144,acquisition,3.102505,,0,pi,10.996911,all_to_all
V0,,29,1,2.499404,acquisition,2.352918,30,60,virtual,11.23015,all_to_all
V1,,30,0,2.496635,acquisition,4.356119,30,59,virtual,11.23015,all_to_all
P0,,30,1,2.445244,acquisition,0.44736,,0,pi,11.23015,all_to_all
V0,,29,1,2.498302,acquisition,3.9123,30,60,virtual,11.430541,all_to_all
V1,,30,0,2.495733,acquisition,5.920137,30,59,virtual,11.430541,all_to_all
P0,,30,0,2.441434,acquisition,3.535939,,0,pi,11.430541,all_to_all
V0,,30,1,2.495384,acquisition,2.290258,31,62,virtual,11.733731,all_to_all
V1,,31,0,2.493341,acquisition,4.309048,31,61,virtual,11.733731,all_to_all
P0,,31,0,2.430176,acquisition,1.888177,,1,pi,11.733731,all_to_all
V0,,30,0,2.493513,acquisition,5.913216,31,63,virtual,11.963804,all_to_all
V1,,32,1,2.4918,acquisition,1.657433,31,61,virtual,11.963804,all_to_all
P0,,31,0,2.420513,acquisition,5.388161,,0,pi,11.963804,all_to_all
V0,,31,1,2.491979,acquisition,3.255466,32,64,virtual,12.197668,all_to_all
V1,,32,0,2.4905,acquisition,5.289983,32,63,virtual,12.197668,all_to_all
P0,,32,0,2.414071,acquisition,2.69456,,0,pi,12.197668,all_to_all
V0,,32,1,2.490686,acquisition,0.601444,32,65,virtual,12.430747,all_to_all
V1,,33,1,2.489398,acquisition,2.642171,32,64,virtual,12.430747,all_to_all
P0,,32,0,2.401024,acquisition,6.229148,,0,pi,12.430747,all_to_all
V0,,32,1,2.489728,acquisition,3.707522,33,66,virtual,12.63086,all_to_all
V1,,33,0,2.488579,acquisition,5.753851,33,65,virtual,12.63086,all_to_all
P0,,33,0,2.396838,acquisition,2.976102,,0,pi,12.63086,all_to_all
V0,,33,1,2.488873,acquisition,0.489202,33,67,virtual,12.831142,all_to_all
V1,,34,1,2.487846,acquisition,2.548447,33,65,virtual,12.831142,all_to_all
P0,,33,0,2.392617,acquisition,6.052905,,0,pi,12.831142,all_to_all
V0,,33,1,2.488123,acquisition,3.535911,34,68,virtual,13.035016,all_to_all
V1,,34,0,2.487191,acquisition,5.6076,34,67,virtual,13.035016,all_to_all
P0,,34,0,2.391128,acquisition,2.876648,,0,pi,13.035016,all_to_all
V0,,34,1,2.487136,acquisition,1.856052,34,69,virtual,13.264642,all_to_all
V1,,35,1,2.486368,acquisition,3.932958,34,68,virtual,13.264642,all_to_all
P0,,35,1,2.389441,acquisition,0.09136,,0,pi,13.264642,all_to_all
V0,,34,1,2.486709,acquisition,3.909765,35,70,virtual,13.46513,all_to_all
V1,,35,0,2.486026,acquisition,5.988493,35,69,virtual,13.46513,all_to_all
P0,,35,0,2.38731,acquisition,3.125552,,0,pi,13.46513,all_to_all
V0,,35,1,2.485763,acquisition,2.259123,35,71,virtual,13.698399,all_to_all
V1,,36,0,2.48529,acquisition,4.339421,35,70,virtual,13.698399,all_to_all
P0,,36,1,2.381567,acquisition,0.41027,,0,pi,13.698399,all_to_all
V0,,35,0,2.485374,acquisition,4.313423,36,72,virtual,13.89892,all_to_all
V1,,37,1,2.484985,acquisition,0.112207,36,71,virtual,13.89892,all_to_all
P0,,36,0,2.378469,acquisition,3.468786,,0,pi,13.89892,all_to_all
V0,,36,1,2.484575,acquisition,2.643834,37,74,virtual,14.202976,all_to_all
V1,,37,0,2.484362,acquisition,4.727056,37,73,virtual,14.202976,all_to_all
P0,,37,0,2.373966,acquisition,1.821109,,1,pi,14.202976,all_to_all
V0,,36,0,2.483942,acquisition,6.23223,37,75,virtual,14.432355,all_to_all
V1,,38,1,2.48385,acquisition,2.039785,37,73,virtual,14.432355,all_to_all
P0,,37,0,2.37023,acquisition,5.330949,,1,pi,14.432355,all_to_all
V0,,37,1,2.483197,acquisition,3.011865,38,76,virtual,14.635995,all_to_all
V1,,38,0,2.483205,acquisition,5.114038,38,75,virtual,14.635995,all_to_all
P0,,38,0,2.368805,acquisition,2.114706,,1,pi,14.635995,all_to_all
V0,,38,1,2.478313,acquisition,0.27841,38,77,virtual,14.866151,all_to_all
V1,,39,1,2.478398,acquisition,2.383227,38,75,virtual,14.866151,all_to_all
P0,,38,0,2.365822,acquisition,5.599734,,1,pi,14.866151,all_to_all
V0,,38,1,2.473637,acquisition,3.828146,39,78,virtual,15.09943,all_to_all
V1,,39,0,2.473757,acquisition,5.932926,39,77,virtual,15.09943,all_to_all
P0,,39,0,2.363936,acquisition,2.818343,,0,pi,15.09943,all_to_all
V0,,39,1,2.473093,acquisition,0.61717,39,79,virtual,15.299534,all_to_all
V1,,40,1,2.473196,acquisition,2.720465,39,78,virtual,15.299534,all_to_all
P0,,39,0,2.361919,acquisition,5.831612,,1,pi,15.299534,all_to_all
V0,,39,1,2.473529,acquisition,3.703381,40,80,virtual,15.499972,all_to_all
V1,,40,0,2.473588,acquisition,5.80624,40,79,virtual,15.499972,all_to_all
P0,,40,0,2.361384,acquisition,2.549393,,0,pi,15.499972,all_to_all
V0,,40,1,2.47429,acquisition,1.032905,40,81,virtual,15.732839,all_to_all
V1,,41,1,2.474289,acquisition,3.132483,40,80,virtual,15.732839,all_to_all
P0,,40,0,2.362792,acquisition,6.07526,,0,pi,15.732839,all_to_all
V0,,40,1,2.473339,acquisition,4.126286,41,82,virtual,15.933345,all_to_all
V1,,41,0,2.473284,acquisition,6.206953,41,81,virtual,15.933345,all_to_all
P0,,41,0,2.363697,acquisition,2.833519,,0,pi,15.933345,all_to_all
V0,,41,1,2.467198,acquisition,2.429349,41,83,virtual,16.166497,all_to_all
V1,,42,0,2.467083,acquisition,4.493172,41,82,virtual,16.166497,all_to_all
P0,,42,1,2.364362,acquisition,0.120738,,0,pi,16.166497,all_to_all
V0,,41,1,2.464996,acquisition,3.946043,42,84,virtual,16.367054,all_to_all
V1,,42,0,2.464866,acquisition,6.010472,42,83,virtual,16.367054,all_to_all
P0,,42,0,2.364262,acquisition,3.145876,,0,pi,16.367054,all_to_all
V0,,42,1,2.458322,acquisition,2.702731,43,86,virtual,16.600072,all_to_all
V1,,43,0,2.458147,acquisition,4.770664,43,85,virtual,16.600072,all_to_all
P0,,43,1,2.363309,acquisition,0.429913,,1,pi,16.600072,all_to_all
V0,,42,0,2.45656,acquisition,4.217042,43,86,virtual,16.800604,all_to_all
V1,,44,1,2.456374,acquisition,0.003882,43,85,virtual,16.800604,all_to_all
P0,,43,0,2.362638,acquisition,3.467932,,0,pi,16.800604,all_to_all
V0,,43,1,2.452036,acquisition,2.996127,44,88,virtual,17.121941,all_to_all
V1,,44,0,2.451783,acquisition,5.057351,44,87,virtual,17.121941,all_to_all
P0,,44,0,2.361492,acquisition,2.052421,,1,pi,17.121941,all_to_all
V0,,43,0,2.453465,acquisition,6.046667,44,89,virtual,17.33427,all_to_all
V1,,45,1,2.453169,acquisition,1.808006,44,87,virtual,17.33427,all_to_all
P0,,44,0,2.360587,acquisition,5.266962,,0,pi,17.33427,all_to_all
V0,,44,1,2.456021,acquisition,2.811164,45,90,virtual,17.54047,all_to_all
V1,,45,0,2.45567,acquisition,4.853743,45,89,virtual,17.54047,all_to_all
P0,,45,0,2.359943,acquisition,2.076285,,1,pi,17.54047,all_to_all
V0,,45,1,2.455061,acquisition,0.068919,45,91,virtual,17.767795,all_to_all
V1,,46,1,2.454608,acquisition,2.115894,45,89,virtual,17.767795,all_to_all
P0,,45,0,2.357017,acquisition,5.482911,,0,pi,17.767795,all_to_all
V0,,45,1,2.452774,acquisition,3.099785,46,92,virtual,17.968,all_to_all
V1,,46,0,2.452226,acquisition,5.151455,46,91,virtual,17.968,all_to_all
P0,,46,0,2.355001,acquisition,2.178711,,0,pi,17.968,all_to_all
V0,,45,0,2.449345,acquisition,6.134284,46,93,virtual,18.16803,all_to_all
V1,,47,1,2.449774,acquisition,1.913392,46,91,virtual,18.16803,all_to_all
P0,,46,0,2.352538,acquisition,5.159383,,0,pi,18.16803,all_to_all
V0,,46,1,2.442791,acquisition,2.865471,47,94,virtual,18.377092,all_to_all
V1,,47,0,2.447521,acquisition,4.949329,47,93,virtual,18.377092,all_to_all
P0,,47,0,2.350694,acquisition,1.979899,,1,pi,18.377092,all_to_all
V0,,47,1,2.436288,acquisition,0.078645,47,95,virtual,18.601555,all_to_all
V1,,48,1,2.445206,acquisition,2.185917,47,93,virtual,18.601555,all_to_all
P0,,47,0,2.347868,acquisition,5.311618,,0,pi,18.601555,all_to_all
V0,,47,1,2.435058,acquisition,3.081572,48,96,virtual,18.801959,all_to_all
V1,,48,0,2.444032,acquisition,5.201715,48,95,virtual,18.801959,all_to_all
P0,,48,0,2.347209,acquisition,2.02656,,0,pi,18.801959,all_to_all
V0,,48,1,2.4375,acquisition,0.320662,48,97,virtual,19.035224,all_to_all
V1,,49,1,2.447041,acquisition,2.459942,48,95,virtual,19.035224,all_to_all
P0,,48,0,2.349891,acquisition,5.580274,,0,pi,19.035224,all_to_all
V0,,48,1,2.437092,acquisition,3.334022,49,98,virtual,19.235465,all_to_all
V1,,49,0,2.447272,acquisition,5.493247,49,97,virtual,19.235465,all_to_all
P0,,49,0,2.351652,acquisition,2.320601,,0,pi,19.235465,all_to_all
V0,,49,1,2.431793,acquisition,0.548853,49,99,virtual,19.468889,all_to_all
V1,,50,1,2.441343,acquisition,2.716195,49,98,virtual,19.468889,all_to_all
P0,,49,0,2.351497,acquisition,5.862479,,0,pi,19.468889,all_to_all
V0,,49,1,2.426259,acquisition,3.545159,50,100,virtual,19.669402,all_to_all
V1,,50,0,2.438302,acquisition,5.72168,50,99,virtual,19.669402,all_to_all
P0,,50,0,2.351618,acquisition,2.587591,,0,pi,19.669402,all_to_all
V0,,50,1,2.420205,acquisition,0.757456,50,101,virtual,19.902502,all_to_all
V1,,51,1,2.436582,acquisition,2.962149,50,100,virtual,19.902502,all_to_all
P0,,50,0,2.354455,acquisition,6.113599,,0,pi,19.902502,all_to_all
V0,,50,1,2.415613,acquisition,3.741527,51,102,virtual,20.102892,all_to_all
V1,,51,0,2.432312,acquisition,5.967272,51,101,virtual,20.102892,all_to_all
P0,,51,0,2.356111,acquisition,2.834915,,0,pi,20.102892,all_to_all
V0,,51,1,2.409569,acquisition,1.92989,52,104,virtual,20.335971,all_to_all
V1,,52,0,2.42312,acquisition,4.155645,52,103,virtual,20.335971,all_to_all
P0,,52,1,2.35773,acquisition,0.052976,,0,pi,20.335971,all_to_all
V0,,51,1,2.407219,acquisition,3.9338,52,104,virtual,20.536187,all_to_all
V1,,52,0,2.417145,acquisition,6.145246,52,103,virtual,20.536187,all_to_all
P0,,52,0,2.356972,acquisition,3.038699,,0,pi,20.536187,all_to_all
V0,,52,1,2.402644,acquisition,2.167741,52,105,virtual,20.769567,all_to_all
V1,,53,0,2.404883,acquisition,4.340524,52,104,virtual,20.769567,all_to_all
P0,,53,1,2.35203,acquisition,0.253032,,0,pi,20.769567,all_to_all
V0,,52,1,2.401312,acquisition,3.663557,53,106,virtual,20.969728,all_to_all
V1,,53,0,2.402632,acquisition,5.831273,53,105,virtual,20.969728,all_to_all
P0,,53,0,2.349899,acquisition,3.230984,,0,pi,20.969728,all_to_all
V0,,53,1,2.39746,acquisition,2.346169,54,108,virtual,21.203266,all_to_all
V1,,54,0,2.396384,acquisition,4.485646,54,107,virtual,21.203266,all_to_all
P0,,54,1,2.34833,acquisition,0.424445,,0,pi,21.203266,all_to_all
V0,,53,1,2.396464,acquisition,3.839143,54,108,virtual,21.403492,all_to_all
V1,,54,0,2.39337,acquisition,5.963106,54,107,virtual,21.403492,all_to_all
P0,,54,0,2.347242,acquisition,3.386388,,0,pi,21.403492,all_to_all
V0,,54,1,2.39405,acquisition,2.03425,55,110,virtual,21.706133,all_to_all
V1,,55,0,2.385571,acquisition,4.112835,55,109,virtual,21.706133,all_to_all
P0,,55,0,2.343115,acquisition,1.567771,,1,pi,21.706133,all_to_all
V0,,54,0,2.39622,acquisition,5.530112,55,111,virtual,21.938193,all_to_all
V1,,56,1,2.388273,acquisition,1.316591,55,109,virtual,21.938193,all_to_all
P0,,55,0,2.340999,acquisition,4.998139,,0,pi,21.938193,all_to_all
V0,,55,1,2.396219,acquisition,2.245209,56,112,virtual,22.141633,all_to_all
V1,,56,0,2.391182,acquisition,4.320915,56,111,virtual,22.141633,all_to_all
P0,,56,0,2.3403,acquisition,1.718173,,1,pi,22.141633,all_to_all
V0,,55,0,2.391428,acquisition,6.219552,56,113,virtual,22.37069,all_to_all
V1,,57,1,2.386363,acquisition,2.012912,56,111,virtual,22.37069,all_to_all
P0,,56,0,2.336579,acquisition,5.103625,,0,pi,22.37069,all_to_all
V0,,56,1,2.389769,acquisition,2.423829,57,114,virtual,22.572072,all_to_all
V1,,57,0,2.381818,acquisition,4.481142,57,113,virtual,22.572072,all_to_all
P0,,57,0,2.334641,acquisition,1.809262,,1,pi,22.572072,all_to_all
V0,,56,0,2.387503,acquisition,5.898042,57,115,virtual,22.804752,all_to_all
V1,,58,1,2.375748,acquisition,1.634452,57,113,virtual,22.804752,all_to_all
P0,,57,0,2.330728,acquisition,5.322158,,0,pi,22.804752,all_to_all
V0,,57,1,2.382906,acquisition,2.579275,58,116,virtual,23.004838,all_to_all
V1,,58,0,2.373218,acquisition,4.583426,58,115,virtual,23.004838,all_to_all
P0,,58,0,2.328803,acquisition,2.00899,,0,pi,23.004838,all_to_all
V0,,57,0,2.377816,acquisition,5.542666,58,117,virtual,23.20501,all_to_all
V1,,59,1,2.37348,acquisition,1.275324,58,115,virtual,23.20501,all_to_all
P0,,58,0,2.326242,acquisition,4.942464,,0,pi,23.20501,all_to_all
V0,,58,1,2.373038,acquisition,2.218147,59,118,virtual,23.406587,all_to_all
V1,,59,0,2.37295,acquisition,4.25556,59,117,virtual,23.406587,all_to_all
P0,,59,0,2.324724,acquisition,1.596375,,1,pi,23.406587,all_to_all
V0,,58,0,2.368084,acquisition,5.653223,59,119,virtual,23.638368,all_to_all
V1,,60,1,2.369197,acquisition,1.430491,59,117,virtual,23.638368,all_to_all
P0,,59,0,2.322405,acquisition,4.984891,,0,pi,23.638368,all_to_all
V0,,59,1,2.364129,acquisition,2.305701,60,120,virtual,23.839691,all_to_all
V1,,60,0,2.365394,acquisition,4.38153,60,119,virtual,23.839691,all_to_all
P0,,60,0,2.321224,acquisition,1.645019,,1,pi,23.839691,all_to_all
V0,,59,0,2.356328,acquisition,5.7167,60,121,virtual,24.071633,all_to_all
V1,,61,1,2.357512,acquisition,1.52089,60,119,virtual,24.071633,all_to_all
P0,,60,0,2.319104,acquisition,5.038227,,1,pi,24.071633,all_to_all
V0,,60,1,2.346592,acquisition,3.328514,61,122,virtual,24.332136,all_to_all
V1,,61,0,2.347522,acquisition,5.401554,61,121,virtual,24.332136,all_to_all
P0,,61,0,2.317973,acquisition,2.583342,,1,pi,24.332136,all_to_all
V0,,61,1,2.338865,acquisition,0.421786,61,123,virtual,24.53894,all_to_all
V1,,62,1,2.339531,acquisition,2.47727,61,121,virtual,24.53894,all_to_all
P0,,61,0,2.316664,acquisition,5.653345,,0,pi,24.53894,all_to_all
V0,,61,1,2.333953,acquisition,2.821806,62,124,virtual,24.74138,all_to_all
V1,,62,0,2.334455,acquisition,4.865332,62,123,virtual,24.74138,all_to_all
P0,,62,0,2.316168,acquisition,2.340375,,1,pi,24.74138,all_to_all
V0,,61,0,2.327872,acquisition,6.175268,62,125,virtual,24.972516,all_to_all
V1,,63,1,2.328215,acquisition,1.920655,62,123,virtual,24.972516,all_to_all
