accepted_flash_event,accepted_flash_event_count,adaptive_amplitude,adaptive_high,adaptive_low,agent_id,brightness_mean,brightness_used,detection_mode,detector_episode_latch_enabled,detector_reject_reason,duplicate_suppressed_count,elapsed_time_s,estimated_frequency_hz,event_type,frame_index,full_frame_mean,last_rising_edge_time_s,latch_off_threshold,latch_on_threshold,local_contrast,local_contrast_ratio,norm_off_threshold,norm_on_threshold,normalized_signal,periodicity_confidence,raw_brightness,rising_edge,rising_edge_count,roi,roi_id,roi_mean,roi_median_brightness,roi_top_percentile_brightness,signal_frequency_hz,signal_norm,signal_quality,source_agent_id,state,t_s,threshold_off,threshold_on,timestamp_s,top_percentile_brightness,use_adaptive
False,0,0.0,1.0,0.0,V0,21.0,21.0,local_contrast,False,,0,0.3963282030017581,0.0,,1,105.8,,0.35,0.65,21.0,0.2308,0.35,0.65,0.0,0.0,21.0,False,0,"{'x': 0, 'y': 104, 'width': 234, 'height': 227}",0,91.28,90.0,111.0,0.0,0.0,0.0,V0,OFF,3e-06,120.0,180.0,18053.012570707,111.0,True
False,0,0.0,1.0,0.0,V1,117.0,117.0,local_contrast,False,,0,0.3963282030017581,0.0,,1,105.8,,0.35,0.65,117.0,0.936,0.35,0.65,0.0,0.0,117.0,False,0,"{'x': 352, 'y': 110, 'width': 276, 'height': 263}",1,147.66,124.0,241.0,0.0,0.0,0.0,V1,OFF,3e-06,120.0,180.0,18053.012570707,241.0,True
False,0,0.0,1.0,0.0,V0,77.0,77.0,local_contrast,False,,0,0.44174649200067506,0.0,,2,97.09,,0.35,0.65,77.0,0.626,0.35,0.65,0.0,0.0,77.0,False,0,"{'x': 0, 'y': 104, 'width': 234, 'height': 227}",0,134.93,122.0,199.0,0.0,0.0,0.0,V0,OFF,0.429614,120.0,180.0,18053.057988996,199.0,True
False,0,0.0,1.0,0.0,V1,110.0,110.0,local_contrast,False,,0,0.44174649200067506,0.0,,2,97.09,,0.35,0.65,110.0,1.0784,0.35,0.65,0.0,0.0,110.0,False,0,"{'x': 352, 'y': 110, 'width': 276, 'height': 263}",1,123.52,101.0,211.0,0.0,0.0,0.0,V1,OFF,0.429614,120.0,180.0,18053.057988996,211.0,True
False,0,0.0,1.0,0.0,V0,81.0,81.0,local_contrast,False,,0,0.5416357050016813,0.0,,3,69.61,,0.35,0.65,81.0,0.7431,0.35,0.65,0.0,0.0,81.0,False,0,"{'x': 0, 'y': 104, 'width': 234, 'height': 227}",0,123.61,108.0,189.0,0.0,0.0,0.0,V0,OFF,0.540406,120.0,180.0,18053.157878209,189.0,True
False,0,0.0,1.0,0.0,V1,9.0,9.0,local_contrast,False,,0,0.5416357050016813,0.0,,3,69.61,,0.35,0.65,9.0,0.1957,0.35,0.65,0.0,0.0,9.0,False,0,"{'x': 352, 'y': 110, 'width': 276, 'height': 263}",1,44.34,45.0,54.0,0.0,0.0,0.0,V1,OFF,0.540406,120.0,180.0,18053.157878209,54.0,True
False,0,0.0,1.0,0.0,V0,81.0,81.0,local_contrast,False,,0,0.5750847260023875,0.0,,4,69.73,,0.35,0.65,81.0,0.757,0.35,0.65,0.0,0.0,81.0,False,0,"{'x': 0, 'y': 104, 'width': 234, 'height': 227}",0,121.72,106.0,187.0,0.0,0.0,0.0,V0,OFF,0.556065,120.0,180.0,18053.19132723,187.0,True
False,0,0.0,1.0,0.0,V1,26.0,26.0,local_contrast,False,,0,0.5750847260023875,0.0,,4,69.73,,0.35,0.65,26.0,0.5417,0.35,0.65,0.0,0.0,26.0,False,0,"{'x': 352, 'y': 110, 'width': 276, 'height': 263}",1,51.74,47.0,73.0,0.0,0.0,0.0,V1,OFF,0.556065,120.0,180.0,18053.19132723,73.0,True
False,0,0.0,1.0,0.0,V0,79.0,79.0,local_contrast,False,,0,0.6084439140031463,0.0,,5,90.0,,0.35,0.65,79.0,0.693,0.35,0.65,0.0,0.0,79.0,False,0,"{'x': 0, 'y': 104, 'width': 234, 'height': 227}",0,127.2,113.0,192.0,0.0,0.0,0.0,V0,OFF,0.588662,120.0,180.0,18053.224686418,192.0,True
False,0,0.0,1.0,0.0,V1,106.0,106.0,local_contrast,False,,0,0.6084439140031463,0.0,,5,90.0,,0.35,0.65,106.0,1.1398,0.35,0.65,0.0,0.0,106.0,False,0,"{'x': 352, 'y': 110, 'width': 276, 'height': 263}",1,115.48,92.0,198.0,0.0,0.0,0.0,V1,OFF,0.588662,120.0,180.0,18053.224686418,198.0,True
False,0,0.0,1.0,0.0,V0,43.0,43.0,local_contrast,False,,0,0.7083449240017217,0.0,,6,94.8,,0.35,0.65,43.0,0.4526,0.35,0.65,0.0,0.0,43.0,False,0,"{'x': 0, 'y': 104, 'width': 234, 'height': 227}",0,101.99,94.0,137.0,0.0,0.0,0.0,V0,OFF,0.694931,120.0,180.0,18053.324587428,137.0,True
False,0,0.0,1.0,0.0,V1,113.0,113.0,local_contrast,False,,0,0.7083449240017217,0.0,,6,94.8,,0.35,0.65,113.0,1.0561,0.35,0.65,0.0,0.0,113.0,False,0,"{'x': 352, 'y': 110, 'width': 276, 'height': 263}",1,129.27,106.0,219.0,0.0,0.0,0.0,V1,OFF,0.694931,120.0,180.0,18053.324587428,219.0,True
False,0,0.0,1.0,0.0,V0,18.0,18.0,local_contrast,False,,0,0.7418415370011644,0.0,,7,85.61,,0.35,0.65,18.0,0.2466,0.35,0.65,0.0,0.0,18.0,False,0,"{'x': 0, 'y': 104, 'width': 234, 'height': 227}",0,73.55,72.0,90.0,0.0,0.0,0.0,V0,OFF,0.733184,120.0,180.0,18053.358084041,90.0,True
False,0,0.0,1.0,0.0,V1,111.0,111.0,local_contrast,False,,0,0.7418415370011644,0.0,,7,85.61,,0.35,0.65,111.0,1.0882,0.35,0.65,0.0,0.0,111.0,False,0,"{'x': 352, 'y': 110, 'width': 276, 'height': 263}",1,124.11,101.0,212.0,0.0,0.0,0.0,V1,OFF,0.733184,120.0,180.0,18053.358084041,212.0,True
False,0,0.0,1.0,0.0,V0,19.0,19.0,local_contrast,False,,0,0.7752184470009524,0.0,,8,83.12,,0.35,0.65,19.0,0.2754,0.35,0.65,0.0,0.0,19.0,False,0,"{'x': 0, 'y': 104, 'width': 234, 'height': 227}",0,69.81,68.0,87.0,0.0,0.0,0.0,V0,OFF,0.755977,120.0,180.0,18053.391460951,87.0,True
False,0,0.0,1.0,0.0,V1,109.0,109.0,local_contrast,False,,0,0.7752184470009524,0.0,,8,83.12,,0.35,0.65,109.0,1.101,0.35,0.65,0.0,0.0,109.0,False,0,"{'x': 352, 'y': 110, 'width': 276, 'height': 263}",1,121.08,98.0,207.0,0.0,0.0,0.0,V1,OFF,0.755977,120.0,180.0,18053.391460951,207.0,True
False,0,0.0,1.0,0.0,V0,69.0,69.0,local_contrast,False,,0,0.808638783000788,0.0,,9,91.59,,0.35,0.65,69.0,0.6765,0.35,0.65,0.0,0.0,69.0,False,0,"{'x': 0, 'y': 104, 'width': 234, 'height': 227}",0,116.25,101.0,170.0,0.0,0.0,0.0,V0,OFF,0.789227,120.0,180.0,18053.424881287,170.0,True
False,0,0.0,1.0,0.0,V1,108.0,108.0,local_contrast,False,,0,0.808638783000788,0.0,,9,91.59,,0.35,0.65,108.0,1.08,0.35,0.65,0.0,0.0,108.0,False,0,"{'x': 352, 'y': 110, 'width': 276, 'height': 263}",1,121.21,99.0,207.0,0.0,0.0,0.0,V1,OFF,0.789227,120.0,180.0,18053.424881287,207.0,True
True,1,62.1,81.0,18.9,V0,76.0,76.0,local_contrast,False,,0,0.8419288969998888,0.0,leader_rising_edge,10,96.12,18053.458171401,0.35,0.65,76.0,0.623,0.35,0.65,0.9195,0.0,76.0,True,1,"{'x': 0, 'y': 104, 'width': 234, 'height': 227}",0,133.94,121.0,197.0,0.0,0.9195,0.9857,V0,ON,0.822428,120.0,180.0,18053.458171401,197.0,True
True,1,89.1,113.4,24.3,V1,108.0,108.0,local_contrast,False,,0,0.8419288969998888,0.0,leader_rising_edge,10,96.12,18053.458171401,0.35,0.65,108.0,1.0693,0.35,0.65,0.9394,0.0,108.0,True,1,"{'x': 352, 'y': 110, 'width': 276, 'height': 263}",1,122.53,100.0,208.0,0.0,0.9394,0.825,V1,ON,0.822428,120.0,180.0,18053.458171401,208.0,True
False,1,62.0,81.0,19.0,V0,78.0,78.0,local_contrast,False,,0,0.8752609000002849,0.0,,11,96.28,18053.458171401,0.35,0.65,78.0,0.6393,0.35,0.65,0.9516,0.0,78.0,False,1,"{'x': 0, 'y': 104, 'width': 234, 'height': 227}",0,134.13,121.0,199.0,0.0,0.9516,0.9841,V0,ON,0.856547,120.0,180.0,18053.491503404,199.0,True
False,1,87.0,113.0,26.0,V1,108.0,108.0,local_contrast,False,,0,0.8752609000002849,0.0,,11,96.28,18053.458171401,0.35,0.65,108.0,1.0693,0.35,0.65,0.9425,0.0,108.0,False,1,"{'x': 352, 'y': 110, 'width': 276, 'height': 263}",1,122.62,100.0,208.0,0.0,0.9425,0.8056,V1,ON,0.856547,120.0,180.0,18053.491503404,208.0,True
False,1,61.6,80.8,19.2,V0,79.0,79.0,local_contrast,False,,0,0.9086239030002616,0.0,,12,89.91,18053.458171401,0.35,0.65,79.0,0.6752,0.35,0.65,0.9708,0.0,79.0,False,1,"{'x': 0, 'y': 104, 'width': 234, 'height': 227}",0,130.04,116.0,195.0,0.0,0.9708,0.9778,V0,ON,0.889938,120.0,180.0,18053.524866407,195.0,True
False,1,78.8,112.8,34.0,V1,106.0,106.0,local_contrast,False,,0,0.9086239030002616,0.0,,12,89.91,18053.458171401,0.35,0.65,106.0,1.2471,0.35,0.65,0.9137,0.0,106.0,False,1,"{'x': 352, 'y': 110, 'width': 276, 'height': 263}",1,109.96,84.0,190.0,0.0,0.9137,0.7296,V1,ON,0.889938,120.0,180.0,18053.524866407,190.0,True
False,1,61.2,80.6,19.4,V0,79.0,79.0,local_contrast,False,,0,0.9419811100015067,0.0,,13,70.98,18053.458171401,0.35,0.65,79.0,0.7054,0.35,0.65,0.9739,0.0,79.0,False,1,"{'x': 0, 'y': 104, 'width': 234, 'height': 227}",0,125.44,111.0,190.0,0.0,0.9739,0.9714,V0,ON,0.923236,120.0,180.0,18053.558223614,190.0,True
False,1,100.2,112.6,12.4,V1,8.0,8.0,local_contrast,False,,0,0.9419811100015067,0.0,,13,70.98,18053.458171401,0.35,0.65,8.0,0.1702,0.35,0.65,0.0,0.0,8.0,False,1,"{'x': 352, 'y': 110, 'width': 276, 'height': 263}",1,45.47,46.0,54.0,0.0,0.0,0.9193,V1,OFF,0.923236,120.0,180.0,18053.558223614,54.0,True
False,1,61.4,81.0,19.6,V0,81.0,81.0,local_contrast,False,,0,0.9753135390019452,0.0,,14,68.08,18053.458171401,0.35,0.65,81.0,0.75,0.35,0.65,1.0,0.0,81.0,False,1,"{'x': 0, 'y': 104, 'width': 234, 'height': 227}",0,122.62,107.0,188.0,0.0,1.0,0.9746,V0,ON,0.966679,120.0,180.0,18053.591556043,188.0,True
False,1,103.1,112.4,9.3,V1,10.0,10.0,local_contrast,False,,0,0.9753135390019452,0.0,,14,68.08,18053.458171401,0.35,0.65,10.0,0.2326,0.35,0.65,0.0068,0.0,10.0,False,1,"{'x': 352, 'y': 110, 'width': 276, 'height': 263}",1,41.98,42.0,52.0,0.0,0.0068,0.9459,V1,OFF,0.966679,120.0,180.0,18053.591556043,52.0,True
False,1,61.2,81.0,19.8,V0,79.0,79.0,local_contrast,False,,0,1.00870398600091,0.0,,15,73.21,18053.458171401,0.35,0.65,79.0,0.693,0.35,0.65,0.9673,0.0,79.0,False,1,"{'x': 0, 'y': 104, 'width': 234, 'height': 227}",0,127.39,113.0,192.0,0.0,0.9673,0.9714,V0,ON,0.989989,120.0,180.0,18053.62494649,192.0,True
False,1,103.8,112.2,8.4,V1,8.0,8.0,local_contrast,False,,0,1.00870398600091,0.0,,15,73.21,18053.458171401,0.35,0.65,8.0,0.1633,0.35,0.65,0.0,0.0,8.0,False,1,"{'x': 352, 'y': 110, 'width': 276, 'height': 263}",1,47.44,48.0,56.0,0.0,0.0,0.9523,V1,OFF,0.989989,120.0,180.0,18053.62494649,56.0,True
False,1,61.0,81.0,20.0,V0,77.0,77.0,local_contrast,False,,0,1.0420452850012225,0.0,,16,78.29,18053.458171401,0.35,0.65,77.0,0.626,0.35,0.65,0.9344,0.0,77.0,False,1,"{'x': 0, 'y': 104, 'width': 234, 'height': 227}",0,134.75,122.0,199.0,0.0,0.9344,0.9683,V0,ON,1.023297,120.0,180.0,18053.658287789,199.0,True
False,1,104.0,112.0,8.0,V1,8.0,8.0,local_contrast,False,,0,1.0420452850012225,0.0,,16,78.29,18053.458171401,0.35,0.65,8.0,0.1509,0.35,0.65,0.0,0.0,8.0,False,1,"{'x': 352, 'y': 110, 'width': 276, 'height': 263}",1,51.19,52.0,60.0,0.0,0.0,0.9541,V1,OFF,1.023297,120.0,180.0,18053.658287789,60.0,True
False,1,60.8,81.0,20.2,V0,72.0,72.0,local_contrast,False,,0,1.0754144359998463,0.0,,17,83.52,18053.458171401,0.35,0.65,72.0,0.5538,0.35,0.65,0.852,0.0,72.0,False,1,"{'x': 0, 'y': 104, 'width': 234, 'height': 227}",0,140.37,129.0,201.0,0.0,0.852,0.9651,V0,ON,1.056545,120.0,180.0,18053.69165694,201.0,True
