agent_id,drop_reason,dropped,event_type,frequency_hz,injected_delay_s,kept_for_p0,normalized_signal,phase_rad,raw_brightness,roi_id,source_t_s,t_s
V0,,0,pi_detected_virtual_flash,,0.0,1,0.8182,,66.0,0,,37.047051
V1,,0,pi_detected_virtual_flash,,0.0,1,0.8899,,107.0,1,,37.047051
P0,,,pi_flash,2.215597,,,,0.248121,,,,37.314099
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,37.314099,37.314099
V0,,0,pi_detected_virtual_flash,,0.0,1,1.0,,78.0,0,,37.480649
V1,,0,pi_detected_virtual_flash,,0.0,1,0.8899,,107.0,1,,37.480649
P0,,,pi_flash,2.195996,,,,0.530218,,,,37.80555
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,37.80555,37.80555
V0,,0,pi_detected_virtual_flash,,0.0,1,0.8915,,70.0,0,,38.026022
V1,,0,pi_detected_virtual_flash,,0.0,1,0.796,,96.0,1,,38.026022
P0,,,pi_flash,2.157544,,,,0.15564,,,,38.281097
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,38.281097,38.281097
V0,,0,pi_detected_virtual_flash,,0.0,1,0.8137,,66.0,0,,38.451262
V1,,0,pi_detected_virtual_flash,,0.0,1,0.8051,,97.0,1,,38.451262
P0,,,pi_flash,2.128533,,,,0.03648,,,,38.781783
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,38.781783,38.781783
P0,,,pi_flash,2.105637,,,,0.357514,,,,39.31514
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,39.31514,39.31514
V1,,0,pi_detected_virtual_flash,,0.0,1,0.7692,,93.0,1,,39.419802
V0,,0,pi_detected_virtual_flash,,0.0,1,0.9818,,75.0,0,,39.455721
P0,,,pi_flash,2.089912,,,,0.367482,,,,39.815548
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,39.815548,39.815548
V0,,0,pi_detected_virtual_flash,,0.0,1,0.9636,,74.0,0,,39.922582
V1,,0,pi_detected_virtual_flash,,0.0,1,0.8158,,98.0,1,,39.922582
P0,,,pi_flash,2.062956,,,,0.027803,,,,40.282585
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,40.282585,40.282585
V0,,0,pi_detected_virtual_flash,,0.0,1,0.9817,,74.0,0,,40.423768
V1,,0,pi_detected_virtual_flash,,0.0,1,0.8899,,106.0,1,,40.423768
P0,,,pi_flash,2.046536,,,,0.336934,,,,40.816175
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,40.816175,40.816175
V0,,0,pi_detected_virtual_flash,,0.0,1,0.9816,,74.0,0,,40.917545
V1,,0,pi_detected_virtual_flash,,0.0,1,0.9817,,116.0,1,,40.917545
P0,,,pi_flash,2.036817,,,,0.325477,,,,41.316587
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,41.316587,41.316587
V0,,0,pi_detected_virtual_flash,,0.0,1,0.9636,,73.0,0,,41.415908
V1,,0,pi_detected_virtual_flash,,0.0,1,0.8624,,103.0,1,,41.415908
P0,,,pi_flash,2.029252,,,,0.343399,,,,41.816791
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,41.816791,41.816791
V0,,0,pi_detected_virtual_flash,,0.0,1,0.9273,,71.0,0,,41.91872
V1,,0,pi_detected_virtual_flash,,0.0,1,0.9266,,110.0,1,,41.91872
P0,,,pi_flash,2.021905,,,,0.338443,,,,42.317096
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,42.317096,42.317096
V0,,0,pi_detected_virtual_flash,,0.0,1,0.8182,,65.0,0,,42.457349
V1,,0,pi_detected_virtual_flash,,0.0,1,0.8624,,103.0,1,,42.457349
P0,,,pi_flash,2.015595,,,,0.105512,,,,42.817498
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,42.817498,42.817498
V0,,0,pi_detected_virtual_flash,,0.0,1,0.9636,,73.0,0,,42.927365
V1,,0,pi_detected_virtual_flash,,0.0,1,0.8532,,102.0,1,,42.927365
P0,,,pi_flash,2.011579,,,,0.032434,,,,43.317795
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,43.317795,43.317795
V0,,0,pi_detected_virtual_flash,,0.0,1,0.7818,,63.0,0,,43.420978
V1,,0,pi_detected_virtual_flash,,0.0,1,0.8073,,97.0,1,,43.420978
P0,,,pi_flash,2.011418,,,,0.061153,,,,43.818187
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,43.818187,43.818187
V0,,0,pi_detected_virtual_flash,,0.0,1,0.9818,,74.0,0,,43.984667
V1,,0,pi_detected_virtual_flash,,0.0,1,0.9174,,109.0,1,,43.984667
P0,,,pi_flash,2.009622,,,,0.227863,,,,44.352109
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,44.352109,44.352109
V0,,0,pi_detected_virtual_flash,,0.0,1,0.9455,,72.0,0,,44.518458
V1,,0,pi_detected_virtual_flash,,0.0,1,0.7756,,93.0,1,,44.518458
P0,,,pi_flash,1.995943,,,,0.223118,,,,44.885494
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,44.885494,44.885494
V0,,0,pi_detected_virtual_flash,,0.0,1,1.0,,74.0,0,,44.987566
V1,,0,pi_detected_virtual_flash,,0.0,1,0.831,,99.0,1,,44.987566
P0,,,pi_flash,1.98274,,,,0.028628,,,,45.385754
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,45.385754,45.385754
V0,,0,pi_detected_virtual_flash,,0.0,1,0.8333,,65.0,0,,45.491055
V1,,0,pi_detected_virtual_flash,,0.0,1,0.8889,,105.0,1,,45.491055
P0,,,pi_flash,1.984378,,,,0.377901,,,,45.919535
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,45.919535,45.919535
V0,,0,pi_detected_virtual_flash,,0.0,1,0.8704,,67.0,0,,46.023533
V1,,0,pi_detected_virtual_flash,,0.0,1,0.787,,94.0,1,,46.023533
P0,,,pi_flash,1.976314,,,,0.247594,,,,46.419955
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,46.419955,46.419955
V0,,0,pi_detected_virtual_flash,,0.0,1,0.8333,,65.0,0,,46.586711
V1,,0,pi_detected_virtual_flash,,0.0,1,0.7103,,85.0,1,,46.586711
P0,,,pi_flash,1.955806,,,,0.177301,,,,46.953703
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,46.953703,46.953703
V0,,0,pi_detected_virtual_flash,,0.0,1,0.925,,70.0,0,,47.120379
V1,,0,pi_detected_virtual_flash,,0.0,1,0.762,,90.0,1,,47.120379
P0,,,pi_flash,1.933531,,,,0.300034,,,,47.520493
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,47.520493,47.520493
V0,,0,pi_detected_virtual_flash,,0.0,1,0.8113,,64.0,0,,47.661099
V1,,0,pi_detected_virtual_flash,,0.0,1,0.8585,,100.0,1,,47.661099
P0,,,pi_flash,1.919094,,,,0.095616,,,,48.054509
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,48.054509,48.054509
V0,,0,pi_detected_virtual_flash,,0.0,1,1.0,,74.0,0,,48.155957
V1,,0,pi_detected_virtual_flash,,0.0,1,0.8142,,95.0,1,,48.155957
P0,,,pi_flash,1.907552,,,,0.159509,,,,48.592732
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,48.592732,48.592732
V1,,0,pi_detected_virtual_flash,,0.0,1,0.7164,,84.0,1,,48.721288
V0,,0,pi_detected_virtual_flash,,0.0,1,0.8779,,67.0,0,,48.754753
P0,,,pi_flash,1.896697,,,,0.317708,,,,49.155127
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,49.155127,49.155127
V0,,0,pi_detected_virtual_flash,,0.0,1,0.8627,,66.0,0,,49.295211
V1,,0,pi_detected_virtual_flash,,0.0,1,0.7422,,86.0,1,,49.295211
P0,,,pi_flash,1.880922,,,,0.453628,,,,49.732032
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,49.732032,49.732032
V0,,0,pi_detected_virtual_flash,,0.0,1,0.8627,,66.0,0,,49.823497
V1,,0,pi_detected_virtual_flash,,0.0,1,0.8504,,97.0,1,,49.823497
P0,,,pi_flash,1.874568,,,,0.085172,,,,50.247094
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,50.247094,50.247094
V0,,0,pi_detected_virtual_flash,,0.0,1,0.7059,,58.0,0,,50.357629
V1,,0,pi_detected_virtual_flash,,0.0,1,0.8586,,95.0,1,,50.357629
P0,,,pi_flash,1.870747,,,,0.132429,,,,50.789434
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,50.789434,50.789434
V1,,0,pi_detected_virtual_flash,,0.0,1,0.814,,87.0,1,,50.89564
V0,,0,pi_detected_virtual_flash,,0.0,1,0.82,,63.0,0,,50.929104
P0,,,pi_flash,1.868449,,,,0.359307,,,,51.356802
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,51.356802,51.356802
V0,,0,pi_detected_virtual_flash,,0.0,1,1.0,,73.0,0,,51.480403
V1,,0,pi_detected_virtual_flash,,0.0,1,0.9418,,99.0,1,,51.480403
P0,,,pi_flash,1.859972,,,,0.208139,,,,51.890252
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,51.890252,51.890252
V0,,0,pi_detected_virtual_flash,,0.0,1,0.7843,,62.0,0,,52.090211
V1,,0,pi_detected_virtual_flash,,0.0,1,0.8889,,98.0,1,,52.090211
P0,,,pi_flash,1.848409,,,,0.137778,,,,52.457233
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,52.457233,52.457233
V0,,0,pi_detected_virtual_flash,,0.0,1,0.6863,,57.0,0,,52.624007
V1,,0,pi_detected_virtual_flash,,0.0,1,0.7437,,84.0,1,,52.624007
P0,,,pi_flash,1.845734,,,,6.263524,,,,53.02445
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,53.02445,53.02445
P0,,,pi_flash,1.845854,,,,1.176522,,,,53.129907
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,53.129907,53.129907
V0,,0,pi_detected_virtual_flash,,0.0,1,0.8431,,65.0,0,,53.24157
V1,,0,pi_detected_virtual_flash,,0.0,1,0.74,,84.0,1,,53.24157
P0,,,pi_flash,1.834964,,,,0.408023,,,,53.633526
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,53.633526,53.633526
V0,,0,pi_detected_virtual_flash,,0.0,1,0.7647,,61.0,0,,53.833732
V1,,0,pi_detected_virtual_flash,,0.0,1,0.8826,,98.0,1,,53.833732
P0,,,pi_flash,1.810803,,,,0.066069,,,,54.191848
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,54.191848,54.191848
V0,,0,pi_detected_virtual_flash,,0.0,1,0.8039,,63.0,0,,54.384419
V1,,0,pi_detected_virtual_flash,,0.0,1,0.73,,83.0,1,,54.384419
P0,,,pi_flash,1.791501,,,,0.034956,,,,54.758635
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,54.758635,54.758635
V0,,0,pi_detected_virtual_flash,,0.0,1,1.0,,74.0,0,,54.9251
V1,,0,pi_detected_virtual_flash,,0.0,1,0.9491,,105.0,1,,54.9251
P0,,,pi_flash,1.776886,,,,0.460247,,,,55.387115
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,55.387115,55.387115
V0,,0,pi_detected_virtual_flash,,0.0,1,0.9619,,72.0,0,,55.654269
V1,,0,pi_detected_virtual_flash,,0.0,1,0.7981,,93.0,1,,55.654269
P0,,,pi_flash,1.775656,,,,0.23508,,,,55.934193
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,55.934193,55.934193
V0,,0,pi_detected_virtual_flash,,0.0,1,1.0,,76.0,0,,57.557147
V1,,0,pi_detected_virtual_flash,,0.0,1,1.0,,118.0,1,,57.557147
P0,,,pi_flash,1.774112,,,,5.734018,,,,57.557147
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,57.557147,57.557147
P0,,,pi_flash,1.772864,,,,2.290356,,,,57.813178
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,57.813178,57.813178
P0,,,pi_flash,1.757965,,,,0.151642,,,,58.19375
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,58.19375,58.19375
V0,,0,pi_detected_virtual_flash,,0.0,1,0.9623,,72.0,0,,58.494317
V1,,0,pi_detected_virtual_flash,,0.0,1,0.8159,,96.0,1,,58.494317
P0,,,pi_flash,1.71421,,,,0.137033,,,,58.763246
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,58.763246,58.763246
V0,,0,pi_detected_virtual_flash,,0.0,1,0.8102,,64.0,0,,59.037334
V1,,0,pi_detected_virtual_flash,,0.0,1,0.8539,,100.0,1,,59.037334
P0,,,pi_flash,1.666044,,,,0.132539,,,,59.361439
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,59.361439,59.361439
V0,,0,pi_detected_virtual_flash,,0.0,1,0.7308,,60.0,0,,59.556269
V1,,0,pi_detected_virtual_flash,,0.0,1,0.77,,91.0,1,,59.556269
P0,,,pi_flash,1.64128,,,,0.018253,,,,59.995497
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,59.995497,59.995497
