elapsed_ms,endpoint,error,monotonic_time_s,ok
9.731,POST /api/reset,,18052.5,1
6.797,POST /api/mode,,18052.509739,1
18.134,POST /api/leader/config,,18052.516544,1
6.994,POST /api/mutual/config,,18052.534685,1
10.832,POST /api/agents/0,,18052.541693,1
7.15,POST /api/agents/1,,18052.552534,1
8.152,POST /api/agents/2,,18052.559693,1
6.438,POST /api/start,,18052.567853,1
12.184,POST /api/feedback,,18052.574296,1
6.741,POST /api/stabilizer/config,,18052.586494,1
18.547,GET /api/agents,,18053.027165,1
17.452,POST /api/pi_flash,,18053.132395,1
6.608,GET /api/agents,,18053.149858,1
12.168,POST /api/pi_flash,,18053.299,1
10.788,GET /api/agents,,18053.338491,1
10.025,GET /api/agents,,18053.572769,1
15.43,POST /api/pi_flash,,18053.766393,1
7.448,GET /api/agents,,18053.805905,1
11.604,GET /api/agents,,18054.039914,1
14.858,POST /api/pi_flash,,18054.233547,1
7.053,GET /api/agents,,18054.273561,1
9.596,GET /api/agents,,18054.506862,1
7.885,POST /api/pi_flash,,18054.63398,1
9.614,GET /api/agents,,18054.707075,1
9.658,GET /api/agents,,18054.907185,1
8.727,POST /api/pi_flash,,18055.067584,1
8.229,GET /api/agents,,18055.107512,1
11.659,GET /api/agents,,18055.341008,1
8.734,POST /api/pi_flash,,18055.434611,1
14.869,POST /api/pi_flash,,18055.534261,1
6.414,GET /api/agents,,18055.574035,1
15.481,POST /api/pi_flash,,18055.868154,1
5.229,GET /api/agents,,18055.883646,1
12.186,GET /api/agents,,18056.007864,1
23.487,POST /api/pi_flash,,18056.268306,1
5.785,GET /api/agents,,18056.291804,1
23.155,GET /api/agents,,18056.408313,1
9.462,POST /api/pi_flash,,18056.701717,1
8.862,GET /api/agents,,18056.711189,1
10.586,GET /api/agents,,18056.841837,1
10.876,POST /api/pi_flash,,18057.101837,1
6.155,GET /api/agents,,18057.112725,1
10.124,GET /api/agents,,18057.275399,1
13.784,POST /api/pi_flash,,18057.502292,1
9.643,GET /api/agents,,18057.54162,1
11.255,GET /api/agents,,18057.775207,1
9.078,POST /api/pi_flash,,18057.902513,1
16.05,POST /api/pi_flash,,18058.00288,1
6.106,GET /api/agents,,18058.042877,1
32.458,POST /api/pi_flash,,18058.335983,1
10.859,GET /api/agents,,18058.368453,1
9.953,GET /api/agents,,18058.476442,1
13.514,POST /api/pi_flash,,18058.73622,1
7.425,GET /api/agents,,18058.776502,1
9.687,GET /api/agents,,18059.009786,1
9.094,POST /api/pi_flash,,18059.103218,1
13.008,GET /api/agents,,18059.210187,1
13.741,GET /api/agents,,18059.44337,1
13.022,POST /api/pi_flash,,18059.536848,1
10.267,GET /api/agents,,18059.643613,1
21.769,POST /api/pi_flash,,18059.937181,1
10.099,GET /api/agents,,18059.958962,1
8.624,GET /api/agents,,18060.077336,1
7.938,POST /api/pi_flash,,18060.337383,1
85.027,GET /api/agents,,18060.377638,1
11.862,GET /api/agents,,18060.577799,1
9.094,POST /api/pi_flash,,18060.737459,1
20.852,GET /api/agents,,18060.811119,1
26.67,GET /api/agents,,18061.010837,1
11.143,POST /api/pi_flash,,18061.13767,1
10.435,GET /api/agents,,18061.244544,1
11.709,GET /api/agents,,18061.444874,1
8.403,POST /api/pi_flash,,18061.538051,1
8.198,GET /api/agents,,18061.645078,1
17.415,POST /api/pi_flash,,18061.938383,1
5.88,GET /api/agents,,18061.955811,1
22.367,GET /api/agents,,18062.078678,1
10.452,POST /api/pi_flash,,18062.30543,1
7.93,GET /api/agents,,18062.345751,1
10.312,GET /api/agents,,18062.579096,1
7.766,POST /api/pi_flash,,18062.705644,1
9.902,GET /api/agents,,18062.812695,1
10.16,GET /api/agents,,18063.012519,1
9.312,POST /api/pi_flash,,18063.105595,1
18.642,GET /api/agents,,18063.212788,1
12.957,POST /api/pi_flash,,18063.506114,1
10.5,GET /api/agents,,18063.519081,1
14.518,GET /api/agents,,18063.646176,1
15.76,POST /api/pi_flash,,18063.93987,1
13.944,GET /api/agents,,18063.955643,1
9.839,GET /api/agents,,18064.080144,1
10.146,POST /api/pi_flash,,18064.339822,1
13.682,GET /api/agents,,18064.380103,1
10.396,GET /api/agents,,18064.6137,1
9.714,POST /api/pi_flash,,18064.740266,1
10.043,GET /api/agents,,18064.847048,1
22.16,GET /api/agents,,18065.080332,1
19.914,POST /api/pi_flash,,18065.207376,1
9.417,GET /api/agents,,18065.2808,1
14.876,GET /api/agents,,18065.480647,1
9.759,POST /api/pi_flash,,18065.574046,1
14.682,GET /api/agents,,18065.680832,1
15.775,POST /api/pi_flash,,18065.974261,1
7.502,GET /api/agents,,18065.990053,1
8.538,GET /api/agents,,18066.114343,1
7.424,POST /api/pi_flash,,18066.408085,1
5.108,GET /api/agents,,18066.41552,1
15.783,GET /api/agents,,18066.547772,1
11.015,POST /api/pi_flash,,18066.808192,1
7.659,GET /api/agents,,18066.848518,1
19.005,GET /api/agents,,18067.081575,1
