feedback_enabled,model,model_parameters,detect_only,gpio_enabled,pi_feedback_post_enabled,detector_config,virtual_detected_count,nominal_expected_flashes,nominal_fcr,virtual_fire_count_start,virtual_fire_count_end,actual_virtual_flashes,actual_fcr,virtual_frequency_start,virtual_frequency_end,pi_flash_count,pi_final_frequency_hz,frequency_error_hz,received_pi_flashes,camera_loop_rate_hz,detector_loop_rate_hz,mean_frame_interval_s,max_frame_interval_s,api_post_count,api_post_mean_latency_ms,api_post_max_latency_ms,gpio_flash_count,detected_virtual_flash_timestamps,expected_virtual_flash_timestamps,missed_flash_intervals_s,running_start,running_end,feedback_enabled_start,feedback_enabled_end,duration_s,actual_wall_s
False,eapf_consensus,"{'g_p': 0.02, 'g_f': 0.02, 'alpha_p': 0.2, 'alpha_f': 0.2, 'delta_theta_max_rad': 0.2, 'delta_f_max_hz': 0.05}",True,False,False,"{'class': 'PicameraFlashDetector', 'resolution': [640, 480], 'detection_mode': 'local_contrast', 'threshold_on': 180.0, 'threshold_off': 120.0, 'min_interval_s': 0.2, 'window_s': 5.0, 'norm_on_threshold': 0.65, 'norm_off_threshold': 0.35, 'min_amplitude': 10.0, 'roi': None}",0,0,,,,,,,,0,,,,965628.807,,1e-06,5.6e-05,0,,,0,[],[],[],,,,,0.01,0.0
