t_s,detected_state,leader_flash_event,brightness_used,signal_norm,camera_ms
7e-06,0,0,127.0,0.0,994.32
0.994422,0,0,104.67,0.0,83.84
1.078351,0,0,56.67,0.0,57.81
1.136237,0,0,108.67,0.0,67.93
1.204249,0,0,120.33,0.0,65.34
1.269662,0,0,124.0,0.0,65.49
1.335222,0,0,130.67,0.0,79.49
1.414789,0,0,114.67,0.0,92.08
1.506941,0,0,106.33,0.0,100.28
1.607289,0,0,110.0,0.3684,97.93
1.70529,1,1,130.33,1.0,86.99
1.792412,1,0,130.33,1.0,79.81
1.87234,1,0,130.67,1.0,88.55
1.961009,0,0,106.0,0.0365,101.07
2.062197,0,0,108.67,0.1369,99.54
2.161849,0,0,112.0,0.2649,93.87
2.25584,1,1,131.0,1.0,83.7
2.339727,1,0,130.67,1.0,83.63
2.423474,0,0,109.67,0.1578,110.69
2.534296,0,0,105.0,0.0013,87.02
2.621416,0,0,109.33,0.1687,97.87
2.719386,1,1,130.0,0.9738,86.91
2.806441,1,0,129.67,0.9607,82.71
2.889348,1,0,130.33,0.9866,92.12
2.981629,0,0,105.33,0.0078,100.56
3.08235,0,0,108.67,0.1374,99.97
3.182479,0,0,117.67,0.4896,92.19
3.274834,1,1,130.67,1.0,82.2
3.357233,1,0,130.33,0.9866,91.96
3.449362,0,0,105.67,0.0147,99.84
3.549369,0,0,108.33,0.1184,100.46
3.649995,0,0,109.67,0.1702,94.09
3.744257,1,1,130.33,0.9865,83.29
3.827767,1,0,130.33,0.9865,80.39
3.908329,1,0,116.33,0.431,92.41
4.00092,0,0,105.33,0.0,99.91
4.101005,0,0,109.67,0.1713,97.98
4.199161,1,1,129.67,0.9605,86.19
4.285569,1,0,128.33,0.9077,78.07
4.363816,1,0,130.33,0.9866,86.77
4.450765,0,0,108.0,0.1054,97.23
4.548193,0,0,108.67,0.1308,99.84
4.648215,0,0,109.67,0.1695,94.36
4.742753,1,1,130.33,0.9905,82.7
4.825673,1,0,130.33,0.9919,78.71
4.904565,1,0,119.33,0.5532,92.59
4.997336,0,0,105.33,0.0,100.14
5.097672,0,0,109.33,0.1591,98.69
5.196555,1,1,129.33,0.9561,86.99
5.28378,1,0,130.33,0.9973,80.15
5.364118,1,0,131.0,1.0,88.89
5.453201,0,0,106.0,0.0264,100.67
5.554057,0,0,109.67,0.1704,100.15
5.654406,0,0,110.0,0.1826,91.81
5.746412,1,1,130.33,0.9905,82.05
5.828693,1,0,130.67,1.0,80.78
5.909673,1,0,116.0,0.4172,92.24
6.002113,0,0,105.33,0.0,100.21
6.102511,0,0,109.67,0.1544,97.37
6.200086,1,1,129.67,0.9597,85.64
6.28597,1,0,128.33,0.9059,78.04
6.364212,1,0,130.67,1.0,86.55
6.45097,0,0,108.0,0.0884,97.29
6.548464,0,0,108.67,0.1153,100.3
6.64897,0,0,109.67,0.1555,93.15
6.74234,1,1,130.33,0.9863,82.35
6.824939,1,0,130.67,1.0,79.79
6.904938,1,0,119.0,0.5307,91.92
6.99707,0,0,105.0,0.0,100.36
7.09765,0,0,109.67,0.1668,98.24
7.196108,1,1,129.67,0.9603,87.57
7.283942,1,0,130.33,0.9919,80.43
7.364592,1,0,131.0,1.0,88.82
7.453629,0,0,106.0,0.0213,100.12
7.553975,0,0,109.33,0.1426,100.37
