event,model,source,t_s
pi_flash,kuramoto,pi_oscillator,0.422567
virtual_flash,kuramoto,camera,0.985824
virtual_flash,kuramoto,camera,1.497743
pi_flash,kuramoto,pi_oscillator,1.497743
virtual_flash,kuramoto,camera,1.927173
pi_flash,kuramoto,pi_oscillator,2.270144
virtual_flash,kuramoto,camera,2.549454
virtual_flash,kuramoto,camera,2.988282
pi_flash,kuramoto,pi_oscillator,3.107713
virtual_flash,kuramoto,camera,3.543321
pi_flash,kuramoto,pi_oscillator,4.100178
virtual_flash,kuramoto,camera,4.21891
virtual_flash,kuramoto,camera,4.750232
pi_flash,kuramoto,pi_oscillator,4.837675
virtual_flash,kuramoto,camera,5.27151
pi_flash,kuramoto,pi_oscillator,5.46434
virtual_flash,kuramoto,camera,5.910861
pi_flash,kuramoto,pi_oscillator,6.521259
virtual_flash,kuramoto,camera,6.64578
virtual_flash,kuramoto,camera,7.101942
pi_flash,kuramoto,pi_oscillator,7.250113
virtual_flash,kuramoto,camera,7.63859
pi_flash,kuramoto,pi_oscillator,8.171801
virtual_flash,kuramoto,camera,8.312869
virtual_flash,kuramoto,camera,8.81735
pi_flash,kuramoto,pi_oscillator,8.913174
virtual_flash,kuramoto,camera,9.35903
pi_flash,kuramoto,pi_oscillator,9.614416
virtual_flash,kuramoto,camera,10.015965
virtual_flash,kuramoto,camera,10.766982
pi_flash,kuramoto,pi_oscillator,10.822524
virtual_flash,kuramoto,camera,11.319792
pi_flash,kuramoto,pi_oscillator,11.419468
virtual_flash,kuramoto,camera,11.88129
pi_flash,kuramoto,pi_oscillator,12.081417
virtual_flash,kuramoto,camera,12.494714
pi_flash,kuramoto,pi_oscillator,13.065047
virtual_flash,kuramoto,camera,13.186709
virtual_flash,kuramoto,camera,13.679406
pi_flash,kuramoto,pi_oscillator,13.820212
virtual_flash,kuramoto,camera,14.25961
pi_flash,kuramoto,pi_oscillator,14.52067
virtual_flash,kuramoto,camera,14.908443
virtual_flash,kuramoto,camera,15.554553
pi_flash,kuramoto,pi_oscillator,15.554553
virtual_flash,kuramoto,camera,16.195693
pi_flash,kuramoto,pi_oscillator,16.245055
virtual_flash,kuramoto,camera,16.602683
pi_flash,kuramoto,pi_oscillator,17.108345
virtual_flash,kuramoto,camera,17.290733
virtual_flash,kuramoto,camera,17.829124
pi_flash,kuramoto,pi_oscillator,17.923569
virtual_flash,kuramoto,camera,18.357342
pi_flash,kuramoto,pi_oscillator,18.558544
virtual_flash,kuramoto,camera,19.006842
pi_flash,kuramoto,pi_oscillator,19.615569
virtual_flash,kuramoto,camera,19.725379
virtual_flash,kuramoto,camera,20.218507
pi_flash,kuramoto,pi_oscillator,20.356595
virtual_flash,kuramoto,camera,20.733406
pi_flash,kuramoto,pi_oscillator,21.272478
virtual_flash,kuramoto,camera,21.393674
virtual_flash,kuramoto,camera,21.933318
pi_flash,kuramoto,pi_oscillator,22.028722
virtual_flash,kuramoto,camera,22.457529
pi_flash,kuramoto,pi_oscillator,22.710902
virtual_flash,kuramoto,camera,23.101168
pi_flash,kuramoto,pi_oscillator,23.698143
virtual_flash,kuramoto,camera,23.819625
virtual_flash,kuramoto,camera,24.380171
pi_flash,kuramoto,pi_oscillator,24.476677
virtual_flash,kuramoto,camera,24.940048
pi_flash,kuramoto,pi_oscillator,25.089973
virtual_flash,kuramoto,camera,25.450677
pi_flash,kuramoto,pi_oscillator,26.024837
virtual_flash,kuramoto,camera,26.238134
virtual_flash,kuramoto,camera,26.79164
pi_flash,kuramoto,pi_oscillator,26.842059
virtual_flash,kuramoto,camera,27.205599
pi_flash,kuramoto,pi_oscillator,27.694894
virtual_flash,kuramoto,camera,27.877955
virtual_flash,kuramoto,camera,28.417979
pi_flash,kuramoto,pi_oscillator,28.468835
virtual_flash,kuramoto,camera,28.91607
pi_flash,kuramoto,pi_oscillator,29.115785
virtual_flash,kuramoto,camera,29.579454
