K,agent_id,applied_kuramoto_correction,coupling_input,dt,effective_period_s,fire_count,flash_count_delta,flash_on,frequency_hz_after,frequency_hz_before,neighbour_period_est,neighbour_phase_est,phase_after,phase_before,phase_delta,phase_delta_unwrapped,pi_flash_events_consumed_this_step,time,warning,wrapped_phase_error
3.0,0,-0.008941461,-0.090317788,0.033,0.51101847,0,0,0,1.956876433,2.0,0.5,4.941474566,5.437664368,5.031915599,0.405748769,0.405748769,0,0.033241,,-0.090441033
3.0,0,-0.008059529,-0.081409379,0.033,0.509910133,0,0,0,1.961129885,1.956876433,0.5,5.356164796,5.84429507,5.437664368,0.406630702,0.406630702,0,0.066691,,-0.081499572
3.0,0,-0.00726403,-0.073374045,0.033,0.508914535,0,0,0,1.964966474,1.961129885,0.5,5.770855027,6.251721269,5.84429507,0.4074262,0.4074262,0,0.100241,,-0.073440043
3.0,0,-0.006546645,-0.066127723,0.033,0.508020026,1,1,1,1.968426338,1.964966474,0.5,6.185545257,0.376679548,6.251721269,0.408143586,0.408143586,0,0.133816,,-0.066176013
3.0,0,-0.00589981,-0.059594037,0.033,0.507216179,1,0,0,1.971545943,1.968426338,0.5,0.31705018,0.785469968,0.376679548,0.408790421,0.408790421,0,0.167342,,-0.059629368
3.0,0,-0.005316667,-0.05370371,0.033,0.506493662,1,0,0,1.974358367,1.971545943,0.5,0.73174041,1.194843531,0.785469968,0.409373563,0.409373563,0,0.200875,,-0.053729558
3.0,0,-0.004791004,-0.048393981,0.033,0.505844124,1,0,0,1.976893576,1.974358367,0.5,1.14643064,1.604742758,1.194843531,0.409899226,0.409899226,0,0.234452,,-0.048412891
3.0,0,-0.004317197,-0.043608054,0.033,0.505260089,1,0,0,1.979178688,1.976893576,0.5,1.561120871,2.01511579,1.604742758,0.410373033,0.410373033,0,0.268183,,-0.043621887
3.0,0,-0.003890162,-0.03929457,0.033,0.504734861,1,0,0,1.981238225,1.979178688,0.5,1.975811101,2.425915858,2.01511579,0.410800068,0.410800068,0,0.301601,,-0.03930469
3.0,0,-0.003505305,-0.035407125,0.033,0.504262444,1,0,0,1.983094343,1.981238225,0.5,2.390501331,2.837100783,2.425915858,0.411184925,0.411184925,0,0.335154,,-0.035414527
3.0,0,-0.003158477,-0.031903807,0.033,0.503837464,1,0,0,1.984767054,1.983094343,0.5,2.805191562,3.248632537,2.837100783,0.411531753,0.411531753,0,0.368759,,-0.031909222
3.0,0,-0.002845932,-0.028746784,0.033,0.503455106,1,0,0,1.986274422,1.984767054,0.5,3.219881792,3.660476835,3.248632537,0.411844299,0.411844299,0,0.402319,,-0.028750745
3.0,0,-0.00256429,-0.025901916,0.033,0.503111051,1,0,0,1.987632746,1.986274422,0.5,3.634572022,4.072602776,3.660476835,0.412125941,0.412125941,0,0.435875,,-0.025904813
3.0,0,-0.002310502,-0.023338404,0.033,0.502801425,1,0,0,1.988856733,1.987632746,0.5,4.049262252,4.484982504,4.072602776,0.412379728,0.412379728,0,0.469459,,-0.023340524
3.0,0,0.079283343,0.800841852,0.033,0.419749408,1,0,0,2.382373818,1.988856733,0.5,0.41469023,4.978956078,4.484982504,0.493973574,0.493973574,1,0.50304,,2.212893033
3.0,0,0.083729977,0.84575734,0.033,0.416004633,1,0,0,2.403819384,2.382373818,0.5,0.829380461,5.477376285,4.978956078,0.498420207,0.498420207,0,0.536294,,2.13360969
