event,model,source,t_s
pi_flash,eapf_consensus,pi_oscillator,0.4268
pi_flash,eapf_consensus,pi_oscillator,0.624718
virtual_flash,eapf_consensus,camera,0.856752
pi_flash,eapf_consensus,pi_oscillator,1.031382
pi_flash,eapf_consensus,pi_oscillator,1.39177
virtual_flash,eapf_consensus,camera,1.741473
pi_flash,eapf_consensus,pi_oscillator,1.763536
pi_flash,eapf_consensus,pi_oscillator,2.18733
virtual_flash,eapf_consensus,camera,2.316257
pi_flash,eapf_consensus,pi_oscillator,2.665924
virtual_flash,eapf_consensus,camera,2.762037
pi_flash,eapf_consensus,pi_oscillator,3.166864
virtual_flash,eapf_consensus,camera,3.275927
pi_flash,eapf_consensus,pi_oscillator,3.657119
virtual_flash,eapf_consensus,camera,3.749882
pi_flash,eapf_consensus,pi_oscillator,4.182709
virtual_flash,eapf_consensus,camera,4.292417
virtual_flash,eapf_consensus,camera,4.672134
pi_flash,eapf_consensus,pi_oscillator,4.694556
pi_flash,eapf_consensus,pi_oscillator,5.194388
virtual_flash,eapf_consensus,camera,5.309942
pi_flash,eapf_consensus,pi_oscillator,5.702647
virtual_flash,eapf_consensus,camera,6.077642
pi_flash,eapf_consensus,pi_oscillator,6.19958
virtual_flash,eapf_consensus,camera,6.641089
pi_flash,eapf_consensus,pi_oscillator,6.682338
virtual_flash,eapf_consensus,camera,7.065636
pi_flash,eapf_consensus,pi_oscillator,7.186167
virtual_flash,eapf_consensus,camera,7.597478
pi_flash,eapf_consensus,pi_oscillator,7.708032
virtual_flash,eapf_consensus,camera,8.0328
pi_flash,eapf_consensus,pi_oscillator,8.194316
virtual_flash,eapf_consensus,camera,8.604206
pi_flash,eapf_consensus,pi_oscillator,8.682032
virtual_flash,eapf_consensus,camera,9.019151
pi_flash,eapf_consensus,pi_oscillator,9.201681
virtual_flash,eapf_consensus,camera,9.449327
pi_flash,eapf_consensus,pi_oscillator,9.704786
virtual_flash,eapf_consensus,camera,9.982795
pi_flash,eapf_consensus,pi_oscillator,10.281799
virtual_flash,eapf_consensus,camera,10.440475
pi_flash,eapf_consensus,pi_oscillator,10.801584
virtual_flash,eapf_consensus,camera,10.970211
pi_flash,eapf_consensus,pi_oscillator,11.318432
virtual_flash,eapf_consensus,camera,11.410312
pi_flash,eapf_consensus,pi_oscillator,11.801128
virtual_flash,eapf_consensus,camera,11.922971
pi_flash,eapf_consensus,pi_oscillator,12.307439
virtual_flash,eapf_consensus,camera,12.401342
pi_flash,eapf_consensus,pi_oscillator,12.784006
virtual_flash,eapf_consensus,camera,12.880245
pi_flash,eapf_consensus,pi_oscillator,13.271529
virtual_flash,eapf_consensus,camera,13.38456
pi_flash,eapf_consensus,pi_oscillator,13.749119
virtual_flash,eapf_consensus,camera,13.838668
pi_flash,eapf_consensus,pi_oscillator,14.231369
virtual_flash,eapf_consensus,camera,14.336949
pi_flash,eapf_consensus,pi_oscillator,14.728014
virtual_flash,eapf_consensus,camera,14.822261
virtual_flash,eapf_consensus,camera,15.200353
pi_flash,eapf_consensus,pi_oscillator,15.200353
pi_flash,eapf_consensus,pi_oscillator,15.693032
virtual_flash,eapf_consensus,camera,15.784785
virtual_flash,eapf_consensus,camera,16.162062
pi_flash,eapf_consensus,pi_oscillator,16.182606
pi_flash,eapf_consensus,pi_oscillator,16.648451
virtual_flash,eapf_consensus,camera,16.744378
virtual_flash,eapf_consensus,camera,17.122281
pi_flash,eapf_consensus,pi_oscillator,17.145831
pi_flash,eapf_consensus,pi_oscillator,17.627174
virtual_flash,eapf_consensus,camera,17.740585
pi_flash,eapf_consensus,pi_oscillator,18.083472
virtual_flash,eapf_consensus,camera,18.175044
pi_flash,eapf_consensus,pi_oscillator,18.595027
virtual_flash,eapf_consensus,camera,18.694065
pi_flash,eapf_consensus,pi_oscillator,19.060473
virtual_flash,eapf_consensus,camera,19.150813
pi_flash,eapf_consensus,pi_oscillator,19.568139
virtual_flash,eapf_consensus,camera,19.666113
pi_flash,eapf_consensus,pi_oscillator,20.010792
virtual_flash,eapf_consensus,camera,20.105081
pi_flash,eapf_consensus,pi_oscillator,20.105081
pi_flash,eapf_consensus,pi_oscillator,20.51785
virtual_flash,eapf_consensus,camera,20.610133
pi_flash,eapf_consensus,pi_oscillator,21.00374
virtual_flash,eapf_consensus,camera,21.098119
pi_flash,eapf_consensus,pi_oscillator,21.488976
