t,event_type,source,detected_leader_flash_time,follower_flash_time,timing_error_s,wrapped_timing_error_s
14.302626,follower_flash,follower_oscillator,14.242295,14.302626,-0.060331,
14.757864,leader_flash,camera,14.757864,,,
14.8174,follower_flash,follower_oscillator,14.757864,14.8174,-0.059536,
15.214971,leader_flash,camera,15.214971,,,
15.335664,follower_flash,follower_oscillator,15.214971,15.335664,-0.120693,
15.729715,leader_flash,camera,15.729715,,,
15.789762,follower_flash,follower_oscillator,15.729715,15.789762,-0.060047,
16.246715,leader_flash,camera,16.246715,,,
16.307168,follower_flash,follower_oscillator,16.246715,16.307168,-0.060453,
16.763301,leader_flash,camera,16.763301,,,
16.823607,follower_flash,follower_oscillator,16.763301,16.823607,-0.060306,
17.222726,leader_flash,camera,17.222726,,,
17.28311,follower_flash,follower_oscillator,17.222726,17.28311,-0.060383,
17.745602,leader_flash,camera,17.745602,,,
17.805382,follower_flash,follower_oscillator,17.745602,17.805382,-0.059779,
18.260425,leader_flash,camera,18.260425,,,
18.320577,follower_flash,follower_oscillator,18.260425,18.320577,-0.060152,
18.719882,leader_flash,camera,18.719882,,,
18.779732,follower_flash,follower_oscillator,18.719882,18.779732,-0.05985,
19.24115,leader_flash,camera,19.24115,,,
19.30083,follower_flash,follower_oscillator,19.24115,19.30083,-0.059681,
19.758018,leader_flash,camera,19.758018,,,
19.818512,follower_flash,follower_oscillator,19.758018,19.818512,-0.060495,
20.217148,leader_flash,camera,20.217148,,,
20.336696,follower_flash,follower_oscillator,20.217148,20.336696,-0.119548,
20.732499,leader_flash,camera,20.732499,,,
20.792155,follower_flash,follower_oscillator,20.732499,20.792155,-0.059656,
21.249893,leader_flash,camera,21.249893,,,
21.310214,follower_flash,follower_oscillator,21.249893,21.310214,-0.060321,
21.708074,leader_flash,camera,21.708074,,,
21.8282,follower_flash,follower_oscillator,21.708074,21.8282,-0.120125,
22.224895,leader_flash,camera,22.224895,,,
22.285322,follower_flash,follower_oscillator,22.224895,22.285322,-0.060427,
22.743735,leader_flash,camera,22.743735,,,
22.803106,follower_flash,follower_oscillator,22.743735,22.803106,-0.059372,
23.259526,leader_flash,camera,23.259526,,,
23.319139,follower_flash,follower_oscillator,23.259526,23.319139,-0.059613,
23.716726,leader_flash,camera,23.716726,,,
23.837282,follower_flash,follower_oscillator,23.716726,23.837282,-0.120556,
24.234071,leader_flash,camera,24.234071,,,
24.29416,follower_flash,follower_oscillator,24.234071,24.29416,-0.060089,
24.751023,leader_flash,camera,24.751023,,,
24.810984,follower_flash,follower_oscillator,24.751023,24.810984,-0.059961,
25.211187,leader_flash,camera,25.211187,,,
25.271679,follower_flash,follower_oscillator,25.211187,25.271679,-0.060492,
25.726818,leader_flash,camera,25.726818,,,
25.787716,follower_flash,follower_oscillator,25.726818,25.787716,-0.060898,
26.244766,leader_flash,camera,26.244766,,,
26.304073,follower_flash,follower_oscillator,26.244766,26.304073,-0.059307,
26.7581,leader_flash,camera,26.7581,,,
26.818239,follower_flash,follower_oscillator,26.7581,26.818239,-0.060139,
27.213889,leader_flash,camera,27.213889,,,
27.334447,follower_flash,follower_oscillator,27.213889,27.334447,-0.120558,
27.727586,leader_flash,camera,27.727586,,,
27.788088,follower_flash,follower_oscillator,27.727586,27.788088,-0.060501,
28.244087,leader_flash,camera,28.244087,,,
28.303805,follower_flash,follower_oscillator,28.244087,28.303805,-0.059718,
28.757883,leader_flash,camera,28.757883,,,
28.818343,follower_flash,follower_oscillator,28.757883,28.818343,-0.06046,
29.21479,leader_flash,camera,29.21479,,,
29.334971,follower_flash,follower_oscillator,29.21479,29.334971,-0.120181,
29.728795,leader_flash,camera,29.728795,,,
29.78885,follower_flash,follower_oscillator,29.728795,29.78885,-0.060055,
