t,frame_id,roi_intensity,normalized_signal,detected_flash_state,leader_flash_event,detected_flash_time,detection_confidence,roi_x,roi_y,roi_w,roi_h,camera_processing_time_ms
2e-06,1,138.33,0.0,0,0,,0.0,,,,,93.54
0.093807,2,141.0,0.0,0,0,,0.0,,,,,67.37
0.161458,3,142.33,0.0,0,0,,0.0,,,,,61.49
0.223204,4,173.33,0.0,0,0,,0.0,,,,,59.58
0.283051,5,173.33,0.0,0,0,,0.0,,,,,60.3
0.34361,6,173.33,0.0,0,0,,0.0,,,,,60.83
0.404717,7,174.33,0.0,0,0,,0.0,,,,,70.95
0.475929,8,138.33,0.0,0,0,,0.0,,,,,74.43
0.550628,9,140.33,0.0,0,0,,0.0,,,,,74.3
0.625202,10,139.67,0.0382,0,0,,0.0,,,,,65.18
0.690638,11,147.33,0.2571,0,0,,0.0,,,,,60.18
0.751079,12,173.33,1.0,1,1,0.751079,0.0,,,,,59.71
0.811108,13,172.67,0.981,1,0,,0.0,,,,,59.39
0.870769,14,174.33,1.0,1,0,,0.0,,,,,65.63
0.936669,15,147.0,0.232,0,0,,0.0,,,,,72.52
1.009479,16,138.33,0.0,0,0,,0.0,,,,,75.26
1.085007,17,140.33,0.0565,0,0,,0.0,,,,,69.38
1.154644,18,142.0,0.104,0,0,,0.0,,,,,61.62
1.216523,19,173.33,0.9943,1,1,1.216523,0.0,,,,,60.11
1.276963,20,172.0,0.9593,1,0,,0.5652,,,,,59.93
1.337199,21,173.33,1.0,1,0,,0.5943,,,,,60.49
1.397947,22,175.0,1.0,1,0,,0.5325,,,,,66.42
1.46462,23,139.0,0.015,0,0,,0.5551,,,,,74.22
1.53909,24,140.33,0.0507,0,0,,0.5683,,,,,72.76
1.612101,25,140.33,0.049,0,0,,0.5749,,,,,63.46
1.675807,26,141.67,0.0855,0,0,,0.5525,,,,,60.48
1.736531,27,173.33,0.9886,1,1,1.736531,0.576,,,,,59.1
1.795924,28,173.67,0.9944,1,0,,0.5917,,,,,60.15
1.856392,29,172.33,0.9579,1,0,,0.6078,,,,,61.49
1.918138,30,173.67,0.9981,1,0,,0.6242,,,,,69.93
1.988321,31,139.0,0.0,0,0,,0.639,,,,,74.65
2.063218,32,140.67,0.0482,0,0,,0.6498,,,,,72.2
2.135669,33,141.33,0.0672,0,0,,0.6593,,,,,62.66
2.198579,34,155.33,0.471,0,0,,0.6598,,,,,60.42
2.259237,35,173.0,0.9807,1,1,2.259237,0.6729,,,,,59.16
2.318751,36,173.67,1.0,1,0,,0.6844,,,,,59.95
2.378908,37,174.0,1.0,1,0,,0.6917,,,,,65.81
2.444969,38,142.0,0.0863,0,0,,0.6506,,,,,72.29
2.517531,39,137.33,0.0,0,0,,0.6607,,,,,76.37
2.59415,40,139.0,0.0019,0,0,,0.6676,,,,,67.52
2.661917,41,140.0,0.0288,0,0,,0.6732,,,,,61.02
2.723182,42,173.0,0.9807,1,1,2.723182,0.6546,,,,,59.99
2.783469,43,172.67,0.9712,1,0,,0.6639,,,,,60.41
2.844243,44,172.0,0.9518,1,0,,0.6732,,,,,60.86
2.905372,45,174.0,1.0,1,0,,0.6812,,,,,70.81
2.976434,46,139.0,0.0,0,0,,0.6853,,,,,74.21
3.050892,47,141.0,0.0575,0,0,,0.6959,,,,,73.26
3.124408,48,141.0,0.0575,0,0,,0.7036,,,,,64.42
3.189078,49,147.67,0.2496,0,0,,0.7099,,,,,59.95
3.249295,50,172.67,0.9702,1,1,3.249295,0.7171,,,,,60.66
3.310258,51,173.33,0.9902,1,0,,0.7227,,,,,58.69
3.369318,52,174.0,1.0,1,0,,0.7266,,,,,65.43
3.434963,53,147.33,0.2384,0,0,,0.7101,,,,,72.06
3.507273,54,137.67,0.0,0,0,,0.716,,,,,75.62
3.583148,55,139.0,0.0,0,0,,0.7196,,,,,70.3
3.653686,56,140.0,0.0287,0,0,,0.7234,,,,,61.09
3.715023,57,172.67,0.9675,1,1,3.715023,0.702,,,,,59.95
3.77526,58,173.33,0.9874,1,0,,0.7073,,,,,60.56
3.836173,59,172.0,0.95,1,0,,0.712,,,,,59.35
3.895782,60,174.0,1.0,1,0,,0.7176,,,,,66.59
3.962621,61,139.0,0.0,0,0,,0.723,,,,,72.38
4.035259,62,140.33,0.038,0,0,,0.7267,,,,,73.41
4.108929,63,140.0,0.0286,0,0,,0.7299,,,,,64.13
4.173327,64,141.67,0.0765,0,0,,0.7309,,,,,59.29
4.232865,65,173.0,0.9751,1,1,4.232865,0.7354,,,,,59.99
4.293147,66,173.0,0.976,1,0,,0.7401,,,,,60.43
4.35393,67,171.67,0.9387,1,0,,0.7439,,,,,60.27
4.414451,68,172.67,0.9684,1,0,,0.7488,,,,,70.02
4.484729,69,137.33,0.0,0,0,,0.7522,,,,,73.95
4.558933,70,138.67,0.0,0,0,,0.7548,,,,,72.87
4.632063,71,139.0,0.0,0,0,,0.7577,,,,,63.16
4.695475,72,151.33,0.3556,0,0,,0.7603,,,,,59.85
4.75557,73,173.33,0.9902,1,1,4.75557,0.7639,,,,,61.1
4.816984,74,172.33,0.9613,1,0,,0.7677,,,,,58.97
4.87634,75,174.0,1.0,1,0,,0.7694,,,,,65.71
4.942264,76,143.0,0.1148,0,0,,0.7513,,,,,73.04
5.015552,77,137.67,0.0,0,0,,0.7538,,,,,75.93
5.091749,78,139.0,0.0,0,0,,0.7579,,,,,67.76
5.159754,79,140.0,0.0287,0,0,,0.7581,,,,,61.18
5.221185,80,172.33,0.9577,1,1,5.221185,0.7473,,,,,59.31
5.280783,81,171.67,0.9387,1,0,,0.7477,,,,,59.73
5.340884,82,170.67,0.91,1,0,,0.7485,,,,,60.92
5.402055,83,171.67,0.9387,1,0,,0.7486,,,,,69.79
5.472097,84,137.0,0.0,0,0,,0.7667,,,,,73.96
5.546309,85,138.33,0.0,0,0,,0.7673,,,,,73.18
5.619742,86,138.33,0.0,0,0,,0.7675,,,,,64.08
5.684069,87,143.0,0.1271,0,0,,0.7702,,,,,59.5
5.743819,88,173.33,0.9903,1,1,5.743819,0.783,,,,,60.11
5.80422,89,172.0,0.9525,1,0,,0.7834,,,,,59.72
5.864322,90,171.33,0.9334,1,0,,0.782,,,,,61.92
5.926491,91,155.0,0.4686,1,0,,0.7768,,,,,70.16
5.9969,92,137.0,0.0,0,0,,0.7764,,,,,73.94
6.071088,93,138.33,0.0,0,0,,0.7781,,,,,68.59
6.139929,94,139.0,0.019,0,0,,0.7792,,,,,61.32
6.20152,95,156.67,0.519,0,0,,0.7763,,,,,59.55
6.261341,96,173.33,0.9904,1,1,6.261341,0.7763,,,,,60.14
6.321775,97,170.33,0.9055,1,0,,0.7756,,,,,60.22
6.382389,98,171.33,0.9338,1,0,,0.7757,,,,,63.64
6.44628,99,139.0,0.0191,0,0,,0.7683,,,,,72.66
6.519186,100,135.67,0.0,0,0,,0.7696,,,,,74.65
6.594086,101,137.33,0.0,0,0,,0.7675,,,,,66.31
6.660648,102,138.67,0.0171,0,0,,0.7644,,,,,61.04
6.721933,103,172.33,0.9679,1,1,6.721933,0.7638,,,,,60.44
6.782662,104,172.0,0.9586,1,0,,0.7636,,,,,59.57
6.842618,105,171.0,0.9339,1,0,,0.7637,,,,,60.43
6.903248,106,172.67,0.9813,1,0,,0.7588,,,,,69.66
6.973158,107,137.67,0.0,0,0,,0.7861,,,,,74.67
7.048075,108,139.0,0.0373,0,0,,0.7874,,,,,72.64
7.120973,109,138.67,0.028,0,0,,0.788,,,,,64.02
7.185279,110,143.33,0.1587,0,0,,0.7893,,,,,59.83
7.245385,111,172.67,0.9815,1,1,7.245385,0.7922,,,,,59.56
7.305242,112,171.0,0.9347,1,0,,0.7926,,,,,59.71
7.365372,113,169.67,0.8974,1,0,,0.7937,,,,,62.0
7.427621,114,152.0,0.4019,1,0,,0.7867,,,,,69.86
7.497727,115,136.0,0.0,0,0,,0.7852,,,,,74.36
7.572346,116,137.33,0.0,0,0,,0.787,,,,,68.07
7.640667,117,138.67,0.028,0,0,,0.7887,,,,,60.36
7.701292,118,157.33,0.5513,0,0,,0.7908,,,,,60.18
7.761707,119,173.67,1.0,1,1,7.761707,0.7904,,,,,60.02
7.822017,120,172.0,0.9627,1,0,,0.7887,,,,,59.44
7.881866,121,172.67,0.9815,1,0,,0.7847,,,,,64.63
7.946704,122,140.33,0.0746,0,0,,0.7999,,,,,71.44
8.018393,123,136.67,0.0,0,0,,0.8003,,,,,75.17
8.093811,124,137.67,0.0038,0,0,,0.8003,,,,,67.05
8.161115,125,138.67,0.0317,0,0,,0.8003,,,,,61.54
8.222904,126,172.0,0.9628,1,1,8.222904,0.7994,,,,,59.43
8.282626,127,171.5,0.9489,1,0,,0.8002,,,,,60.32
8.343357,128,170.67,0.9308,1,0,,0.8015,,,,,60.52
8.404127,129,172.33,0.9811,1,0,,0.8012,,,,,69.6
8.47399,130,137.33,0.0,0,0,,0.7978,,,,,74.21
8.548451,131,139.33,0.0561,0,0,,0.8016,,,,,72.67
8.621389,132,139.33,0.0561,0,0,,0.8036,,,,,63.84
8.685496,133,145.0,0.215,0,0,,0.8068,,,,,60.1
8.745836,134,172.67,0.9907,1,1,8.745836,0.806,,,,,60.02
8.806148,135,173.0,1.0,1,0,,0.8048,,,,,59.1
8.865702,136,172.0,0.972,1,0,,0.804,,,,,62.8
8.928709,137,153.33,0.4511,1,0,,0.7999,,,,,70.19
8.999146,138,137.33,0.0,0,0,,0.7991,,,,,74.22
9.07361,139,138.33,0.0282,0,0,,0.7977,,,,,67.73
9.141585,140,139.67,0.066,0,0,,0.7973,,,,,61.24
9.203067,141,159.0,0.6109,0,0,,0.7994,,,,,59.51
9.262827,142,173.33,1.0,1,1,9.262827,0.7986,,,,,60.12
9.32324,143,172.0,0.981,1,0,,0.7997,,,,,60.47
9.384149,144,173.33,1.0,1,0,,0.7971,,,,,64.03
9.448429,145,140.0,0.0753,0,0,,0.8129,,,,,72.42
9.521103,146,137.67,0.0096,0,0,,0.8134,,,,,74.83
9.59618,147,139.67,0.066,0,0,,0.8144,,,,,67.28
9.663697,148,141.0,0.1035,0,0,,0.8156,,,,,60.15
9.724101,149,173.0,1.0,1,1,9.724101,0.8094,,,,,59.99
9.784402,150,173.0,1.0,1,0,,0.8111,,,,,59.86
9.844701,151,172.33,0.9812,1,0,,0.8123,,,,,61.56
9.906511,152,173.33,1.0,1,0,,0.8143,,,,,70.28
9.977044,153,137.67,0.0095,0,0,,0.8101,,,,,74.13
10.051423,154,139.33,0.0561,0,0,,0.8115,,,,,73.16
10.124833,155,139.33,0.0561,0,0,,0.8106,,,,,64.24
10.189335,156,146.33,0.2523,0,0,,0.8138,,,,,60.89
10.250465,157,172.67,0.9907,1,1,10.250465,0.8133,,,,,59.43
10.310188,158,172.33,0.9812,1,0,,0.8139,,,,,59.79
10.370447,159,173.33,1.0,1,0,,0.8133,,,,,64.6
10.435297,160,147.33,0.2803,0,0,,0.8155,,,,,72.4
10.507941,161,137.67,0.0038,0,0,,0.8153,,,,,73.95
10.582142,162,139.67,0.0602,0,0,,0.8152,,,,,69.48
10.65187,163,141.33,0.107,0,0,,0.8162,,,,,61.33
10.713469,164,172.67,0.9907,1,1,10.713469,0.8023,,,,,60.0
10.773757,165,172.67,0.9907,1,0,,0.8021,,,,,59.82
10.834037,166,172.67,0.9907,1,0,,0.8034,,,,,59.5
10.893789,167,174.0,1.0,1,0,,0.8038,,,,,66.07
10.96011,168,138.0,0.0131,0,0,,0.7986,,,,,73.83
11.034193,169,139.33,0.047,0,0,,0.7979,,,,,72.73
11.107171,170,139.0,0.0376,0,0,,0.7963,,,,,64.67
11.17209,171,140.33,0.0753,0,0,,0.7949,,,,,60.85
11.233188,172,172.33,0.981,1,1,11.233188,0.7969,,,,,59.23
11.292718,173,172.67,0.9907,1,0,,0.7979,,,,,59.25
11.352435,174,171.33,0.9527,1,0,,0.7987,,,,,60.7
11.413372,175,173.33,1.0,1,0,,0.799,,,,,69.55
11.483166,176,138.33,0.0187,0,0,,0.7984,,,,,73.89
11.55732,177,140.33,0.0753,0,0,,0.8008,,,,,72.44
11.630006,178,140.33,0.0753,0,0,,0.802,,,,,63.72
