t_s,detected_state,leader_flash_event,brightness_used,signal_norm,camera_ms
8e-06,0,0,113.33,0.0,995.61
0.995709,0,0,110.0,0.0,73.52
1.069317,0,0,50.33,0.0,57.97
1.127361,0,0,104.0,0.0,64.65
1.192091,0,0,107.67,0.0,64.5
1.256662,0,0,123.33,0.0,64.27
1.321007,0,0,127.33,0.0,68.16
1.389236,0,0,130.0,0.0,84.1
1.47341,0,0,109.67,0.0,96.73
1.570218,0,0,107.67,0.312,100.62
1.67091,0,0,111.0,0.3,93.59
1.764578,1,1,130.67,1.0,83.34
1.848055,1,0,130.0,1.0,82.81
1.930998,1,0,115.33,0.4108,95.56
2.026682,0,0,105.67,0.0396,100.83
2.127631,0,0,110.33,0.2184,97.28
2.225031,1,1,129.33,0.9732,86.44
2.311656,1,0,128.33,0.9327,78.9
2.390672,1,0,130.0,1.0,99.96
2.490775,0,0,108.33,0.1154,91.72
2.5826,0,0,109.67,0.1644,93.46
2.676164,0,0,110.33,0.1848,91.41
2.767676,1,1,130.33,1.0,82.42
2.850331,1,0,130.33,1.0,79.36
2.929861,1,0,119.33,0.542,91.62
3.021641,0,0,105.67,0.0,100.56
3.122364,0,0,110.33,0.1905,98.5
3.221026,1,1,129.33,0.9685,87.32
3.308544,1,0,130.0,0.9973,80.68
3.389392,1,0,130.33,1.0,88.26
3.477823,0,0,106.33,0.0268,100.85
3.578837,0,0,110.0,0.1736,100.26
3.679266,0,0,110.33,0.1851,91.63
3.77109,1,1,130.33,1.0,81.49
3.852794,1,0,130.33,1.0,81.21
3.934189,1,0,116.33,0.4246,92.44
4.026816,0,0,105.67,0.0,99.94
4.126932,0,0,109.67,0.1622,97.48
4.224587,1,1,129.67,0.9732,85.79
4.310595,1,0,128.33,0.9189,78.31
4.389079,1,0,130.33,1.0,86.03
4.475307,0,0,108.33,0.1055,98.22
4.573711,0,0,108.67,0.1169,99.93
4.673828,0,0,109.67,0.1554,93.09
4.767127,1,1,130.0,0.9865,82.75
4.850095,1,0,130.0,0.9864,79.58
4.929872,1,0,119.0,0.5331,92.25
5.02232,0,0,105.67,0.0,100.56
5.123096,0,0,110.0,0.1756,98.36
5.221649,1,1,129.67,0.9732,87.2
5.309084,1,0,130.0,0.9866,80.27
5.389548,1,0,130.33,1.0,88.22
5.47797,0,0,106.33,0.0242,100.59
5.578761,0,0,110.67,0.1985,101.08
5.680045,0,0,110.67,0.1963,91.49
5.771731,1,1,130.33,1.0,82.02
5.853993,1,0,130.33,1.0,80.24
5.934444,1,0,116.33,0.423,93.12
6.027775,0,0,106.33,0.0109,99.87
6.127857,0,0,110.67,0.1808,97.42
6.225481,1,1,129.67,0.9725,85.45
6.311208,1,0,128.67,0.9308,77.65
6.389072,1,0,130.33,1.0,86.78
6.476069,0,0,108.67,0.0975,97.91
6.574196,0,0,109.33,0.125,100.1
6.674518,0,0,110.33,0.1667,92.39
6.767138,1,1,130.33,1.0,81.98
6.849372,1,0,130.33,1.0,79.77
6.929361,1,0,120.33,0.5833,91.38
7.020957,0,0,106.0,0.0,100.07
7.121252,0,0,110.33,0.1667,98.71
7.220187,1,1,129.33,0.9583,87.49
7.307944,1,0,130.0,0.9862,80.09
7.388257,1,0,130.33,1.0,88.47
7.476957,0,0,106.67,0.0142,101.04
7.578227,0,0,110.0,0.1529,99.71
7.678168,0,0,110.33,0.1667,91.47
7.769878,1,1,130.33,1.0,82.58
7.852724,1,0,130.0,0.9862,79.46
7.932422,1,0,118.0,0.4862,91.52
8.024183,0,0,105.67,0.0,100.16
8.124574,0,0,110.33,0.1667,97.91
8.222721,1,1,129.67,0.9725,86.27
8.309269,1,0,128.0,0.9029,77.74
8.387278,1,0,130.33,1.0,85.95
8.473472,0,0,108.67,0.0975,97.34
8.571078,0,0,107.67,0.0491,99.87
8.671242,0,0,110.0,0.1469,94.22
8.765703,1,1,130.33,1.0,82.62
8.848614,1,0,130.33,1.0,82.27
8.93116,1,0,115.67,0.3848,95.51
9.026923,0,0,105.0,0.0,100.94
9.128108,0,0,109.33,0.12,97.16
9.225521,1,1,129.33,0.9581,86.14
9.31195,1,0,128.33,0.9162,78.13
9.390337,1,0,130.0,0.9862,86.09
9.476689,0,0,107.0,0.0224,97.48
9.574429,0,0,108.33,0.0781,100.37
9.675076,0,0,108.0,0.0643,91.53
9.766865,1,1,129.67,0.9723,81.65
9.848815,1,0,129.67,0.9723,79.02
9.928104,1,0,120.67,0.5946,90.42
10.018788,0,0,104.67,0.0,100.87
10.119923,0,0,109.0,0.1049,98.7
10.218886,1,1,128.0,0.9022,88.04
10.307264,1,0,129.0,0.9442,80.84
10.388381,1,0,130.0,0.9862,88.58
10.477235,0,0,104.0,0.0,101.1
10.578608,0,0,107.33,0.0348,100.11
10.679007,0,0,107.33,0.0348,91.07
10.770354,1,1,129.33,0.958,81.96
10.852637,1,0,129.33,0.958,79.57
10.932486,1,0,115.67,0.3848,91.3
11.024067,0,0,103.33,0.0,100.45
11.124793,0,0,108.0,0.0694,97.99
11.223092,1,1,128.67,0.9308,84.5
11.307907,1,0,127.33,0.875,77.65
11.385844,1,0,129.33,0.9583,84.89
11.471014,0,0,106.67,0.014,97.04
11.568341,0,0,104.67,0.0,100.14
11.668772,0,0,108.33,0.1019,94.41
11.763465,1,1,129.33,0.9592,82.75
11.846551,1,0,129.33,0.9657,82.4
11.929245,1,0,115.0,0.3793,95.22
12.024756,0,0,103.67,0.0,100.36
12.12541,0,0,108.33,0.1238,97.95
12.223651,1,1,129.0,0.9596,86.44
12.310429,1,0,127.67,0.9058,77.43
12.388159,1,0,130.0,1.0,85.89
12.474361,0,0,107.0,0.0675,97.11
12.571771,0,0,106.67,0.0541,99.98
12.672049,0,0,109.0,0.1486,92.71
12.765052,1,1,130.0,1.0,82.53
12.847926,1,0,130.0,1.0,80.87
12.929101,1,0,116.0,0.4324,95.95
13.025362,0,0,104.33,0.0,99.59
13.125258,0,0,109.67,0.1932,98.25
13.223812,1,1,130.0,1.0,86.57
13.310738,1,0,129.0,0.9603,77.54
13.388594,1,0,131.33,1.0,85.88
13.474791,0,0,107.33,0.1003,98.12
13.57322,0,0,107.67,0.1138,99.9
