t_s,phase_rad,frequency_hz,phase_error_rad,follower_flash,loop_dt_ms
8e-06,8.5e-05,1.8,0.0,0,0.008
0.995709,4.978019,1.8,0.0,1,995.702
1.069317,5.810509,1.8,0.0,0,73.608
1.127361,0.18378,1.8,0.0,1,58.044
1.192091,0.915865,1.8,0.0,0,64.731
1.256662,1.646146,1.8,0.0,0,64.571
1.321007,2.373866,1.8,0.0,0,64.345
1.389236,3.145515,1.8,0.0,0,68.229
1.47341,4.097506,1.8,0.0,0,84.174
1.570218,5.192371,1.8,0.0,0,96.807
1.67091,0.047989,1.8,0.0,1,100.692
1.764578,1.107161,1.8,-0.047989,0,93.668
1.848055,2.050921,1.8,-0.047797,0,83.477
1.930998,2.988514,1.8,-0.047453,0,82.943
2.026682,4.070112,1.8,-0.046987,0,95.684
2.127631,5.211186,1.8,-0.046426,0,100.949
2.225031,0.034262,1.801487,1.299519,1,97.4
2.311656,1.024513,1.804158,1.496368,0,86.625
2.390672,1.934696,1.807765,1.669142,0,79.016
2.490775,3.090827,1.812107,1.883624,0,100.103
2.5826,4.159897,1.817019,2.072027,0,91.825
2.676164,5.255972,1.822368,2.257005,0,93.564
2.767676,0.047446,1.827332,1.125798,1,91.513
2.850331,1.022636,1.83197,1.185449,0,82.655
2.929861,1.963988,1.836328,1.240135,0,79.53
3.021641,3.048898,1.840444,1.305043,0,91.78
3.122364,4.239911,1.84435,1.37616,0,100.723
3.221026,5.413236,1.848785,2.246247,0,98.661
3.308544,0.180257,1.853625,2.393859,1,87.518
3.389392,1.158822,1.858769,2.521901,0,80.849
3.477823,2.231798,1.864137,2.658869,0,88.431
3.578837,3.458357,1.869661,2.813931,0,101.014
3.679266,4.684711,1.87529,2.961158,0,100.429
3.77109,5.810575,1.880266,1.666861,0,91.824
3.852794,0.534511,1.884702,1.681232,1,81.704
3.934189,1.538657,1.888687,1.695173,0,81.395
4.026816,2.676949,1.892295,1.716089,0,92.628
4.126932,3.905522,1.895588,1.740872,0,100.116
4.224587,5.109392,1.899327,2.547126,0,97.655
4.310595,6.17903,1.903408,2.653586,0,86.008
4.389079,0.880026,1.907746,2.742693,1,78.484
4.475307,1.96143,1.912273,2.840184,0,86.229
4.573711,3.193826,1.916933,2.952825,0,98.404
4.673828,4.451977,1.921679,3.063079,0,100.117
4.767127,5.627824,1.925766,1.873622,0,93.299
4.850095,0.395456,1.929309,1.859877,1,82.968
4.929872,1.407424,1.932402,1.845414,0,79.776
5.02232,2.573168,1.935123,1.836306,0,92.448
5.123096,3.840417,1.937535,1.830337,0,100.776
5.221649,5.083674,1.939738,2.485097,0,98.552
5.309084,6.194023,1.941766,2.477951,0,87.436
5.389548,0.938157,1.943644,2.465668,1,80.464
