t_s,event_type
0.995709,follower_flash
1.127361,follower_flash
1.67091,follower_flash
1.764578,leader_flash
2.225031,leader_flash
2.225031,follower_flash
2.767676,leader_flash
2.767676,follower_flash
3.221026,leader_flash
3.308544,follower_flash
3.77109,leader_flash
3.852794,follower_flash
4.224587,leader_flash
4.389079,follower_flash
4.767127,leader_flash
4.850095,follower_flash
5.221649,leader_flash
5.389548,follower_flash
5.771731,leader_flash
5.853993,follower_flash
6.225481,leader_flash
6.311208,follower_flash
6.767138,leader_flash
6.849372,follower_flash
7.220187,leader_flash
7.307944,follower_flash
7.769878,leader_flash
7.852724,follower_flash
8.222721,leader_flash
8.309269,follower_flash
8.765703,leader_flash
8.765703,follower_flash
9.225521,leader_flash
9.31195,follower_flash
9.766865,leader_flash
9.766865,follower_flash
10.218886,leader_flash
10.307264,follower_flash
10.770354,leader_flash
10.770354,follower_flash
11.223092,leader_flash
11.307907,follower_flash
11.763465,leader_flash
11.763465,follower_flash
12.223651,leader_flash
12.223651,follower_flash
12.765052,leader_flash
12.765052,follower_flash
13.223812,leader_flash
13.223812,follower_flash
13.768067,leader_flash
13.768067,follower_flash
14.222489,leader_flash
14.222489,follower_flash
14.765078,leader_flash
14.765078,follower_flash
15.22631,leader_flash
15.22631,follower_flash
15.76797,leader_flash
15.76797,follower_flash
16.220396,leader_flash
16.220396,follower_flash
16.678988,follower_flash
16.771294,leader_flash
17.225288,leader_flash
17.225288,follower_flash
17.675772,follower_flash
17.768418,leader_flash
18.222694,leader_flash
18.222694,follower_flash
18.673866,follower_flash
18.766689,leader_flash
19.220512,leader_flash
19.220512,follower_flash
19.678636,follower_flash
19.770771,leader_flash
20.224462,leader_flash
20.224462,follower_flash
20.672581,follower_flash
20.765801,leader_flash
21.226318,leader_flash
21.226318,follower_flash
21.676992,follower_flash
21.769424,leader_flash
22.223542,leader_flash
22.223542,follower_flash
22.674323,follower_flash
22.76767,leader_flash
23.222138,leader_flash
23.222138,follower_flash
23.673798,follower_flash
23.766605,leader_flash
24.221016,leader_flash
24.221016,follower_flash
24.679406,follower_flash
24.771187,leader_flash
25.22485,leader_flash
25.22485,follower_flash
25.673402,follower_flash
25.766514,leader_flash
26.227541,leader_flash
26.227541,follower_flash
26.677715,follower_flash
26.769792,leader_flash
27.224455,leader_flash
27.224455,follower_flash
27.67599,follower_flash
27.768302,leader_flash
28.223825,leader_flash
28.223825,follower_flash
28.675036,follower_flash
28.768821,leader_flash
29.222116,leader_flash
29.222116,follower_flash
29.673184,follower_flash
29.767027,leader_flash
