brightness,camera_processing_time_ms,signal_norm,state,t_s,virtual_event
176.0,299.625,0.0,0,0.084763,0
155.0,40.071,0.0,0,0.491202,0
154.0,46.76,0.0,0,0.531309,0
174.0,49.45,0.0,0,0.578104,0
162.0,67.365,0.0,0,0.62759,0
139.0,66.992,0.0,0,0.69499,0
139.0,66.34,0.0,0,0.762017,0
145.0,66.517,0.0,0,0.828393,0
195.0,30.459,0.0,0,0.964506,0
194.0,48.134,0.9982,1,0.995,1
196.0,63.741,1.0,1,1.043173,0
155.0,67.615,0.2785,0,1.10695,0
145.0,54.733,0.0879,0,1.186075,0
141.0,67.039,0.0254,0,1.240843,0
149.0,49.77,0.1679,0,1.307916,0
154.0,20.206,0.2569,0,1.434427,0
193.0,51.323,0.9742,1,1.45467,1
166.0,50.141,0.475,1,1.506098,0
174.0,50.695,0.6231,1,1.556274,0
171.0,51.312,0.5666,1,1.607004,0
167.0,53.684,0.4906,1,1.658351,0
176.0,49.907,0.659,1,1.712069,0
175.0,50.044,0.6385,1,1.762011,0
175.0,50.113,0.6369,1,1.81209,0
147.0,35.565,0.0863,0,1.976584,0
174.0,50.265,0.6139,0,2.012184,0
175.0,50.036,0.632,0,2.062484,0
176.0,50.107,0.6505,1,2.112556,1
175.0,41.546,0.6286,1,2.171254,0
175.0,49.673,0.6268,1,2.212835,0
170.0,50.018,0.5208,1,2.262543,0
168.0,30.697,0.4968,1,2.381492,0
165.0,50.367,0.4484,1,2.412224,0
184.0,49.836,0.8609,1,2.462628,0
166.0,50.649,0.473,1,2.512499,0
166.0,55.63,0.4828,1,2.563183,0
159.0,62.187,0.3286,0,2.618847,0
169.0,54.791,0.5755,0,2.681067,0
162.0,20.381,0.4167,0,2.841786,0
181.0,49.649,0.9023,1,2.862202,1
158.0,50.008,0.3333,0,2.91193,0
173.0,50.806,0.7221,1,2.961974,0
176.0,50.185,0.8053,1,3.012815,0
176.0,49.753,0.8107,1,3.063034,0
178.0,49.827,0.8703,1,3.112822,0
149.0,60.107,0.0822,0,3.252128,0
171.0,50.268,0.6889,1,3.31227,1
142.0,50.096,0.0,0,3.362615,0
174.0,50.166,0.7923,1,3.412746,0
178.0,50.401,0.9091,1,3.462947,0
178.0,49.944,0.9167,1,3.513383,0
176.0,26.549,0.8676,1,3.636782,0
175.0,50.114,0.8457,1,3.663365,0
166.0,55.944,0.5913,1,3.713515,0
166.0,50.392,0.5941,1,3.769501,0
162.0,48.205,0.4776,1,3.819933,0
176.0,50.162,0.903,1,3.868176,0
176.0,50.068,0.9108,1,3.918377,0
152.0,34.654,0.1688,0,4.036283,0
179.0,49.181,0.9938,1,4.070979,1
175.0,47.645,0.875,1,4.120261,0
176.0,39.797,0.9085,1,4.178363,0
168.0,49.7,0.6561,1,4.218198,0
169.0,54.641,0.6881,1,4.267938,0
162.0,59.435,0.461,1,4.32262,0
162.0,60.381,0.459,1,4.382096,0
188.0,62.221,1.0,1,4.511576,0
186.0,49.996,1.0,1,4.573843,0
195.0,41.737,1.0,1,4.623882,0
152.0,58.159,0.0904,0,4.665656,0
158.0,62.608,0.2571,0,4.723849,0
165.0,57.152,0.4611,0,4.85641,0
193.0,42.849,1.0,1,4.913596,1
191.0,40.924,1.0,1,4.956525,0
190.0,36.417,1.0,1,4.997484,0
194.0,54.132,1.0,1,5.033937,0
154.0,60.004,0.1208,0,5.088103,0
155.0,64.829,0.1453,0,5.148147,0
151.0,52.742,0.0485,0,5.227227,0
192.0,36.573,1.0,1,5.351056,1
192.0,41.585,1.0,1,5.387708,0
154.0,38.102,0.1163,0,5.429329,0
167.0,55.877,0.4169,0,5.467466,0
160.0,60.867,0.2558,0,5.523378,0
168.0,55.942,0.4419,0,5.58428,0
171.0,39.527,0.5105,0,5.640257,0
173.0,37.506,0.5574,0,5.67982,0
176.0,64.291,0.6,0,5.786329,0
145.0,50.43,0.0,0,5.850656,0
172.0,50.133,0.5013,0,5.901121,0
175.0,50.347,0.5913,0,5.951288,0
177.0,49.678,0.6614,1,6.00167,1
174.0,49.828,0.5851,1,6.051431,0
170.0,28.703,0.5028,1,6.17304,0
170.0,42.344,0.5,1,6.209003,0
168.0,49.928,0.4432,1,6.251382,0
169.0,50.441,0.4464,1,6.301346,0
174.0,50.116,0.5952,1,6.351823,0
175.0,50.204,0.6287,1,6.401973,0
177.0,49.882,0.6858,1,6.452213,0
174.0,50.228,0.6334,1,6.50213,0
173.0,57.339,0.5901,1,6.745375,0
175.0,49.818,0.6522,1,6.802749,0
175.0,50.066,0.6522,1,6.852603,0
176.0,50.263,0.6875,1,6.902705,0
164.0,48.907,0.3123,0,6.953003,0
176.0,50.653,0.6787,1,7.001945,1
172.0,49.509,0.5475,1,7.052679,0
155.0,64.473,0.0094,0,7.257516,0
153.0,57.248,0.0,0,7.332123,0
149.0,66.234,0.0,0,7.389406,0
157.0,62.756,0.1003,0,7.455674,0
193.0,44.625,1.0,1,7.518466,1
192.0,21.984,1.0,1,7.633092,0
194.0,55.848,1.0,1,7.655111,0
195.0,61.176,1.0,1,7.710994,0
159.0,65.465,0.1361,0,7.772205,0
151.0,67.491,0.0,0,7.837704,0
144.0,67.212,0.0,0,7.90523,0
151.0,66.443,0.0,0,7.972477,0
192.0,27.525,1.0,1,8.107465,1
192.0,42.898,1.0,1,8.135074,0
193.0,59.343,1.0,1,8.178007,0
157.0,64.688,0.1294,0,8.237385,0
152.0,66.436,0.0,0,8.302108,0
145.0,57.924,0.0,0,8.377309,0
158.0,50.17,0.15,0,8.435266,0
192.0,47.391,1.0,1,8.485471,1
193.0,24.02,1.0,1,8.603431,0
194.0,56.605,1.0,1,8.627505,0
160.0,62.14,0.1951,0,8.684144,0
154.0,66.164,0.0488,0,8.746318,0
150.0,67.505,0.0,0,8.812517,0
151.0,49.056,0.0,0,8.880057,0
193.0,44.817,1.0,1,8.929148,1
192.0,19.187,0.9762,1,9.046474,0
195.0,55.686,1.0,1,9.065697,0
159.0,62.562,0.1905,0,9.121418,0
154.0,65.57,0.0714,0,9.184014,0
147.0,66.771,0.0,0,9.249619,0
154.0,49.912,0.0714,0,9.316425,0
161.0,32.13,0.2381,0,9.380655,0
191.0,22.348,0.9524,1,9.48362,1
186.0,50.168,0.8333,1,9.506052,0
183.0,49.829,0.7619,1,9.556256,0
193.0,55.639,1.0,1,9.60612,0
167.0,57.455,0.381,1,9.661801,0
159.0,59.875,0.1905,0,9.719299,0
154.0,65.669,0.0714,0,9.779213,0
159.0,58.847,0.1905,0,9.84493,0
189.0,60.963,0.9048,1,9.974352,1
194.0,55.517,1.0,1,10.035414,0
162.0,60.282,0.2619,0,10.090974,0
156.0,61.373,0.119,0,10.151298,0
151.0,66.969,0.0,0,10.212711,0
156.0,60.881,0.119,0,10.279719,0
192.0,43.679,0.9762,1,10.34064,1
194.0,70.807,1.0,1,10.462793,0
162.0,60.469,0.2619,0,10.533644,0
155.0,62.931,0.0952,0,10.594153,0
150.0,64.816,0.0,0,10.657125,0
158.0,50.217,0.1667,0,10.72198,0
164.0,44.087,0.3095,0,10.772236,0
185.0,73.435,0.8095,1,10.88591,1
179.0,48.852,0.6667,1,10.959453,0
190.0,49.288,0.9286,1,11.008345,0
153.0,51.737,0.0476,0,11.057674,0
161.0,58.822,0.2381,0,11.109451,0
156.0,63.987,0.119,0,11.168312,0
165.0,56.623,0.3333,0,11.232337,0
170.0,41.023,0.4524,0,11.289,0
192.0,52.913,0.9762,1,11.402944,1
192.0,40.233,0.9762,1,11.470088,0
159.0,59.651,0.1905,0,11.510364,0
153.0,67.337,0.0476,0,11.570053,0
150.0,66.342,0.0,0,11.63743,0
149.0,47.365,0.0,0,11.703813,0
191.0,44.12,0.9528,1,11.751217,0
192.0,81.359,0.9765,1,11.864628,0
159.0,64.746,0.2019,0,11.946034,0
153.0,53.825,0.0632,0,12.010826,0
149.0,66.75,0.0,0,12.064687,0
157.0,49.923,0.1628,0,12.131472,0
164.0,43.666,0.3256,0,12.181432,0
169.0,40.475,0.4419,0,12.225132,0
191.0,50.253,0.9535,1,12.265643,1
179.0,27.211,0.6744,1,12.388757,0
192.0,49.956,0.9764,1,12.416004,0
159.0,42.131,0.1981,0,12.478725,0
160.0,60.031,0.2217,0,12.520893,0
155.0,65.142,0.1017,0,12.58096,0
166.0,58.306,0.3617,0,12.646138,0
193.0,40.829,1.0,1,12.704479,1
194.0,58.225,1.0,1,12.813544,0
159.0,58.922,0.1981,0,12.871804,0
156.0,64.347,0.119,0,12.930762,0
152.0,66.559,0.0238,0,12.995144,0
159.0,64.594,0.1905,0,13.061738,0
162.0,45.313,0.2619,0,13.126367,0
188.0,52.957,0.881,1,13.249619,1
164.0,49.243,0.3095,0,13.302661,0
174.0,51.238,0.5476,0,13.351953,0
176.0,49.941,0.5894,0,13.403226,0
171.0,51.229,0.4686,0,13.453202,0
177.0,37.208,0.6135,0,13.516988,0
175.0,50.313,0.5642,0,13.554231,0
175.0,49.735,0.5739,0,13.604579,0
172.0,28.335,0.505,0,13.725918,0
143.0,49.803,0.0,0,13.754289,0
172.0,50.685,0.5122,0,13.804127,0
177.0,49.662,0.6278,0,13.854846,0
177.0,49.873,0.6183,0,13.904544,0
175.0,50.773,0.5674,0,13.954452,0
175.0,49.399,0.5663,0,14.005259,0
174.0,49.741,0.5408,0,14.054696,0
164.0,50.236,0.2857,0,14.104473,0
166.0,49.674,0.3367,0,14.154744,0
181.0,21.577,0.7194,1,14.283103,1
158.0,50.356,0.1282,0,14.304764,0
167.0,55.21,0.359,0,14.355157,0
159.0,62.047,0.1538,0,14.410402,0
169.0,55.739,0.4103,0,14.472484,0
161.0,28.228,0.2051,0,14.539209,0
188.0,36.841,0.8974,1,14.56747,0
185.0,34.004,0.8205,1,14.604347,0
190.0,49.978,0.9487,1,14.638388,0
152.0,37.144,0.0,0,14.896004,0
144.0,67.687,0.0,0,14.933183,0
145.0,66.281,0.0,0,15.000905,0
158.0,49.788,0.1591,0,15.067222,0
193.0,49.059,1.0,1,15.117044,1
192.0,44.816,1.0,1,15.166189,0
194.0,53.05,1.0,1,15.21104,0
196.0,50.073,1.0,1,15.337602,0
157.0,67.721,0.125,0,15.387711,0
144.0,66.395,0.0,0,15.455466,0
140.0,66.986,0.0,0,15.521928,0
154.0,39.929,0.0952,0,15.599027,0
191.0,20.073,0.9754,1,15.714968,1
193.0,52.934,1.0,1,15.735125,0
194.0,58.995,1.0,1,15.788094,0
194.0,64.775,1.0,1,15.847124,0
151.0,66.502,0.0048,0,15.911935,0
144.0,67.028,0.0,0,15.978473,0
140.0,66.54,0.0,0,16.045535,0
156.0,66.894,0.1617,0,16.112109,0
169.0,19.946,0.4619,0,16.2559,0
166.0,42.986,0.3926,0,16.275882,0
161.0,60.516,0.2771,0,16.318903,0
154.0,63.886,0.1157,0,16.379454,0
166.0,56.97,0.3935,0,16.443376,0
169.0,40.579,0.463,0,16.500381,0
172.0,37.898,0.5324,0,16.540995,0
153.0,19.602,0.0928,0,16.594046,0
182.0,49.577,0.7657,1,16.613685,1
176.0,24.507,0.6106,1,16.738742,0
191.0,50.239,0.9712,1,16.763285,0
169.0,53.521,0.4407,1,16.813559,0
161.0,59.327,0.2439,0,16.867115,0
156.0,63.66,0.122,0,16.926476,0
160.0,59.667,0.2195,0,16.990169,0
193.0,43.034,1.0,1,17.049892,1
193.0,67.599,1.0,1,17.163594,0
193.0,61.406,1.0,1,17.231232,0
178.0,62.019,0.6359,1,17.29268,0
153.0,66.562,0.0291,0,17.354739,0
145.0,65.963,0.0,0,17.421341,0
144.0,67.979,0.0,0,17.487343,0
192.0,28.567,0.9792,1,17.626413,1
191.0,34.992,0.9583,1,17.665076,0
193.0,49.964,1.0,1,17.700109,0
154.0,55.005,0.1875,0,17.750108,0
156.0,64.464,0.2292,0,17.805149,0
151.0,66.459,0.125,0,17.869647,0
161.0,62.781,0.3333,0,17.93614,0
192.0,44.615,0.9792,1,17.998956,1
193.0,59.961,1.0,1,18.117884,0
155.0,60.687,0.2083,0,18.177919,0
155.0,64.85,0.2083,0,18.238641,0
151.0,66.574,0.125,0,18.303524,0
160.0,64.288,0.3125,0,18.370133,0
193.0,44.894,1.0,1,18.434456,1
194.0,67.403,1.0,1,18.54839,0
152.0,61.926,0.1458,0,18.615827,0
154.0,66.274,0.1875,0,18.677788,0
150.0,54.991,0.0444,0,18.755912,0
159.0,62.527,0.2444,0,18.810937,0
163.0,45.686,0.3333,0,18.873499,0
187.0,62.114,0.8681,1,18.987496,1
181.0,49.493,0.7363,1,19.049698,0
188.0,50.065,0.8901,1,19.099226,0
165.0,51.337,0.3846,1,19.149326,0
163.0,58.818,0.3407,0,19.200699,0
157.0,62.946,0.2088,0,19.259552,0
161.0,60.809,0.2967,0,19.322533,0
153.0,42.938,0.1209,0,19.383377,0
188.0,58.368,0.8913,1,19.495492,1
194.0,52.026,1.0,1,19.553984,0
158.0,58.018,0.2473,0,19.606045,0
156.0,64.214,0.2043,0,19.664099,0
151.0,66.889,0.087,0,19.728348,0
161.0,47.509,0.2967,0,19.80773,0
193.0,43.442,1.0,1,19.855274,1
193.0,68.089,1.0,1,19.974733,0
161.0,60.193,0.2381,0,20.042857,0
155.0,64.77,0.0952,0,20.103085,0
150.0,66.705,0.0,0,20.167891,0
153.0,61.003,0.061,0,20.23463,0
192.0,43.232,0.9765,1,20.295669,1
155.0,48.647,0.0952,0,20.561926,0
150.0,66.697,0.0,0,20.610609,0
158.0,48.975,0.1667,0,20.677341,0
164.0,43.791,0.3095,0,20.726352,0
