t_s,agent_id,model,phase,frequency_hz,is_firing
0.0,0,eapf,0.727699,1.5,0
0.01,0,eapf,0.821947,1.5,0
0.02,0,eapf,0.916195,1.5,0
0.03,0,eapf,1.010442,1.5,0
0.04,0,eapf,1.10469,1.5,0
0.05,0,eapf,1.198938,1.5,0
0.06,0,eapf,1.293186,1.5,0
0.07,0,eapf,1.387433,1.5,0
0.08,0,eapf,1.481681,1.5,0
0.09,0,eapf,1.575929,1.5,0
0.1,0,eapf,1.670177,1.5,0
0.11,0,eapf,1.764425,1.5,0
0.12,0,eapf,1.858672,1.5,0
0.13,0,eapf,1.95292,1.5,0
0.14,0,eapf,2.047168,1.5,0
0.15,0,eapf,2.141416,1.5,0
0.16,0,eapf,2.235663,1.5,0
0.17,0,eapf,2.329911,1.5,0
0.18,0,eapf,2.424159,1.5,0
0.19,0,eapf,2.518407,1.5,0
0.2,0,eapf,2.612655,1.5,0
0.21,0,eapf,2.706902,1.5,0
0.22,0,eapf,2.80115,1.5,0
0.23,0,eapf,2.895398,1.5,0
0.24,0,eapf,2.989646,1.5,0
0.25,0,eapf,3.083893,1.5,0
0.26,0,eapf,3.178141,1.5,0
0.27,0,eapf,3.272389,1.5,0
0.28,0,eapf,3.366637,1.5,0
0.29,0,eapf,3.460885,1.5,0
0.3,0,eapf,3.555132,1.5,0
0.31,0,eapf,3.64938,1.5,0
0.32,0,eapf,3.743628,1.5,0
0.33,0,eapf,3.837876,1.5,0
0.34,0,eapf,3.932123,1.5,0
0.35,0,eapf,4.026371,1.5,0
0.36,0,eapf,4.120619,1.5,0
0.37,0,eapf,4.214867,1.5,0
0.38,0,eapf,4.309115,1.5,0
0.39,0,eapf,4.403362,1.5,0
0.4,0,eapf,4.49761,1.5,0
0.41,0,eapf,4.591858,1.5,0
0.42,0,eapf,4.686106,1.5,0
0.43,0,eapf,4.780353,1.5,0
0.44,0,eapf,4.874601,1.5,0
0.45,0,eapf,4.968849,1.5,0
0.46,0,eapf,5.063097,1.5,0
0.47,0,eapf,5.157345,1.5,0
0.48,0,eapf,5.251592,1.5,0
0.49,0,eapf,5.34584,1.5,0
0.5,0,eapf,5.440088,1.5,0
0.51,0,eapf,5.534336,1.5,0
0.52,0,eapf,5.628583,1.5,0
0.53,0,eapf,5.722831,1.5,0
0.54,0,eapf,5.817079,1.5,0
0.55,0,eapf,5.911327,1.5,0
0.56,0,eapf,6.005575,1.5,0
0.57,0,eapf,6.099822,1.5,0
0.58,0,eapf,6.19407,1.5,0
0.59,0,eapf,0.005133,1.5,1
0.6,0,eapf,0.09938,1.5,0
0.61,0,eapf,0.193628,1.5,0
0.62,0,eapf,0.287876,1.5,0
0.63,0,eapf,0.382124,1.5,0
0.64,0,eapf,0.476372,1.5,0
0.65,0,eapf,0.570619,1.5,0
0.66,0,eapf,0.664867,1.5,0
0.67,0,eapf,0.759115,1.5,0
0.68,0,eapf,0.853363,1.5,0
0.69,0,eapf,0.94761,1.5,0
0.7,0,eapf,1.041858,1.5,0
0.71,0,eapf,1.136106,1.5,0
0.72,0,eapf,1.230354,1.5,0
0.73,0,eapf,1.324602,1.5,0
0.74,0,eapf,1.418849,1.5,0
0.75,0,eapf,1.513097,1.5,0
0.76,0,eapf,1.607345,1.5,0
0.77,0,eapf,1.701593,1.5,0
0.78,0,eapf,1.79584,1.5,0
0.79,0,eapf,1.890088,1.5,0
0.8,0,eapf,1.984336,1.5,0
0.81,0,eapf,2.078584,1.5,0
0.82,0,eapf,2.172832,1.5,0
0.83,0,eapf,2.267079,1.5,0
0.84,0,eapf,2.361327,1.5,0
0.85,0,eapf,2.455575,1.5,0
0.86,0,eapf,2.549823,1.5,0
0.87,0,eapf,2.64407,1.5,0
0.88,0,eapf,2.738318,1.5,0
0.89,0,eapf,2.832566,1.5,0
0.9,0,eapf,2.926814,1.5,0
0.91,0,eapf,3.021062,1.5,0
0.92,0,eapf,3.115309,1.5,0
0.93,0,eapf,3.209557,1.5,0
0.94,0,eapf,3.303805,1.5,0
0.95,0,eapf,3.398053,1.5,0
0.96,0,eapf,3.4923,1.5,0
0.97,0,eapf,3.586548,1.5,0
0.98,0,eapf,3.680796,1.5,0
0.99,0,eapf,3.775044,1.5,0
1.0,0,eapf,3.869292,1.5,0
1.01,0,eapf,3.963539,1.5,0
1.02,0,eapf,4.057787,1.5,0
1.03,0,eapf,4.152035,1.5,0
1.04,0,eapf,4.246283,1.5,0
1.05,0,eapf,4.340531,1.5,0
1.06,0,eapf,4.434778,1.5,0
1.07,0,eapf,4.529026,1.5,0
1.08,0,eapf,4.623274,1.5,0
1.09,0,eapf,4.717522,1.5,0
1.1,0,eapf,4.811769,1.5,0
1.11,0,eapf,4.906017,1.5,0
1.12,0,eapf,5.000265,1.5,0
1.13,0,eapf,5.094513,1.5,0
1.14,0,eapf,5.188761,1.5,0
1.15,0,eapf,5.283008,1.5,0
1.16,0,eapf,5.377256,1.5,0
1.17,0,eapf,5.471504,1.5,0
1.18,0,eapf,5.565752,1.5,0
1.19,0,eapf,5.659999,1.5,0
1.2,0,eapf,5.754247,1.5,0
1.21,0,eapf,5.848495,1.5,0
1.22,0,eapf,5.942743,1.5,0
1.23,0,eapf,6.036991,1.5,0
1.24,0,eapf,6.131238,1.5,0
1.25,0,eapf,6.225486,1.5,0
1.26,0,eapf,0.036549,1.5,1
1.27,0,eapf,0.130796,1.5,0
1.28,0,eapf,0.225044,1.5,0
1.29,0,eapf,0.319292,1.5,0
1.3,0,eapf,0.41354,1.5,0
1.31,0,eapf,0.507787,1.5,0
1.32,0,eapf,0.602035,1.5,0
1.33,0,eapf,0.696283,1.5,0
1.34,0,eapf,0.790531,1.5,0
1.35,0,eapf,0.884779,1.5,0
1.36,0,eapf,0.979026,1.5,0
1.37,0,eapf,1.073274,1.5,0
1.38,0,eapf,1.167522,1.5,0
1.39,0,eapf,1.26177,1.5,0
1.4,0,eapf,1.356017,1.5,0
1.41,0,eapf,1.450265,1.5,0
1.42,0,eapf,1.544513,1.5,0
1.43,0,eapf,1.638761,1.5,0
1.44,0,eapf,1.733009,1.5,0
1.45,0,eapf,1.827256,1.5,0
1.46,0,eapf,1.921504,1.5,0
1.47,0,eapf,2.015752,1.5,0
1.48,0,eapf,2.11,1.5,0
1.49,0,eapf,2.204247,1.5,0
1.5,0,eapf,2.298495,1.5,0
1.51,0,eapf,2.392743,1.5,0
1.52,0,eapf,2.486991,1.5,0
1.53,0,eapf,2.581239,1.5,0
1.54,0,eapf,2.675486,1.5,0
1.55,0,eapf,2.769734,1.5,0
1.56,0,eapf,2.863982,1.5,0
1.57,0,eapf,2.95823,1.5,0
1.58,0,eapf,3.052478,1.5,0
1.59,0,eapf,3.146725,1.5,0
1.6,0,eapf,3.240973,1.5,0
1.61,0,eapf,3.335221,1.5,0
1.62,0,eapf,3.429469,1.5,0
1.63,0,eapf,3.523716,1.5,0
1.64,0,eapf,3.617964,1.5,0
1.65,0,eapf,3.712212,1.5,0
1.66,0,eapf,3.80646,1.5,0
1.67,0,eapf,3.900708,1.5,0
1.68,0,eapf,3.994955,1.5,0
1.69,0,eapf,4.089203,1.5,0
1.7,0,eapf,4.183451,1.5,0
1.71,0,eapf,4.277699,1.5,0
1.72,0,eapf,4.371946,1.5,0
1.73,0,eapf,4.466194,1.5,0
1.74,0,eapf,4.560442,1.5,0
1.75,0,eapf,4.65469,1.5,0
1.76,0,eapf,4.748938,1.5,0
1.77,0,eapf,4.843185,1.5,0
1.78,0,eapf,4.937433,1.5,0
1.79,0,eapf,5.031681,1.5,0
1.8,0,eapf,5.125929,1.5,0
1.81,0,eapf,5.220176,1.5,0
1.82,0,eapf,5.314424,1.5,0
1.83,0,eapf,5.408672,1.5,0
1.84,0,eapf,5.50292,1.5,0
1.85,0,eapf,5.597168,1.5,0
1.86,0,eapf,5.691415,1.5,0
1.87,0,eapf,5.785663,1.5,0
1.88,0,eapf,5.879911,1.5,0
1.89,0,eapf,5.974159,1.5,0
1.9,0,eapf,6.068406,1.5,0
1.91,0,eapf,6.162654,1.5,0
1.92,0,eapf,6.256902,1.5,0
1.93,0,eapf,0.067964,1.5,1
1.94,0,eapf,0.162212,1.5,0
1.95,0,eapf,0.25646,1.5,0
1.96,0,eapf,0.350708,1.5,0
1.97,0,eapf,0.444956,1.5,0
1.98,0,eapf,0.539203,1.5,0
1.99,0,eapf,0.633451,1.5,0
2.0,0,eapf,0.727699,1.5,0
2.01,0,eapf,0.821947,1.5,0
2.02,0,eapf,0.916195,1.5,0
2.03,0,eapf,1.010442,1.5,0
2.04,0,eapf,1.10469,1.5,0
2.05,0,eapf,1.198938,1.5,0
2.06,0,eapf,1.293186,1.5,0
2.07,0,eapf,1.387433,1.5,0
2.08,0,eapf,1.481681,1.5,0
2.09,0,eapf,1.575929,1.5,0
2.1,0,eapf,1.670177,1.5,0
2.11,0,eapf,1.764425,1.5,0
2.12,0,eapf,1.858672,1.5,0
2.13,0,eapf,1.95292,1.5,0
2.14,0,eapf,2.047168,1.5,0
2.15,0,eapf,2.141416,1.5,0
2.16,0,eapf,2.235663,1.5,0
2.17,0,eapf,2.329911,1.5,0
2.18,0,eapf,2.424159,1.5,0
2.19,0,eapf,2.518407,1.5,0
2.2,0,eapf,2.612655,1.5,0
2.21,0,eapf,2.706902,1.5,0
2.22,0,eapf,2.80115,1.5,0
2.23,0,eapf,2.895398,1.5,0
2.24,0,eapf,2.989646,1.5,0
2.25,0,eapf,3.083893,1.5,0
2.26,0,eapf,3.178141,1.5,0
2.27,0,eapf,3.272389,1.5,0
2.28,0,eapf,3.366637,1.5,0
2.29,0,eapf,3.460885,1.5,0
2.3,0,eapf,3.555132,1.5,0
2.31,0,eapf,3.64938,1.5,0
2.32,0,eapf,3.743628,1.5,0
2.33,0,eapf,3.837876,1.5,0
2.34,0,eapf,3.932123,1.5,0
2.35,0,eapf,4.026371,1.5,0
2.36,0,eapf,4.120619,1.5,0
2.37,0,eapf,4.214867,1.5,0
2.38,0,eapf,4.309115,1.5,0
2.39,0,eapf,4.403362,1.5,0
2.4,0,eapf,4.49761,1.5,0
2.41,0,eapf,4.591858,1.5,0
2.42,0,eapf,4.686106,1.5,0
2.43,0,eapf,4.780353,1.5,0
2.44,0,eapf,4.874601,1.5,0
2.45,0,eapf,4.968849,1.5,0
2.46,0,eapf,5.063097,1.5,0
2.47,0,eapf,5.157345,1.5,0
2.48,0,eapf,5.251592,1.5,0
2.49,0,eapf,5.34584,1.5,0
2.5,0,eapf,5.440088,1.5,0
2.51,0,eapf,5.534336,1.5,0
2.52,0,eapf,5.628583,1.5,0
2.53,0,eapf,5.722831,1.5,0
2.54,0,eapf,5.817079,1.5,0
2.55,0,eapf,5.911327,1.5,0
2.56,0,eapf,6.005575,1.5,0
2.57,0,eapf,6.099822,1.5,0
2.58,0,eapf,6.19407,1.5,0
2.59,0,eapf,0.005133,1.5,1
2.6,0,eapf,0.09938,1.5,0
2.61,0,eapf,0.193628,1.5,0
2.62,0,eapf,0.287876,1.5,0
2.63,0,eapf,0.382124,1.5,0
2.64,0,eapf,0.476372,1.5,0
2.65,0,eapf,0.570619,1.5,0
2.66,0,eapf,0.664867,1.5,0
2.67,0,eapf,0.759115,1.5,0
2.68,0,eapf,0.853363,1.5,0
2.69,0,eapf,0.94761,1.5,0
2.7,0,eapf,1.041858,1.5,0
2.71,0,eapf,1.136106,1.5,0
2.72,0,eapf,1.230354,1.5,0
2.73,0,eapf,1.324602,1.5,0
2.74,0,eapf,1.418849,1.5,0
2.75,0,eapf,1.513097,1.5,0
2.76,0,eapf,1.607345,1.5,0
2.77,0,eapf,1.701593,1.5,0
2.78,0,eapf,1.79584,1.5,0
2.79,0,eapf,1.890088,1.5,0
2.8,0,eapf,1.984336,1.5,0
2.81,0,eapf,2.078584,1.5,0
2.82,0,eapf,2.172832,1.5,0
2.83,0,eapf,2.267079,1.5,0
2.84,0,eapf,2.361327,1.5,0
2.85,0,eapf,2.455575,1.5,0
2.86,0,eapf,2.549823,1.5,0
2.87,0,eapf,2.64407,1.5,0
2.88,0,eapf,2.738318,1.5,0
2.89,0,eapf,2.832566,1.5,0
2.9,0,eapf,2.926814,1.5,0
2.91,0,eapf,3.021062,1.5,0
2.92,0,eapf,3.115309,1.5,0
2.93,0,eapf,3.209557,1.5,0
2.94,0,eapf,3.303805,1.5,0
2.95,0,eapf,3.398053,1.5,0
2.96,0,eapf,3.4923,1.5,0
2.97,0,eapf,3.586548,1.5,0
2.98,0,eapf,3.680796,1.5,0
2.99,0,eapf,3.775044,1.5,0
3.0,0,eapf,3.869292,1.5,0
3.01,0,eapf,3.963539,1.5,0
3.02,0,eapf,4.057787,1.5,0
3.03,0,eapf,4.152035,1.5,0
3.04,0,eapf,4.246283,1.5,0
3.05,0,eapf,4.340531,1.5,0
3.06,0,eapf,4.434778,1.5,0
3.07,0,eapf,4.529026,1.5,0
3.08,0,eapf,4.623274,1.5,0
3.09,0,eapf,4.717522,1.5,0
3.1,0,eapf,4.811769,1.5,0
3.11,0,eapf,4.906017,1.5,0
3.12,0,eapf,5.000265,1.5,0
3.13,0,eapf,5.094513,1.5,0
3.14,0,eapf,5.188761,1.5,0
3.15,0,eapf,5.283008,1.5,0
3.16,0,eapf,5.377256,1.5,0
3.17,0,eapf,5.471504,1.5,0
3.18,0,eapf,5.565752,1.5,0
3.19,0,eapf,5.659999,1.5,0
3.2,0,eapf,5.754247,1.5,0
3.21,0,eapf,5.848495,1.5,0
3.22,0,eapf,5.942743,1.5,0
3.23,0,eapf,6.036991,1.5,0
3.24,0,eapf,6.131238,1.5,0
3.25,0,eapf,6.225486,1.5,0
3.26,0,eapf,0.036549,1.5,1
3.27,0,eapf,0.130796,1.5,0
3.28,0,eapf,0.225044,1.5,0
3.29,0,eapf,0.319292,1.5,0
