t_s,detected_state,leader_flash_event,brightness_used,signal_norm,camera_ms
7e-06,0,0,106.67,0.0,997.04
0.997141,0,0,121.67,0.0,65.28
1.062517,0,0,108.33,0.0,65.54
1.12813,0,0,103.0,0.0,100.0
1.228198,0,0,106.33,0.0,98.54
1.326815,0,0,126.67,0.0,87.13
1.414026,0,0,125.67,0.0,78.57
1.492668,0,0,127.0,0.0,85.79
1.578529,0,0,104.67,0.0,98.97
1.677568,0,0,107.33,0.1273,101.12
1.778756,0,0,106.67,0.0909,89.91
1.86874,1,1,127.0,1.0,80.32
1.949196,1,0,127.0,1.0,77.32
2.026638,1,0,123.67,0.8475,89.35
2.116109,0,0,104.33,0.0,99.92
2.216144,0,0,107.33,0.1258,99.11
2.315378,0,0,117.0,0.5549,87.4
2.402894,1,1,126.67,0.9853,97.63
2.500733,1,0,127.33,1.0,70.68
2.571528,0,0,104.67,0.0015,96.63
2.668257,0,0,103.67,0.0,100.22
2.768659,0,0,107.0,0.1165,94.74
2.863568,1,1,126.33,0.9704,82.41
2.946178,1,0,126.0,0.9557,81.06
3.027396,1,0,117.67,0.586,93.53
3.121089,0,0,102.67,0.0,100.1
3.221352,0,0,106.67,0.1135,98.57
3.320095,1,1,124.33,0.8832,86.38
3.406673,1,0,126.67,0.9855,79.09
3.485929,1,0,127.33,1.0,86.77
3.572861,0,0,105.0,0.0296,99.56
3.672596,0,0,105.67,0.0577,100.56
3.773327,0,0,108.0,0.1594,92.3
3.865826,1,1,127.0,1.0,82.0
3.948039,1,0,127.33,1.0,80.54
4.028752,1,0,117.0,0.5556,93.53
4.12246,0,0,103.33,0.0,100.18
4.222815,0,0,107.67,0.1547,98.11
4.321106,1,1,125.0,0.9123,86.65
4.407984,1,0,126.67,0.9855,78.69
4.486856,1,0,127.33,1.0,86.13
4.573188,0,0,105.0,0.0281,99.2
4.672573,0,0,105.0,0.0266,100.45
4.773217,0,0,107.67,0.1435,92.52
4.865926,1,1,127.0,1.0,81.55
4.947705,1,0,127.0,1.0,80.72
5.028624,1,0,117.33,0.5702,93.69
5.122505,0,0,103.33,0.0,100.23
5.222934,0,0,107.0,0.1254,97.92
5.321046,1,1,124.67,0.8978,86.36
5.407647,1,0,126.67,0.9855,79.11
5.486957,1,0,127.33,1.0,86.29
5.573453,0,0,105.0,0.0281,99.24
5.67289,0,0,105.33,0.0412,99.86
5.772948,0,0,108.0,0.1581,92.86
5.866022,1,1,126.67,0.9854,81.71
5.947984,1,0,126.67,0.9853,80.34
6.028532,1,0,117.67,0.5853,92.9
6.121647,0,0,103.33,0.0,101.23
6.223089,0,0,107.67,0.1409,97.39
6.320702,1,1,124.33,0.8813,85.92
6.406881,1,0,126.33,0.9702,79.77
6.486871,1,0,127.0,1.0,85.6
6.57269,0,0,105.33,0.0369,99.06
6.671972,0,0,105.0,0.0222,101.1
6.773292,0,0,107.33,0.1258,91.41
6.864929,1,1,126.33,0.9702,82.08
6.947288,1,0,126.33,0.9702,81.41
7.02892,1,0,117.67,0.586,92.58
7.121747,0,0,103.0,0.0,99.87
7.221868,0,0,107.67,0.157,98.52
7.320615,1,1,124.0,0.8692,86.14
7.407035,1,0,126.33,0.9708,78.31
7.485578,1,0,126.67,0.9855,86.7
7.572504,0,0,104.67,0.0262,99.04
7.671773,0,0,104.67,0.0,100.85
7.772867,0,0,107.33,0.1191,92.07
7.865188,1,1,125.67,0.9404,82.06
7.947524,1,0,126.0,0.9552,80.44
8.028198,1,0,117.67,0.5822,92.69
8.121123,0,0,102.67,0.0,100.45
8.22184,0,0,107.33,0.1191,98.01
8.320095,1,1,123.0,0.8209,86.22
8.406598,1,0,126.0,0.9552,78.98
8.485852,1,0,126.67,0.9852,86.19
8.572292,0,0,104.33,0.0,99.82
8.672359,0,0,104.0,0.0,99.39
8.772001,0,0,107.0,0.1242,92.38
8.864636,1,1,125.67,0.9418,82.01
8.946937,1,0,126.0,0.9632,80.48
9.027669,1,0,117.67,0.6001,93.3
9.121227,0,0,102.33,0.0,100.98
9.222465,0,0,107.0,0.126,97.46
