t_s,phase_rad,frequency_hz,phase_error_rad,follower_flash,loop_dt_ms
7e-06,0.000108,2.3,0.0,0,0.007
0.997141,1.843643,2.3,0.0,1,997.134
1.062517,2.788403,2.3,0.0,0,65.375
1.12813,3.736605,2.3,0.0,0,65.613
1.228198,5.182721,2.3,0.0,0,100.068
1.326815,0.324678,2.3,0.0,1,98.617
1.414026,1.584991,2.3,0.0,0,87.211
1.492668,2.721482,2.3,0.0,0,78.643
1.578529,3.962286,2.3,0.0,0,85.861
1.677568,5.393522,2.3,0.0,0,99.038
1.778756,0.572642,2.3,0.0,1,101.188
1.86874,1.870741,2.3,-0.572642,0,89.984
1.949196,3.029314,2.3,-0.570352,0,80.455
2.026638,4.142912,2.3,-0.566238,0,77.443
2.116109,5.429199,2.3,-0.560682,0,89.471
2.216144,0.584079,2.3,-0.553994,1,100.035
2.315378,2.0099,2.3,-0.546428,0,99.234
2.402894,3.259061,2.298288,-2.245185,0,87.517
2.500733,4.649482,2.295215,-2.491597,0,97.839
2.571528,5.64187,2.291063,-2.657375,0,70.795
2.668257,0.716717,2.286066,-2.883425,1,96.728
2.768659,2.118931,2.280413,-3.110175,0,100.403
2.863568,3.437717,2.27481,-2.279947,0,94.908
2.946178,4.576107,2.26927,-2.37611,0,82.611
3.027396,5.690376,2.263803,-2.465845,0,81.218
3.121089,0.694566,2.258415,-2.571262,1,93.692
3.221352,2.070348,2.253113,-2.682214,0,100.264
3.320095,3.422162,2.248542,-2.121456,0,98.742
3.406673,4.60002,2.244574,-2.117726,0,86.578
3.485929,5.673085,2.241104,-2.10918,0,79.256
3.572861,0.56985,2.238047,-2.102926,1,86.932
3.672596,1.928607,2.235331,-2.100943,0,99.736
3.773327,3.299985,2.232901,-2.098092,0,100.73
3.865826,4.57444,2.230067,2.853884,0,92.499
3.948039,5.718825,2.22692,2.763701,0,82.213
4.028752,0.569569,2.223537,2.661471,1,80.713
4.12246,1.892551,2.219978,2.531393,0,93.708
4.222815,3.312935,2.216293,2.385449,0,100.355
4.321106,4.709896,2.213162,2.942116,0,98.29
4.407984,5.952146,2.210488,2.890727,0,86.878
4.486856,0.803072,2.20819,2.83688,1,78.872
4.573188,2.042923,2.206201,2.777899,0,86.332
4.672573,3.46509,2.204468,2.713709,0,99.385
4.773217,4.905297,2.202947,2.647889,0,100.644
4.865926,6.230539,2.20096,1.265727,0,92.709
4.947705,1.11639,2.198608,1.125801,1,81.779
5.028624,2.268684,2.195974,0.991999,0,80.919
5.122505,3.594995,2.193124,0.848076,0,93.882
5.222934,5.006458,2.190114,0.701816,0,100.429
