t_s,event_type
0.997141,follower_flash
1.326815,follower_flash
1.778756,follower_flash
1.86874,leader_flash
2.216144,follower_flash
2.402894,leader_flash
2.668257,follower_flash
2.863568,leader_flash
3.121089,follower_flash
3.320095,leader_flash
3.572861,follower_flash
3.865826,leader_flash
4.028752,follower_flash
4.321106,leader_flash
4.486856,follower_flash
4.865926,leader_flash
4.947705,follower_flash
5.321046,leader_flash
5.321046,follower_flash
5.772948,follower_flash
5.866022,leader_flash
6.223089,follower_flash
6.320702,leader_flash
6.773292,follower_flash
6.864929,leader_flash
7.221868,follower_flash
7.320615,leader_flash
7.671773,follower_flash
7.865188,leader_flash
8.121123,follower_flash
8.320095,leader_flash
8.672359,follower_flash
8.864636,leader_flash
9.121227,follower_flash
9.320196,leader_flash
9.672288,follower_flash
9.865271,leader_flash
10.121661,follower_flash
10.320982,leader_flash
10.672285,follower_flash
10.864994,leader_flash
11.12164,follower_flash
11.32058,leader_flash
11.671742,follower_flash
11.864723,leader_flash
12.120601,follower_flash
12.319795,leader_flash
12.67132,follower_flash
12.864513,leader_flash
13.120377,follower_flash
13.320117,leader_flash
13.67078,follower_flash
13.864048,leader_flash
14.22121,follower_flash
14.319527,leader_flash
14.672899,follower_flash
14.865276,leader_flash
15.221019,follower_flash
15.319604,leader_flash
15.670425,follower_flash
15.864204,leader_flash
16.22143,follower_flash
16.319853,leader_flash
16.670275,follower_flash
16.864051,leader_flash
17.221138,follower_flash
17.31966,leader_flash
17.771472,follower_flash
17.86424,leader_flash
18.220417,follower_flash
18.318662,leader_flash
18.769851,follower_flash
18.863682,leader_flash
19.220412,follower_flash
19.318463,leader_flash
19.771021,follower_flash
19.863866,leader_flash
20.220349,follower_flash
20.319258,leader_flash
20.770651,follower_flash
20.864131,leader_flash
21.220566,follower_flash
21.405608,leader_flash
21.769946,follower_flash
21.862789,leader_flash
22.316924,follower_flash
22.403866,leader_flash
22.766902,follower_flash
22.861135,leader_flash
23.316017,follower_flash
23.403296,leader_flash
23.767258,follower_flash
23.839001,leader_flash
24.288784,follower_flash
24.377731,leader_flash
24.823299,leader_flash
24.823299,follower_flash
25.337503,leader_flash
25.337503,follower_flash
25.87515,leader_flash
25.87515,follower_flash
26.324059,leader_flash
26.324059,follower_flash
26.861327,leader_flash
26.861327,follower_flash
27.290183,follower_flash
27.378262,leader_flash
27.831188,leader_flash
27.831188,follower_flash
28.364123,leader_flash
28.364123,follower_flash
28.858651,leader_flash
28.858651,follower_flash
29.388026,leader_flash
29.388026,follower_flash
29.839742,leader_flash
29.839742,follower_flash
