agent_id,event_type,normalized_signal,raw_brightness,roi_id,t_s
V0,pi_detected_virtual_flash,0.9828,73.0,0,0.667262
V1,pi_detected_virtual_flash,0.8646,87.0,1,0.800531
V1,pi_detected_virtual_flash,0.8454,86.0,1,1.300263
V0,pi_detected_virtual_flash,1.0,74.0,0,1.433554
V1,pi_detected_virtual_flash,0.8449,86.0,1,1.799985
V1,pi_detected_virtual_flash,0.8351,85.0,1,2.299722
V0,pi_detected_virtual_flash,0.9844,73.0,0,2.433003
V1,pi_detected_virtual_flash,0.8247,84.0,1,2.799496
V1,pi_detected_virtual_flash,0.8144,83.0,1,3.299269
V0,pi_detected_virtual_flash,0.9844,73.0,0,3.432503
V1,pi_detected_virtual_flash,0.8035,82.0,1,3.799009
V1,pi_detected_virtual_flash,0.8021,82.0,1,4.298748
V0,pi_detected_virtual_flash,0.9683,71.0,0,4.432004
V1,pi_detected_virtual_flash,0.8021,82.0,1,4.798497
V1,pi_detected_virtual_flash,0.7817,80.0,1,5.298411
V0,pi_detected_virtual_flash,0.9531,71.0,0,5.431701
V1,pi_detected_virtual_flash,0.7812,80.0,1,5.798201
V1,pi_detected_virtual_flash,0.7708,79.0,1,6.297899
V0,pi_detected_virtual_flash,0.9531,71.0,0,6.431185
V1,pi_detected_virtual_flash,0.7708,79.0,1,6.797666
V1,pi_detected_virtual_flash,0.7604,78.0,1,7.297428
V0,pi_detected_virtual_flash,0.9375,70.0,0,7.430696
V1,pi_detected_virtual_flash,0.75,77.0,1,7.797168
V1,pi_detected_virtual_flash,0.7396,76.0,1,8.296935
V0,pi_detected_virtual_flash,0.9219,69.0,0,8.430203
V1,pi_detected_virtual_flash,0.7292,75.0,1,8.796659
V1,pi_detected_virtual_flash,0.7188,74.0,1,9.296413
V0,pi_detected_virtual_flash,0.9062,68.0,0,9.429667
V1,pi_detected_virtual_flash,0.7083,73.0,1,9.796129
V1,pi_detected_virtual_flash,0.6979,72.0,1,10.295864
V0,pi_detected_virtual_flash,0.8906,67.0,0,10.429128
V1,pi_detected_virtual_flash,0.6875,71.0,1,10.795608
V1,pi_detected_virtual_flash,0.6771,70.0,1,11.29539
V0,pi_detected_virtual_flash,0.875,66.0,0,11.428646
V1,pi_detected_virtual_flash,0.6667,69.0,1,11.795123
V1,pi_detected_virtual_flash,0.6562,68.0,1,12.294858
V0,pi_detected_virtual_flash,0.8594,65.0,0,12.428138
V1,pi_detected_virtual_flash,0.9896,100.0,1,12.827926
V1,pi_detected_virtual_flash,0.9793,99.0,1,13.327712
V0,pi_detected_virtual_flash,0.8281,63.0,0,13.42762
V1,pi_detected_virtual_flash,0.9897,100.0,1,13.827425
V1,pi_detected_virtual_flash,0.9897,100.0,1,14.327276
V0,pi_detected_virtual_flash,0.8125,62.0,0,14.427133
V1,pi_detected_virtual_flash,1.0,101.0,1,14.826927
V1,pi_detected_virtual_flash,0.9897,100.0,1,15.326492
V0,pi_detected_virtual_flash,0.8125,62.0,0,15.426419
V1,pi_detected_virtual_flash,0.9796,99.0,1,15.826224
V1,pi_detected_virtual_flash,0.9796,99.0,1,16.326031
V0,pi_detected_virtual_flash,0.7969,61.0,0,16.425876
V1,pi_detected_virtual_flash,0.9842,99.0,1,16.825681
V1,pi_detected_virtual_flash,0.9897,99.0,1,17.325469
V0,pi_detected_virtual_flash,0.7812,60.0,0,17.425372
V1,pi_detected_virtual_flash,1.0,100.0,1,17.825146
V1,pi_detected_virtual_flash,1.0,101.0,1,18.325026
V0,pi_detected_virtual_flash,0.75,58.0,0,18.424866
