t_s,detected_state,leader_flash_event,brightness_used,signal_norm,camera_ms
7e-06,0,0,102.33,0.0,985.74
0.985839,0,0,100.67,0.0,100.12
1.086048,0,0,97.67,0.0,71.5
1.15762,0,0,101.0,0.0,62.13
1.219821,0,0,102.33,0.0,61.12
1.28102,0,0,116.33,0.0,61.75
1.342846,0,0,121.67,0.0,69.82
1.412746,0,0,122.33,0.0,82.29
1.495112,0,0,101.0,0.0,95.91
1.591093,0,0,104.33,0.1853,97.76
1.688926,0,0,102.67,0.0952,66.53
1.755523,1,1,121.67,1.0,58.89
1.814546,1,0,122.0,1.0,77.77
1.89246,1,0,123.33,1.0,89.14
1.981716,0,0,100.67,0.0,100.0
2.081828,0,0,103.67,0.1396,99.33
2.181283,0,0,103.0,0.1086,67.72
2.249117,1,1,122.67,1.0,59.55
2.308846,1,0,123.67,1.0,77.19
2.386152,1,0,123.0,0.9985,97.85
2.484119,0,0,104.0,0.1491,87.72
2.57194,0,0,103.33,0.118,96.13
2.668174,0,0,104.0,0.147,69.9
2.738176,0,0,115.0,0.643,59.81
2.798093,1,1,123.33,1.0,76.31
2.874551,1,0,123.33,1.0,82.48
2.957132,0,0,103.0,0.0949,96.01
3.053246,0,0,102.33,0.0637,99.95
3.153294,0,0,104.67,0.1668,70.91
3.224304,1,1,119.67,0.8363,63.62
3.288069,1,0,123.33,1.0,76.29
3.364577,1,0,123.33,1.0,83.57
3.448317,0,0,104.67,0.1644,97.51
3.545999,0,0,102.33,0.0596,99.39
3.645553,0,0,105.67,0.2091,71.59
3.717309,0,0,112.0,0.4926,64.15
3.781622,1,1,123.67,1.0,77.34
3.859165,1,0,124.0,1.0,81.94
3.941269,0,0,106.33,0.2387,96.37
4.037808,0,0,102.33,0.0596,100.12
4.1381,0,0,105.33,0.1939,72.52
4.210806,0,0,106.67,0.2494,65.26
4.276232,1,1,124.0,1.0,76.2
4.352651,1,0,123.67,1.0,82.95
4.435774,0,0,107.33,0.2635,96.51
4.532481,0,0,102.0,0.0227,100.38
4.633044,0,0,105.0,0.1555,72.7
4.705922,0,0,105.0,0.1518,66.2
4.772306,1,1,124.0,1.0,77.22
4.849744,1,0,123.67,1.0,78.96
4.928882,1,0,115.0,0.5999,90.85
5.019916,0,0,102.0,0.0,99.86
5.119958,0,0,105.0,0.1384,73.84
5.193985,0,0,103.67,0.0771,66.35
5.260543,1,1,123.67,1.0,77.81
5.338577,1,0,123.0,0.9691,76.74
5.415505,1,0,124.33,1.0,88.58
5.504269,0,0,102.0,0.0,99.96
5.604444,0,0,104.0,0.0923,75.44
5.680075,0,0,103.67,0.0771,68.72
5.748989,1,1,124.0,1.0,78.45
5.827671,1,0,123.0,0.9691,78.42
5.906288,1,0,124.33,1.0,89.19
5.995671,0,0,101.67,0.0,100.28
6.09614,0,0,105.0,0.1371,97.56
6.19389,0,0,104.0,0.0783,67.81
6.2619,1,1,123.33,0.9841,59.4
6.321541,1,0,123.33,0.9841,79.36
6.401094,1,0,124.67,1.0,90.06
6.491353,0,0,102.0,0.0,100.2
6.591751,0,0,105.33,0.1384,99.36
6.691308,0,0,104.33,0.0923,67.7
6.759209,1,1,123.67,0.9848,59.74
6.819197,1,0,124.67,1.0,80.43
6.899791,1,0,123.33,0.9691,96.3
6.996298,0,0,102.67,0.0157,100.72
7.097228,0,0,106.0,0.1694,98.91
7.196355,0,0,103.67,0.0618,67.51
7.264063,1,1,124.33,1.0,59.49
7.323801,1,0,124.67,1.0,79.71
7.403727,1,0,125.0,1.0,90.78
7.494716,0,0,103.0,0.0305,100.75
7.595667,0,0,106.33,0.1818,98.73
7.694618,0,0,105.33,0.1364,67.88
7.762704,1,1,124.0,0.985,59.28
7.822243,1,0,125.0,1.0,80.6
7.903076,1,0,125.33,1.0,90.29
7.993583,0,0,103.33,0.0455,101.13
8.094927,0,0,107.0,0.2123,98.46
8.193607,0,0,105.67,0.1518,68.21
8.26203,1,1,124.67,1.0,60.12
