t_s,event_type
0.985839,follower_flash
1.342846,follower_flash
1.755523,leader_flash
2.081828,follower_flash
2.249117,leader_flash
2.668174,follower_flash
2.798093,leader_flash
3.224304,leader_flash
3.288069,follower_flash
3.781622,leader_flash
3.941269,follower_flash
4.276232,leader_flash
4.532481,follower_flash
4.772306,leader_flash
5.119958,follower_flash
5.260543,leader_flash
5.680075,follower_flash
5.748989,leader_flash
6.19389,follower_flash
6.2619,leader_flash
6.759209,leader_flash
6.759209,follower_flash
7.264063,leader_flash
7.323801,follower_flash
7.762704,leader_flash
7.822243,follower_flash
8.26203,leader_flash
8.322411,follower_flash
8.76199,leader_flash
9.262139,leader_flash
9.402369,follower_flash
9.762797,leader_flash
9.9029,follower_flash
10.26353,leader_flash
10.404254,follower_flash
10.765297,leader_flash
11.266882,leader_flash
11.326817,follower_flash
11.769059,leader_flash
11.829865,follower_flash
12.24987,leader_flash
12.330363,follower_flash
12.769288,leader_flash
12.829973,follower_flash
13.250073,leader_flash
13.331089,follower_flash
13.789505,leader_flash
13.868179,follower_flash
14.223641,leader_flash
14.289534,follower_flash
14.79073,leader_flash
14.79073,follower_flash
15.29055,leader_flash
15.29055,follower_flash
15.791281,leader_flash
15.791281,follower_flash
16.291965,leader_flash
16.291965,follower_flash
16.793446,leader_flash
16.793446,follower_flash
17.296721,leader_flash
17.296721,follower_flash
17.740652,leader_flash
17.80345,follower_flash
18.240536,leader_flash
18.303149,follower_flash
18.73991,leader_flash
18.802822,follower_flash
19.23979,leader_flash
19.302454,follower_flash
19.739343,leader_flash
19.739343,follower_flash
20.240081,leader_flash
20.240081,follower_flash
20.739636,leader_flash
20.739636,follower_flash
21.238942,leader_flash
21.238942,follower_flash
21.739502,leader_flash
21.739502,follower_flash
22.239782,leader_flash
22.239782,follower_flash
22.740228,leader_flash
22.740228,follower_flash
23.240515,leader_flash
23.240515,follower_flash
23.741034,leader_flash
23.741034,follower_flash
24.241723,leader_flash
24.241723,follower_flash
24.741362,leader_flash
24.741362,follower_flash
25.242186,leader_flash
25.242186,follower_flash
25.741997,leader_flash
25.741997,follower_flash
26.243107,leader_flash
26.243107,follower_flash
26.741739,leader_flash
26.741739,follower_flash
27.241832,leader_flash
27.241832,follower_flash
27.743202,leader_flash
27.743202,follower_flash
28.242557,leader_flash
28.242557,follower_flash
28.741773,leader_flash
28.741773,follower_flash
29.24201,leader_flash
29.24201,follower_flash
29.741546,leader_flash
29.741546,follower_flash
