t_s,agent_id,event_type,model
0.0,2,agent_flash,kuramoto
0.16,0,agent_flash,kuramoto
0.44,2,agent_flash,kuramoto
0.49,1,agent_flash,kuramoto
0.67,0,agent_flash,kuramoto
0.95,2,agent_flash,kuramoto
1.01,1,agent_flash,kuramoto
1.18,0,agent_flash,kuramoto
1.46,2,agent_flash,kuramoto
1.52,1,agent_flash,kuramoto
1.68,0,agent_flash,kuramoto
1.97,2,agent_flash,kuramoto
2.04,1,agent_flash,kuramoto
2.17,0,agent_flash,kuramoto
2.49,2,agent_flash,kuramoto
2.56,1,agent_flash,kuramoto
2.66,0,agent_flash,kuramoto
3.0,2,agent_flash,kuramoto
3.07,1,agent_flash,kuramoto
3.16,0,agent_flash,kuramoto
3.51,2,agent_flash,kuramoto
3.58,1,agent_flash,kuramoto
3.66,0,agent_flash,kuramoto
4.02,2,agent_flash,kuramoto
4.08,1,agent_flash,kuramoto
4.17,0,agent_flash,kuramoto
4.53,2,agent_flash,kuramoto
4.59,1,agent_flash,kuramoto
4.67,0,agent_flash,kuramoto
5.04,2,agent_flash,kuramoto
5.1,1,agent_flash,kuramoto
5.18,0,agent_flash,kuramoto
5.54,2,agent_flash,kuramoto
5.6,1,agent_flash,kuramoto
5.69,0,agent_flash,kuramoto
6.05,2,agent_flash,kuramoto
6.11,1,agent_flash,kuramoto
6.19,0,agent_flash,kuramoto
6.56,2,agent_flash,kuramoto
6.62,1,agent_flash,kuramoto
6.7,0,agent_flash,kuramoto
7.06,2,agent_flash,kuramoto
7.12,1,agent_flash,kuramoto
7.21,0,agent_flash,kuramoto
7.57,2,agent_flash,kuramoto
7.63,1,agent_flash,kuramoto
7.71,0,agent_flash,kuramoto
8.08,2,agent_flash,kuramoto
8.14,1,agent_flash,kuramoto
8.22,0,agent_flash,kuramoto
8.58,2,agent_flash,kuramoto
8.64,1,agent_flash,kuramoto
8.73,0,agent_flash,kuramoto
9.09,2,agent_flash,kuramoto
9.15,1,agent_flash,kuramoto
9.23,0,agent_flash,kuramoto
9.6,2,agent_flash,kuramoto
9.66,1,agent_flash,kuramoto
9.74,0,agent_flash,kuramoto
