brightness,camera_processing_time_ms,signal_norm,state,t_s,virtual_event
174.0,300.198,0.0,0,0.082487,0
172.0,41.855,0.0,0,0.391553,0
138.0,48.819,0.0,0,0.433442,0
153.0,46.023,0.0,0,0.482297,0
153.0,47.556,0.0,0,0.528355,0
193.0,52.765,0.0,0,0.575947,0
201.0,66.89,0.0,0,0.628746,0
201.0,66.614,0.0,0,0.695672,0
159.0,61.236,0.0,0,0.834598,0
139.0,66.667,0.0016,0,0.89587,0
139.0,67.663,0.0,0,0.962572,0
146.0,66.91,0.1144,0,1.03027,0
197.0,48.801,0.9477,1,1.097214,1
194.0,34.003,0.9046,1,1.162317,0
196.0,43.758,0.9437,1,1.264523,0
196.0,66.628,0.95,1,1.308316,0
158.0,67.432,0.3188,0,1.374979,0
142.0,66.906,0.0507,0,1.442446,0
139.0,66.82,0.0,0,1.509387,0
196.0,47.225,0.976,1,1.644872,1
193.0,49.396,0.931,1,1.692175,0
193.0,45.414,0.9326,1,1.741606,0
195.0,62.081,0.9689,1,1.787055,0
155.0,67.0,0.2773,0,1.849171,0
150.0,66.371,0.191,0,1.916205,0
144.0,66.739,0.087,0,1.982611,0
153.0,49.719,0.2439,0,2.049386,0
192.0,25.932,0.925,1,2.166994,1
193.0,46.644,0.9441,1,2.199647,0
157.0,59.739,0.3152,0,2.246327,0
156.0,64.174,0.2982,0,2.306102,0
151.0,66.926,0.2063,0,2.370311,0
159.0,63.965,0.344,0,2.437273,0
173.0,44.385,0.59,0,2.501274,0
193.0,63.967,0.9462,1,2.616774,1
156.0,59.636,0.2793,0,2.68082,0
155.0,64.234,0.2572,0,2.740492,0
151.0,66.551,0.1803,0,2.804762,0
159.0,64.153,0.3223,0,2.871348,0
162.0,45.795,0.3738,0,2.935535,0
168.0,41.374,0.4815,0,2.981364,0
161.0,56.09,0.3494,0,3.105252,0
173.0,57.047,0.5709,0,3.161378,0
175.0,50.413,0.6067,0,3.218469,0
173.0,28.762,0.5677,0,3.283132,0
175.0,49.876,0.6038,0,3.311928,0
175.0,50.188,0.6023,0,3.361838,0
174.0,50.398,0.5817,0,3.412062,0
150.0,49.042,0.1221,0,3.462495,0
171.0,50.298,0.5211,0,3.511571,0
174.0,28.203,0.5769,0,3.633245,0
159.0,50.402,0.2863,0,3.661483,0
171.0,51.858,0.5175,0,3.711921,0
163.0,59.061,0.3601,0,3.763815,0
168.0,55.581,0.4567,0,3.822946,0
157.0,50.061,0.2376,0,3.878562,0
190.0,36.067,0.8924,1,3.928659,1
184.0,33.711,0.7735,1,3.964805,0
193.0,31.885,0.9556,1,4.066413,0
195.0,56.061,0.998,1,4.098334,0
196.0,61.97,1.0,1,4.154429,0
