event,model,source,t_s
pi_flash,kuramoto,pi_oscillator,0.695672
virtual_flash,kuramoto,camera,1.097214
pi_flash,kuramoto,pi_oscillator,1.162317
pi_flash,kuramoto,pi_oscillator,1.509387
virtual_flash,kuramoto,camera,1.644872
pi_flash,kuramoto,pi_oscillator,2.049386
virtual_flash,kuramoto,camera,2.166994
pi_flash,kuramoto,pi_oscillator,2.501274
virtual_flash,kuramoto,camera,2.616774
pi_flash,kuramoto,pi_oscillator,2.981364
pi_flash,kuramoto,pi_oscillator,3.511571
virtual_flash,kuramoto,camera,3.928659
pi_flash,kuramoto,pi_oscillator,3.964805
pi_flash,kuramoto,pi_oscillator,4.360614
virtual_flash,kuramoto,camera,4.48341
pi_flash,kuramoto,pi_oscillator,4.865347
virtual_flash,kuramoto,camera,4.988018
virtual_flash,kuramoto,camera,5.368369
pi_flash,kuramoto,pi_oscillator,5.368369
pi_flash,kuramoto,pi_oscillator,5.799398
virtual_flash,kuramoto,camera,5.915552
pi_flash,kuramoto,pi_oscillator,6.26371
virtual_flash,kuramoto,camera,6.385644
virtual_flash,kuramoto,camera,6.743513
pi_flash,kuramoto,pi_oscillator,6.743513
virtual_flash,kuramoto,camera,7.172449
pi_flash,kuramoto,pi_oscillator,7.172449
pi_flash,kuramoto,pi_oscillator,7.552433
virtual_flash,kuramoto,camera,7.734553
pi_flash,kuramoto,pi_oscillator,8.087421
pi_flash,kuramoto,pi_oscillator,8.587075
pi_flash,kuramoto,pi_oscillator,9.076352
virtual_flash,kuramoto,camera,9.55726
pi_flash,kuramoto,pi_oscillator,9.55726
pi_flash,kuramoto,pi_oscillator,9.965966
virtual_flash,kuramoto,camera,10.084101
pi_flash,kuramoto,pi_oscillator,10.466526
virtual_flash,kuramoto,camera,10.596901
pi_flash,kuramoto,pi_oscillator,10.982818
pi_flash,kuramoto,pi_oscillator,11.455126
virtual_flash,kuramoto,camera,11.574722
pi_flash,kuramoto,pi_oscillator,11.956895
pi_flash,kuramoto,pi_oscillator,12.427619
virtual_flash,kuramoto,camera,12.545855
pi_flash,kuramoto,pi_oscillator,12.920254
virtual_flash,kuramoto,camera,13.024127
pi_flash,kuramoto,pi_oscillator,13.406222
virtual_flash,kuramoto,camera,13.562695
pi_flash,kuramoto,pi_oscillator,13.878711
pi_flash,kuramoto,pi_oscillator,14.413419
virtual_flash,kuramoto,camera,14.53454
pi_flash,kuramoto,pi_oscillator,14.868564
virtual_flash,kuramoto,camera,15.372204
pi_flash,kuramoto,pi_oscillator,15.372204
pi_flash,kuramoto,pi_oscillator,15.830118
virtual_flash,kuramoto,camera,15.934775
pi_flash,kuramoto,pi_oscillator,16.287585
virtual_flash,kuramoto,camera,16.421269
virtual_flash,kuramoto,camera,16.782515
pi_flash,kuramoto,pi_oscillator,16.782515
pi_flash,kuramoto,pi_oscillator,17.26059
virtual_flash,kuramoto,camera,17.384732
pi_flash,kuramoto,pi_oscillator,17.742844
pi_flash,kuramoto,pi_oscillator,18.3598
virtual_flash,kuramoto,camera,18.728396
pi_flash,kuramoto,pi_oscillator,18.847976
pi_flash,kuramoto,pi_oscillator,19.272582
virtual_flash,kuramoto,camera,19.390541
pi_flash,kuramoto,pi_oscillator,19.800823
virtual_flash,kuramoto,camera,19.923174
pi_flash,kuramoto,pi_oscillator,20.26734
pi_flash,kuramoto,pi_oscillator,20.72635
virtual_flash,kuramoto,camera,20.847514
virtual_flash,kuramoto,camera,21.218679
pi_flash,kuramoto,pi_oscillator,21.218679
pi_flash,kuramoto,pi_oscillator,21.649273
virtual_flash,kuramoto,camera,21.764912
virtual_flash,kuramoto,camera,22.189083
pi_flash,kuramoto,pi_oscillator,22.189083
virtual_flash,kuramoto,camera,22.60461
pi_flash,kuramoto,pi_oscillator,22.60461
pi_flash,kuramoto,pi_oscillator,23.036203
virtual_flash,kuramoto,camera,23.150911
pi_flash,kuramoto,pi_oscillator,23.543845
virtual_flash,kuramoto,camera,23.661029
virtual_flash,kuramoto,camera,24.013901
pi_flash,kuramoto,pi_oscillator,24.013901
virtual_flash,kuramoto,camera,24.444526
pi_flash,kuramoto,pi_oscillator,24.444526
pi_flash,kuramoto,pi_oscillator,24.817849
virtual_flash,kuramoto,camera,25.004626
pi_flash,kuramoto,pi_oscillator,25.328106
virtual_flash,kuramoto,camera,25.456783
virtual_flash,kuramoto,camera,25.812777
pi_flash,kuramoto,pi_oscillator,25.812777
pi_flash,kuramoto,pi_oscillator,26.182851
virtual_flash,kuramoto,camera,26.315695
pi_flash,kuramoto,pi_oscillator,26.688139
virtual_flash,kuramoto,camera,26.80337
pi_flash,kuramoto,pi_oscillator,27.167451
pi_flash,kuramoto,pi_oscillator,27.668206
virtual_flash,kuramoto,camera,27.81737
pi_flash,kuramoto,pi_oscillator,28.132319
pi_flash,kuramoto,pi_oscillator,28.60358
virtual_flash,kuramoto,camera,28.711791
virtual_flash,kuramoto,camera,29.077987
pi_flash,kuramoto,pi_oscillator,29.077987
pi_flash,kuramoto,pi_oscillator,29.47153
virtual_flash,kuramoto,camera,29.637425
pi_flash,kuramoto,pi_oscillator,29.931849
