coupling_term,follower_flash_event,freq_error_hz,frequency_error_hz,frequency_hz,loop_dt_ms,model,phase_error_rad,phase_rad,t_s,virtual_frequency_hz
-0.469463,0,0.0,0.6449830792969751,2.126413,0.001,kuramoto,-0.488682,0.488696,0.07152,2.771396079296975
-0.469475,0,0.0,0.644992079296975,2.126404,302.484,kuramoto,-0.488696,1.824755,0.374004,2.771396079296975
-0.967925,0,0.0,1.041647079296975,1.729749,32.882,kuramoto,-1.824755,2.182126,0.406886,2.771396079296975
-0.818886,0,0.0,0.9230450792969749,1.848351,30.033,kuramoto,-2.182126,2.53092,0.43692,2.771396079296975
-0.573419,0,0.0,0.727708079296975,2.043688,29.887,kuramoto,-2.53092,2.914695,0.466807,2.771396079296975
-0.224956,0,0.0,0.45041007929697496,2.320986,29.712,kuramoto,-2.914695,3.347985,0.496518,2.771396079296975
0.20493,0,0.0,0.1083180792969749,2.663078,30.465,kuramoto,2.9352,3.85774,0.526983,2.771396079296975
0.656483,0,0.0,0.25101692070302484,3.022413,45.28,kuramoto,2.425445,4.717621,0.572263,2.771396079296975
0.999986,0,0.0,0.5243679207030252,3.295764,48.279,kuramoto,1.565565,5.717368,0.620541,2.771396079296975
0.536106,1,0.0,0.15522392070302526,2.92662,49.697,kuramoto,0.565818,0.348036,0.670238,2.771396079296975
-0.341052,0,0.0,0.542797079296975,2.228599,118.818,kuramoto,-0.348036,1.748306,0.789056,2.771396079296975
-0.984286,0,0.0,1.0546660792969749,1.71673,52.271,kuramoto,-1.748306,2.312128,0.841327,2.771396079296975
-0.73757,0,0.0,0.858336079296975,1.91306,36.918,kuramoto,-2.312128,2.755882,0.878245,2.771396079296975
-0.726466,0,0.0,0.849499079296975,1.921897,34.016,kuramoto,-2.328428,3.166644,0.912261,2.771396079296975
-0.728516,0,0.0,0.8511310792969748,1.920265,32.925,kuramoto,-2.325439,3.563899,0.945186,2.771396079296975
-0.726489,0,0.0,0.8495170792969751,1.921879,31.377,kuramoto,-2.328394,3.942797,0.976563,2.771396079296975
-0.792206,0,0.0,0.9018140792969749,1.869582,38.206,kuramoto,-2.227177,4.391606,1.01477,2.771396079296975
-0.835315,0,0.0,0.9361190792969749,1.835277,41.627,kuramoto,-2.152887,4.871621,1.056396,2.771396079296975
-0.878893,0,0.0,0.6046416653592304,1.800599,44.949,kuramoto,-2.068055,5.380152,1.101345,2.4052406653592304
-0.962699,0,0.0,0.6713316653592305,1.733909,58.235,kuramoto,-1.844787,6.014589,1.15958,2.4052406653592304
-0.837488,1,0.0,0.5716926653592305,1.833548,26.285,kuramoto,-2.148922,0.034215,1.185865,2.4052406653592304
-0.862953,0,0.0,0.5919566653592305,1.813284,112.256,kuramoto,-1.041086,1.173535,1.298121,2.4052406653592304
-0.974136,0,0.0,0.6804336653592304,1.724807,30.373,kuramoto,-1.798728,1.502695,1.328494,2.4052406653592304
-0.999997,0,0.0,0.7010126653592303,1.704228,44.142,kuramoto,-1.573178,1.975371,1.372636,2.4052406653592304
-0.994933,0,0.0,0.6969836653592305,1.708257,45.818,kuramoto,-1.470088,2.467149,1.418454,2.4052406653592304
