event,model,source,t_s
pi_flash,kuramoto,pi_oscillator,0.670238
virtual_flash,kuramoto,camera,0.878245
pi_flash,kuramoto,pi_oscillator,1.185865
virtual_flash,kuramoto,camera,1.643262
pi_flash,kuramoto,pi_oscillator,1.706565
virtual_flash,kuramoto,camera,2.179596
pi_flash,kuramoto,pi_oscillator,2.179596
pi_flash,kuramoto,pi_oscillator,2.647847
virtual_flash,kuramoto,camera,2.756064
virtual_flash,kuramoto,camera,3.17766
pi_flash,kuramoto,pi_oscillator,3.17766
virtual_flash,kuramoto,camera,3.595305
pi_flash,kuramoto,pi_oscillator,3.616501
pi_flash,kuramoto,pi_oscillator,4.035359
virtual_flash,kuramoto,camera,4.16757
virtual_flash,kuramoto,camera,4.564414
pi_flash,kuramoto,pi_oscillator,4.586324
virtual_flash,kuramoto,camera,4.996512
pi_flash,kuramoto,pi_oscillator,4.996512
pi_flash,kuramoto,pi_oscillator,5.414725
virtual_flash,kuramoto,camera,5.542148
virtual_flash,kuramoto,camera,5.960248
pi_flash,kuramoto,pi_oscillator,5.960248
virtual_flash,kuramoto,camera,6.388239
pi_flash,kuramoto,pi_oscillator,6.388239
pi_flash,kuramoto,pi_oscillator,6.766656
virtual_flash,kuramoto,camera,6.94982
pi_flash,kuramoto,pi_oscillator,7.261529
virtual_flash,kuramoto,camera,7.689023
pi_flash,kuramoto,pi_oscillator,7.731529
pi_flash,kuramoto,pi_oscillator,8.095336
virtual_flash,kuramoto,camera,8.189891
pi_flash,kuramoto,pi_oscillator,8.583532
virtual_flash,kuramoto,camera,8.675222
pi_flash,kuramoto,pi_oscillator,9.083979
virtual_flash,kuramoto,camera,9.401864
pi_flash,kuramoto,pi_oscillator,9.485307
pi_flash,kuramoto,pi_oscillator,9.862906
virtual_flash,kuramoto,camera,9.996665
virtual_flash,kuramoto,camera,10.416433
pi_flash,kuramoto,pi_oscillator,10.416433
virtual_flash,kuramoto,camera,10.858549
pi_flash,kuramoto,pi_oscillator,10.858549
pi_flash,kuramoto,pi_oscillator,11.269265
virtual_flash,kuramoto,camera,11.829057
pi_flash,kuramoto,pi_oscillator,11.829057
pi_flash,kuramoto,pi_oscillator,12.263375
virtual_flash,kuramoto,camera,12.789144
pi_flash,kuramoto,pi_oscillator,12.789144
virtual_flash,kuramoto,camera,13.232769
pi_flash,kuramoto,pi_oscillator,13.232769
virtual_flash,kuramoto,camera,13.653365
pi_flash,kuramoto,pi_oscillator,13.653365
pi_flash,kuramoto,pi_oscillator,14.075343
virtual_flash,kuramoto,camera,14.168434
virtual_flash,kuramoto,camera,14.529511
pi_flash,kuramoto,pi_oscillator,14.551754
pi_flash,kuramoto,pi_oscillator,14.942671
virtual_flash,kuramoto,camera,15.034156
virtual_flash,kuramoto,camera,15.402742
pi_flash,kuramoto,pi_oscillator,15.425815
pi_flash,kuramoto,pi_oscillator,15.801114
virtual_flash,kuramoto,camera,15.892768
virtual_flash,kuramoto,camera,16.270187
pi_flash,kuramoto,pi_oscillator,16.270187
pi_flash,kuramoto,pi_oscillator,16.684403
virtual_flash,kuramoto,camera,16.775574
virtual_flash,kuramoto,camera,17.145045
pi_flash,kuramoto,pi_oscillator,17.185043
pi_flash,kuramoto,pi_oscillator,17.537556
virtual_flash,kuramoto,camera,17.632083
pi_flash,kuramoto,pi_oscillator,18.020882
virtual_flash,kuramoto,camera,18.141503
pi_flash,kuramoto,pi_oscillator,18.561968
virtual_flash,kuramoto,camera,18.860071
pi_flash,kuramoto,pi_oscillator,18.970472
pi_flash,kuramoto,pi_oscillator,19.30908
virtual_flash,kuramoto,camera,19.428505
pi_flash,kuramoto,pi_oscillator,19.82717
virtual_flash,kuramoto,camera,19.925399
virtual_flash,kuramoto,camera,20.291714
pi_flash,kuramoto,pi_oscillator,20.324382
virtual_flash,kuramoto,camera,20.712927
pi_flash,kuramoto,pi_oscillator,20.712927
pi_flash,kuramoto,pi_oscillator,21.206257
virtual_flash,kuramoto,camera,21.57393
pi_flash,kuramoto,pi_oscillator,21.609312
pi_flash,kuramoto,pi_oscillator,22.005823
virtual_flash,kuramoto,camera,22.125368
virtual_flash,kuramoto,camera,22.55706
pi_flash,kuramoto,pi_oscillator,22.55706
pi_flash,kuramoto,pi_oscillator,23.000085
virtual_flash,kuramoto,camera,23.420016
