event,model,source,t_s
pi_flash,kuramoto,pi_oscillator,23.443287
pi_flash,kuramoto,pi_oscillator,23.87226
virtual_flash,kuramoto,camera,23.995525
virtual_flash,kuramoto,camera,24.417354
pi_flash,kuramoto,pi_oscillator,24.417354
virtual_flash,kuramoto,camera,24.838756
pi_flash,kuramoto,pi_oscillator,24.838756
pi_flash,kuramoto,pi_oscillator,25.240438
virtual_flash,kuramoto,camera,25.329689
virtual_flash,kuramoto,camera,25.704567
pi_flash,kuramoto,pi_oscillator,25.726724
pi_flash,kuramoto,pi_oscillator,26.093435
virtual_flash,kuramoto,camera,26.184255
virtual_flash,kuramoto,camera,26.561905
pi_flash,kuramoto,pi_oscillator,26.582836
pi_flash,kuramoto,pi_oscillator,26.951125
virtual_flash,kuramoto,camera,27.044645
virtual_flash,kuramoto,camera,27.435909
pi_flash,kuramoto,pi_oscillator,27.435909
pi_flash,kuramoto,pi_oscillator,27.825598
virtual_flash,kuramoto,camera,27.921469
virtual_flash,kuramoto,camera,28.306542
pi_flash,kuramoto,pi_oscillator,28.306542
pi_flash,kuramoto,pi_oscillator,28.678536
virtual_flash,kuramoto,camera,28.786125
pi_flash,kuramoto,pi_oscillator,29.165069
virtual_flash,kuramoto,camera,29.255916
virtual_flash,kuramoto,camera,29.616098
pi_flash,kuramoto,pi_oscillator,29.649258
