t,frame_id,roi_intensity,normalized_signal,detected_flash_state,leader_flash_event,detected_flash_time,detection_confidence,roi_x,roi_y,roi_w,roi_h,camera_processing_time_ms
3e-06,1,140.33,0.0,0,0,,0.0,,,,,80.88
0.081142,2,172.67,0.0,0,0,,0.0,,,,,59.72
0.14113,3,174.0,0.0,0,0,,0.0,,,,,59.74
0.201124,4,171.33,0.0,0,0,,0.0,,,,,60.79
0.262188,5,172.33,0.0,0,0,,0.0,,,,,60.48
0.322931,6,140.33,0.0,0,0,,0.0,,,,,66.56
0.389753,7,136.67,0.0,0,0,,0.0,,,,,68.75
0.458767,8,138.33,0.0,0,0,,0.0,,,,,62.09
0.52115,9,139.0,0.0,0,0,,0.0,,,,,60.23
0.581633,10,172.33,0.9863,1,1,0.581633,0.0,,,,,59.43
0.641323,11,174.0,1.0,1,0,,0.0,,,,,60.3
0.701875,12,171.0,0.9192,1,0,,0.0,,,,,60.09
0.762238,13,172.33,0.9602,1,0,,0.0,,,,,61.06
0.823552,14,140.67,0.061,0,0,,0.0,,,,,66.03
0.889844,15,137.0,0.0,0,0,,0.0,,,,,68.5
0.958595,16,138.33,0.0186,0,0,,0.0,,,,,61.27
1.020126,17,138.67,0.0246,0,0,,0.0,,,,,60.57
1.081012,18,171.33,0.9505,1,1,1.081012,0.0,,,,,59.36
1.140692,19,173.33,0.9962,1,0,,0.0,,,,,59.37
1.200313,20,169.0,0.8751,1,0,,0.5928,,,,,60.01
1.260569,21,170.33,0.9143,1,0,,0.6054,,,,,61.41
1.322247,22,139.0,0.0192,0,0,,0.6271,,,,,65.97
1.388465,23,136.0,0.0,0,0,,0.6511,,,,,67.58
1.456288,24,136.67,0.0,0,0,,0.6658,,,,,61.97
1.518503,25,138.33,0.0421,0,0,,0.6777,,,,,60.06
1.578874,26,169.67,0.9079,1,1,1.578874,0.6909,,,,,60.29
1.639443,27,173.33,1.0,1,0,,0.7031,,,,,58.93
1.698612,28,170.0,0.9086,1,0,,0.7075,,,,,59.3
1.758173,29,171.33,0.945,1,0,,0.712,,,,,61.39
1.819817,30,140.67,0.1018,0,0,,0.7255,,,,,66.49
1.886556,31,136.0,0.0,0,0,,0.739,,,,,67.91
1.954716,32,137.67,0.0264,0,0,,0.7502,,,,,62.92
2.017883,33,138.33,0.0437,0,0,,0.7572,,,,,60.31
2.078515,34,165.33,0.7854,1,1,2.078515,0.7652,,,,,58.55
2.137352,35,173.0,0.9946,1,0,,0.7734,,,,,60.0
2.197589,36,170.0,0.9129,1,0,,0.7776,,,,,59.99
2.257821,37,171.33,0.9503,1,0,,0.7821,,,,,61.44
2.319509,38,141.67,0.1317,0,0,,0.7884,,,,,65.9
2.385663,39,136.67,0.0,0,0,,0.7971,,,,,68.42
2.454327,40,138.33,0.0457,0,0,,0.8034,,,,,64.12
2.51872,41,139.67,0.0826,0,0,,0.809,,,,,71.73
2.590822,42,173.0,1.0,1,1,2.590822,0.8027,,,,,75.93
2.667033,43,172.33,0.9815,1,0,,0.8088,,,,,59.64
2.726911,44,170.67,0.9357,1,0,,0.8116,,,,,60.25
2.787407,45,171.67,0.9633,1,0,,0.8148,,,,,63.52
2.851176,46,136.67,0.0,0,0,,0.8129,,,,,67.87
2.919292,47,138.67,0.0551,0,0,,0.8196,,,,,66.5
2.986049,48,138.33,0.0457,0,0,,0.8233,,,,,61.55
3.047942,49,139.33,0.0732,0,0,,0.8258,,,,,58.67
3.106846,50,172.67,0.9909,1,1,3.106846,0.8305,,,,,60.1
3.167234,51,172.33,0.9816,1,0,,0.8341,,,,,59.32
3.226797,52,170.67,0.9367,1,0,,0.8367,,,,,60.11
3.287163,53,172.33,0.9833,1,0,,0.8389,,,,,64.11
3.351518,54,137.33,0.0155,0,0,,0.8435,,,,,68.35
3.420118,55,139.0,0.0609,0,0,,0.8466,,,,,66.42
3.486776,56,138.33,0.0415,0,0,,0.8493,,,,,59.44
3.546456,57,139.0,0.0593,0,0,,0.8512,,,,,60.49
3.607285,58,172.33,0.9878,1,1,3.607285,0.8546,,,,,59.39
3.666961,59,171.0,0.9515,1,0,,0.8582,,,,,60.48
3.72768,60,169.33,0.9056,1,0,,0.861,,,,,58.99
3.786924,61,170.0,0.9251,1,0,,0.8646,,,,,63.56
3.85073,62,136.0,0.0,0,0,,0.8663,,,,,67.83
3.918806,63,137.67,0.026,0,0,,0.8674,,,,,66.67
3.985721,64,137.33,0.0156,0,0,,0.8687,,,,,60.0
