t,follower_phase_rad,follower_frequency_hz,estimated_leader_phase_rad,phase_error_rad,coupling_term,follower_led_state,sync_state,loop_dt_ms,model_update_time_ms,cpu_percent,process_cpu_time_s,memory_rss_mb,cpu_temperature_c
3e-06,0.0,2.3,0.0,0.0,0.0,0,0,0.002,0.011,0.0,0.064,189.28,45.8
0.081142,3.4e-05,2.3,0.0,-3.4e-05,-3.4e-05,0,0,81.14,0.01,0.0,0.1279,189.28,47.4
0.14113,1.172599,2.3,0.0,-1.172599,-0.921761,0,0,59.988,0.011,0.0,0.1929,189.28,46.3
0.201124,1.845975,2.3,0.0,-1.845975,-0.962377,0,0,59.994,0.01,0.0,0.2575,189.28,46.9
0.262188,2.510888,2.3,0.0,-2.510888,-0.589714,0,0,61.064,0.011,0.0,0.3212,189.28,46.9
0.322931,3.267304,2.3,0.0,3.015881,0.125381,0,0,60.743,0.011,0.0,0.3855,189.28,47.4
0.389753,4.17178,2.3,0.0,2.111406,0.857395,0,0,66.822,0.011,0.0,0.45,189.28,46.9
0.458767,5.337972,2.3,0.0,0.945213,0.810622,1,0,69.014,0.012,0.0,0.5149,189.28,47.4
0.52115,0.247938,2.3,0.0,-0.247938,-0.245406,0,0,62.383,0.01,0.0,0.58,189.28,45.8
0.581633,1.095867,2.3,0.0,-1.095867,-0.889325,0,0,60.483,0.01,0.0,0.6438,189.28,47.4
0.641323,1.78167,2.3,0.750083,-1.031587,-0.858115,0,0,59.69,0.01,0.0,0.708,189.28,45.8
0.701875,2.464994,2.3,1.511003,-0.953991,-0.815731,0,0,60.552,0.01,0.0,0.7724,189.28,46.9
0.762238,3.167171,2.3,2.269544,-0.897627,-0.78185,0,0,60.363,0.01,0.0,0.8375,189.28,46.3
0.823552,3.874312,2.3,3.040042,-0.83427,-0.740806,0,0,61.314,0.01,0.0,0.902,189.28,48.0
0.889844,4.601408,2.3,3.873089,-0.72832,-0.665617,0,0,66.292,0.01,0.0,0.9673,189.28,46.3
0.958595,5.404975,2.3,4.737037,-0.667938,-0.619368,0,0,68.751,0.01,0.0,1.0306,189.28,46.9
1.020126,6.249478,2.3,5.510267,-0.739211,-0.673705,1,0,61.532,0.011,0.0,1.0947,189.28,46.9
1.081012,0.710418,2.3,0.0,-0.710418,-0.65215,0,0,60.886,0.009,0.0,1.1593,189.28,46.9
1.140692,1.451323,2.3,0.750893,-0.700429,-0.644546,0,0,59.68,0.01,0.0,1.2223,189.28,47.4
1.200313,2.179144,2.3,1.501047,-0.678097,-0.627312,0,0,59.621,0.01,0.0,1.2856,189.28,48.0
1.260569,2.909846,2.3,2.259189,-0.650657,-0.605709,0,0,60.256,0.01,0.0,1.3496,189.28,46.9
1.322247,3.652884,2.3,3.035217,-0.617667,-0.579135,0,0,61.678,0.01,0.0,1.4134,189.28,46.9
1.388465,4.419188,2.3,3.868374,-0.550814,-0.523381,0,0,66.218,0.01,0.0,1.4781,189.28,47.4
1.456288,5.254828,2.3,4.721728,-0.5331,-0.508205,0,0,67.823,0.01,0.0,1.5417,189.28,48.0
1.518503,6.114327,2.3,5.504509,-0.609818,-0.572718,1,0,62.214,0.01,0.0,1.6054,189.28,48.0
1.578874,0.605512,2.3,0.0,-0.605512,-0.569183,0,0,60.371,0.01,0.0,1.6698,189.28,46.9
1.639443,1.357689,2.3,0.763243,-0.594446,-0.56005,0,0,60.569,0.01,0.0,1.7335,189.28,47.4
1.698612,2.114271,2.3,1.508842,-0.605429,-0.569115,0,0,59.169,0.01,0.0,1.797,189.28,48.5
1.758173,2.851484,2.3,2.259374,-0.59211,-0.558113,0,0,59.561,0.01,0.0,1.8602,189.28,48.0
1.819817,3.595869,2.3,3.03616,-0.559709,-0.53094,0,0,61.644,0.01,0.0,1.9241,189.28,47.4
1.886556,4.372155,2.3,3.87715,-0.495005,-0.475036,0,0,66.739,0.01,0.0,1.9879,189.28,48.0
1.954716,5.225663,2.3,4.736033,-0.48963,-0.470299,0,0,68.159,0.01,0.0,2.052,189.28,46.9
2.017883,6.09846,2.3,5.532014,-0.566446,-0.536636,1,0,63.167,0.011,0.0,2.1179,189.28,46.9
2.078515,0.609485,2.3,0.0,-0.609485,-0.572445,0,0,60.633,0.01,0.0,2.1811,189.28,46.9
2.137352,1.364224,2.3,0.740278,-0.623947,-0.584243,0,0,58.836,0.01,0.0,2.2441,189.28,46.9
2.197589,2.094175,2.3,1.498188,-0.595987,-0.561326,0,0,60.238,0.01,0.0,2.3074,189.28,46.9
2.257821,2.846343,2.3,2.256025,-0.590318,-0.556625,0,0,60.232,0.01,0.0,2.371,189.28,48.0
2.319509,3.59943,2.3,3.032184,-0.567247,-0.537312,0,0,61.688,0.01,0.0,2.4362,189.28,48.0
2.385663,4.374894,2.3,3.864534,-0.51036,-0.488491,0,0,66.154,0.01,0.0,2.5013,189.28,48.0
2.454327,5.217803,2.3,4.728461,-0.489342,-0.470045,0,0,68.664,0.011,0.0,2.567,189.28,46.9
2.51872,6.097121,2.3,5.538658,-0.558463,-0.529883,1,0,64.393,0.012,0.0,2.6462,189.28,47.4
2.590822,0.625082,2.3,0.0,-0.625082,-0.585163,0,0,72.101,0.01,0.0,2.7099,189.28,47.4
2.667033,1.519375,2.3,0.958637,-0.560738,-0.531811,0,0,76.211,0.01,0.0,2.774,189.28,47.4
2.726911,2.478872,2.3,1.71182,-0.767052,-0.694016,0,0,59.878,0.01,0.0,2.8375,189.28,48.5
2.787407,3.198738,2.3,2.47279,-0.725948,-0.663845,0,0,60.497,0.01,0.0,2.9017,189.28,46.9
2.851176,3.932435,2.3,3.274919,-0.657516,-0.611152,0,0,63.769,0.01,0.0,2.9646,189.28,46.9
2.919292,4.717576,2.3,4.131724,-0.585851,-0.552909,0,0,68.116,0.011,0.0,3.0282,189.28,46.9
2.986049,5.57012,2.3,4.971448,-0.598672,-0.563546,1,0,66.758,0.011,0.0,3.0935,189.28,47.4
3.047942,0.119998,2.3,5.749977,-0.653207,-0.607736,0,0,61.893,0.01,0.0,3.1569,189.28,47.4
3.106846,0.882778,2.3,0.0,-0.882778,-0.772506,0,0,58.904,0.01,0.0,3.2205,189.28,46.3
3.167234,1.574756,2.3,0.759405,-0.815351,-0.727966,0,0,60.388,0.01,0.0,3.2838,189.28,49.0
3.226797,2.293584,2.3,1.508435,-0.785149,-0.706931,0,0,59.563,0.01,0.0,3.3469,189.28,46.9
3.287163,3.006977,2.3,2.267557,-0.73942,-0.673859,0,0,60.366,0.01,0.0,3.4115,189.28,47.4
3.351518,3.736968,2.3,3.076846,-0.660122,-0.613213,0,0,64.355,0.01,0.0,3.4766,189.28,46.9
3.420118,4.528862,2.3,3.939521,-0.589341,-0.555813,0,0,68.6,0.01,0.0,3.5411,189.28,47.4
3.486776,5.386775,2.3,4.777765,-0.60901,-0.572055,0,0,66.658,0.01,0.0,3.6044,189.28,47.4
3.546456,6.216603,2.3,5.528258,-0.688345,-0.63526,1,0,59.68,0.011,0.0,3.6691,189.28,48.0
3.607285,0.663174,2.3,0.0,-0.663174,-0.615622,0,0,60.83,0.01,0.0,3.7334,189.28,46.9
3.666961,1.411176,2.3,0.749846,-0.661329,-0.614167,0,0,59.676,0.011,0.0,3.7975,189.28,46.3
3.72768,2.145291,2.3,1.512804,-0.632487,-0.591153,0,0,60.719,0.01,0.0,3.8606,189.28,48.0
3.786924,2.897133,2.3,2.257223,-0.63991,-0.597123,0,0,59.244,0.01,0.0,3.924,189.28,46.3
3.85073,3.629469,2.3,3.058966,-0.570503,-0.540056,0,0,63.806,0.01,0.0,3.9883,189.28,48.5
3.918806,4.430942,2.3,3.914373,-0.516569,-0.493899,0,0,68.077,0.01,0.0,4.054,189.28,48.0
3.985721,5.297059,2.3,4.755184,-0.541875,-0.515743,0,0,66.915,0.01,0.0,4.1177,189.28,48.5
4.04595,6.143281,2.3,5.511975,-0.631306,-0.590199,1,0,60.228,0.011,0.0,4.1813,189.28,48.0
4.106006,0.606062,2.3,0.0,-0.606062,-0.569636,0,0,60.057,0.01,0.0,4.2445,189.28,47.4
4.165667,1.354223,2.3,0.750253,-0.60397,-0.567914,0,0,59.66,0.01,0.0,4.3081,189.28,48.5
4.226139,2.097808,2.3,1.51072,-0.587088,-0.553939,0,0,60.473,0.01,0.0,4.3726,189.28,47.4
4.286621,2.854475,2.3,2.271304,-0.583171,-0.550673,0,0,60.482,0.01,0.0,4.4368,189.28,46.9
4.349972,3.611949,2.3,3.067963,-0.543986,-0.517551,0,0,63.351,0.01,0.0,4.5017,189.28,46.3
4.418187,4.412695,2.3,3.925795,-0.4869,-0.467889,0,0,68.215,0.01,0.0,4.5662,189.28,46.9
4.484968,5.286784,2.3,4.765596,-0.521188,-0.497911,0,0,66.781,0.01,0.0,4.6294,189.28,48.0
4.544583,6.135484,2.3,5.515274,-0.62021,-0.581206,1,0,59.615,0.011,0.0,4.6938,189.28,48.5
4.605182,0.592542,2.3,0.0,-0.592542,-0.558471,0,0,60.598,0.01,0.0,4.7574,189.28,47.4
4.665232,1.34982,2.3,0.75536,-0.59446,-0.560061,0,0,60.051,0.01,0.0,4.821,189.28,48.0
4.724976,2.09992,2.3,1.506864,-0.593056,-0.558898,0,0,59.744,0.01,0.0,4.8841,189.28,46.9
4.785178,2.846435,2.3,2.264119,-0.582316,-0.549959,0,0,60.201,0.01,0.0,4.9473,189.28,48.5
4.848501,3.600546,2.3,3.060643,-0.539903,-0.514053,0,0,63.323,0.01,0.0,5.0122,189.28,46.9
