t_s,event_type
0.965845,follower_flash
1.38106,follower_flash
1.683123,leader_flash
2.044746,follower_flash
2.183621,leader_flash
2.684827,leader_flash
2.744232,follower_flash
3.183584,leader_flash
3.384946,follower_flash
3.685505,leader_flash
3.968819,follower_flash
4.184803,leader_flash
4.548541,follower_flash
4.686982,leader_flash
5.122464,follower_flash
5.187112,leader_flash
5.687558,leader_flash
5.687558,follower_flash
6.186166,leader_flash
6.245658,follower_flash
6.687791,leader_flash
6.747109,follower_flash
7.185562,leader_flash
7.684758,leader_flash
7.810124,follower_flash
8.183613,leader_flash
8.3082,follower_flash
8.684502,leader_flash
8.809464,follower_flash
9.183455,leader_flash
9.30862,follower_flash
9.684284,leader_flash
9.80984,follower_flash
10.18332,leader_flash
10.243806,follower_flash
10.684661,leader_flash
10.744836,follower_flash
11.183414,leader_flash
11.243443,follower_flash
11.685155,leader_flash
11.745212,follower_flash
12.184536,leader_flash
12.243863,follower_flash
12.683733,leader_flash
12.743437,follower_flash
13.184767,leader_flash
13.244617,follower_flash
13.683742,leader_flash
13.743522,follower_flash
14.184756,leader_flash
14.184756,follower_flash
14.684419,leader_flash
14.684419,follower_flash
15.184748,leader_flash
15.184748,follower_flash
15.683858,leader_flash
15.683858,follower_flash
16.183817,leader_flash
16.183817,follower_flash
16.68517,leader_flash
16.68517,follower_flash
17.183654,leader_flash
17.183654,follower_flash
17.684415,leader_flash
17.684415,follower_flash
18.182999,leader_flash
18.182999,follower_flash
18.683482,leader_flash
18.683482,follower_flash
19.184874,leader_flash
19.184874,follower_flash
19.683801,leader_flash
19.683801,follower_flash
20.184291,leader_flash
20.184291,follower_flash
20.683655,leader_flash
20.683655,follower_flash
21.184121,leader_flash
21.184121,follower_flash
21.68515,leader_flash
21.68515,follower_flash
22.183589,leader_flash
22.183589,follower_flash
22.684358,leader_flash
22.684358,follower_flash
23.184557,leader_flash
23.184557,follower_flash
23.684254,leader_flash
23.684254,follower_flash
24.184822,leader_flash
24.184822,follower_flash
24.685112,leader_flash
24.685112,follower_flash
25.184118,leader_flash
25.184118,follower_flash
25.685124,leader_flash
25.685124,follower_flash
26.184047,leader_flash
26.184047,follower_flash
26.685546,leader_flash
26.685546,follower_flash
27.183592,leader_flash
27.183592,follower_flash
27.684035,leader_flash
27.684035,follower_flash
28.18506,leader_flash
28.18506,follower_flash
28.683894,leader_flash
28.683894,follower_flash
29.184656,leader_flash
29.184656,follower_flash
29.685704,leader_flash
29.685704,follower_flash
