t_s,detected_state,leader_flash_event,brightness_used,signal_norm,camera_ms
1.5e-05,0,0,104.33,0.0,965.74
0.965845,0,0,93.67,0.0,81.15
1.047083,0,0,91.67,0.0,64.03
1.111188,0,0,93.67,0.0,74.96
1.186233,0,0,103.67,0.0,60.57
1.246874,0,0,107.0,0.0,62.43
1.309377,0,0,110.0,0.0,71.61
1.38106,0,0,95.33,0.0,79.8
1.460938,0,0,95.33,0.0,80.79
1.541801,0,0,93.33,0.0117,73.15
1.615021,0,0,93.33,0.0,68.03
1.683123,1,1,104.0,0.7961,60.11
1.743377,1,0,106.67,0.9806,63.6
1.807105,1,0,108.33,1.0,76.14
1.883365,0,0,94.67,0.0926,81.3
1.964778,0,0,95.67,0.1632,79.85
2.044746,0,0,93.0,0.0,72.23
2.117104,0,0,93.33,0.007,66.4
2.183621,1,1,104.33,0.7903,59.95
2.243753,1,0,107.33,0.9929,64.9
2.308758,1,0,109.0,1.0,75.93
2.384786,0,0,95.33,0.1342,81.8
2.466694,0,0,96.67,0.2257,93.75
2.560599,0,0,93.0,0.0,62.19
2.622889,0,0,93.67,0.0364,61.84
2.684827,1,1,104.33,0.7613,59.25
2.744232,1,0,107.33,0.9725,65.59
2.809925,1,0,108.67,1.0,76.53
2.886554,0,0,94.0,0.0486,81.09
2.96775,0,0,95.67,0.1575,79.16
3.047016,0,0,92.67,0.0,71.98
3.119099,0,0,92.67,0.0,64.38
3.183584,1,1,104.0,0.727,59.51
3.243239,1,0,107.33,0.9534,65.5
3.308846,1,0,109.0,1.0,76.0
3.384946,0,0,95.33,0.1503,81.88
3.467013,0,0,97.0,0.2586,78.66
3.545838,0,0,93.33,0.0214,72.85
3.618856,0,0,94.33,0.0864,66.49
3.685505,1,1,104.67,0.7596,59.42
3.745129,1,0,108.0,0.9785,65.62
3.810928,1,0,109.67,1.0,75.78
3.886869,0,0,94.67,0.1032,81.79
3.968819,0,0,96.67,0.2308,79.22
4.048214,0,0,93.0,0.0,71.81
4.120202,0,0,93.0,0.0,64.44
4.184803,1,1,104.0,0.7112,59.59
4.2446,1,0,107.33,0.9286,65.0
4.309773,1,0,108.33,0.9956,75.74
4.385686,0,0,94.0,0.0651,82.24
4.4681,0,0,95.33,0.152,80.27
4.548541,0,0,93.0,0.0,72.85
4.621564,0,0,94.0,0.0652,65.24
4.686982,1,1,104.33,0.7391,60.31
4.74751,1,0,107.33,0.9348,65.9
4.813591,1,0,109.33,1.0,75.36
4.889132,0,0,94.67,0.108,81.35
4.970664,0,0,96.33,0.2158,79.77
5.050615,0,0,93.0,0.0,71.67
5.122464,0,0,93.0,0.0,64.41
5.187112,1,1,104.0,0.716,58.96
5.246329,1,0,107.33,0.9348,65.18
