event,model,source,t_s
virtual_flash,eapf_consensus,camera,0.813892
pi_flash,eapf_consensus,pi_oscillator,0.813892
virtual_flash,eapf_consensus,camera,1.255095
pi_flash,eapf_consensus,pi_oscillator,1.66345
virtual_flash,eapf_consensus,camera,1.775153
virtual_flash,eapf_consensus,camera,2.222937
pi_flash,eapf_consensus,pi_oscillator,2.346184
virtual_flash,eapf_consensus,camera,2.760567
pi_flash,eapf_consensus,pi_oscillator,2.90542
virtual_flash,eapf_consensus,camera,3.173627
pi_flash,eapf_consensus,pi_oscillator,3.41959
virtual_flash,eapf_consensus,camera,3.722436
pi_flash,eapf_consensus,pi_oscillator,3.992429
virtual_flash,eapf_consensus,camera,4.257167
pi_flash,eapf_consensus,pi_oscillator,4.521007
virtual_flash,eapf_consensus,camera,4.792525
pi_flash,eapf_consensus,pi_oscillator,5.082266
pi_flash,eapf_consensus,pi_oscillator,5.204131
virtual_flash,eapf_consensus,camera,5.352536
pi_flash,eapf_consensus,pi_oscillator,5.691435
virtual_flash,eapf_consensus,camera,5.794815
pi_flash,eapf_consensus,pi_oscillator,6.200906
virtual_flash,eapf_consensus,camera,6.32315
pi_flash,eapf_consensus,pi_oscillator,6.731033
virtual_flash,eapf_consensus,camera,6.85131
pi_flash,eapf_consensus,pi_oscillator,7.260475
virtual_flash,eapf_consensus,camera,7.392745
pi_flash,eapf_consensus,pi_oscillator,7.811297
virtual_flash,eapf_consensus,camera,7.929046
virtual_flash,eapf_consensus,camera,8.35608
pi_flash,eapf_consensus,pi_oscillator,8.35608
virtual_flash,eapf_consensus,camera,8.888272
pi_flash,eapf_consensus,pi_oscillator,8.888272
virtual_flash,eapf_consensus,camera,9.420388
pi_flash,eapf_consensus,pi_oscillator,9.420388
pi_flash,eapf_consensus,pi_oscillator,9.947546
virtual_flash,eapf_consensus,camera,10.041692
virtual_flash,eapf_consensus,camera,10.500744
pi_flash,eapf_consensus,pi_oscillator,10.500744
pi_flash,eapf_consensus,pi_oscillator,11.011546
virtual_flash,eapf_consensus,camera,11.116348
virtual_flash,eapf_consensus,camera,11.560874
pi_flash,eapf_consensus,pi_oscillator,11.560874
pi_flash,eapf_consensus,pi_oscillator,12.074533
virtual_flash,eapf_consensus,camera,12.179894
virtual_flash,eapf_consensus,camera,12.627339
pi_flash,eapf_consensus,pi_oscillator,12.627339
pi_flash,eapf_consensus,pi_oscillator,13.144284
virtual_flash,eapf_consensus,camera,13.256824
virtual_flash,eapf_consensus,camera,13.618982
pi_flash,eapf_consensus,pi_oscillator,13.704311
virtual_flash,eapf_consensus,camera,14.148759
pi_flash,eapf_consensus,pi_oscillator,14.236043
virtual_flash,eapf_consensus,camera,14.69999
pi_flash,eapf_consensus,pi_oscillator,14.724144
virtual_flash,eapf_consensus,camera,15.22819
virtual_flash,eapf_consensus,camera,15.75924
pi_flash,eapf_consensus,pi_oscillator,15.75924
pi_flash,eapf_consensus,pi_oscillator,16.278127
virtual_flash,eapf_consensus,camera,16.373466
virtual_flash,eapf_consensus,camera,16.837178
pi_flash,eapf_consensus,pi_oscillator,16.837178
virtual_flash,eapf_consensus,camera,17.361042
pi_flash,eapf_consensus,pi_oscillator,17.361042
pi_flash,eapf_consensus,pi_oscillator,17.878782
virtual_flash,eapf_consensus,camera,17.988705
pi_flash,eapf_consensus,pi_oscillator,18.398089
virtual_flash,eapf_consensus,camera,18.516883
pi_flash,eapf_consensus,pi_oscillator,18.953235
virtual_flash,eapf_consensus,camera,19.079277
pi_flash,eapf_consensus,pi_oscillator,19.471683
virtual_flash,eapf_consensus,camera,19.58344
pi_flash,eapf_consensus,pi_oscillator,20.023835
virtual_flash,eapf_consensus,camera,20.130138
pi_flash,eapf_consensus,pi_oscillator,20.541719
virtual_flash,eapf_consensus,camera,20.649889
pi_flash,eapf_consensus,pi_oscillator,21.095071
virtual_flash,eapf_consensus,camera,21.202841
pi_flash,eapf_consensus,pi_oscillator,21.617724
virtual_flash,eapf_consensus,camera,21.727423
pi_flash,eapf_consensus,pi_oscillator,22.173408
virtual_flash,eapf_consensus,camera,22.28178
pi_flash,eapf_consensus,pi_oscillator,22.688433
virtual_flash,eapf_consensus,camera,23.169451
pi_flash,eapf_consensus,pi_oscillator,23.259366
virtual_flash,eapf_consensus,camera,23.705344
pi_flash,eapf_consensus,pi_oscillator,23.751773
virtual_flash,eapf_consensus,camera,24.224191
pi_flash,eapf_consensus,pi_oscillator,24.273497
virtual_flash,eapf_consensus,camera,24.755329
pi_flash,eapf_consensus,pi_oscillator,24.824446
virtual_flash,eapf_consensus,camera,25.301677
pi_flash,eapf_consensus,pi_oscillator,25.345735
virtual_flash,eapf_consensus,camera,25.838611
pi_flash,eapf_consensus,pi_oscillator,25.8623
virtual_flash,eapf_consensus,camera,26.381333
pi_flash,eapf_consensus,pi_oscillator,26.381333
virtual_flash,eapf_consensus,camera,26.901991
pi_flash,eapf_consensus,pi_oscillator,26.940979
virtual_flash,eapf_consensus,camera,27.473198
pi_flash,eapf_consensus,pi_oscillator,27.473198
virtual_flash,eapf_consensus,camera,27.989963
pi_flash,eapf_consensus,pi_oscillator,27.989963
pi_flash,eapf_consensus,pi_oscillator,28.511513
virtual_flash,eapf_consensus,camera,28.624647
virtual_flash,eapf_consensus,camera,29.065135
pi_flash,eapf_consensus,pi_oscillator,29.065135
virtual_flash,eapf_consensus,camera,29.586794
pi_flash,eapf_consensus,pi_oscillator,29.586794
