K,agent_id,applied_kuramoto_correction,coupling_input,dt,effective_period_s,fire_count,flash_count_delta,flash_on,frequency_hz_after,frequency_hz_before,neighbour_period_est,neighbour_phase_est,phase_after,phase_before,phase_delta,phase_delta_unwrapped,pi_flash_events_consumed_this_step,time,warning,wrapped_phase_error
5.0,0,0.157713869,0.955841628,0.033,0.362235553,0,0,0,2.7606346,2.0,0.5,1.95986001,1.25975371,0.687349611,0.572404099,0.572404099,0,0.033231,frequency_step_gt_0.5hz;phase_jump_gt_0.5rad,1.272510399
5.0,0,0.148140499,0.897821206,0.033,0.368396934,0,0,0,2.714463415,2.7606346,0.5,2.37455024,1.822584439,1.25975371,0.562830729,0.562830729,0,0.066782,phase_jump_gt_0.5rad,1.11479653
5.0,0,0.135793476,0.822990761,0.033,0.376659859,0,0,0,2.654915239,2.714463415,0.5,2.78924047,2.373068145,1.822584439,0.550483706,0.550483706,0,0.10039,phase_jump_gt_0.5rad,0.966656031
5.0,0,0.12185468,0.738513214,0.033,0.386445032,0,0,0,2.587690143,2.654915239,0.5,3.203930701,2.909613056,2.373068145,0.536544911,0.536544911,0,0.133532,phase_jump_gt_0.5rad,0.830862556
5.0,0,0.107428375,0.651081061,0.033,0.397122633,0,0,0,2.518113846,2.587690143,0.5,3.618620931,3.431731661,2.909613056,0.522118605,0.522118605,0,0.167097,phase_jump_gt_0.5rad,0.709007875
5.0,0,0.093380989,0.565945386,0.033,0.408102462,0,0,0,2.450365029,2.518113846,0.5,4.033311161,3.93980288,3.431731661,0.508071219,0.508071219,0,0.20045,phase_jump_gt_0.5rad,0.6015795
5.0,0,0.080289696,0.486604216,0.033,0.418896008,0,0,0,2.387227332,2.450365029,0.5,4.448001392,4.434782806,3.93980288,0.494979926,0.494979926,0,0.233982,,0.508198511
5.0,0,0.068469898,0.414969077,0.033,0.429143679,0,0,0,2.3302219,2.387227332,0.5,4.862691622,4.917942934,4.434782806,0.483160128,0.483160128,0,0.267163,,0.427908816
5.0,0,0.058038595,0.351749063,0.033,0.438613226,0,0,0,2.27991301,2.3302219,0.5,5.277381852,5.39067176,4.917942934,0.472728826,0.472728826,0,0.300701,,0.359438918
5.0,0,0.04898152,0.296857696,0.033,0.447180824,0,0,0,2.236231848,2.27991301,0.5,5.692072082,5.85434351,5.39067176,0.46367175,0.46367175,0,0.334228,,0.301400323
5.0,0,0.041208229,0.249746841,0.033,0.454805475,1,1,1,2.198742222,2.236231848,0.5,6.106762313,0.027056662,5.85434351,0.455898459,0.455898459,0,0.367678,,0.252418803
5.0,0,0.034591215,0.209643726,0.033,0.461503847,1,0,0,2.166829176,2.198742222,0.5,0.238267236,0.476338107,0.027056662,0.449281445,0.449281445,0,0.401213,,0.211210574
5.0,0,0.028990918,0.175702535,0.033,0.467329107,1,0,0,2.139819635,2.166829176,0.5,0.652957466,0.920019255,0.476338107,0.443681148,0.443681148,0,0.434313,,0.176619359
5.0,0,0.02427031,0.147092786,0.033,0.472354793,1,0,0,2.11705272,2.139819635,0.5,1.067647696,1.358979795,0.920019255,0.43896054,0.43896054,0,0.467471,,0.147628441
5.0,0,0.020302509,0.123045508,0.033,0.476663393,1,0,0,2.097916504,2.11705272,0.5,1.482337927,1.793972534,1.358979795,0.434992739,0.434992739,0,0.500629,,0.123358131
5.0,0,0.016974095,0.102873303,0.033,0.480338779,1,0,0,2.081863973,2.097916504,0.5,1.897028157,2.22563686,1.793972534,0.431664325,0.431664325,0,0.53427,,0.103055623
5.0,0,0.014185917,0.085975256,0.033,0.483461522,1,0,0,2.068416935,2.081863973,0.5,2.311718387,2.654513007,2.22563686,0.428876147,0.428876147,0,0.567572,,0.086081528
5.0,0,0.011852559,0.071833689,0.033,0.486106249,1,0,0,2.057163433,2.068416935,0.5,2.726408617,3.081055796,2.654513007,0.426542789,0.426542789,0,0.601108,,0.07189561
5.0,0,0.009901152,0.060006981,0.033,0.488340376,1,0,0,2.047752038,2.057163433,0.5,3.141098848,3.505647178,3.081055796,0.424591382,0.424591382,0,0.634684,,0.060043052
5.0,0,-0.008351322,-0.050614071,0.033,0.510276301,1,0,0,1.959722602,2.047752038,0.5,0.41469023,3.911986087,3.505647178,0.406338909,0.406338909,1,0.668169,,-3.090956948
5.0,0,-0.009727216,-0.058952826,0.033,0.512010006,1,0,0,1.953086831,1.959722602,0.5,0.829380461,4.316949101,3.911986087,0.404963014,0.404963014,0,0.701429,,-3.082605626
5.0,0,-0.01132893,-0.068660183,0.033,0.514043155,1,0,0,1.945361963,1.953086831,0.5,1.244070691,4.720310401,4.316949101,0.4033613,0.4033613,0,0.735006,,-3.07287841
5.0,0,-0.013193025,-0.07995773,0.033,0.516429785,1,0,0,1.93637166,1.945361963,0.5,1.658760921,5.121807606,4.720310401,0.401497205,0.401497205,0,0.768529,,-3.06154948
5.0,0,-0.015361694,-0.093101175,0.033,0.519234405,1,0,0,1.925912439,1.93637166,0.5,2.073451151,5.521136142,5.121807606,0.399328536,0.399328536,0,0.801854,,-3.048356454
5.0,0,-0.017883453,-0.108384561,0.033,0.522534207,1,0,0,1.913750307,1.925912439,0.5,2.488141382,5.91794292,5.521136142,0.396806778,0.396806778,0,0.835362,,-3.03299476
5.0,0,-0.020813823,-0.126144384,0.033,0.52642177,2,1,1,1.899617489,1.913750307,0.5,2.902831612,0.02863402,5.91794292,0.393876407,0.393876407,0,0.868901,,-3.015111308
5.0,0,-0.024215917,-0.14676313,0.033,0.531008335,2,0,0,1.883209612,1.899617489,0.5,3.317521842,0.419108333,0.02863402,0.390474314,0.390474314,0,0.90234,,-2.994297485
5.0,0,-0.028160791,-0.170671458,0.033,0.536427744,2,0,0,1.864183969,1.883209612,0.5,3.732212072,0.805637773,0.419108333,0.38652944,0.38652944,0,0.935691,,-2.970081568
5.0,0,-0.032727377,-0.198347737,0.033,0.542841046,2,0,0,1.842159886,1.864183969,0.5,4.146902303,1.187600627,0.805637773,0.381962854,0.381962854,0,0.969225,,-2.941920777
5.0,0,-0.038001635,-0.230312937,0.033,0.550441711,2,0,0,1.816722788,1.842159886,0.5,4.561592533,1.564289222,1.187600627,0.376688596,0.376688596,0,1.002783,,-2.909193401
5.0,0,-0.044074433,-0.267117779,0.033,0.559461083,2,0,0,1.787434426,1.816722788,0.5,4.976282763,1.934905019,1.564289222,0.370615797,0.370615797,0,1.036339,,-2.871191766
