t_s,agent_id,model,phase,frequency_hz,is_firing
0.0,0,kuramoto,0.108681,1.5,0
0.01,0,kuramoto,0.170401,1.5,0
0.02,0,kuramoto,0.231682,1.5,0
0.03,0,kuramoto,0.292808,1.5,0
0.04,0,kuramoto,0.354072,1.5,0
0.05,0,kuramoto,0.415771,1.5,0
0.06,0,kuramoto,0.478196,1.5,0
0.07,0,kuramoto,0.541621,1.5,0
0.08,0,kuramoto,0.606299,1.5,0
0.09,0,kuramoto,0.672455,1.5,0
0.1,0,kuramoto,0.74028,1.5,0
0.11,0,kuramoto,0.80993,1.5,0
0.12,0,kuramoto,0.881524,1.5,0
0.13,0,kuramoto,0.955147,1.5,0
0.14,0,kuramoto,1.030851,1.5,0
0.15,0,kuramoto,1.108658,1.5,0
0.16,0,kuramoto,1.188564,1.5,0
0.17,0,kuramoto,1.270545,1.5,0
0.18,0,kuramoto,1.354557,1.5,0
0.19,0,kuramoto,1.440541,1.5,0
0.2,0,kuramoto,1.528432,1.5,0
0.21,0,kuramoto,1.618153,1.5,0
0.22,0,kuramoto,1.709625,1.5,0
0.23,0,kuramoto,1.802763,1.5,0
0.24,0,kuramoto,1.897485,1.5,0
0.25,0,kuramoto,1.993707,1.5,0
0.26,0,kuramoto,2.091347,1.5,0
0.27,0,kuramoto,2.190326,1.5,0
0.28,0,kuramoto,2.290565,1.5,0
0.29,0,kuramoto,2.391992,1.5,0
0.3,0,kuramoto,2.494537,1.5,0
0.31,0,kuramoto,2.598134,1.5,0
0.32,0,kuramoto,2.702718,1.5,0
0.33,0,kuramoto,2.808232,1.5,0
0.34,0,kuramoto,2.91462,1.5,0
0.35,0,kuramoto,3.021829,1.5,0
0.36,0,kuramoto,3.129811,1.5,0
0.37,0,kuramoto,3.238519,1.5,0
0.38,0,kuramoto,3.347912,1.5,0
0.39,0,kuramoto,3.457948,1.5,0
0.4,0,kuramoto,3.568592,1.5,0
0.41,0,kuramoto,3.679806,1.5,0
0.42,0,kuramoto,3.79156,1.5,0
0.43,0,kuramoto,3.903823,1.5,0
0.44,0,kuramoto,4.016566,1.5,0
0.45,0,kuramoto,4.129762,1.5,0
0.46,0,kuramoto,4.243387,1.5,0
0.47,0,kuramoto,4.357417,1.5,0
0.48,0,kuramoto,4.471832,1.5,0
0.49,0,kuramoto,4.586609,1.5,0
0.5,0,kuramoto,4.701731,1.5,0
0.51,0,kuramoto,4.817179,1.5,0
0.52,0,kuramoto,4.932937,1.5,0
0.53,0,kuramoto,5.048989,1.5,0
0.54,0,kuramoto,5.16532,1.5,0
0.55,0,kuramoto,5.281917,1.5,0
0.56,0,kuramoto,5.398766,1.5,0
0.57,0,kuramoto,5.515855,1.5,0
0.58,0,kuramoto,5.633172,1.5,0
0.59,0,kuramoto,5.750708,1.5,0
0.6,0,kuramoto,5.868451,1.5,0
0.61,0,kuramoto,5.986392,1.5,0
0.62,0,kuramoto,6.104521,1.5,0
0.63,0,kuramoto,6.222831,1.5,0
0.64,0,kuramoto,0.058128,1.5,1
0.65,0,kuramoto,0.176774,1.5,0
0.66,0,kuramoto,0.295578,1.5,0
0.67,0,kuramoto,0.414532,1.5,0
0.68,0,kuramoto,0.533629,1.5,0
0.69,0,kuramoto,0.652865,1.5,0
0.7,0,kuramoto,0.772232,1.5,0
0.71,0,kuramoto,0.891726,1.5,0
0.72,0,kuramoto,1.011341,1.5,0
0.73,0,kuramoto,1.131072,1.5,0
0.74,0,kuramoto,1.250914,1.5,0
0.75,0,kuramoto,1.370863,1.5,0
0.76,0,kuramoto,1.490915,1.5,0
0.77,0,kuramoto,1.611065,1.5,0
0.78,0,kuramoto,1.731309,1.5,0
0.79,0,kuramoto,1.851645,1.5,0
0.8,0,kuramoto,1.972068,1.5,0
0.81,0,kuramoto,2.092575,1.5,0
0.82,0,kuramoto,2.213163,1.5,0
0.83,0,kuramoto,2.333829,1.5,0
0.84,0,kuramoto,2.454569,1.5,0
0.85,0,kuramoto,2.575382,1.5,0
0.86,0,kuramoto,2.696263,1.5,0
0.87,0,kuramoto,2.817212,1.5,0
0.88,0,kuramoto,2.938225,1.5,0
0.89,0,kuramoto,3.0593,1.5,0
0.9,0,kuramoto,3.180435,1.5,0
0.91,0,kuramoto,3.301628,1.5,0
0.92,0,kuramoto,3.422876,1.5,0
0.93,0,kuramoto,3.544178,1.5,0
0.94,0,kuramoto,3.665532,1.5,0
0.95,0,kuramoto,3.786936,1.5,0
0.96,0,kuramoto,3.908388,1.5,0
0.97,0,kuramoto,4.029886,1.5,0
0.98,0,kuramoto,4.15143,1.5,0
0.99,0,kuramoto,4.273017,1.5,0
1.0,0,kuramoto,4.394645,1.5,0
1.01,0,kuramoto,4.516315,1.5,0
1.02,0,kuramoto,4.638024,1.5,0
1.03,0,kuramoto,4.75977,1.5,0
1.04,0,kuramoto,4.881553,1.5,0
1.05,0,kuramoto,5.003372,1.5,0
1.06,0,kuramoto,5.125225,1.5,0
1.07,0,kuramoto,5.247111,1.5,0
1.08,0,kuramoto,5.369029,1.5,0
1.09,0,kuramoto,5.490978,1.5,0
1.1,0,kuramoto,5.612957,1.5,0
1.11,0,kuramoto,5.734965,1.5,0
1.12,0,kuramoto,5.857002,1.5,0
1.13,0,kuramoto,5.979065,1.5,0
1.14,0,kuramoto,6.101155,1.5,0
1.15,0,kuramoto,6.223271,1.5,0
1.16,0,kuramoto,0.062225,1.5,1
1.17,0,kuramoto,0.18439,1.5,0
1.18,0,kuramoto,0.306577,1.5,0
1.19,0,kuramoto,0.428787,1.5,0
1.2,0,kuramoto,0.551018,1.5,0
1.21,0,kuramoto,0.673271,1.5,0
1.22,0,kuramoto,0.795544,1.5,0
1.23,0,kuramoto,0.917837,1.5,0
