t_s,phase_rad,frequency_hz,phase_error_rad,follower_flash,loop_dt_ms
1.5e-05,0.00017,1.8,0.0,0,0.015
1.017709,5.226828,1.8,0.0,1,1017.694
1.107102,6.237847,1.8,0.0,0,89.394
1.195486,0.95426,1.8,0.0,1,88.384
1.277741,1.884544,1.8,0.0,0,82.255
1.359117,2.804882,1.8,0.0,0,81.376
1.440549,3.725852,1.8,0.0,0,81.432
1.523217,4.660811,1.8,0.0,0,82.669
1.605441,5.590735,1.8,0.0,0,82.223
1.686653,0.226037,1.8,0.0,1,81.212
1.768563,1.152418,1.8,0.0,0,81.91
1.850521,2.07934,1.8,0.0,0,81.958
1.931296,2.992892,1.8,0.0,0,80.776
2.013556,3.923225,1.8,0.0,0,82.259
2.095855,4.854009,1.8,0.0,0,82.299
2.17708,5.772638,1.8,0.0,0,81.225
2.25998,0.427025,1.8,0.0,1,82.9
2.341435,1.34827,1.8,0.0,0,81.456
2.422676,2.267082,1.8,0.0,0,81.241
2.522508,3.396154,1.8,0.0,0,99.832
2.590092,4.160513,1.8,0.0,0,67.584
2.6682,5.043893,1.8,0.0,0,78.108
2.750319,5.972628,1.8,0.0,0,82.118
2.832123,0.614629,1.8,0.0,1,81.804
2.914067,1.541395,1.8,0.0,0,81.944
2.996074,2.46887,1.8,0.0,0,82.007
3.079332,3.4105,1.8,0.0,0,83.258
3.163347,4.360681,1.8,0.0,0,84.014
3.246638,5.302682,1.8,0.0,0,83.291
3.330916,6.255848,1.8,0.0,0,84.278
3.421537,0.997667,1.8,0.027338,1,90.621
3.518323,2.092487,1.8,0.027228,0,96.786
3.613667,3.171069,1.8,0.027032,0,95.344
3.678965,3.909894,1.8,0.026767,0,65.298
3.736823,4.564611,1.8,0.026448,0,57.858
3.809825,5.390643,1.8,0.026086,0,73.002
3.88864,6.282433,1.8,0.025693,0,78.815
3.979764,1.030275,1.8,0.025276,1,91.124
4.073954,2.095979,1.8,0.024841,0,94.189
4.139896,2.842226,1.8,0.024393,0,65.943
4.201685,3.541506,1.8,0.023938,0,61.789
4.27479,4.368765,1.8,0.023478,0,73.105
4.345697,5.171161,1.8,0.023016,0,70.907
4.429456,6.118908,1.8,0.022554,0,83.759
4.519911,0.859207,1.8,0.022094,1,90.456
4.607579,1.851159,1.8,0.021638,0,87.668
4.66877,2.543661,1.8,0.021187,0,61.191
4.758436,3.558198,1.8,0.020741,0,89.666
4.825812,4.320634,1.8,0.020301,0,67.376
4.907317,5.242861,1.8,0.019868,0,81.505
4.993985,6.223468,1.8,0.019443,0,86.668
5.080506,0.919231,1.8,0.019024,1,86.522
5.142043,1.615598,1.8,0.018613,0,61.537
5.23167,2.629643,1.8,0.01821,0,89.626
5.295505,3.351992,1.8,0.017815,0,63.835
5.365103,4.139503,1.8,0.017427,0,69.598
5.445613,5.050423,1.8,0.017048,0,80.51
5.532136,6.029341,1.8,0.016676,0,86.523
5.614838,0.681851,1.8,0.016311,1,82.702
5.690315,1.535828,1.8,0.015955,0,75.477
5.756994,2.29029,1.8,0.015606,0,66.679
5.820833,3.012629,1.8,0.015264,0,63.839
5.892221,3.820329,1.8,0.014929,0,71.387
5.974389,4.749948,1.8,0.014602,0,82.168
6.059995,5.718451,1.8,0.014282,0,85.607
6.122191,0.138983,1.8,0.013969,1,62.195
6.212138,1.156567,1.8,0.013662,0,89.948
6.277419,1.895165,1.8,0.013362,0,65.28
6.344731,2.656731,1.8,0.013069,0,67.312
6.421099,3.520715,1.8,0.012782,0,76.368
6.505428,4.474726,1.8,0.012501,0,84.329
6.588484,5.414337,1.8,0.012227,0,83.056
6.663327,6.261053,1.8,0.011958,0,74.843
6.729734,0.729169,1.8,0.011695,1,66.407
6.791249,1.425142,1.8,0.011439,0,61.515
6.859304,2.195072,1.8,0.011187,0,68.055
6.939306,3.100113,1.8,0.010941,0,80.002
7.025569,4.07596,1.8,0.010701,0,86.263
7.109527,5.025735,1.8,0.010466,0,83.958
