t_s,event_type
1.017709,follower_flash
1.195486,follower_flash
1.686653,follower_flash
2.25998,follower_flash
2.832123,follower_flash
3.421537,leader_flash
3.421537,follower_flash
3.979764,follower_flash
4.519911,follower_flash
5.080506,follower_flash
5.614838,follower_flash
6.122191,follower_flash
6.729734,follower_flash
7.25408,follower_flash
7.782291,follower_flash
8.310252,leader_flash
8.380738,follower_flash
8.7606,leader_flash
8.982246,follower_flash
9.219364,leader_flash
9.60441,follower_flash
9.680052,leader_flash
10.208765,leader_flash
10.208765,follower_flash
10.728985,leader_flash
10.859895,follower_flash
11.185277,leader_flash
11.393802,follower_flash
11.715345,leader_flash
12.013295,follower_flash
12.172698,leader_flash
12.539713,follower_flash
12.728085,leader_flash
13.10521,follower_flash
13.179987,leader_flash
13.61698,follower_flash
13.690501,leader_flash
14.192122,leader_flash
14.192122,follower_flash
14.646011,leader_flash
14.73479,follower_flash
15.197781,leader_flash
15.197781,follower_flash
15.655492,leader_flash
15.742958,follower_flash
16.201596,leader_flash
16.201596,follower_flash
16.713591,leader_flash
16.713591,follower_flash
17.17416,leader_flash
17.246218,follower_flash
17.692238,leader_flash
17.692238,follower_flash
18.236824,follower_flash
18.700628,follower_flash
18.831248,leader_flash
19.143185,leader_flash
19.233903,follower_flash
19.667157,leader_flash
19.736902,follower_flash
20.166841,leader_flash
20.236531,follower_flash
20.666952,leader_flash
20.736447,follower_flash
21.167583,leader_flash
21.237343,follower_flash
21.66934,leader_flash
21.738746,follower_flash
22.169532,leader_flash
22.237861,follower_flash
22.667847,leader_flash
22.736076,follower_flash
23.163834,leader_flash
23.233219,follower_flash
23.69212,leader_flash
23.69212,follower_flash
24.220523,follower_flash
24.28602,leader_flash
24.666189,leader_flash
24.751949,follower_flash
25.188382,leader_flash
25.188382,follower_flash
25.693782,leader_flash
25.693782,follower_flash
26.194839,leader_flash
26.194839,follower_flash
26.729736,follower_flash
26.795028,leader_flash
27.193888,leader_flash
27.193888,follower_flash
27.727081,leader_flash
27.727081,follower_flash
28.192397,leader_flash
28.192397,follower_flash
28.725112,leader_flash
28.725112,follower_flash
29.192219,leader_flash
29.192219,follower_flash
29.724622,leader_flash
29.724622,follower_flash
