t_s,detected_state,leader_flash_event,brightness_used,signal_norm,camera_ms
1.5e-05,0,0,39.0,0.0,1017.6
1.017709,0,0,39.33,0.0,89.3
1.107102,0,0,39.33,0.0,88.31
1.195486,0,0,39.0,0.0,82.17
1.277741,0,0,39.0,0.0,81.3
1.359117,0,0,39.0,0.0,81.36
1.440549,0,0,39.0,0.0,82.6
1.523217,0,0,39.0,0.0,82.15
1.605441,0,0,39.0,0.0,81.14
1.686653,0,0,39.0,0.0,81.84
1.768563,0,0,39.33,0.0,81.89
1.850521,0,0,39.33,0.0,80.7
1.931296,0,0,39.33,0.0,82.19
2.013556,0,0,39.33,0.0,82.23
2.095855,0,0,39.33,0.0,81.15
2.17708,0,0,39.33,0.0,82.83
2.25998,0,0,39.33,0.0,81.38
2.341435,0,0,39.33,0.0,81.17
2.422676,0,0,39.67,0.0,99.75
2.522508,0,0,39.67,0.0,67.52
2.590092,0,0,40.0,0.0,78.04
2.6682,0,0,40.67,0.0,82.05
2.750319,0,0,41.67,0.0,81.73
2.832123,0,0,42.33,0.0,81.85
2.914067,0,0,42.67,0.0,81.92
2.996074,0,0,43.0,0.0,83.17
3.079332,0,0,43.33,0.0,83.93
3.163347,0,0,86.67,0.0,83.21
3.246638,0,0,132.67,0.0,84.2
3.330916,0,0,134.33,0.0,90.54
3.421537,1,1,113.67,1.0,96.59
3.518323,1,0,114.67,1.0,95.17
3.613667,1,0,106.67,0.9236,65.14
3.678965,1,0,128.33,1.0,57.69
3.736823,1,0,126.67,1.0,72.81
3.809825,1,0,129.67,1.0,78.64
3.88864,1,0,108.33,0.7849,90.96
3.979764,1,0,108.0,0.7826,93.98
4.073954,1,0,107.67,0.7803,65.77
4.139896,1,0,102.67,0.7249,61.62
4.201685,1,0,123.67,0.9658,72.92
4.27479,1,0,122.0,0.95,70.73
4.345697,1,0,123.33,0.9685,83.59
4.429456,1,0,101.67,0.7223,90.29
4.519911,1,0,102.67,0.7363,87.49
4.607579,1,0,98.0,0.6847,61.01
4.66877,1,0,115.67,0.8929,89.49
4.758436,1,0,115.67,0.896,67.18
4.825812,1,0,116.0,0.903,81.33
4.907317,1,0,99.33,0.71,86.49
4.993985,1,0,99.0,0.7086,86.35
5.080506,1,0,96.33,0.6771,61.35
5.142043,1,0,112.0,0.8625,89.43
5.23167,1,0,110.33,0.8431,63.65
5.295505,1,0,114.0,0.8869,69.41
5.365103,1,0,114.0,0.8872,80.32
5.445613,1,0,96.67,0.6825,86.34
