t_s,agent_id,event_type,model
0.07,2,agent_flash,eapf
0.25,0,agent_flash,eapf
0.26,1,agent_flash,eapf
0.61,2,agent_flash,eapf
0.76,1,agent_flash,eapf
0.91,0,agent_flash,eapf
1.05,2,agent_flash,eapf
1.31,1,agent_flash,eapf
1.44,2,agent_flash,eapf
1.58,0,agent_flash,eapf
1.75,1,agent_flash,eapf
1.87,2,agent_flash,eapf
2.24,1,agent_flash,eapf
2.25,0,agent_flash,eapf
2.28,2,agent_flash,eapf
2.71,2,agent_flash,eapf
2.74,1,agent_flash,eapf
2.91,0,agent_flash,eapf
3.22,2,agent_flash,eapf
3.3,1,agent_flash,eapf
3.58,0,agent_flash,eapf
3.66,2,agent_flash,eapf
3.73,1,agent_flash,eapf
4.13,2,agent_flash,eapf
4.23,1,agent_flash,eapf
4.25,0,agent_flash,eapf
4.64,2,agent_flash,eapf
4.73,1,agent_flash,eapf
4.91,0,agent_flash,eapf
5.06,2,agent_flash,eapf
5.29,1,agent_flash,eapf
5.44,2,agent_flash,eapf
5.58,0,agent_flash,eapf
5.73,1,agent_flash,eapf
5.87,2,agent_flash,eapf
6.22,1,agent_flash,eapf
6.25,0,agent_flash,eapf
6.27,2,agent_flash,eapf
6.71,2,agent_flash,eapf
6.73,1,agent_flash,eapf
6.91,0,agent_flash,eapf
7.22,2,agent_flash,eapf
7.29,1,agent_flash,eapf
7.58,0,agent_flash,eapf
7.65,2,agent_flash,eapf
7.73,1,agent_flash,eapf
8.12,2,agent_flash,eapf
8.22,1,agent_flash,eapf
8.25,0,agent_flash,eapf
8.64,2,agent_flash,eapf
8.73,1,agent_flash,eapf
8.91,0,agent_flash,eapf
9.06,2,agent_flash,eapf
9.29,1,agent_flash,eapf
9.44,2,agent_flash,eapf
9.58,0,agent_flash,eapf
9.73,1,agent_flash,eapf
9.87,2,agent_flash,eapf
10.22,1,agent_flash,eapf
10.25,0,agent_flash,eapf
10.27,2,agent_flash,eapf
10.71,2,agent_flash,eapf
10.73,1,agent_flash,eapf
10.91,0,agent_flash,eapf
11.22,2,agent_flash,eapf
11.29,1,agent_flash,eapf
11.58,0,agent_flash,eapf
11.66,2,agent_flash,eapf
11.73,1,agent_flash,eapf
12.12,2,agent_flash,eapf
12.23,1,agent_flash,eapf
12.25,0,agent_flash,eapf
12.64,2,agent_flash,eapf
12.73,1,agent_flash,eapf
12.91,0,agent_flash,eapf
13.06,2,agent_flash,eapf
13.29,1,agent_flash,eapf
13.44,2,agent_flash,eapf
13.58,0,agent_flash,eapf
13.73,1,agent_flash,eapf
13.87,2,agent_flash,eapf
14.23,1,agent_flash,eapf
14.25,0,agent_flash,eapf
14.28,2,agent_flash,eapf
14.71,2,agent_flash,eapf
14.73,1,agent_flash,eapf
