brightness,camera_processing_time_ms,signal_norm,state,t_s,virtual_event
198.0,323.898,0.0,0,0.076021,0
141.0,57.142,0.0,0,0.409635,0
127.0,66.684,0.0,0,0.466812,0
137.0,66.761,0.0,0,0.533532,0
169.0,33.731,0.0,0,0.600329,0
163.0,43.875,0.0,0,0.709298,0
174.0,49.901,0.0,0,0.753207,0
167.0,49.736,0.0,0,0.803174,0
171.0,55.115,0.0,0,0.852945,0
171.0,54.623,0.8663,1,0.908105,1
172.0,44.46,0.9459,1,0.962776,0
173.0,46.537,0.9753,1,1.007273,0
172.0,50.49,0.95,1,1.053844,0
172.0,49.914,0.9521,1,1.104371,0
145.0,38.376,0.1829,0,1.165577,0
169.0,49.821,0.8696,1,1.203988,0
143.0,50.439,0.1059,0,1.253845,0
171.0,50.083,0.9313,1,1.304319,1
174.0,49.837,1.0,1,1.354505,0
174.0,50.54,1.0,1,1.404377,0
173.0,49.73,0.9697,1,1.454952,0
172.0,31.233,0.939,1,1.573531,0
152.0,49.329,0.3252,0,1.6048,0
166.0,50.303,0.7531,1,1.654165,0
147.0,49.725,0.1615,0,1.704503,0
172.0,50.931,0.9375,1,1.754264,1
174.0,49.673,1.0,1,1.805274,0
175.0,50.174,1.0,1,1.854982,0
173.0,50.16,0.9682,1,1.905192,0
172.0,49.92,0.9359,1,1.955385,0
163.0,49.866,0.6452,1,2.005339,0
168.0,49.724,0.8052,1,2.05524,0
165.0,50.172,0.7059,1,2.104998,0
164.0,31.643,0.6711,1,2.173194,0
182.0,50.05,1.0,1,2.204874,0
191.0,49.899,1.0,1,2.254959,0
160.0,46.208,0.5232,1,2.376053,0
153.0,65.192,0.2876,0,2.422301,0
148.0,66.905,0.1149,0,2.487529,0
152.0,48.414,0.2457,0,2.554469,0
191.0,44.137,1.0,1,2.602919,1
190.0,40.929,1.0,1,2.647163,0
190.0,50.042,1.0,1,2.688127,0
194.0,54.384,1.0,1,2.738204,0
195.0,60.488,1.0,1,2.792622,0
196.0,64.771,1.0,1,2.853145,0
196.0,66.511,1.0,1,2.917951,0
201.0,66.462,1.0,1,2.984497,0
200.0,66.44,1.0,1,3.050995,0
142.0,67.375,0.0,0,3.11747,0
192.0,45.491,0.94,1,3.47867,1
194.0,62.128,0.9819,1,3.524238,0
196.0,65.783,1.0,1,3.586402,0
198.0,66.697,1.0,1,3.652222,0
170.0,66.981,0.4821,1,3.718955,0
139.0,66.647,0.0,0,3.785972,0
137.0,67.244,0.0,0,3.852654,0
141.0,66.373,0.0,0,3.919933,0
162.0,49.582,0.3727,0,3.986341,0
192.0,50.201,0.9261,1,4.035958,1
191.0,47.034,0.9074,1,4.086238,0
193.0,50.83,0.9461,1,4.20348,0
166.0,60.295,0.444,1,4.260945,0
144.0,67.008,0.0318,0,4.321274,0
139.0,66.451,0.0,0,4.388318,0
144.0,67.167,0.0463,0,4.454807,0
166.0,49.763,0.4535,0,4.522009,0
191.0,48.094,0.9198,1,4.571807,1
190.0,44.937,0.9026,1,4.619979,0
192.0,58.625,0.9417,1,4.664952,0
194.0,47.958,0.9811,1,4.804921,0
