agent_id,drop_reason,dropped,event_type,frequency_hz,injected_delay_s,kept_for_p0,normalized_signal,phase_rad,raw_brightness,roi_id,source_t_s,t_s
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,3.2577,3.2577
V0,,0,pi_detected_virtual_flash,,0.0,1,0.9818,,74.0,0,,3.36787
V1,,0,pi_detected_virtual_flash,,0.0,1,0.8611,,102.0,1,,3.36787
P0,,,pi_flash,1.990339,,,,0.040311,,,,3.757768
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,3.757768,3.757768
V0,,0,pi_detected_virtual_flash,,0.0,1,0.7455,,61.0,0,,3.862521
V1,,0,pi_detected_virtual_flash,,0.0,1,0.8287,,98.0,1,,3.862521
P0,,,pi_flash,1.990708,,,,0.002041,,,,4.258133
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,4.258133,4.258133
V0,,0,pi_detected_virtual_flash,,0.0,1,0.9815,,74.0,0,,4.363268
V1,,0,pi_detected_virtual_flash,,0.0,1,0.8037,,95.0,1,,4.363268
P0,,,pi_flash,1.991404,,,,0.395421,,,,4.791917
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,4.791917,4.791917
V0,,0,pi_detected_virtual_flash,,0.0,1,0.963,,73.0,0,,4.895983
V1,,0,pi_detected_virtual_flash,,0.0,1,0.8435,,99.0,1,,4.895983
P0,,,pi_flash,1.990845,,,,0.300967,,,,5.292172
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,5.292172,5.292172
V0,,0,pi_detected_virtual_flash,,0.0,1,0.9908,,74.0,0,,5.398774
V1,,0,pi_detected_virtual_flash,,0.0,1,0.9159,,107.0,1,,5.398774
P0,,,pi_flash,1.98964,,,,0.200195,,,,5.792716
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,5.792716,5.792716
V0,,0,pi_detected_virtual_flash,,0.0,1,0.963,,72.0,0,,5.912421
V1,,0,pi_detected_virtual_flash,,0.0,1,0.9624,,112.0,1,,5.912421
P0,,,pi_flash,1.98759,,,,0.119854,,,,6.292992
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,6.292992,6.292992
V0,,0,pi_detected_virtual_flash,,0.0,1,0.9571,,72.0,0,,6.459737
V1,,0,pi_detected_virtual_flash,,0.0,1,0.9717,,113.0,1,,6.459737
P0,,,pi_flash,1.983391,,,,0.164,,,,6.826537
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,6.826537,6.826537
V0,,0,pi_detected_virtual_flash,,0.0,1,0.8545,,67.0,0,,6.993334
V1,,0,pi_detected_virtual_flash,,0.0,1,0.8879,,105.0,1,,6.993334
P0,,,pi_flash,1.97278,,,,0.090746,,,,7.360396
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,7.360396,7.360396
V0,,0,pi_detected_virtual_flash,,0.0,1,1.0,,75.0,0,,7.635117
V1,,0,pi_detected_virtual_flash,,0.0,1,0.8585,,101.0,1,,7.635117
P0,,,pi_flash,1.958946,,,,0.099972,,,,7.893988
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,7.893988,7.893988
V0,,0,pi_detected_virtual_flash,,0.0,1,0.8346,,66.0,0,,8.149587
V1,,0,pi_detected_virtual_flash,,0.0,1,0.7075,,85.0,1,,8.149587
P0,,,pi_flash,1.946492,,,,0.086306,,,,8.427927
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,8.427927,8.427927
V0,,0,pi_detected_virtual_flash,,0.0,1,0.9259,,71.0,0,,8.642804
V1,,0,pi_detected_virtual_flash,,0.0,1,0.7642,,91.0,1,,8.642804
P0,,,pi_flash,1.937886,,,,0.205942,,,,8.961304
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,8.961304,8.961304
V0,,0,pi_detected_virtual_flash,,0.0,1,0.8148,,65.0,0,,9.163681
V1,,0,pi_detected_virtual_flash,,0.0,1,0.8585,,101.0,1,,9.163681
P0,,,pi_flash,1.928297,,,,0.06834,,,,9.495107
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,9.495107,9.495107
V0,,0,pi_detected_virtual_flash,,0.0,1,0.8333,,66.0,0,,9.733668
V1,,0,pi_detected_virtual_flash,,0.0,1,0.7075,,85.0,1,,9.733668
P0,,,pi_flash,1.922658,,,,0.105168,,,,10.028845
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,10.028845,10.028845
V1,,0,pi_detected_virtual_flash,,0.0,1,0.781,,92.0,1,,10.143813
V0,,0,pi_detected_virtual_flash,,0.0,1,0.9815,,74.0,0,,10.262576
P0,,,pi_flash,1.919616,,,,0.073972,,,,10.562427
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,10.562427,10.562427
V1,,0,pi_detected_virtual_flash,,0.0,1,0.6749,,81.0,1,,10.663816
V0,,0,pi_detected_virtual_flash,,0.0,1,0.963,,73.0,0,,10.796044
P0,,,pi_flash,1.919331,,,,0.295141,,,,11.129462
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,11.129462,11.129462
V0,,0,pi_detected_virtual_flash,,0.0,1,0.7963,,64.0,0,,11.329611
V1,,0,pi_detected_virtual_flash,,0.0,1,0.87,,103.0,1,,11.329611
P0,,,pi_flash,1.917158,,,,0.038207,,,,11.663018
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,11.663018,11.663018
V0,,0,pi_detected_virtual_flash,,0.0,1,0.6981,,58.0,0,,11.863197
V1,,0,pi_detected_virtual_flash,,0.0,1,0.8252,,95.0,1,,11.863197
P0,,,pi_flash,1.910955,,,,0.054181,,,,12.230111
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,12.230111,12.230111
V1,,0,pi_detected_virtual_flash,,0.0,1,0.7379,,86.0,1,,12.39711
V0,,0,pi_detected_virtual_flash,,0.0,1,0.8654,,66.0,0,,12.430402
P0,,,pi_flash,1.902877,,,,0.139333,,,,12.797361
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,12.797361,12.797361
V0,,0,pi_detected_virtual_flash,,0.0,1,0.9423,,70.0,0,,12.963635
V1,,0,pi_detected_virtual_flash,,0.0,1,0.796,,90.0,1,,12.963635
P0,,,pi_flash,1.894755,,,,0.369771,,,,13.383507
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,13.383507,13.383507
V0,,0,pi_detected_virtual_flash,,0.0,1,0.8654,,66.0,0,,13.498885
V1,,0,pi_detected_virtual_flash,,0.0,1,0.8782,,98.0,1,,13.498885
P0,,,pi_flash,1.889265,,,,0.030185,,,,13.898084
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,13.898084,13.898084
V0,,0,pi_detected_virtual_flash,,0.0,1,0.8654,,66.0,0,,14.046117
V1,,0,pi_detected_virtual_flash,,0.0,1,0.8809,,98.0,1,,14.046117
P0,,,pi_flash,1.881998,,,,0.4043,,,,14.482757
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,14.482757,14.482757
V0,,0,pi_detected_virtual_flash,,0.0,1,0.8462,,65.0,0,,14.578158
V1,,0,pi_detected_virtual_flash,,0.0,1,0.8277,,96.0,1,,14.578158
P0,,,pi_flash,1.878224,,,,0.060581,,,,14.998525
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,14.998525,14.998525
V1,,0,pi_detected_virtual_flash,,0.0,1,0.7757,,93.0,1,,15.100806
V0,,0,pi_detected_virtual_flash,,0.0,1,1.0,,74.0,0,,15.138881
P0,,,pi_flash,1.87384,,,,0.310545,,,,15.566047
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,15.566047,15.566047
V0,,0,pi_detected_virtual_flash,,0.0,1,0.9057,,68.0,0,,15.766084
V1,,0,pi_detected_virtual_flash,,0.0,1,0.8692,,103.0,1,,15.766084
P0,,,pi_flash,1.868135,,,,0.272523,,,,16.132938
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,16.132938,16.132938
V0,,0,pi_detected_virtual_flash,,0.0,1,0.75,,60.0,0,,16.299553
V1,,0,pi_detected_virtual_flash,,0.0,1,0.8381,,98.0,1,,16.299553
P0,,,pi_flash,1.864608,,,,0.136585,,,,16.699628
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,16.699628,16.699628
V0,,0,pi_detected_virtual_flash,,0.0,1,0.7282,,59.0,0,,16.833073
V1,,0,pi_detected_virtual_flash,,0.0,1,0.7048,,84.0,1,,16.833073
P0,,,pi_flash,1.86366,,,,0.093174,,,,17.266815
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,17.266815,17.266815
V0,,0,pi_detected_virtual_flash,,0.0,1,0.922,,69.0,0,,17.500271
V1,,0,pi_detected_virtual_flash,,0.0,1,0.8019,,95.0,1,,17.500271
P0,,,pi_flash,1.861492,,,,0.42027,,,,17.877018
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,17.877018,17.877018
V0,,0,pi_detected_virtual_flash,,0.0,1,0.7656,,61.0,0,,18.03407
V1,,0,pi_detected_virtual_flash,,0.0,1,0.8491,,100.0,1,,18.03407
P0,,,pi_flash,1.858528,,,,0.120788,,,,18.434168
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,18.434168,18.434168
V0,,0,pi_detected_virtual_flash,,0.0,1,0.7652,,61.0,0,,18.573994
V1,,0,pi_detected_virtual_flash,,0.0,1,0.717,,86.0,1,,18.573994
P0,,,pi_flash,1.858525,,,,0.326687,,,,19.021154
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,19.021154,19.021154
V0,,0,pi_detected_virtual_flash,,0.0,1,0.9237,,69.0,0,,19.234572
V1,,0,pi_detected_virtual_flash,,0.0,1,0.7331,,88.0,1,,19.234572
P0,,,pi_flash,1.8595,,,,6.257446,,,,19.568397
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,19.568397,19.568397
P0,,,pi_flash,1.859568,,,,1.158643,,,,19.673327
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,19.673327,19.673327
V0,,0,pi_detected_virtual_flash,,0.0,1,0.9412,,70.0,0,,19.777225
V1,,0,pi_detected_virtual_flash,,0.0,1,0.8571,,100.0,1,,19.777225
P0,,,pi_flash,1.857678,,,,0.44609,,,,20.179931
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,20.179931,20.179931
V0,,0,pi_detected_virtual_flash,,0.0,1,0.7,,57.0,0,,20.402272
V1,,0,pi_detected_virtual_flash,,0.0,1,0.844,,89.0,1,,20.402272
P0,,,pi_flash,1.835844,,,,0.087814,,,,20.735874
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,20.735874,20.735874
V1,,0,pi_detected_virtual_flash,,0.0,1,0.6631,,72.0,1,,20.935886
V0,,0,pi_detected_virtual_flash,,0.0,1,0.86,,65.0,0,,20.969232
P0,,,pi_flash,1.818993,,,,0.114168,,,,21.346232
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,21.346232,21.346232
V0,,0,pi_detected_virtual_flash,,0.0,1,0.98,,71.0,0,,21.503171
V1,,0,pi_detected_virtual_flash,,0.0,1,0.8779,,92.0,1,,21.503171
P0,,,pi_flash,1.815783,,,,0.115593,,,,21.936583
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,21.936583,21.936583
V0,,0,pi_detected_virtual_flash,,0.0,1,0.8284,,64.0,0,,22.037959
V1,,0,pi_detected_virtual_flash,,0.0,1,0.9959,,106.0,1,,22.037959
P0,,,pi_flash,1.81222,,,,0.189037,,,,22.503817
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,22.503817,22.503817
V1,,0,pi_detected_virtual_flash,,0.0,1,0.7005,,79.0,1,,22.670446
V0,,0,pi_detected_virtual_flash,,0.0,1,0.9412,,70.0,0,,22.7039
P0,,,pi_flash,1.809375,,,,0.029656,,,,23.07063
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,23.07063,23.07063
V0,,0,pi_detected_virtual_flash,,0.0,1,0.9412,,70.0,0,,23.237525
V1,,0,pi_detected_virtual_flash,,0.0,1,0.8265,,91.0,1,,23.237525
P0,,,pi_flash,1.804731,,,,0.19291,,,,23.680382
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,23.680382,23.680382
V0,,0,pi_detected_virtual_flash,,0.0,1,0.8462,,65.0,0,,23.871249
V1,,0,pi_detected_virtual_flash,,0.0,1,0.9248,,101.0,1,,23.871249
P0,,,pi_flash,1.800142,,,,0.105258,,,,24.271396
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,24.271396,24.271396
V0,,0,pi_detected_virtual_flash,,0.0,1,0.7115,,58.0,0,,24.414436
V1,,0,pi_detected_virtual_flash,,0.0,1,0.8485,,94.0,1,,24.414436
P0,,,pi_flash,1.801044,,,,0.373837,,,,24.88627
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,24.88627,24.88627
V0,,0,pi_detected_virtual_flash,,0.0,1,0.8462,,65.0,0,,24.974357
V1,,0,pi_detected_virtual_flash,,0.0,1,0.7576,,85.0,1,,24.974357
P0,,,pi_flash,1.800081,,,,0.197597,,,,25.439023
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,25.439023,25.439023
V0,,0,pi_detected_virtual_flash,,0.0,1,0.8846,,67.0,0,,25.605682
V1,,0,pi_detected_virtual_flash,,0.0,1,0.8911,,100.0,1,,25.605682
P0,,,pi_flash,1.779503,,,,6.253705,,,,26.006042
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,26.006042,26.006042
P0,,,pi_flash,1.777376,,,,1.207521,,,,26.119797
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,26.119797,26.119797
V0,,0,pi_detected_virtual_flash,,0.0,1,0.7308,,59.0,0,,26.250851
V1,,0,pi_detected_virtual_flash,,0.0,1,0.8391,,95.0,1,,26.250851
P0,,,pi_flash,1.75038,,,,0.123744,,,,26.639708
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,26.639708,26.639708
V0,,0,pi_detected_virtual_flash,,0.0,1,0.6731,,56.0,0,,26.780177
V1,,0,pi_detected_virtual_flash,,0.0,1,0.7956,,89.0,1,,26.780177
P0,,,pi_flash,1.728583,,,,0.057088,,,,27.249583
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,27.249583,27.249583
V0,,0,pi_detected_virtual_flash,,0.0,1,0.9038,,68.0,0,,27.45267
V1,,0,pi_detected_virtual_flash,,0.0,1,0.9776,,106.0,1,,27.45267
P0,,,pi_flash,1.713706,,,,0.263511,,,,27.890578
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,27.890578,27.890578
V0,,0,pi_detected_virtual_flash,,0.0,1,0.8654,,66.0,0,,27.997334
V1,,0,pi_detected_virtual_flash,,0.0,1,0.7771,,86.0,1,,27.997334
P0,,,pi_flash,1.704404,,,,0.080578,,,,28.473749
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,28.473749,28.473749
V0,,0,pi_detected_virtual_flash,,0.0,1,1.0,,75.0,0,,28.640694
V1,,0,pi_detected_virtual_flash,,0.0,1,0.8543,,95.0,1,,28.640694
P0,,,pi_flash,1.675698,,,,0.039546,,,,29.094401
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,29.094401,29.094401
V0,,0,pi_detected_virtual_flash,,0.0,1,0.7736,,62.0,0,,29.289208
V1,,0,pi_detected_virtual_flash,,0.0,1,0.8704,,96.0,1,,29.289208
P0,,,pi_flash,1.639105,,,,0.375288,,,,29.779406
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,29.779406,29.779406
V0,,0,pi_detected_virtual_flash,,0.0,1,0.8113,,64.0,0,,29.893274
V1,,0,pi_detected_virtual_flash,,0.0,1,0.7366,,83.0,1,,29.893274
P0,,,pi_flash,1.624676,,,,0.121714,,,,30.386588
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,30.386588,30.386588
V0,,0,pi_detected_virtual_flash,,0.0,1,0.9038,,68.0,0,,30.477137
V1,,0,pi_detected_virtual_flash,,0.0,1,0.8075,,88.0,1,,30.477137
P0,,,pi_flash,1.618132,,,,0.268977,,,,31.023469
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,31.023469,31.023469
V0,,0,pi_detected_virtual_flash,,0.0,1,0.9434,,71.0,0,,31.113553
V1,,0,pi_detected_virtual_flash,,0.0,1,0.8235,,94.0,1,,31.113553
P0,,,pi_flash,1.615626,,,,0.310281,,,,31.653592
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,31.653592,31.653592
V0,,0,pi_detected_virtual_flash,,0.0,1,0.7358,,60.0,0,,31.747913
V1,,0,pi_detected_virtual_flash,,0.0,1,0.7853,,89.0,1,,31.747913
P0,,,pi_flash,1.605954,,,,0.382669,,,,32.291293
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,32.291293,32.291293
V0,,0,pi_detected_virtual_flash,,0.0,1,0.8269,,64.0,0,,32.410309
V1,,0,pi_detected_virtual_flash,,0.0,1,0.7652,,83.0,1,,32.410309
P0,,,pi_flash,1.59646,,,,0.141138,,,,32.922147
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,32.922147,32.922147
V0,,0,pi_detected_virtual_flash,,0.0,1,0.6731,,56.0,0,,33.044042
V1,,0,pi_detected_virtual_flash,,0.0,1,0.8271,,88.0,1,,33.044042
P0,,,pi_flash,1.590098,,,,0.085007,,,,33.57759
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,33.57759,33.57759
V0,,0,pi_detected_virtual_flash,,0.0,1,0.8039,,63.0,0,,33.711
V1,,0,pi_detected_virtual_flash,,0.0,1,0.7717,,82.0,1,,33.711
P0,,,pi_flash,1.585023,,,,0.113112,,,,34.244465
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,34.244465,34.244465
V0,,0,pi_detected_virtual_flash,,0.0,1,0.9605,,71.0,0,,34.467314
V1,,0,pi_detected_virtual_flash,,0.0,1,0.8889,,91.0,1,,34.467314
P0,,,pi_flash,1.580107,,,,0.096728,,,,34.882035
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,34.882035,34.882035
V0,,0,pi_detected_virtual_flash,,0.0,1,0.7006,,58.0,0,,35.002778
V1,,0,pi_detected_virtual_flash,,0.0,1,0.7428,,78.0,1,,35.002778
P0,,,pi_flash,1.568538,,,,0.316288,,,,35.545518
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,35.545518,35.545518
V0,,0,pi_detected_virtual_flash,,0.0,1,0.7347,,59.0,0,,35.671423
V1,,0,pi_detected_virtual_flash,,0.0,1,0.7791,,78.0,1,,35.671423
P0,,,pi_flash,1.552192,,,,0.141252,,,,36.179177
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,36.179177,36.179177
V0,,0,pi_detected_virtual_flash,,0.0,1,0.7959,,62.0,0,,36.286171
V1,,0,pi_detected_virtual_flash,,0.0,1,0.9884,,96.0,1,,36.286171
P0,,,pi_flash,1.545297,,,,0.280034,,,,36.846294
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,36.846294,36.846294
V0,,0,pi_detected_virtual_flash,,0.0,1,0.88,,67.0,0,,37.046394
V1,,0,pi_detected_virtual_flash,,0.0,1,0.9353,,92.0,1,,37.046394
P0,,,pi_flash,1.535897,,,,0.198329,,,,37.523476
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,37.523476,37.523476
V1,,0,pi_detected_virtual_flash,,0.0,1,0.8559,,86.0,1,,37.667535
V0,,0,pi_detected_virtual_flash,,0.0,1,1.0,,74.0,0,,37.837953
P0,,,pi_flash,1.526705,,,,0.808893,,,,38.263837
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,38.263837,38.263837
V0,,0,pi_detected_virtual_flash,,0.0,1,0.9,,68.0,0,,38.355077
V1,,0,pi_detected_virtual_flash,,0.0,1,0.8758,,89.0,1,,38.355077
P0,,,pi_flash,1.528632,,,,6.277522,,,,38.855899
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,38.855899,38.855899
P0,,,pi_flash,1.529122,,,,0.89133,,,,38.950473
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,38.950473,38.950473
V1,,0,pi_detected_virtual_flash,,0.0,1,0.7551,,84.0,1,,39.091651
V0,,0,pi_detected_virtual_flash,,0.0,1,0.7549,,61.0,0,,39.114739
P0,,,pi_flash,1.514934,,,,6.282361,,,,39.559599
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,39.559599,39.559599
P0,,,pi_flash,1.513374,,,,0.834795,,,,39.651384
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,39.651384,39.651384
V0,,0,pi_detected_virtual_flash,,0.0,1,0.7707,,62.0,0,,39.750322
V1,,0,pi_detected_virtual_flash,,0.0,1,0.7347,,82.0,1,,39.750322
P0,,,pi_flash,1.495297,,,,0.163538,,,,40.281893
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,40.281893,40.281893
V0,,0,pi_detected_virtual_flash,,0.0,1,0.717,,59.0,0,,40.482205
V1,,0,pi_detected_virtual_flash,,0.0,1,0.8797,,97.0,1,,40.482205
P0,,,pi_flash,1.462022,,,,0.150238,,,,41.015581
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,41.015581,41.015581
V0,,0,pi_detected_virtual_flash,,0.0,1,0.759,,61.0,0,,41.155666
V1,,0,pi_detected_virtual_flash,,0.0,1,0.7143,,80.0,1,,41.155666
P0,,,pi_flash,1.450476,,,,0.135892,,,,41.749882
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,41.749882,41.749882
V0,,0,pi_detected_virtual_flash,,0.0,1,0.7255,,59.0,0,,41.852617
V1,,0,pi_detected_virtual_flash,,0.0,1,0.7788,,79.0,1,,41.852617
V0,,0,pi_detected_virtual_flash,,0.0,1,0.7451,,60.0,0,,42.449849
V1,,0,pi_detected_virtual_flash,,0.0,1,0.7928,,80.0,1,,42.449849
P0,,,pi_flash,1.450517,,,,0.145486,,,,42.449849
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,42.449849,42.449849
P0,,,pi_flash,1.453138,,,,0.301172,,,,43.150651
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,43.150651,43.150651
V0,,0,pi_detected_virtual_flash,,0.0,1,0.7308,,59.0,0,,43.253101
V1,,0,pi_detected_virtual_flash,,0.0,1,0.7599,,79.0,1,,43.253101
P0,,,pi_flash,1.455197,,,,0.045657,,,,43.817466
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,43.817466,43.817466
V0,,0,pi_detected_virtual_flash,,0.0,1,0.7059,,58.0,0,,43.933714
V1,,0,pi_detected_virtual_flash,,0.0,1,0.7701,,78.0,1,,43.933714
P0,,,pi_flash,1.454579,,,,0.139585,,,,44.518194
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,44.518194,44.518194
V0,,0,pi_detected_virtual_flash,,0.0,1,0.7451,,60.0,0,,44.619836
V1,,0,pi_detected_virtual_flash,,0.0,1,0.7754,,79.0,1,,44.619836
P0,,,pi_flash,1.45679,,,,0.225632,,,,45.218564
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,45.218564,45.218564
V0,,0,pi_detected_virtual_flash,,0.0,1,0.7092,,58.0,0,,45.320657
V1,,0,pi_detected_virtual_flash,,0.0,1,0.7827,,78.0,1,,45.320657
P0,,,pi_flash,1.454305,,,,0.277385,,,,45.919051
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,45.919051,45.919051
V0,,0,pi_detected_virtual_flash,,0.0,1,0.84,,65.0,0,,46.023032
V1,,0,pi_detected_virtual_flash,,0.0,1,0.8488,,84.0,1,,46.023032
P0,,,pi_flash,1.450574,,,,0.296804,,,,46.619578
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,46.619578,46.619578
V1,,0,pi_detected_virtual_flash,,0.0,1,0.7326,,74.0,1,,46.761323
V0,,0,pi_detected_virtual_flash,,0.0,1,0.7042,,58.0,0,,46.786275
P0,,,pi_flash,1.443472,,,,0.000141,,,,47.320001
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,47.320001,47.320001
V1,,0,pi_detected_virtual_flash,,0.0,1,0.9186,,90.0,1,,47.520471
V0,,0,pi_detected_virtual_flash,,0.0,1,0.6976,,58.0,0,,47.553794
P0,,,pi_flash,1.436737,,,,0.100814,,,,48.087015
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,48.087015,48.087015
V0,,0,pi_detected_virtual_flash,,0.0,1,0.8008,,63.0,0,,48.202479
V1,,0,pi_detected_virtual_flash,,0.0,1,0.8353,,82.0,1,,48.202479
P0,,,pi_flash,1.432805,,,,0.018786,,,,48.78753
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,48.78753,48.78753
V1,,0,pi_detected_virtual_flash,,0.0,1,0.8256,,82.0,1,,48.920912
V0,,0,pi_detected_virtual_flash,,0.0,1,0.74,,60.0,0,,48.954418
P0,,,pi_flash,1.421908,,,,0.035595,,,,49.521422
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,49.521422,49.521422
V0,,0,pi_detected_virtual_flash,,0.0,1,0.86,,66.0,0,,49.688549
V1,,0,pi_detected_virtual_flash,,0.0,1,0.907,,89.0,1,,49.688549
P0,,,pi_flash,1.4028,,,,0.096596,,,,50.288825
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,50.288825,50.288825
V0,,0,pi_detected_virtual_flash,,0.0,1,0.74,,60.0,0,,50.454082
V1,,0,pi_detected_virtual_flash,,0.0,1,0.7907,,79.0,1,,50.454082
P0,,,pi_flash,1.386447,,,,0.049626,,,,51.014312
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,51.014312,51.014312
V0,,0,pi_detected_virtual_flash,,0.0,1,0.7245,,59.0,0,,51.134325
