elapsed_ms,endpoint,error,monotonic_time_s,ok
23.743,POST /api/reset,,18117.174216,1
10.748,POST /api/mode,,18117.197967,1
15.956,POST /api/leader/config,,18117.208721,1
11.217,POST /api/mutual/config,,18117.224684,1
12.778,POST /api/agents/0,,18117.235914,1
8.522,POST /api/agents/1,,18117.248702,1
6.939,POST /api/agents/2,,18117.257233,1
8.053,POST /api/start,,18117.264179,1
8.286,POST /api/feedback,,18117.272237,1
13.684,POST /api/stabilizer/config,,18117.280533,1
32.65,GET /api/agents,,18117.72618,1
11.667,POST /api/pi_flash,,18117.865725,1
7.073,GET /api/agents,,18117.877402,1
9.065,GET /api/agents,,18118.005691,1
14.198,POST /api/pi_flash,,18118.099014,1
9.568,GET /api/agents,,18118.20648,1
11.469,GET /api/agents,,18118.406021,1
11.819,POST /api/pi_flash,,18118.633087,1
20.677,GET /api/agents,,18118.67328,1
13.557,GET /api/agents,,18118.906968,1
9.442,POST /api/pi_flash,,18119.167006,1
6.491,GET /api/agents,,18119.20735,1
16.555,GET /api/agents,,18119.440748,1
11.451,POST /api/pi_flash,,18119.667266,1
7.449,GET /api/agents,,18119.707505,1
9.792,GET /api/agents,,18119.940851,1
9.104,POST /api/pi_flash,,18120.167181,1
13.201,GET /api/agents,,18120.208109,1
12.734,GET /api/agents,,18120.441428,1
16.685,POST /api/pi_flash,,18120.668239,1
12.338,GET /api/agents,,18120.708473,1
8.641,GET /api/agents,,18120.941629,1
11.285,POST /api/pi_flash,,18121.168289,1
8.946,GET /api/agents,,18121.208493,1
12.081,GET /api/agents,,18121.441845,1
11.651,POST /api/pi_flash,,18121.668671,1
6.2,GET /api/agents,,18121.709154,1
17.886,GET /api/agents,,18121.942823,1
10.75,POST /api/pi_flash,,18122.202286,1
10.646,GET /api/agents,,18122.242946,1
12.023,GET /api/agents,,18122.476046,1
13.166,POST /api/pi_flash,,18122.702661,1
14.22,GET /api/agents,,18122.742957,1
12.562,GET /api/agents,,18122.976579,1
25.844,POST /api/pi_flash,,18123.203631,1
18.806,GET /api/agents,,18123.276792,1
10.807,GET /api/agents,,18123.476781,1
9.545,POST /api/pi_flash,,18123.703133,1
12.485,GET /api/agents,,18123.743386,1
13.677,GET /api/agents,,18123.977156,1
9.251,POST /api/pi_flash,,18124.236934,1
16.943,GET /api/agents,,18124.277061,1
64.945,GET /api/agents,,18124.510892,1
26.995,POST /api/pi_flash,,18124.770927,1
107.829,GET /api/agents,,18124.844146,1
48.194,GET /api/agents,,18125.044444,1
7.84,POST /api/pi_flash,,18125.304357,1
122.003,GET /api/agents,,18125.344456,1
8.724,GET /api/agents,,18125.57824,1
121.914,POST /api/pi_flash,,18125.837942,1
7.449,GET /api/agents,,18125.978652,1
16.499,GET /api/agents,,18126.21162,1
12.674,POST /api/pi_flash,,18126.372212,1
10.411,GET /api/agents,,18126.411723,1
9.394,GET /api/agents,,18126.645491,1
145.15,POST /api/pi_flash,,18126.905569,1
20.526,GET /api/agents,,18127.079451,1
15.858,GET /api/agents,,18127.312682,1
21.614,POST /api/pi_flash,,18127.439254,1
9.635,GET /api/agents,,18127.512649,1
10.831,GET /api/agents,,18127.712896,1
8.006,POST /api/pi_flash,,18127.972865,1
6.653,GET /api/agents,,18128.012461,1
14.405,GET /api/agents,,18128.246736,1
9.349,POST /api/pi_flash,,18128.539863,1
6.539,GET /api/agents,,18128.549222,1
26.908,GET /api/agents,,18128.680411,1
16.078,GET /api/agents,,18128.880355,1
7.563,POST /api/pi_flash,,18129.073567,1
14.897,GET /api/agents,,18129.113788,1
24.842,GET /api/agents,,18129.347261,1
21.785,POST /api/pi_flash,,18129.640326,1
8.131,GET /api/agents,,18129.662122,1
14.732,GET /api/agents,,18129.780929,1
21.564,GET /api/agents,,18129.980557,1
17.656,POST /api/pi_flash,,18130.207687,1
8.777,GET /api/agents,,18130.247494,1
13.608,GET /api/agents,,18130.481434,1
18.948,GET /api/agents,,18130.681451,1
7.626,POST /api/pi_flash,,18130.808311,1
8.064,GET /api/agents,,18130.881877,1
9.5,GET /api/agents,,18131.081757,1
8.082,POST /api/pi_flash,,18131.308498,1
14.608,GET /api/agents,,18131.348418,1
15.434,GET /api/agents,,18131.58442,1
17.026,GET /api/agents,,18131.782595,1
19.623,POST /api/pi_flash,,18131.875588,1
12.86,GET /api/agents,,18132.015741,1
9.712,GET /api/agents,,18132.216343,1
8.507,POST /api/pi_flash,,18132.40935,1
6.505,GET /api/agents,,18132.449276,1
12.636,GET /api/agents,,18132.682877,1
19.947,POST /api/pi_flash,,18132.976126,1
12.166,GET /api/agents,,18132.996087,1
9.402,GET /api/agents,,18133.116712,1
15.75,GET /api/agents,,18133.316717,1
8.031,POST /api/pi_flash,,18133.543346,1
5.606,GET /api/agents,,18133.583265,1
25.555,GET /api/agents,,18133.817019,1
9.67,POST /api/pi_flash,,18134.110428,1
6.542,GET /api/agents,,18134.120111,1
12.237,GET /api/agents,,18134.250689,1
10.885,GET /api/agents,,18134.450789,1
9.972,POST /api/pi_flash,,18134.677182,1
15.365,GET /api/agents,,18134.717155,1
14.118,GET /api/agents,,18134.951133,1
9.469,GET /api/agents,,18135.184458,1
8.968,POST /api/pi_flash,,18135.277584,1
12.862,GET /api/agents,,18135.384636,1
12.142,GET /api/agents,,18135.584703,1
13.778,POST /api/pi_flash,,18135.844735,1
6.325,GET /api/agents,,18135.884575,1
35.809,GET /api/agents,,18136.118393,1
19.741,GET /api/agents,,18136.318304,1
40.748,POST /api/pi_flash,,18136.445018,1
5.312,GET /api/agents,,18136.518326,1
12.231,GET /api/agents,,18136.752222,1
11.568,POST /api/pi_flash,,18136.978814,1
8.712,POST /api/pi_flash,,18137.078935,1
6.462,GET /api/agents,,18137.087658,1
10.101,GET /api/agents,,18137.252597,1
11.124,GET /api/agents,,18137.485714,1
8.393,POST /api/pi_flash,,18137.579297,1
15.527,GET /api/agents,,18137.68601,1
10.078,GET /api/agents,,18137.886312,1
13.171,POST /api/pi_flash,,18138.146347,1
9.178,GET /api/agents,,18138.185976,1
14.29,GET /api/agents,,18138.419966,1
9.965,GET /api/agents,,18138.653178,1
15.881,POST /api/pi_flash,,18138.746611,1
10.709,GET /api/agents,,18138.887011,1
9.348,GET /api/agents,,18139.087145,1
7.999,POST /api/pi_flash,,18139.347014,1
14.078,GET /api/agents,,18139.387188,1
32.413,GET /api/agents,,18139.62067,1
9.233,POST /api/pi_flash,,18139.91397,1
10.814,GET /api/agents,,18139.923213,1
8.876,GET /api/agents,,18140.054508,1
8.868,GET /api/agents,,18140.254358,1
13.454,POST /api/pi_flash,,18140.481155,1
8.184,GET /api/agents,,18140.520998,1
8.575,GET /api/agents,,18140.755042,1
9.595,GET /api/agents,,18140.987697,1
19.032,POST /api/pi_flash,,18141.08161,1
8.778,GET /api/agents,,18141.221918,1
11.387,GET /api/agents,,18141.421934,1
12.995,POST /api/pi_flash,,18141.681901,1
9.395,GET /api/agents,,18141.72195,1
11.324,GET /api/agents,,18141.959221,1
14.194,GET /api/agents,,18142.188982,1
9.142,POST /api/pi_flash,,18142.282268,1
7.598,GET /api/agents,,18142.389314,1
9.895,GET /api/agents,,18142.622679,1
9.005,POST /api/pi_flash,,18142.849316,1
7.502,GET /api/agents,,18142.889303,1
25.087,GET /api/agents,,18143.123114,1
9.31,POST /api/pi_flash,,18143.416274,1
11.088,GET /api/agents,,18143.425595,1
16.943,POST /api/pi_flash,,18143.516577,1
11.003,GET /api/agents,,18143.556757,1
8.344,GET /api/agents,,18143.790054,1
10.766,POST /api/pi_flash,,18144.050222,1
7.022,GET /api/agents,,18144.090056,1
10.736,GET /api/agents,,18144.32377,1
9.714,GET /api/agents,,18144.556779,1
13.046,POST /api/pi_flash,,18144.650194,1
12.434,GET /api/agents,,18144.757142,1
26.775,GET /api/agents,,18144.957758,1
16.565,GET /api/agents,,18145.190914,1
30.032,POST /api/pi_flash,,18145.284355,1
30.135,GET /api/agents,,18145.391391,1
14.381,GET /api/agents,,18145.624606,1
10.899,POST /api/pi_flash,,18145.884713,1
7.489,GET /api/agents,,18145.924572,1
11.772,GET /api/agents,,18146.158382,1
19.786,GET /api/agents,,18146.3915,1
14.935,POST /api/pi_flash,,18146.518383,1
14.237,GET /api/agents,,18146.591875,1
11.064,GET /api/agents,,18146.792369,1
18.623,GET /api/agents,,18147.028998,1
19.764,POST /api/pi_flash,,18147.190562,1
8.677,GET /api/agents,,18147.226077,1
9.429,GET /api/agents,,18147.459306,1
10.931,GET /api/agents,,18147.692564,1
7.965,POST /api/pi_flash,,18147.786225,1
18.452,GET /api/agents,,18147.893072,1
10.286,GET /api/agents,,18148.092938,1
14.16,GET /api/agents,,18148.326209,1
10.925,POST /api/pi_flash,,18148.419681,1
12.699,GET /api/agents,,18148.526702,1
11.652,GET /api/agents,,18148.76029,1
10.316,GET /api/agents,,18148.960179,1
11.302,POST /api/pi_flash,,18149.053665,1
10.014,GET /api/agents,,18149.160677,1
19.829,GET /api/agents,,18149.393683,1
14.374,GET /api/agents,,18149.593819,1
10.405,POST /api/pi_flash,,18149.68719,1
9.344,GET /api/agents,,18149.794166,1
21.393,GET /api/agents,,18149.993861,1
11.389,GET /api/agents,,18150.227663,1
9.763,POST /api/pi_flash,,18150.320958,1
10.315,GET /api/agents,,18150.427996,1
19.325,GET /api/agents,,18150.627352,1
10.177,GET /api/agents,,18150.861283,1
9.589,POST /api/pi_flash,,18150.987867,1
10.915,GET /api/agents,,18151.061882,1
11.212,GET /api/agents,,18151.261611,1
9.765,GET /api/agents,,18151.495042,1
