t,frame_id,roi_intensity,normalized_signal,detected_flash_state,leader_flash_event,detected_flash_time,detection_confidence,roi_x,roi_y,roi_w,roi_h,camera_processing_time_ms
2e-06,1,173.33,0.0,0,0,,0.0,,,,,65.02
0.065277,2,170.0,0.0,0,0,,0.0,,,,,60.01
0.125542,3,171.67,0.0,0,0,,0.0,,,,,61.42
0.187228,4,139.33,0.0,0,0,,0.0,,,,,67.91
0.255406,5,137.33,0.0,0,0,,0.0,,,,,68.37
0.324038,6,139.0,0.0,0,0,,0.0,,,,,62.87
0.387162,7,140.0,0.0,0,0,,0.0,,,,,60.6
0.448019,8,172.67,0.0,0,0,,0.0,,,,,59.5
0.507782,9,173.67,0.0,0,0,,0.0,,,,,60.0
0.568061,10,171.0,0.9315,1,1,0.568061,0.0,,,,,59.69
0.628007,11,172.33,0.9709,1,0,,0.0,,,,,61.71
0.689996,12,138.67,0.0,0,0,,0.0,,,,,67.55
0.757809,13,137.33,0.0,0,0,,0.0,,,,,69.12
0.827188,14,138.0,0.0132,0,0,,0.0,,,,,62.69
0.890134,15,139.33,0.0488,0,0,,0.0,,,,,59.87
0.95026,16,172.67,0.9907,1,1,0.95026,0.0,,,,,59.44
1.010113,17,173.67,1.0,1,0,,0.0,,,,,59.8
1.07013,18,171.0,0.9317,1,0,,0.0,,,,,59.89
1.13028,19,172.67,0.9795,1,0,,0.0,,,,,61.27
1.191807,20,138.33,0.0112,0,0,,0.592,,,,,67.7
1.259752,21,137.33,0.0,0,0,,0.6204,,,,,68.88
1.328872,22,138.33,0.026,0,0,,0.6403,,,,,62.1
1.391281,23,139.0,0.043,0,0,,0.6528,,,,,60.18
1.451703,24,171.67,0.9589,1,1,1.451703,0.67,,,,,59.89
1.511878,25,171.67,0.9606,1,0,,0.6858,,,,,59.53
1.57165,26,169.33,0.8961,1,0,,0.695,,,,,59.97
1.631866,27,170.67,0.9357,1,0,,0.7047,,,,,61.46
1.693573,28,136.33,0.0,0,0,,0.7176,,,,,67.76
1.761587,29,135.67,0.0,0,0,,0.7292,,,,,69.03
1.830856,30,137.33,0.0,0,0,,0.7379,,,,,61.19
1.892367,31,138.67,0.0379,0,0,,0.7449,,,,,60.27
1.952884,32,172.0,0.981,1,1,1.952884,0.7525,,,,,60.29
2.013458,33,172.33,0.9904,1,0,,0.7585,,,,,59.86
2.07357,34,170.67,0.9434,1,0,,0.7613,,,,,59.26
2.133082,35,171.67,0.9717,1,0,,0.7645,,,,,63.82
2.197157,36,137.33,0.0,0,0,,0.7755,,,,,68.16
2.265565,37,138.33,0.0283,0,0,,0.7867,,,,,68.83
