t,follower_phase_rad,follower_frequency_hz,estimated_leader_phase_rad,phase_error_rad,coupling_term,follower_led_state,sync_state,loop_dt_ms,model_update_time_ms,cpu_percent,process_cpu_time_s,memory_rss_mb,cpu_temperature_c
2e-06,0.0,2.3,0.0,0.0,0.0,0,0,0.002,0.011,0.0,0.0631,189.28,48.5
0.065277,2.8e-05,2.3,0.0,-2.8e-05,-2.8e-05,0,0,65.275,0.011,0.0,0.1261,189.28,48.0
0.125542,0.943331,2.3,0.0,-0.943331,-0.809518,0,0,60.265,0.01,0.0,0.1897,189.28,46.9
0.187228,1.643491,2.3,0.0,-1.643491,-0.997359,0,0,61.686,0.01,0.0,0.255,189.28,49.0
0.255406,2.319601,2.3,0.0,-2.319601,-0.732503,0,0,68.178,0.01,0.0,0.3187,189.28,49.0
0.324038,3.130074,2.3,0.0,-3.130074,-0.011518,0,0,68.632,0.01,0.0,0.3823,189.28,48.0
0.387162,4.119131,2.3,0.0,2.164054,0.829124,0,0,63.124,0.01,0.0,0.4464,189.28,49.0
0.448019,5.21454,2.3,0.0,1.068646,0.876549,0,0,60.857,0.01,0.0,0.5102,189.28,48.5
0.507782,6.280708,2.3,0.0,0.002477,0.002477,1,0,59.763,0.011,0.0,0.5754,189.28,49.6
0.568061,0.861692,2.3,0.0,-0.861692,-0.758945,0,0,60.279,0.01,0.0,0.639,189.28,48.0
0.628007,1.572682,2.3,0.753308,-0.819374,-0.730718,0,0,59.946,0.01,0.0,0.7027,189.28,48.0
0.689996,2.285673,2.3,1.532287,-0.753386,-0.684112,0,0,61.989,0.01,0.0,0.7664,189.28,49.0
0.757809,3.033072,2.3,2.384449,-0.648623,-0.60409,0,0,67.813,0.01,0.0,0.8306,189.28,48.5
0.827188,3.869681,2.3,3.256292,-0.613389,-0.575642,0,0,69.379,0.011,0.0,0.8957,189.28,49.0
0.890134,4.732519,2.3,4.047294,-0.685225,-0.632847,0,0,62.946,0.01,0.0,0.9607,189.28,48.5
0.95026,5.502748,2.3,0.0,0.780437,0.70359,1,0,60.126,0.011,0.0,1.0246,189.28,49.6
1.010113,0.236526,2.3,0.98395,0.747424,0.679752,0,0,59.853,0.009,0.0,1.0883,189.28,49.6
1.07013,1.243874,2.3,1.97061,0.726736,0.664434,0,0,60.017,0.01,0.0,1.152,189.28,50.1
1.13028,2.250777,2.3,2.959455,0.708678,0.650831,0,0,60.15,0.01,0.0,1.2162,189.28,50.1
1.191807,3.257046,2.3,3.970922,0.713876,0.654768,0,0,61.526,0.01,0.0,1.2804,189.28,48.5
1.259752,4.287185,2.3,5.087907,0.800722,0.717859,0,0,67.945,0.01,0.0,1.3451,189.28,48.5
1.328872,5.439792,2.3,6.224212,0.78442,0.706415,1,0,69.12,0.011,0.0,1.4087,189.28,48.5
1.391281,0.326381,2.3,0.966997,0.640616,0.597689,0,0,62.409,0.01,0.0,1.4726,189.28,50.1
1.451703,1.358824,2.3,0.0,-1.358824,-0.977618,0,0,60.422,0.01,0.0,1.5372,189.28,49.6
1.511878,2.025261,2.3,0.855753,-1.169508,-0.920559,0,0,60.175,0.01,0.0,1.6007,189.28,48.5
1.57165,2.700987,2.3,1.705772,-0.995216,-0.838876,0,0,59.772,0.01,0.0,1.6642,189.28,48.5
1.631866,3.389273,2.3,2.562112,-0.827162,-0.736013,0,0,60.216,0.01,0.0,1.7281,189.28,48.0
1.693573,4.104357,2.3,3.439662,-0.664695,-0.616819,0,0,61.708,0.01,0.0,1.7911,189.28,49.0
1.761587,4.862895,2.3,4.406884,-0.456011,-0.44037,0,0,68.013,0.01,0.0,1.8563,189.28,48.0
1.830856,5.740947,2.3,5.391967,-0.34898,-0.341939,1,0,69.269,0.011,0.0,1.9195,189.28,48.5
1.892367,0.375892,2.3,6.26673,-0.392347,-0.382358,0,0,61.512,0.01,0.0,1.9832,189.28,48.0
1.952884,1.182498,2.3,0.0,-1.182498,-0.925555,0,0,60.516,0.01,0.0,2.0473,189.28,49.6
2.013458,1.861,2.3,0.759408,-1.101593,-0.891929,0,0,60.574,0.01,0.0,2.1119,189.28,49.0
2.07357,2.547283,2.3,1.513021,-1.034262,-0.859485,0,0,60.112,0.01,0.0,2.176,189.28,49.0
2.133082,3.235155,2.3,2.259111,-0.976044,-0.828287,0,0,59.512,0.01,0.0,2.2396,189.28,49.0
2.197157,3.922658,2.3,3.062395,-0.860263,-0.758014,0,0,64.074,0.01,0.0,2.3034,189.28,49.6
2.265565,4.678624,2.3,3.920012,-0.758612,-0.687915,0,0,68.408,0.01,0.0,2.3678,189.28,48.5
2.334641,5.502505,2.3,4.786009,-0.716496,-0.656746,1,0,69.077,0.01,0.0,2.4314,189.28,48.5
2.395812,0.058788,2.3,5.552886,-0.789087,-0.709711,0,0,61.17,0.01,0.0,2.4966,189.28,49.6
2.455802,0.790832,2.3,0.0,-0.790832,-0.710939,0,0,59.99,0.011,0.0,2.56,189.28,50.1
2.515873,1.508501,2.3,0.752901,-0.755599,-0.685725,0,0,60.071,0.01,0.0,2.6236,189.28,48.5
2.576108,2.232435,2.3,1.507851,-0.724585,-0.662825,0,0,60.235,0.01,0.0,2.687,189.28,49.0
2.636125,2.963168,2.3,2.26008,-0.703087,-0.646576,0,0,60.018,0.01,0.0,2.751,189.28,49.6
2.700712,3.694681,2.3,3.06958,-0.625101,-0.585179,0,0,64.587,0.01,0.0,2.8158,189.28,50.1
2.769537,4.495765,2.3,3.93219,-0.563575,-0.534211,0,0,68.824,0.01,0.0,2.8807,189.28,49.0
2.83703,5.361686,2.3,4.778121,-0.583565,-0.551002,0,0,67.494,0.011,0.0,2.9449,189.28,49.6
2.898143,6.206897,2.3,5.544073,-0.662824,-0.615345,1,0,61.112,0.011,0.0,3.0085,189.28,49.6
2.957861,0.675249,2.3,0.0,-0.675249,-0.625091,0,0,59.718,0.01,0.0,3.072,189.28,50.1
3.017855,1.407604,2.3,0.751736,-0.655868,-0.609848,0,0,59.994,0.01,0.0,3.1357,189.28,49.0
3.077373,2.14654,2.3,1.497509,-0.649031,-0.604415,0,0,59.518,0.01,0.0,3.1992,189.28,50.1
3.138227,2.880747,2.3,2.260018,-0.62073,-0.581629,0,0,60.854,0.01,0.0,3.2639,189.28,49.6
3.203315,3.636283,2.3,3.075586,-0.560697,-0.531777,0,0,65.088,0.01,0.0,3.328,189.28,49.0
3.271862,4.455751,2.3,3.934498,-0.521253,-0.497967,0,0,68.547,0.01,0.0,3.392,189.28,49.6
3.33946,5.32688,2.3,4.781511,-0.545369,-0.518734,0,0,67.598,0.01,0.0,3.457,189.28,48.5
3.400525,6.181028,2.3,5.546669,-0.634358,-0.592661,1,0,61.065,0.01,0.0,3.5203,189.28,49.0
3.460045,0.653646,2.3,0.0,-0.653646,-0.608085,0,0,59.52,0.01,0.0,3.5837,189.28,49.0
3.520072,1.387118,2.3,0.751689,-0.635428,-0.593522,0,0,60.027,0.01,0.0,3.6482,189.28,49.0
3.580755,2.129892,2.3,1.511593,-0.618299,-0.57965,0,0,60.683,0.01,0.0,3.7116,189.28,50.1
3.640526,2.883729,2.3,2.260073,-0.623656,-0.584006,0,0,59.771,0.01,0.0,3.7765,189.28,49.6
3.705703,3.625324,2.3,3.076249,-0.549075,-0.521898,0,0,65.177,0.01,0.0,3.8408,189.28,49.0
3.774649,4.448158,2.3,3.939628,-0.50853,-0.486894,0,0,68.946,0.01,0.0,3.9051,189.28,48.0
3.842918,5.327028,2.3,4.794527,-0.532501,-0.507689,0,0,68.269,0.01,0.0,3.9682,189.28,49.6
3.903532,6.192298,2.3,5.553567,-0.638731,-0.596177,1,0,60.614,0.01,0.0,4.0334,189.28,49.6
3.965153,0.658586,2.3,0.0,-0.658586,-0.611999,0,0,61.621,0.011,0.0,4.0976,189.28,50.1
4.024079,1.417099,2.3,0.737451,-0.679649,-0.62852,0,0,58.926,0.01,0.0,4.1616,189.28,50.1
4.084881,2.139033,2.3,1.498373,-0.640661,-0.597725,0,0,60.802,0.01,0.0,4.2253,189.28,49.6
4.144825,2.890498,2.3,2.248561,-0.641937,-0.598748,0,0,59.944,0.01,0.0,4.2889,189.28,50.1
4.208633,3.631148,2.3,3.047108,-0.58404,-0.551399,0,0,63.808,0.01,0.0,4.3527,189.28,50.1
4.278541,4.430116,2.3,3.922001,-0.508115,-0.486532,0,0,69.908,0.01,0.0,4.419,189.28,49.6
4.346287,5.321341,2.3,4.769828,-0.551514,-0.523977,0,0,67.746,0.01,0.0,4.4826,189.28,49.6
4.406654,6.176117,2.3,5.525317,-0.650801,-0.605824,1,0,60.367,0.01,0.0,4.5458,189.28,50.7
4.466372,0.63732,2.3,0.0,-0.63732,-0.595044,0,0,59.718,0.01,0.0,4.6091,189.28,50.7
4.526497,1.375952,2.3,0.752908,-0.623045,-0.58351,0,0,60.124,0.01,0.0,4.6727,189.28,49.0
4.586946,2.122037,2.3,1.509882,-0.612156,-0.574633,0,0,60.449,0.01,0.0,4.7367,189.28,50.1
4.646869,2.87403,2.3,2.260273,-0.613758,-0.575943,0,0,59.923,0.01,0.0,4.8009,189.28,49.6
4.711461,3.619208,2.3,3.069133,-0.550075,-0.522751,0,0,64.592,0.01,0.0,4.8663,189.28,51.2
4.781295,4.434475,2.3,3.943627,-0.490848,-0.471374,0,0,69.834,0.01,0.0,4.9312,189.28,50.7
4.848959,5.328453,2.3,4.790953,-0.537501,-0.511991,0,0,67.664,0.009,0.0,4.9957,189.28,49.6
4.91002,6.185038,2.3,5.555584,-0.629454,-0.588704,1,0,61.061,0.011,0.0,5.0611,189.28,50.7
4.97035,0.658445,2.3,0.0,-0.658445,-0.611888,0,0,60.33,0.01,0.0,5.1263,189.28,49.0
5.030732,1.401089,2.3,0.755673,-0.645416,-0.601531,0,0,60.382,0.01,0.0,5.1915,189.28,50.7
5.090644,2.146566,2.3,1.505461,-0.641106,-0.598082,0,0,59.912,0.01,0.0,5.2561,189.28,49.0
5.150779,2.88696,2.3,2.258047,-0.628913,-0.588266,0,0,60.136,0.01,0.0,5.3207,189.28,50.1
5.215176,3.632183,2.3,3.063958,-0.568226,-0.538137,0,0,64.396,0.01,0.0,5.3867,189.28,50.7
5.283882,4.441508,2.3,3.923803,-0.517705,-0.494887,0,0,68.706,0.01,0.0,5.4518,189.28,49.6
5.351858,5.315396,2.3,4.774512,-0.540883,-0.514894,0,0,67.976,0.009,0.0,5.5162,189.28,50.7
5.41232,6.175239,2.3,5.531179,-0.644059,-0.600447,1,0,60.462,0.011,0.0,5.5812,189.28,50.7
5.472644,0.63874,2.3,0.0,-0.63874,-0.596184,0,1,60.325,0.01,0.0,5.6459,189.28,49.6
5.532816,1.384633,2.3,0.752944,-0.631689,-0.590509,0,1,60.172,0.009,0.0,5.7112,189.28,50.1
5.592938,2.129831,2.3,1.505267,-0.624565,-0.584744,0,1,60.122,0.01,0.0,5.7753,189.28,49.6
5.652766,2.875628,2.3,2.253914,-0.621714,-0.582429,0,1,59.828,0.01,0.0,5.8395,189.28,50.7
5.717679,3.618266,2.3,3.066186,-0.55208,-0.524459,0,1,64.913,0.01,0.0,5.9037,189.28,50.1
5.787702,4.437187,2.3,3.942411,-0.494776,-0.474834,0,1,70.024,0.01,0.0,5.9688,189.28,49.6
5.854804,5.332748,2.3,4.782071,-0.550677,-0.523265,0,1,67.102,0.01,0.0,6.0346,189.28,51.2
5.916573,6.179563,2.3,5.555006,-0.624557,-0.584738,1,1,61.769,0.011,0.0,6.0991,189.28,49.0
5.976327,0.662609,2.3,0.0,-0.662609,-0.615176,0,1,59.754,0.01,0.0,6.1636,189.28,50.1
6.036218,1.397475,2.3,0.749257,-0.648218,-0.603767,0,1,59.891,0.01,0.0,6.2281,189.28,49.6
6.096348,2.136419,2.3,1.501508,-0.63491,-0.593105,0,1,60.13,0.01,0.0,6.2925,189.28,50.1
6.156545,2.880559,2.3,2.254593,-0.625967,-0.585881,0,1,60.197,0.01,0.0,6.3588,189.28,49.0
6.221964,3.627046,2.3,3.072996,-0.55405,-0.526136,0,1,65.418,0.01,0.0,6.4244,189.28,50.7
6.291054,4.451959,2.3,3.937344,-0.514615,-0.4922,0,1,69.091,0.009,0.0,6.4887,189.28,50.1
6.357801,5.331389,2.3,4.772375,-0.559015,-0.530351,0,1,66.747,0.01,0.0,6.5523,189.28,49.6
6.418043,6.172076,2.3,5.526022,-0.646054,-0.60204,1,1,60.242,0.01,0.0,6.6158,189.28,50.7
6.478318,0.632529,2.3,0.0,-0.632529,-0.591187,0,1,60.274,0.01,0.0,6.68,189.28,50.7
6.538176,1.378858,2.3,0.748839,-0.630019,-0.58916,0,1,59.858,0.009,0.0,6.7442,189.28,49.0
6.598548,2.12045,2.3,1.504118,-0.616332,-0.578046,0,1,60.372,0.009,0.0,6.8076,189.28,50.7
6.658519,2.870768,2.3,2.254378,-0.616391,-0.578094,0,1,59.971,0.01,0.0,6.8719,189.28,50.7
6.724141,3.616089,2.3,3.075326,-0.540764,-0.514791,0,1,65.622,0.009,0.0,6.936,189.28,49.0
6.793613,4.446173,2.3,3.94445,-0.501723,-0.480937,0,1,69.472,0.01,0.0,7.001,189.28,50.7
6.85979,5.333201,2.3,4.77235,-0.560851,-0.531907,0,1,66.177,0.01,0.0,7.0656,189.28,49.6
6.920574,6.166349,2.3,5.532769,-0.63358,-0.592033,1,1,60.783,0.01,0.0,7.1308,189.28,49.6
6.980814,0.635613,2.3,0.0,-0.635613,-0.593671,0,1,60.241,0.01,0.0,7.195,189.28,50.7
7.040317,1.380998,2.3,0.744171,-0.636827,-0.594647,0,1,59.503,0.009,0.0,7.2591,189.28,50.7
7.100488,2.117053,2.3,1.496701,-0.620352,-0.581322,0,1,60.171,0.01,0.0,7.3231,189.28,50.1
7.159958,2.864183,2.3,2.24046,-0.623722,-0.584061,0,1,59.47,0.01,0.0,7.3874,189.28,50.7
7.22603,3.602034,2.3,3.066781,-0.535253,-0.510059,0,1,66.072,0.01,0.0,7.4505,189.28,49.6
7.294436,4.438904,2.3,3.9223,-0.516604,-0.49393,0,1,68.406,0.01,0.0,7.515,189.28,51.2
7.361251,5.309206,2.3,4.757919,-0.551288,-0.523785,0,1,66.815,0.01,0.0,7.5791,189.28,49.0
7.422008,6.152283,2.3,5.517774,-0.634509,-0.592782,1,1,60.757,0.011,0.0,7.6432,189.28,50.7
7.481548,0.621063,2.3,0.0,-0.621063,-0.5819,0,1,59.539,0.01,0.0,7.7066,189.28,50.7
7.541383,1.360225,2.3,0.748567,-0.611658,-0.574226,0,1,59.836,0.009,0.0,7.7699,189.28,49.6
7.601695,2.104675,2.3,1.503083,-0.601592,-0.565956,0,1,60.311,0.01,0.0,7.8332,189.28,49.6
7.662905,2.856787,2.3,2.268843,-0.587944,-0.554651,0,1,61.21,0.01,0.0,7.8974,189.28,49.6
7.729558,3.622529,2.3,3.102697,-0.519832,-0.496734,0,1,66.653,0.01,0.0,7.9624,189.28,50.7
7.799354,4.469874,2.3,3.975868,-0.494006,-0.474157,0,1,69.796,0.01,0.0,8.0262,189.28,50.7
7.864726,5.362689,2.3,4.793696,-0.568992,-0.538784,0,1,65.372,0.01,0.0,8.0898,189.28,50.1
7.924896,6.184128,2.3,5.546436,-0.637692,-0.595343,1,1,60.169,0.011,0.0,8.1538,189.28,49.6
7.98557,0.645095,2.3,0.0,-0.645095,-0.601275,0,1,60.674,0.01,0.0,8.2169,189.28,50.1
8.044563,1.394233,2.3,0.737795,-0.656438,-0.610299,0,1,58.993,0.01,0.0,8.2822,189.28,49.6
8.105724,2.12075,2.3,1.502697,-0.618053,-0.57945,0,1,61.161,0.01,0.0,8.3458,189.28,50.7
8.166742,2.880563,2.3,2.26582,-0.614743,-0.576749,0,1,61.018,0.01,0.0,8.4089,189.28,49.0
8.234462,3.639185,2.3,3.11276,-0.526426,-0.502446,0,1,67.72,0.01,0.0,8.4731,189.28,51.2
8.304064,4.498743,2.3,3.983233,-0.51551,-0.492979,0,1,69.602,0.01,0.0,8.5376,189.28,49.0
8.368927,5.384489,2.3,4.794441,-0.590048,-0.556401,0,1,64.863,0.01,0.0,8.6021,189.28,50.7
8.428653,6.195533,2.3,5.541396,-0.654137,-0.608474,1,1,59.726,0.01,0.0,8.6673,189.28,50.7
8.489647,0.648266,2.3,0.0,-0.648266,-0.603805,0,1,60.995,0.01,0.0,8.7306,189.28,49.6
8.548345,1.400817,2.3,0.733093,-0.667724,-0.619201,0,1,58.698,0.01,0.0,8.7943,189.28,50.7
8.609016,2.121872,2.3,1.490824,-0.631048,-0.589992,0,1,60.671,0.01,0.0,8.8584,189.28,49.6
8.670931,2.873364,2.3,2.264082,-0.609282,-0.572279,0,1,61.914,0.009,0.0,8.9224,189.28,49.6
8.738551,3.644094,2.3,3.108612,-0.535481,-0.510255,0,1,67.621,0.01,0.0,8.9865,189.28,50.7
8.807988,4.50054,2.3,3.975825,-0.524715,-0.500967,0,1,69.437,0.01,0.0,9.0508,189.28,49.6
8.870797,5.382248,2.3,4.760255,-0.621993,-0.582656,0,1,62.809,0.01,0.0,9.1144,189.28,49.6
8.930763,6.161831,2.3,5.509179,-0.652652,-0.607296,1,1,59.966,0.011,0.0,9.178,189.28,49.6
8.991198,0.617771,2.3,0.0,-0.617771,-0.57922,0,1,60.435,0.01,0.0,9.2424,189.28,49.0
9.051065,1.368617,2.3,0.748727,-0.619891,-0.580946,0,1,59.867,0.01,0.0,9.3057,189.28,49.6
9.111046,2.112049,2.3,1.498876,-0.613173,-0.575465,0,1,59.981,0.01,0.0,9.3698,189.28,49.0
9.173349,2.858044,2.3,2.278064,-0.57998,-0.548008,0,1,62.303,0.01,0.0,9.4336,189.28,49.6
9.241083,3.638905,2.3,3.125179,-0.513726,-0.491426,0,1,67.734,0.01,0.0,9.4979,189.28,50.7
9.310717,4.501251,2.3,3.996054,-0.505198,-0.48398,0,1,69.634,0.01,0.0,9.5636,189.28,49.0
9.376747,5.3896,2.3,4.82185,-0.56775,-0.537736,0,1,66.03,0.01,0.0,9.6281,189.28,49.6
9.436569,6.219543,2.3,5.57002,-0.649523,-0.604806,1,1,59.823,0.011,0.0,9.6926,189.28,50.7
9.497117,0.674241,2.3,0.0,-0.674241,-0.624305,0,1,60.547,0.01,0.0,9.7567,189.28,50.1
9.556358,1.41693,2.3,0.739873,-0.677057,-0.626502,0,1,59.241,0.01,0.0,9.822,189.28,49.6
9.617339,2.14314,2.3,1.501486,-0.641655,-0.598522,0,1,60.982,0.01,0.0,9.8877,189.28,49.0
9.679283,2.896661,2.3,2.27511,-0.621551,-0.582297,0,1,61.943,0.01,0.0,9.9527,189.28,49.0
9.746432,3.665583,2.3,3.11375,-0.551833,-0.524249,0,1,67.149,0.01,0.0,10.0174,189.28,50.7
9.815829,4.512768,2.3,3.980462,-0.532306,-0.507522,0,1,69.397,0.01,0.0,10.0822,189.28,50.1
9.880463,5.392374,2.3,4.787691,-0.604684,-0.568502,0,1,64.634,0.01,0.0,10.1472,189.28,50.1
9.940701,6.197818,2.3,5.540017,-0.657801,-0.611378,1,1,60.238,0.01,0.0,10.2138,189.28,49.6
10.001422,0.656254,2.3,0.0,-0.656254,-0.610153,0,1,60.72,0.01,0.0,10.2789,189.28,49.6
10.061122,1.404073,2.3,0.745614,-0.65846,-0.611899,0,1,59.701,0.01,0.0,10.3434,189.28,49.6
10.120913,2.138969,2.3,1.492354,-0.646615,-0.602488,0,1,59.791,0.01,0.0,10.4077,189.28,50.1
10.18259,2.876946,2.3,2.262649,-0.614297,-0.576384,0,1,61.677,0.01,0.0,10.4725,189.28,51.2
10.249874,3.643835,2.3,3.102973,-0.540862,-0.514875,0,1,67.284,0.01,0.0,10.5383,189.28,48.5
10.319664,4.494929,2.3,3.974586,-0.520343,-0.497178,0,1,69.789,0.01,0.0,10.6035,189.28,50.7
10.383298,5.382036,2.3,4.769328,-0.612708,-0.575085,0,1,63.634,0.01,0.0,10.6684,189.28,49.6
10.44374,6.173553,2.3,0.0,0.109632,0.109413,1,1,60.442,0.011,0.0,10.7329,189.28,50.7
10.503871,0.786977,2.3,0.750993,-0.035984,-0.035976,0,1,60.131,0.01,0.0,10.797,189.28,49.6
10.563152,1.648385,2.3,1.491362,-0.157023,-0.156379,0,1,59.281,0.01,0.0,10.8618,189.28,49.6
10.62339,2.472623,2.3,2.243684,-0.228939,-0.226945,0,1,60.238,0.011,0.0,10.926,189.28,49.6
10.68551,3.295293,2.3,3.019521,-0.275772,-0.27229,0,1,62.121,0.01,0.0,10.9916,189.28,49.6
10.753096,4.133817,2.3,3.86361,-0.270207,-0.266931,0,1,67.586,0.01,0.0,11.0562,189.28,50.7
10.822783,5.047375,2.3,4.733951,-0.313425,-0.308318,0,1,69.687,0.01,0.0,11.1208,189.28,49.6
10.886714,5.979251,2.3,5.532397,-0.446854,-0.43213,1,1,63.931,0.01,0.0,11.1863,189.28,50.7
10.947304,0.52326,2.3,0.0,-0.52326,-0.499707,0,1,60.59,0.01,0.0,11.2512,189.28,49.0
11.007102,1.292899,2.3,0.746916,-0.545983,-0.519258,0,1,59.798,0.01,0.0,11.3156,189.28,49.6
11.067129,2.048382,2.3,1.496684,-0.551698,-0.524134,0,1,60.026,0.009,0.0,11.3803,189.28,50.1
11.127077,2.805725,2.3,2.245482,-0.560243,-0.531392,0,1,59.949,0.01,0.0,11.4447,189.28,50.7
11.189228,3.560565,2.3,3.021792,-0.538774,-0.513084,0,1,62.151,0.009,0.0,11.5102,189.28,50.7
11.256622,4.347121,2.3,3.863579,-0.483543,-0.464919,0,1,67.393,0.01,0.0,11.5747,189.28,50.1
11.326379,5.21138,2.3,4.734895,-0.476486,-0.458659,0,1,69.757,0.01,0.0,11.6394,189.28,49.6
11.390014,6.107485,2.3,5.529735,-0.57775,-0.546141,1,1,63.635,0.011,0.0,11.7035,189.28,49.6
11.450046,0.62227,2.3,0.0,-0.62227,-0.582881,0,1,60.032,0.01,0.0,11.7687,189.28,50.1
11.510417,1.367347,2.3,0.753884,-0.613463,-0.575703,0,1,60.371,0.01,0.0,11.8338,189.28,50.7
11.570229,2.118138,2.3,1.500792,-0.617345,-0.578873,0,1,59.812,0.01,0.0,11.8979,189.28,50.7
11.630197,2.861317,2.3,2.249646,-0.611671,-0.574236,0,1,59.968,0.01,0.0,11.9623,189.28,49.6
11.692803,3.607405,2.3,3.031445,-0.575961,-0.544641,0,1,62.606,0.01,0.0,12.0259,189.28,49.0
11.760842,4.392802,2.3,3.881099,-0.511703,-0.489663,0,1,68.04,0.01,0.0,12.0908,189.28,49.0
11.830954,5.259459,2.3,4.756623,-0.502836,-0.481912,0,1,70.111,0.01,0.0,12.1569,189.28,49.6
11.894132,6.154406,2.3,5.545571,-0.608835,-0.571912,1,1,63.178,0.01,0.0,12.2212,189.28,49.6
11.953916,0.657768,2.3,0.0,-0.657768,-0.611352,0,1,59.784,0.033,0.0,12.2858,189.28,49.6
12.014015,1.393799,2.3,0.749657,-0.644142,-0.600512,0,1,60.099,0.01,0.0,12.3504,189.28,49.6
12.074288,2.135997,2.3,1.501477,-0.63452,-0.592791,0,1,60.273,0.01,0.0,12.4142,189.28,50.1
12.13395,2.881966,2.3,2.245682,-0.636284,-0.594211,0,1,59.662,0.01,0.0,12.4804,189.28,50.7
12.199718,3.620081,2.3,3.066044,-0.554038,-0.526125,0,1,65.768,0.01,0.0,12.5451,189.28,51.2
12.268407,4.449404,2.3,3.922854,-0.52655,-0.502554,0,1,68.69,0.01,0.0,12.6104,189.28,49.6
12.337258,5.32124,2.3,4.781671,-0.539569,-0.513766,0,1,68.851,0.01,0.0,12.6751,189.28,49.0
12.398396,6.192417,2.3,5.544286,-0.64813,-0.603697,1,1,61.138,0.011,0.0,12.7392,189.28,49.6
12.458266,0.663577,2.3,0.0,-0.663577,-0.615939,0,1,59.87,0.01,0.0,12.8051,189.28,49.0
12.518917,1.399708,2.3,0.756203,-0.643505,-0.600003,0,1,60.652,0.01,0.0,12.8696,189.28,49.0
12.57872,2.148835,2.3,1.501819,-0.647016,-0.602808,0,1,59.802,0.01,0.0,12.9348,189.28,50.7
12.639247,2.886887,2.3,2.256471,-0.630416,-0.589481,0,1,60.527,0.01,0.0,12.9994,189.28,49.6
12.703786,3.636707,2.3,3.061141,-0.575566,-0.54431,0,1,64.539,0.01,0.0,13.0634,189.28,50.1
12.772728,4.446429,2.3,3.920713,-0.525716,-0.501832,0,1,68.942,0.01,0.0,13.1291,189.28,50.1
12.840462,5.321646,2.3,4.76522,-0.556426,-0.528155,0,1,67.734,0.01,0.0,13.1934,189.28,50.7
12.900686,6.175284,2.3,5.516083,-0.659201,-0.612485,1,1,60.223,0.01,0.0,13.2581,189.28,50.1
12.961539,0.633304,2.3,0.0,-0.633304,-0.591811,0,1,60.854,0.01,0.0,13.3233,189.28,50.7
13.021147,1.386672,2.3,0.743528,-0.643145,-0.599715,0,1,59.608,0.01,0.0,13.3876,189.28,50.1
13.08112,2.122969,2.3,1.49161,-0.631359,-0.590242,0,1,59.973,0.01,0.0,13.4528,189.28,50.7
13.141622,2.865764,2.3,2.246284,-0.619479,-0.580611,0,1,60.502,0.01,0.0,13.517,189.28,50.1
13.206073,3.617144,2.3,3.050231,-0.566913,-0.53703,0,1,64.452,0.009,0.0,13.5826,189.28,51.2
13.276234,4.427412,2.3,3.925393,-0.502019,-0.481196,0,1,70.161,0.01,0.0,13.6474,189.28,50.7
13.344548,5.323165,2.3,4.777508,-0.545658,-0.51898,0,1,68.313,0.01,0.0,13.7122,189.28,49.0
13.405721,6.186296,2.3,5.540564,-0.645733,-0.601784,1,1,61.173,0.011,0.0,13.7771,189.28,50.7
13.46617,0.658303,2.3,0.0,-0.658303,-0.611775,0,1,60.449,0.01,0.0,13.8424,189.28,49.6
13.52711,1.40244,2.3,0.760141,-0.642299,-0.599038,0,1,60.94,0.01,0.0,13.9071,189.28,50.1
13.586772,2.155333,2.3,1.504338,-0.650995,-0.605978,0,1,59.662,0.01,0.0,13.9716,189.28,50.1
13.646971,2.890984,2.3,2.255247,-0.635737,-0.593771,0,1,60.2,0.01,0.0,14.036,189.28,49.6
13.711469,3.635842,2.3,3.059772,-0.57607,-0.544733,0,1,64.498,0.01,0.0,14.1025,189.28,50.7
13.780808,4.444954,2.3,3.92468,-0.520274,-0.497118,0,1,69.339,0.01,0.0,14.1672,189.28,50.7
13.849051,5.32635,2.3,4.77592,-0.55043,-0.523054,0,1,68.243,0.01,0.0,14.2319,189.28,49.6
13.910632,6.187621,2.3,5.544052,-0.643569,-0.600054,1,1,61.58,0.011,0.0,14.2963,189.28,49.6
