t,event_type,source,detected_leader_flash_time,follower_flash_time,timing_error_s,wrapped_timing_error_s
0.507782,follower_flash,follower_oscillator,,0.507782,,
0.568061,leader_flash,camera,0.568061,,,
0.95026,leader_flash,camera,0.95026,,,
0.95026,follower_flash,follower_oscillator,0.95026,0.95026,0.0,
1.328872,follower_flash,follower_oscillator,0.95026,1.328872,-0.378612,
1.451703,leader_flash,camera,1.451703,,,
1.830856,follower_flash,follower_oscillator,1.451703,1.830856,-0.379153,
1.952884,leader_flash,camera,1.952884,,,
2.334641,follower_flash,follower_oscillator,1.952884,2.334641,-0.381758,
2.455802,leader_flash,camera,2.455802,,,
2.898143,follower_flash,follower_oscillator,2.455802,2.898143,-0.442341,
2.957861,leader_flash,camera,2.957861,,,
3.400525,follower_flash,follower_oscillator,2.957861,3.400525,-0.442664,
3.460045,leader_flash,camera,3.460045,,,
3.903532,follower_flash,follower_oscillator,3.460045,3.903532,-0.443487,
3.965153,leader_flash,camera,3.965153,,,
4.406654,follower_flash,follower_oscillator,3.965153,4.406654,-0.441501,
4.466372,leader_flash,camera,4.466372,,,
4.91002,follower_flash,follower_oscillator,4.466372,4.91002,-0.443648,
4.97035,leader_flash,camera,4.97035,,,
5.41232,follower_flash,follower_oscillator,4.97035,5.41232,-0.44197,
5.41232,sync_achieved,metrics,,,,
5.472644,leader_flash,camera,5.472644,,,
5.916573,follower_flash,follower_oscillator,5.472644,5.916573,-0.443929,
5.976327,leader_flash,camera,5.976327,,,
6.418043,follower_flash,follower_oscillator,5.976327,6.418043,-0.441716,
6.478318,leader_flash,camera,6.478318,,,
6.920574,follower_flash,follower_oscillator,6.478318,6.920574,-0.442256,
6.980814,leader_flash,camera,6.980814,,,
7.422008,follower_flash,follower_oscillator,6.980814,7.422008,-0.441194,
7.481548,leader_flash,camera,7.481548,,,
7.924896,follower_flash,follower_oscillator,7.481548,7.924896,-0.443348,
7.98557,leader_flash,camera,7.98557,,,
8.428653,follower_flash,follower_oscillator,7.98557,8.428653,-0.443083,
8.489647,leader_flash,camera,8.489647,,,
8.930763,follower_flash,follower_oscillator,8.489647,8.930763,-0.441116,
8.991198,leader_flash,camera,8.991198,,,
9.436569,follower_flash,follower_oscillator,8.991198,9.436569,-0.445372,
9.497117,leader_flash,camera,9.497117,,,
9.940701,follower_flash,follower_oscillator,9.497117,9.940701,-0.443585,
10.001422,leader_flash,camera,10.001422,,,
10.44374,leader_flash,camera,10.44374,,,
10.44374,follower_flash,follower_oscillator,10.44374,10.44374,0.0,
10.886714,follower_flash,follower_oscillator,10.44374,10.886714,-0.442975,
10.947304,leader_flash,camera,10.947304,,,
11.390014,follower_flash,follower_oscillator,10.947304,11.390014,-0.44271,
11.450046,leader_flash,camera,11.450046,,,
11.894132,follower_flash,follower_oscillator,11.450046,11.894132,-0.444086,
11.953916,leader_flash,camera,11.953916,,,
12.398396,follower_flash,follower_oscillator,11.953916,12.398396,-0.44448,
12.458266,leader_flash,camera,12.458266,,,
12.900686,follower_flash,follower_oscillator,12.458266,12.900686,-0.44242,
12.961539,leader_flash,camera,12.961539,,,
13.405721,follower_flash,follower_oscillator,12.961539,13.405721,-0.444182,
13.46617,leader_flash,camera,13.46617,,,
13.910632,follower_flash,follower_oscillator,13.46617,13.910632,-0.444461,
13.970712,leader_flash,camera,13.970712,,,
14.415,follower_flash,follower_oscillator,13.970712,14.415,-0.444288,
14.475941,leader_flash,camera,14.475941,,,
14.919281,follower_flash,follower_oscillator,14.475941,14.919281,-0.44334,
14.979296,leader_flash,camera,14.979296,,,
15.423092,follower_flash,follower_oscillator,14.979296,15.423092,-0.443796,
15.484049,leader_flash,camera,15.484049,,,
15.925928,follower_flash,follower_oscillator,15.484049,15.925928,-0.441878,
15.985741,leader_flash,camera,15.985741,,,
16.428924,follower_flash,follower_oscillator,15.985741,16.428924,-0.443183,
16.489264,leader_flash,camera,16.489264,,,
16.932715,follower_flash,follower_oscillator,16.489264,16.932715,-0.443451,
16.993606,leader_flash,camera,16.993606,,,
17.439017,follower_flash,follower_oscillator,16.993606,17.439017,-0.445411,
17.499225,leader_flash,camera,17.499225,,,
17.944422,leader_flash,camera,17.944422,,,
17.944422,follower_flash,follower_oscillator,17.944422,17.944422,0.0,
18.388831,follower_flash,follower_oscillator,17.944422,18.388831,-0.444409,
18.44992,leader_flash,camera,18.44992,,,
18.89336,follower_flash,follower_oscillator,18.44992,18.89336,-0.44344,
18.953731,leader_flash,camera,18.953731,,,
19.396217,follower_flash,follower_oscillator,18.953731,19.396217,-0.442486,
19.456596,leader_flash,camera,19.456596,,,
19.900493,follower_flash,follower_oscillator,19.456596,19.900493,-0.443897,
19.96081,leader_flash,camera,19.96081,,,
20.407351,follower_flash,follower_oscillator,19.96081,20.407351,-0.446541,
20.467891,leader_flash,camera,20.467891,,,
20.912943,follower_flash,follower_oscillator,20.467891,20.912943,-0.445052,
20.97417,leader_flash,camera,20.97417,,,
21.418274,follower_flash,follower_oscillator,20.97417,21.418274,-0.444104,
21.478933,leader_flash,camera,21.478933,,,
21.922838,follower_flash,follower_oscillator,21.478933,21.922838,-0.443905,
21.983739,leader_flash,camera,21.983739,,,
22.428204,follower_flash,follower_oscillator,21.983739,22.428204,-0.444465,
22.489095,leader_flash,camera,22.489095,,,
22.933272,follower_flash,follower_oscillator,22.489095,22.933272,-0.444176,
22.994026,leader_flash,camera,22.994026,,,
23.43913,follower_flash,follower_oscillator,22.994026,23.43913,-0.445104,
23.499388,leader_flash,camera,23.499388,,,
23.945446,leader_flash,camera,23.945446,,,
23.945446,follower_flash,follower_oscillator,23.945446,23.945446,0.0,
24.391914,follower_flash,follower_oscillator,23.945446,24.391914,-0.446467,
24.452218,leader_flash,camera,24.452218,,,
24.895776,follower_flash,follower_oscillator,24.452218,24.895776,-0.443558,
24.956619,leader_flash,camera,24.956619,,,
25.401049,follower_flash,follower_oscillator,24.956619,25.401049,-0.44443,
25.461731,leader_flash,camera,25.461731,,,
25.907263,follower_flash,follower_oscillator,25.461731,25.907263,-0.445533,
25.96801,leader_flash,camera,25.96801,,,
26.413364,follower_flash,follower_oscillator,25.96801,26.413364,-0.445354,
26.474026,leader_flash,camera,26.474026,,,
26.920441,follower_flash,follower_oscillator,26.474026,26.920441,-0.446415,
26.980484,leader_flash,camera,26.980484,,,
27.424873,follower_flash,follower_oscillator,26.980484,27.424873,-0.444388,
27.485343,leader_flash,camera,27.485343,,,
27.930083,follower_flash,follower_oscillator,27.485343,27.930083,-0.44474,
27.990915,leader_flash,camera,27.990915,,,
28.436163,follower_flash,follower_oscillator,27.990915,28.436163,-0.445249,
28.496442,leader_flash,camera,28.496442,,,
28.941806,leader_flash,camera,28.941806,,,
28.941806,follower_flash,follower_oscillator,28.941806,28.941806,0.0,
29.387108,follower_flash,follower_oscillator,28.941806,29.387108,-0.445302,
29.447088,leader_flash,camera,29.447088,,,
29.890985,follower_flash,follower_oscillator,29.447088,29.890985,-0.443897,
29.952248,leader_flash,camera,29.952248,,,
