agent_id,event_type,normalized_signal,raw_brightness,roi_id,t_s
V0,pi_detected_virtual_flash,0.7672,48.0,0,0.800692
V1,pi_detected_virtual_flash,0.9799,47.0,1,0.800692
V0,pi_detected_virtual_flash,0.7368,47.0,0,1.300432
V1,pi_detected_virtual_flash,0.9924,47.0,1,1.300432
V0,pi_detected_virtual_flash,0.7368,47.0,0,1.800169
V1,pi_detected_virtual_flash,0.975,47.0,1,1.800169
V0,pi_detected_virtual_flash,0.7368,47.0,0,2.299939
V1,pi_detected_virtual_flash,0.975,47.0,1,2.299939
V0,pi_detected_virtual_flash,0.7105,46.0,0,2.799688
V1,pi_detected_virtual_flash,0.975,47.0,1,2.799688
V0,pi_detected_virtual_flash,0.6783,45.0,0,3.29942
V1,pi_detected_virtual_flash,0.975,47.0,1,3.29942
V1,pi_detected_virtual_flash,0.975,47.0,1,3.799182
V0,pi_detected_virtual_flash,0.973,56.0,0,3.832483
V0,pi_detected_virtual_flash,0.6842,45.0,0,4.29895
V1,pi_detected_virtual_flash,0.975,47.0,1,4.29895
V1,pi_detected_virtual_flash,1.0,48.0,1,4.798672
V0,pi_detected_virtual_flash,0.973,56.0,0,4.831975
V1,pi_detected_virtual_flash,0.9875,47.5,1,5.298423
V0,pi_detected_virtual_flash,0.973,56.0,0,5.33178
V1,pi_detected_virtual_flash,1.0,48.0,1,5.798174
V0,pi_detected_virtual_flash,0.973,56.0,0,5.831488
V1,pi_detected_virtual_flash,0.975,47.0,1,6.297916
V0,pi_detected_virtual_flash,0.973,56.0,0,6.331309
V1,pi_detected_virtual_flash,0.975,47.0,1,6.797686
V0,pi_detected_virtual_flash,0.973,56.0,0,6.830991
V1,pi_detected_virtual_flash,1.0,48.0,1,7.29741
V0,pi_detected_virtual_flash,0.973,56.0,0,7.330757
V1,pi_detected_virtual_flash,0.975,47.0,1,7.797175
V0,pi_detected_virtual_flash,0.973,56.0,0,7.830481
V1,pi_detected_virtual_flash,0.975,47.0,1,8.296895
V0,pi_detected_virtual_flash,0.973,56.0,0,8.330278
V1,pi_detected_virtual_flash,1.0,48.0,1,8.796699
V0,pi_detected_virtual_flash,0.973,56.0,0,8.83002
V1,pi_detected_virtual_flash,1.0,48.0,1,9.296395
V0,pi_detected_virtual_flash,0.973,56.0,0,9.329723
V1,pi_detected_virtual_flash,0.975,47.0,1,9.796173
V0,pi_detected_virtual_flash,0.973,56.0,0,9.829487
V1,pi_detected_virtual_flash,0.975,47.0,1,10.295893
V0,pi_detected_virtual_flash,0.973,56.0,0,10.329285
V1,pi_detected_virtual_flash,0.975,47.0,1,10.795635
V0,pi_detected_virtual_flash,0.973,56.0,0,10.828961
V1,pi_detected_virtual_flash,1.0,48.0,1,11.295389
V0,pi_detected_virtual_flash,0.973,56.0,0,11.328713
V1,pi_detected_virtual_flash,0.975,47.0,1,11.795154
V0,pi_detected_virtual_flash,0.973,56.0,0,11.828459
V1,pi_detected_virtual_flash,0.9512,47.0,1,12.29504
V0,pi_detected_virtual_flash,0.973,56.0,0,12.328419
V1,pi_detected_virtual_flash,0.9512,47.0,1,12.794631
V0,pi_detected_virtual_flash,0.973,56.0,0,12.827946
V1,pi_detected_virtual_flash,0.9512,47.0,1,13.294357
V0,pi_detected_virtual_flash,0.973,56.0,0,13.327701
V1,pi_detected_virtual_flash,0.9756,48.0,1,13.794118
V0,pi_detected_virtual_flash,0.973,56.0,0,13.827439
V1,pi_detected_virtual_flash,0.9512,47.0,1,14.293849
V0,pi_detected_virtual_flash,1.0,57.0,0,14.327246
V1,pi_detected_virtual_flash,0.9756,48.0,1,14.793617
V0,pi_detected_virtual_flash,0.973,56.0,0,14.826977
V1,pi_detected_virtual_flash,0.9756,48.0,1,15.293307
V0,pi_detected_virtual_flash,0.973,56.0,0,15.326696
V1,pi_detected_virtual_flash,0.9512,47.0,1,15.793098
V0,pi_detected_virtual_flash,0.973,56.0,0,15.826436
V1,pi_detected_virtual_flash,0.9268,46.0,1,16.292845
V0,pi_detected_virtual_flash,0.973,56.0,0,16.326229
V1,pi_detected_virtual_flash,0.9512,47.0,1,16.792588
V0,pi_detected_virtual_flash,0.973,56.0,0,16.825908
V1,pi_detected_virtual_flash,0.9512,47.0,1,17.292326
V0,pi_detected_virtual_flash,0.973,56.0,0,17.32566
V1,pi_detected_virtual_flash,0.9268,46.0,1,17.792091
V0,pi_detected_virtual_flash,0.973,56.0,0,17.825395
V1,pi_detected_virtual_flash,0.9268,46.0,1,18.291836
V0,pi_detected_virtual_flash,1.0,57.0,0,18.325209
V1,pi_detected_virtual_flash,0.9268,46.0,1,18.791581
V0,pi_detected_virtual_flash,0.9737,56.0,0,18.824897
V1,pi_detected_virtual_flash,0.9268,46.0,1,19.291316
V0,pi_detected_virtual_flash,0.9737,56.0,0,19.324662
V1,pi_detected_virtual_flash,0.9268,46.0,1,19.79107
V0,pi_detected_virtual_flash,1.0,57.0,0,19.824406
V1,pi_detected_virtual_flash,0.9024,45.0,1,20.290812
V0,pi_detected_virtual_flash,0.9737,56.0,0,20.324211
V1,pi_detected_virtual_flash,0.9024,45.0,1,20.790525
V0,pi_detected_virtual_flash,1.0,57.0,0,20.823884
V1,pi_detected_virtual_flash,0.9024,45.0,1,21.290285
V0,pi_detected_virtual_flash,0.9737,56.0,0,21.323626
V1,pi_detected_virtual_flash,0.9024,45.0,1,21.790041
V0,pi_detected_virtual_flash,0.9737,56.0,0,21.82337
V1,pi_detected_virtual_flash,0.9024,45.0,1,22.289796
V0,pi_detected_virtual_flash,0.9737,56.0,0,22.323182
V1,pi_detected_virtual_flash,0.878,44.0,1,22.789545
V0,pi_detected_virtual_flash,0.9737,56.0,0,22.822865
V1,pi_detected_virtual_flash,0.878,44.0,1,23.28927
V0,pi_detected_virtual_flash,0.9737,56.0,0,23.32262
V1,pi_detected_virtual_flash,0.878,44.0,1,23.789034
V0,pi_detected_virtual_flash,0.9737,56.0,0,23.822361
V1,pi_detected_virtual_flash,0.878,44.0,1,24.288774
V0,pi_detected_virtual_flash,1.0,57.0,0,24.322151
V1,pi_detected_virtual_flash,0.8537,43.0,1,24.788524
V0,pi_detected_virtual_flash,1.0,57.0,0,24.821841
V1,pi_detected_virtual_flash,0.8537,43.0,1,25.288281
V0,pi_detected_virtual_flash,0.975,56.0,0,25.321591
V1,pi_detected_virtual_flash,0.8095,42.0,1,25.788022
V0,pi_detected_virtual_flash,0.975,56.0,0,25.821335
V1,pi_detected_virtual_flash,0.8095,42.0,1,26.287766
V0,pi_detected_virtual_flash,0.9756,56.0,0,26.321149
V1,pi_detected_virtual_flash,0.8095,42.0,1,26.787532
V0,pi_detected_virtual_flash,1.0,57.0,0,26.820847
V1,pi_detected_virtual_flash,0.7857,41.0,1,27.287263
V0,pi_detected_virtual_flash,0.9767,56.0,0,27.320587
V1,pi_detected_virtual_flash,0.7619,40.0,1,27.787191
V0,pi_detected_virtual_flash,0.9773,56.0,0,27.82051
V1,pi_detected_virtual_flash,0.7619,40.0,1,28.286759
V0,pi_detected_virtual_flash,1.0,57.0,0,28.320133
V1,pi_detected_virtual_flash,0.7619,40.0,1,28.786491
V0,pi_detected_virtual_flash,1.0,57.0,0,28.819818
V1,pi_detected_virtual_flash,0.7143,38.0,1,29.286232
V0,pi_detected_virtual_flash,0.9778,56.0,0,29.319576
V1,pi_detected_virtual_flash,0.7143,38.0,1,29.785984
V0,pi_detected_virtual_flash,0.9773,56.0,0,29.819303
