event,model,source,t_s
pi_flash,kuramoto,pi_oscillator,0.530882
virtual_flash,kuramoto,camera,0.883
pi_flash,kuramoto,pi_oscillator,1.35655
virtual_flash,kuramoto,camera,1.608615
virtual_flash,kuramoto,camera,2.043179
pi_flash,kuramoto,pi_oscillator,2.089065
virtual_flash,kuramoto,camera,2.583042
pi_flash,kuramoto,pi_oscillator,2.632818
virtual_flash,kuramoto,camera,3.105343
pi_flash,kuramoto,pi_oscillator,3.202905
virtual_flash,kuramoto,camera,3.635427
pi_flash,kuramoto,pi_oscillator,3.787011
virtual_flash,kuramoto,camera,4.296546
pi_flash,kuramoto,pi_oscillator,4.488494
virtual_flash,kuramoto,camera,4.827365
pi_flash,kuramoto,pi_oscillator,5.289008
virtual_flash,kuramoto,camera,5.436074
virtual_flash,kuramoto,camera,5.938315
pi_flash,kuramoto,pi_oscillator,5.987328
virtual_flash,kuramoto,camera,6.462192
pi_flash,kuramoto,pi_oscillator,6.554405
virtual_flash,kuramoto,camera,6.996184
pi_flash,kuramoto,pi_oscillator,7.092569
pi_flash,kuramoto,pi_oscillator,7.632084
virtual_flash,kuramoto,camera,7.788052
virtual_flash,kuramoto,camera,8.184612
pi_flash,kuramoto,pi_oscillator,8.324449
virtual_flash,kuramoto,camera,8.728322
pi_flash,kuramoto,pi_oscillator,8.921213
virtual_flash,kuramoto,camera,9.299382
pi_flash,kuramoto,pi_oscillator,9.723105
virtual_flash,kuramoto,camera,9.938667
virtual_flash,kuramoto,camera,10.479494
pi_flash,kuramoto,pi_oscillator,10.479494
virtual_flash,kuramoto,camera,10.930261
pi_flash,kuramoto,pi_oscillator,11.071934
virtual_flash,kuramoto,camera,11.45139
pi_flash,kuramoto,pi_oscillator,11.670573
virtual_flash,kuramoto,camera,12.121035
pi_flash,kuramoto,pi_oscillator,12.410937
virtual_flash,kuramoto,camera,12.666981
pi_flash,kuramoto,pi_oscillator,13.200855
virtual_flash,kuramoto,camera,13.323978
virtual_flash,kuramoto,camera,13.834333
pi_flash,kuramoto,pi_oscillator,13.88427
virtual_flash,kuramoto,camera,14.286002
pi_flash,kuramoto,pi_oscillator,14.428152
virtual_flash,kuramoto,camera,14.908718
pi_flash,kuramoto,pi_oscillator,15.063256
virtual_flash,kuramoto,camera,15.431396
pi_flash,kuramoto,pi_oscillator,15.719012
virtual_flash,kuramoto,camera,16.09063
pi_flash,kuramoto,pi_oscillator,16.515494
virtual_flash,kuramoto,camera,16.726099
virtual_flash,kuramoto,camera,17.264119
pi_flash,kuramoto,pi_oscillator,17.264119
virtual_flash,kuramoto,camera,17.736513
pi_flash,kuramoto,pi_oscillator,17.866527
virtual_flash,kuramoto,camera,18.346471
pi_flash,kuramoto,pi_oscillator,18.450042
virtual_flash,kuramoto,camera,18.883075
pi_flash,kuramoto,pi_oscillator,18.977472
virtual_flash,kuramoto,camera,19.412458
pi_flash,kuramoto,pi_oscillator,19.55765
virtual_flash,kuramoto,camera,20.056346
pi_flash,kuramoto,pi_oscillator,20.153469
virtual_flash,kuramoto,camera,20.600765
pi_flash,kuramoto,pi_oscillator,20.738263
virtual_flash,kuramoto,camera,21.159324
pi_flash,kuramoto,pi_oscillator,21.310897
virtual_flash,kuramoto,camera,21.797543
pi_flash,kuramoto,pi_oscillator,21.942155
virtual_flash,kuramoto,camera,22.323721
pi_flash,kuramoto,pi_oscillator,22.5789
virtual_flash,kuramoto,camera,22.988383
pi_flash,kuramoto,pi_oscillator,23.449494
virtual_flash,kuramoto,camera,23.590961
virtual_flash,kuramoto,camera,24.101283
pi_flash,kuramoto,pi_oscillator,24.149111
virtual_flash,kuramoto,camera,24.515687
pi_flash,kuramoto,pi_oscillator,24.759458
virtual_flash,kuramoto,camera,25.143831
pi_flash,kuramoto,pi_oscillator,25.631754
virtual_flash,kuramoto,camera,25.781335
virtual_flash,kuramoto,camera,26.31487
pi_flash,kuramoto,pi_oscillator,26.31487
virtual_flash,kuramoto,camera,26.760987
pi_flash,kuramoto,pi_oscillator,26.900995
virtual_flash,kuramoto,camera,27.290008
pi_flash,kuramoto,pi_oscillator,27.561163
virtual_flash,kuramoto,camera,27.975187
pi_flash,kuramoto,pi_oscillator,28.447974
virtual_flash,kuramoto,camera,28.569147
virtual_flash,kuramoto,camera,29.13903
pi_flash,kuramoto,pi_oscillator,29.13903
virtual_flash,kuramoto,camera,29.585135
pi_flash,kuramoto,pi_oscillator,29.690929
