t_s,phase_rad,freq_hz,phase_err,flash
0.007749,0.073032,1.5,0.0,0
0.007752,0.073063,1.5,0.0,0
0.007756,0.073095,1.5,0.0,0
0.007759,0.073126,1.5,0.0,0
0.007763,0.073167,1.5,0.0,0
0.007767,0.073199,1.5,0.0,0
0.00777,0.073232,1.5,0.0,0
0.007774,0.073264,1.5,0.0,0
0.007777,0.073296,1.5,0.0,0
0.00778,0.073327,1.5,0.0,0
0.007784,0.073362,1.5,0.0,0
0.007788,0.073395,1.5,0.0,0
0.007792,0.073441,1.5,0.0,0
0.007796,0.073472,1.5,0.0,0
0.007799,0.073502,1.5,0.0,0
0.007802,0.073532,1.5,0.0,0
0.007805,0.073564,1.5,0.0,0
0.007809,0.073595,1.5,0.0,0
0.007812,0.073625,1.5,0.0,0
0.007815,0.073658,1.5,0.0,0
0.007821,0.07371,1.5,0.0,0
0.007824,0.073743,1.5,0.0,0
0.007828,0.073774,1.5,0.0,0
0.007831,0.07381,1.5,0.0,0
0.007835,0.073846,1.5,0.0,0
0.007839,0.073878,1.5,0.0,0
0.007842,0.073908,1.5,0.0,0
0.007845,0.07394,1.5,0.0,0
0.007849,0.073976,1.5,0.0,0
0.007853,0.074009,1.5,0.0,0
0.007856,0.074041,1.5,0.0,0
0.007859,0.074072,1.5,0.0,0
0.007863,0.074104,1.5,0.0,0
0.007866,0.074136,1.5,0.0,0
0.00787,0.07417,1.5,0.0,0
0.007873,0.074202,1.5,0.0,0
0.007878,0.074246,1.5,0.0,0
0.007881,0.07428,1.5,0.0,0
0.007885,0.074315,1.5,0.0,0
0.007888,0.074346,1.5,0.0,0
0.007892,0.074378,1.5,0.0,0
0.007895,0.07441,1.5,0.0,0
0.007898,0.074441,1.5,0.0,0
0.007902,0.074473,1.5,0.0,0
0.007906,0.074514,1.5,0.0,0
0.00791,0.074546,1.5,0.0,0
0.007914,0.074587,1.5,0.0,0
0.007917,0.07462,1.5,0.0,0
0.007921,0.074653,1.5,0.0,0
0.007924,0.074685,1.5,0.0,0
0.007928,0.074718,1.5,0.0,0
0.007931,0.074749,1.5,0.0,0
0.007936,0.074791,1.5,0.0,0
0.007939,0.074823,1.5,0.0,0
0.007942,0.074853,1.5,0.0,0
0.007945,0.074885,1.5,0.0,0
0.007949,0.074918,1.5,0.0,0
0.007952,0.074951,1.5,0.0,0
0.007956,0.074981,1.5,0.0,0
0.007959,0.075013,1.5,0.0,0
0.007962,0.075044,1.5,0.0,0
0.007966,0.075081,1.5,0.0,0
0.00797,0.075115,1.5,0.0,0
0.007973,0.075146,1.5,0.0,0
0.007976,0.075177,1.5,0.0,0
0.00798,0.075207,1.5,0.0,0
0.007983,0.075239,1.5,0.0,0
0.007986,0.07527,1.5,0.0,0
0.007991,0.075312,1.5,0.0,0
0.007995,0.075347,1.5,0.0,0
0.007998,0.075378,1.5,0.0,0
0.008002,0.075421,1.5,0.0,0
0.008006,0.075453,1.5,0.0,0
0.008009,0.075483,1.5,0.0,0
0.008012,0.075515,1.5,0.0,0
0.008016,0.075546,1.5,0.0,0
0.00802,0.07559,1.5,0.0,0
0.008024,0.075621,1.5,0.0,0
0.008027,0.075653,1.5,0.0,0
0.00803,0.075684,1.5,0.0,0
0.008034,0.075716,1.5,0.0,0
0.008037,0.075747,1.5,0.0,0
0.00804,0.075779,1.5,0.0,0
0.008044,0.075809,1.5,0.0,0
0.008048,0.075853,1.5,0.0,0
0.008052,0.075889,1.5,0.0,0
0.008055,0.075921,1.5,0.0,0
0.008059,0.075952,1.5,0.0,0
0.008062,0.075984,1.5,0.0,0
0.008065,0.076015,1.5,0.0,0
0.008069,0.076047,1.5,0.0,0
0.008072,0.076077,1.5,0.0,0
0.008075,0.076109,1.5,0.0,0
0.008079,0.07614,1.5,0.0,0
0.008082,0.076172,1.5,0.0,0
0.008085,0.076202,1.5,0.0,0
0.00809,0.076245,1.5,0.0,0
0.008094,0.076281,1.5,0.0,0
0.008097,0.076312,1.5,0.0,0
0.0081,0.076344,1.5,0.0,0
0.008105,0.076387,1.5,0.0,0
0.008108,0.076419,1.5,0.0,0
0.008112,0.07645,1.5,0.0,0
0.008115,0.076481,1.5,0.0,0
0.008118,0.076513,1.5,0.0,0
0.008121,0.076543,1.5,0.0,0
0.008125,0.076574,1.5,0.0,0
0.00813,0.07662,1.5,0.0,0
0.008133,0.076653,1.5,0.0,0
0.008137,0.076686,1.5,0.0,0
0.00814,0.076717,1.5,0.0,0
0.008143,0.076749,1.5,0.0,0
0.008147,0.076779,1.5,0.0,0
0.00815,0.07681,1.5,0.0,0
0.008153,0.076842,1.5,0.0,0
0.008158,0.076885,1.5,0.0,0
0.008162,0.076923,1.5,0.0,0
0.008165,0.076956,1.5,0.0,0
0.008169,0.07699,1.5,0.0,0
0.008172,0.077023,1.5,0.0,0
0.008176,0.077055,1.5,0.0,0
0.008179,0.077085,1.5,0.0,0
0.008183,0.077127,1.5,0.0,0
0.008187,0.077159,1.5,0.0,0
0.00819,0.07719,1.5,0.0,0
0.008194,0.077223,1.5,0.0,0
0.008197,0.077254,1.5,0.0,0
0.0082,0.077284,1.5,0.0,0
0.008203,0.077315,1.5,0.0,0
0.008207,0.077346,1.5,0.0,0
0.00821,0.077377,1.5,0.0,0
0.008214,0.077418,1.5,0.0,0
0.008218,0.077453,1.5,0.0,0
0.008221,0.077485,1.5,0.0,0
0.008225,0.077516,1.5,0.0,0
0.008228,0.077547,1.5,0.0,0
0.008231,0.077578,1.5,0.0,0
0.008235,0.07761,1.5,0.0,0
0.008238,0.077641,1.5,0.0,0
0.008242,0.077684,1.5,0.0,0
0.008246,0.077716,1.5,0.0,0
0.008249,0.077748,1.5,0.0,0
0.008253,0.077779,1.5,0.0,0
0.008256,0.07781,1.5,0.0,0
0.008259,0.077842,1.5,0.0,0
0.008263,0.077874,1.5,0.0,0
0.008266,0.077906,1.5,0.0,0
0.008271,0.077949,1.5,0.0,0
0.008275,0.077991,1.5,0.0,0
0.008279,0.078029,1.5,0.0,0
0.008282,0.078059,1.5,0.0,0
0.008286,0.07809,1.5,0.0,0
0.008289,0.078125,1.5,0.0,0
0.008293,0.078159,1.5,0.0,0
0.008296,0.078193,1.5,0.0,0
0.0083,0.078228,1.5,0.0,0
0.008303,0.078258,1.5,0.0,0
0.008307,0.078292,1.5,0.0,0
0.00831,0.078322,1.5,0.0,0
0.008314,0.078354,1.5,0.0,0
0.008317,0.078387,1.5,0.0,0
0.00832,0.078419,1.5,0.0,0
0.008335,0.078556,1.5,0.0,0
0.00834,0.078605,1.5,0.0,0
0.008344,0.078642,1.5,0.0,0
0.008348,0.078674,1.5,0.0,0
0.008351,0.078707,1.5,0.0,0
0.008354,0.078739,1.5,0.0,0
0.008358,0.078773,1.5,0.0,0
0.008362,0.078807,1.5,0.0,0
0.008365,0.078842,1.5,0.0,0
0.00837,0.078886,1.5,0.0,0
0.008374,0.078919,1.5,0.0,0
0.008378,0.078964,1.5,0.0,0
0.008382,0.078996,1.5,0.0,0
0.008385,0.079027,1.5,0.0,0
0.008388,0.079059,1.5,0.0,0
0.008392,0.07909,1.5,0.0,0
0.008395,0.079122,1.5,0.0,0
0.0084,0.079165,1.5,0.0,0
0.008403,0.079197,1.5,0.0,0
0.008407,0.079229,1.5,0.0,0
0.00841,0.079262,1.5,0.0,0
0.008414,0.079298,1.5,0.0,0
0.008418,0.079333,1.5,0.0,0
0.008421,0.079364,1.5,0.0,0
0.008424,0.079397,1.5,0.0,0
0.008428,0.079429,1.5,0.0,0
0.008431,0.079462,1.5,0.0,0
0.008435,0.079494,1.5,0.0,0
0.008438,0.079526,1.5,0.0,0
0.008441,0.079557,1.5,0.0,0
0.008445,0.07959,1.5,0.0,0
0.008448,0.079624,1.5,0.0,0
0.008452,0.079656,1.5,0.0,0
0.008457,0.079704,1.5,0.0,0
0.00846,0.079736,1.5,0.0,0
0.008464,0.079771,1.5,0.0,0
0.008469,0.079818,1.5,0.0,0
0.008473,0.079854,1.5,0.0,0
0.008476,0.079885,1.5,0.0,0
0.00848,0.079919,1.5,0.0,0
0.008483,0.079953,1.5,0.0,0
0.008488,0.08,1.5,0.0,0
0.008492,0.080033,1.5,0.0,0
0.008495,0.080065,1.5,0.0,0
0.008499,0.080096,1.5,0.0,0
0.008502,0.08013,1.5,0.0,0
0.008506,0.080162,1.5,0.0,0
0.008509,0.080194,1.5,0.0,0
0.008512,0.080227,1.5,0.0,0
0.008517,0.080275,1.5,0.0,0
0.008521,0.080308,1.5,0.0,0
0.008524,0.080341,1.5,0.0,0
0.008528,0.080372,1.5,0.0,0
0.008531,0.080403,1.5,0.0,0
0.008534,0.080433,1.5,0.0,0
0.008537,0.080464,1.5,0.0,0
0.008541,0.080494,1.5,0.0,0
0.008544,0.080524,1.5,0.0,0
0.008548,0.080559,1.5,0.0,0
0.008551,0.080592,1.5,0.0,0
0.008555,0.080624,1.5,0.0,0
0.008558,0.080656,1.5,0.0,0
0.008563,0.0807,1.5,0.0,0
0.008566,0.080735,1.5,0.0,0
0.00857,0.080767,1.5,0.0,0
0.008574,0.080812,1.5,0.0,0
0.008578,0.080845,1.5,0.0,0
0.008581,0.080875,1.5,0.0,0
0.008584,0.080907,1.5,0.0,0
0.008588,0.080939,1.5,0.0,0
0.008591,0.08097,1.5,0.0,0
0.008595,0.081002,1.5,0.0,0
0.008598,0.081032,1.5,0.0,0
0.008603,0.081079,1.5,0.0,0
0.008606,0.081112,1.5,0.0,0
0.00861,0.081145,1.5,0.0,0
0.008613,0.081176,1.5,0.0,0
0.008616,0.081207,1.5,0.0,0
0.00862,0.081238,1.5,0.0,0
0.008623,0.081269,1.5,0.0,0
0.008627,0.081309,1.5,0.0,0
0.008631,0.081342,1.5,0.0,0
0.008634,0.081374,1.5,0.0,0
0.008637,0.081407,1.5,0.0,0
0.008641,0.081438,1.5,0.0,0
0.008644,0.081469,1.5,0.0,0
0.008647,0.0815,1.5,0.0,0
0.008651,0.081532,1.5,0.0,0
0.008655,0.081574,1.5,0.0,0
0.008659,0.081605,1.5,0.0,0
0.008662,0.081636,1.5,0.0,0
0.008665,0.081667,1.5,0.0,0
0.008668,0.081699,1.5,0.0,0
0.008672,0.081729,1.5,0.0,0
0.008675,0.08176,1.5,0.0,0
0.008678,0.081791,1.5,0.0,0
0.008683,0.081834,1.5,0.0,0
0.008686,0.081867,1.5,0.0,0
0.00869,0.081899,1.5,0.0,0
0.008693,0.081931,1.5,0.0,0
0.008696,0.081962,1.5,0.0,0
0.0087,0.081994,1.5,0.0,0
0.008703,0.082025,1.5,0.0,0
0.008707,0.082058,1.5,0.0,0
0.00871,0.082088,1.5,0.0,0
0.008714,0.082131,1.5,0.0,0
0.008718,0.082163,1.5,0.0,0
0.008721,0.082194,1.5,0.0,0
0.008725,0.082228,1.5,0.0,0
0.008728,0.082259,1.5,0.0,0
0.008731,0.082292,1.5,0.0,0
0.008735,0.082324,1.5,0.0,0
0.008739,0.082366,1.5,0.0,0
0.008744,0.082409,1.5,0.0,0
0.008747,0.082443,1.5,0.0,0
0.008751,0.082476,1.5,0.0,0
0.008754,0.082506,1.5,0.0,0
0.008758,0.082537,1.5,0.0,0
0.008761,0.082567,1.5,0.0,0
0.008764,0.082597,1.5,0.0,0
0.008767,0.082627,1.5,0.0,0
0.00877,0.082658,1.5,0.0,0
0.008774,0.082688,1.5,0.0,0
0.008777,0.082719,1.5,0.0,0
0.00878,0.082751,1.5,0.0,0
0.008784,0.082783,1.5,0.0,0
0.008787,0.082814,1.5,0.0,0
0.00879,0.082846,1.5,0.0,0
0.008795,0.08289,1.5,0.0,0
0.008798,0.082924,1.5,0.0,0
0.008802,0.082957,1.5,0.0,0
0.008805,0.082988,1.5,0.0,0
0.008809,0.083019,1.5,0.0,0
0.008812,0.083051,1.5,0.0,0
0.008816,0.083084,1.5,0.0,0
0.008819,0.083119,1.5,0.0,0
0.008823,0.08315,1.5,0.0,0
0.008827,0.083196,1.5,0.0,0
0.008832,0.083239,1.5,0.0,0
0.008835,0.083271,1.5,0.0,0
0.008839,0.083303,1.5,0.0,0
0.008842,0.083332,1.5,0.0,0
0.008845,0.083364,1.5,0.0,0
0.008849,0.083395,1.5,0.0,0
0.008853,0.083439,1.5,0.0,0
0.008857,0.083473,1.5,0.0,0
0.00886,0.083505,1.5,0.0,0
0.008864,0.08354,1.5,0.0,0
0.008867,0.083572,1.5,0.0,0
0.008871,0.083604,1.5,0.0,0
0.008874,0.083635,1.5,0.0,0
0.008877,0.083667,1.5,0.0,0
0.008881,0.083699,1.5,0.0,0
0.008884,0.083729,1.5,0.0,0
0.008887,0.083759,1.5,0.0,0
0.00889,0.08379,1.5,0.0,0
0.008894,0.083822,1.5,0.0,0
0.008897,0.083853,1.5,0.0,0
0.0089,0.083884,1.5,0.0,0
0.008904,0.083918,1.5,0.0,0
0.008909,0.083963,1.5,0.0,0
0.008912,0.083996,1.5,0.0,0
0.008915,0.084027,1.5,0.0,0
0.008919,0.084059,1.5,0.0,0
0.008923,0.084102,1.5,0.0,0
0.008927,0.084136,1.5,0.0,0
0.008931,0.08417,1.5,0.0,0
0.008934,0.0842,1.5,0.0,0
0.008937,0.084231,1.5,0.0,0
0.008942,0.084276,1.5,0.0,0
0.008945,0.084307,1.5,0.0,0
0.008949,0.084339,1.5,0.0,0
0.008952,0.084372,1.5,0.0,0
0.008956,0.084404,1.5,0.0,0
0.008959,0.084435,1.5,0.0,0
0.008962,0.084465,1.5,0.0,0
0.008967,0.084512,1.5,0.0,0
0.008971,0.084546,1.5,0.0,0
0.008974,0.084577,1.5,0.0,0
0.008977,0.084611,1.5,0.0,0
0.008981,0.084643,1.5,0.0,0
0.008984,0.084675,1.5,0.0,0
0.008988,0.084707,1.5,0.0,0
0.008991,0.084738,1.5,0.0,0
0.008995,0.084771,1.5,0.0,0
0.008998,0.084801,1.5,0.0,0
0.009001,0.084833,1.5,0.0,0
0.009004,0.084865,1.5,0.0,0
0.009008,0.084896,1.5,0.0,0
0.009011,0.084928,1.5,0.0,0
0.009016,0.084973,1.5,0.0,0
0.009019,0.085006,1.5,0.0,0
0.009024,0.085047,1.5,0.0,0
0.009027,0.085079,1.5,0.0,0
0.00903,0.08511,1.5,0.0,0
0.009034,0.085142,1.5,0.0,0
0.009037,0.085175,1.5,0.0,0
0.009041,0.085206,1.5,0.0,0
0.009044,0.085237,1.5,0.0,0
0.009047,0.085269,1.5,0.0,0
0.009052,0.085312,1.5,0.0,0
0.009056,0.085346,1.5,0.0,0
0.009059,0.085378,1.5,0.0,0
0.009063,0.085412,1.5,0.0,0
0.009066,0.085442,1.5,0.0,0
0.009069,0.085474,1.5,0.0,0
0.009072,0.085505,1.5,0.0,0
0.009077,0.085553,1.5,0.0,0
0.009081,0.085585,1.5,0.0,0
0.009084,0.085617,1.5,0.0,0
0.009088,0.085649,1.5,0.0,0
0.009091,0.08568,1.5,0.0,0
0.009094,0.085712,1.5,0.0,0
0.009098,0.085743,1.5,0.0,0
0.009101,0.085773,1.5,0.0,0
0.009106,0.085818,1.5,0.0,0
0.009109,0.085849,1.5,0.0,0
0.009112,0.085881,1.5,0.0,0
0.009116,0.085913,1.5,0.0,0
0.009119,0.085945,1.5,0.0,0
0.009122,0.085976,1.5,0.0,0
0.009126,0.086008,1.5,0.0,0
0.009129,0.086039,1.5,0.0,0
0.009133,0.086081,1.5,0.0,0
0.009137,0.086113,1.5,0.0,0
0.00914,0.086144,1.5,0.0,0
0.009144,0.086176,1.5,0.0,0
0.009147,0.086209,1.5,0.0,0
0.00915,0.08624,1.5,0.0,0
0.009154,0.086273,1.5,0.0,0
0.009157,0.086303,1.5,0.0,0
0.00916,0.086334,1.5,0.0,0
0.009165,0.08638,1.5,0.0,0
0.009169,0.086412,1.5,0.0,0
0.009172,0.086443,1.5,0.0,0
0.009175,0.086474,1.5,0.0,0
0.009178,0.086503,1.5,0.0,0
0.009182,0.086534,1.5,0.0,0
0.009185,0.086565,1.5,0.0,0
0.009189,0.086606,1.5,0.0,0
0.009194,0.086651,1.5,0.0,0
0.009197,0.086683,1.5,0.0,0
0.009201,0.086715,1.5,0.0,0
0.009204,0.086746,1.5,0.0,0
0.009207,0.086778,1.5,0.0,0
0.009211,0.086809,1.5,0.0,0
0.009214,0.086842,1.5,0.0,0
0.009217,0.086872,1.5,0.0,0
0.009221,0.086903,1.5,0.0,0
0.009224,0.086933,1.5,0.0,0
0.009227,0.086965,1.5,0.0,0
0.009231,0.086996,1.5,0.0,0
0.009234,0.087027,1.5,0.0,0
0.009237,0.08706,1.5,0.0,0
0.009241,0.087092,1.5,0.0,0
0.009245,0.087133,1.5,0.0,0
0.009249,0.087167,1.5,0.0,0
0.009252,0.087198,1.5,0.0,0
0.009255,0.087228,1.5,0.0,0
0.009259,0.087259,1.5,0.0,0
0.009262,0.087289,1.5,0.0,0
0.009265,0.087321,1.5,0.0,0
0.009268,0.087352,1.5,0.0,0
0.009272,0.087384,1.5,0.0,0
0.009276,0.087426,1.5,0.0,0
0.00928,0.087458,1.5,0.0,0
0.009284,0.0875,1.5,0.0,0
0.009287,0.087533,1.5,0.0,0
0.009291,0.087565,1.5,0.0,0
0.009294,0.087599,1.5,0.0,0
0.009298,0.087631,1.5,0.0,0
0.009303,0.087677,1.5,0.0,0
0.009306,0.087712,1.5,0.0,0
0.00931,0.087745,1.5,0.0,0
0.009313,0.087778,1.5,0.0,0
0.009317,0.087809,1.5,0.0,0
0.00932,0.08784,1.5,0.0,0
0.009323,0.087871,1.5,0.0,0
0.009327,0.087901,1.5,0.0,0
0.00933,0.087932,1.5,0.0,0
0.009333,0.087964,1.5,0.0,0
0.009337,0.087995,1.5,0.0,0
0.00934,0.088026,1.5,0.0,0
0.009343,0.088056,1.5,0.0,0
0.009346,0.088087,1.5,0.0,0
0.00935,0.088118,1.5,0.0,0
0.009353,0.08815,1.5,0.0,0
0.009358,0.088193,1.5,0.0,0
0.009362,0.088239,1.5,0.0,0
0.009366,0.08827,1.5,0.0,0
0.009369,0.088301,1.5,0.0,0
0.009372,0.088331,1.5,0.0,0
0.009377,0.088374,1.5,0.0,0
0.00938,0.088406,1.5,0.0,0
0.009384,0.088438,1.5,0.0,0
0.009387,0.088469,1.5,0.0,0
0.009392,0.088515,1.5,0.0,0
0.009395,0.088545,1.5,0.0,0
0.009398,0.088576,1.5,0.0,0
0.009401,0.088607,1.5,0.0,0
0.009405,0.088638,1.5,0.0,0
0.009408,0.08867,1.5,0.0,0
0.009412,0.088701,1.5,0.0,0
0.009416,0.088747,1.5,0.0,0
0.00942,0.088778,1.5,0.0,0
0.009423,0.088809,1.5,0.0,0
0.009426,0.088839,1.5,0.0,0
0.00943,0.088871,1.5,0.0,0
0.009433,0.088902,1.5,0.0,0
0.009436,0.088932,1.5,0.0,0
0.009439,0.088962,1.5,0.0,0
0.009443,0.088994,1.5,0.0,0
0.009446,0.089026,1.5,0.0,0
0.009449,0.089056,1.5,0.0,0
0.009452,0.089086,1.5,0.0,0
0.009461,0.089168,1.5,0.0,0
0.009465,0.089205,1.5,0.0,0
0.00947,0.08925,1.5,0.0,0
0.009473,0.089284,1.5,0.0,0
0.009478,0.089331,1.5,0.0,0
0.009482,0.089363,1.5,0.0,0
0.009485,0.089396,1.5,0.0,0
0.009489,0.089428,1.5,0.0,0
0.009492,0.08946,1.5,0.0,0
0.009495,0.08949,1.5,0.0,0
0.009499,0.089522,1.5,0.0,0
0.009502,0.089554,1.5,0.0,0
0.009505,0.089585,1.5,0.0,0
0.00951,0.089628,1.5,0.0,0
0.009513,0.089662,1.5,0.0,0
0.009517,0.089694,1.5,0.0,0
0.00952,0.089727,1.5,0.0,0
0.009524,0.089759,1.5,0.0,0
0.009527,0.08979,1.5,0.0,0
0.009531,0.089831,1.5,0.0,0
0.009535,0.089864,1.5,0.0,0
0.009539,0.0899,1.5,0.0,0
0.009542,0.089936,1.5,0.0,0
0.009546,0.089969,1.5,0.0,0
0.009549,0.090001,1.5,0.0,0
0.009553,0.090032,1.5,0.0,0
0.009556,0.090063,1.5,0.0,0
0.009561,0.09011,1.5,0.0,0
0.009565,0.090144,1.5,0.0,0
0.009568,0.090177,1.5,0.0,0
0.009572,0.090209,1.5,0.0,0
0.009575,0.090243,1.5,0.0,0
0.009579,0.090278,1.5,0.0,0
0.009583,0.090314,1.5,0.0,0
0.009586,0.090345,1.5,0.0,0
0.00959,0.090385,1.5,0.0,0
0.009594,0.090418,1.5,0.0,0
0.009597,0.09045,1.5,0.0,0
0.0096,0.090481,1.5,0.0,0
0.009604,0.090515,1.5,0.0,0
0.009607,0.090548,1.5,0.0,0
0.009611,0.090581,1.5,0.0,0
0.009615,0.090615,1.5,0.0,0
0.009618,0.090646,1.5,0.0,0
0.009621,0.090677,1.5,0.0,0
0.009626,0.090724,1.5,0.0,0
0.00963,0.090756,1.5,0.0,0
0.009633,0.090788,1.5,0.0,0
0.009636,0.09082,1.5,0.0,0
0.00964,0.090852,1.5,0.0,0
0.009643,0.090884,1.5,0.0,0
0.009647,0.090925,1.5,0.0,0
0.009651,0.090962,1.5,0.0,0
0.009656,0.091004,1.5,0.0,0
0.009659,0.091036,1.5,0.0,0
0.009663,0.091069,1.5,0.0,0
0.009666,0.091101,1.5,0.0,0
0.009669,0.091132,1.5,0.0,0
0.009673,0.091164,1.5,0.0,0
0.009676,0.091197,1.5,0.0,0
0.00968,0.091227,1.5,0.0,0
0.009683,0.091258,1.5,0.0,0
0.009686,0.09129,1.5,0.0,0
0.00969,0.091323,1.5,0.0,0
0.009693,0.091355,1.5,0.0,0
0.009696,0.091386,1.5,0.0,0
0.0097,0.091418,1.5,0.0,0
0.009705,0.091468,1.5,0.0,0
0.009709,0.091502,1.5,0.0,0
0.009713,0.091538,1.5,0.0,0
0.009716,0.09157,1.5,0.0,0
0.009719,0.091603,1.5,0.0,0
0.009723,0.091633,1.5,0.0,0
0.009726,0.091666,1.5,0.0,0
0.009729,0.091698,1.5,0.0,0
0.009733,0.091731,1.5,0.0,0
0.009737,0.091764,1.5,0.0,0
0.009742,0.091813,1.5,0.0,0
0.009745,0.091846,1.5,0.0,0
0.00975,0.09189,1.5,0.0,0
0.009753,0.091922,1.5,0.0,0
0.009757,0.091954,1.5,0.0,0
0.00976,0.091986,1.5,0.0,0
0.009764,0.092028,1.5,0.0,0
0.009768,0.092059,1.5,0.0,0
0.009771,0.092092,1.5,0.0,0
0.009775,0.092122,1.5,0.0,0
0.009778,0.092153,1.5,0.0,0
0.009781,0.092185,1.5,0.0,0
0.009784,0.092216,1.5,0.0,0
0.009788,0.092247,1.5,0.0,0
0.009791,0.092278,1.5,0.0,0
0.009794,0.092309,1.5,0.0,0
0.009798,0.09234,1.5,0.0,0
0.009801,0.09237,1.5,0.0,0
0.009804,0.092401,1.5,0.0,0
0.009807,0.092432,1.5,0.0,0
0.009811,0.092463,1.5,0.0,0
0.009814,0.092493,1.5,0.0,0
0.009819,0.092538,1.5,0.0,0
0.009822,0.092571,1.5,0.0,0
0.009826,0.092604,1.5,0.0,0
0.009829,0.092636,1.5,0.0,0
0.009832,0.092668,1.5,0.0,0
0.009837,0.092715,1.5,0.0,0
0.009841,0.092747,1.5,0.0,0
0.009844,0.092778,1.5,0.0,0
0.009847,0.092809,1.5,0.0,0
0.009851,0.092841,1.5,0.0,0
0.009855,0.092884,1.5,0.0,0
0.009859,0.092916,1.5,0.0,0
0.009862,0.092948,1.5,0.0,0
0.009866,0.092981,1.5,0.0,0
0.009869,0.093016,1.5,0.0,0
0.009873,0.093048,1.5,0.0,0
0.009877,0.093089,1.5,0.0,0
0.009881,0.093122,1.5,0.0,0
0.009884,0.093153,1.5,0.0,0
0.009887,0.093185,1.5,0.0,0
0.009891,0.093217,1.5,0.0,0
0.009894,0.093249,1.5,0.0,0
0.009897,0.093281,1.5,0.0,0
0.009901,0.093312,1.5,0.0,0
0.009904,0.093345,1.5,0.0,0
0.009908,0.093376,1.5,0.0,0
0.009911,0.093406,1.5,0.0,0
0.009914,0.09344,1.5,0.0,0
0.009918,0.093471,1.5,0.0,0
0.009921,0.093502,1.5,0.0,0
0.009925,0.093544,1.5,0.0,0
0.009929,0.093578,1.5,0.0,0
0.009934,0.093623,1.5,0.0,0
0.009937,0.093655,1.5,0.0,0
0.00994,0.093686,1.5,0.0,0
0.009944,0.093722,1.5,0.0,0
0.009948,0.093755,1.5,0.0,0
0.009951,0.093788,1.5,0.0,0
0.009955,0.093819,1.5,0.0,0
0.009958,0.093852,1.5,0.0,0
0.009961,0.093884,1.5,0.0,0
0.009966,0.09393,1.5,0.0,0
0.00997,0.093968,1.5,0.0,0
0.009974,0.094,1.5,0.0,0
0.009977,0.094032,1.5,0.0,0
0.009981,0.094067,1.5,0.0,0
0.009984,0.094099,1.5,0.0,0
0.009989,0.094141,1.5,0.0,0
0.009992,0.094176,1.5,0.0,0
0.009996,0.094208,1.5,0.0,0
0.009999,0.09424,1.5,0.0,0
