t_s,phase_rad,freq_hz,phase_err,coupling_term,flash
0.002164,0.020321,1.488706,-0.020276,-0.020274305081227774,0
0.002168,0.020356,1.488681,-0.020321,-0.02031919422767609,0
0.002172,0.020392,1.488662,-0.020356,-0.02035473078596419,0
0.002175,0.020427,1.488642,-0.020392,-0.020390266845998806,0
0.002179,0.020463,1.488622,-0.020427,-0.020425802407742694,0
0.002184,0.02051,1.488602,-0.020463,-0.020461337471158615,0
0.002188,0.020545,1.488576,-0.02051,-0.020508093558371007,0
0.002192,0.020581,1.488556,-0.020545,-0.020543627467618737,0
0.002196,0.020626,1.488537,-0.020581,-0.020579160878415055,0
0.0022,0.020661,1.488512,-0.020626,-0.020624044352267133,0
0.002204,0.020697,1.488492,-0.020661,-0.020659576634853488,0
0.002208,0.020731,1.488472,-0.020697,-0.02069510841886699,0
0.002212,0.020768,1.488453,-0.020731,-0.02072970466361795,0
0.002215,0.020803,1.488432,-0.020768,-0.02076617049135381,0
0.00222,0.02085,1.488413,-0.020803,-0.02080170077942553,0
0.002224,0.020886,1.488387,-0.02085,-0.02084845058272179,0
0.002228,0.020923,1.488366,-0.020886,-0.020884914699791108,0
0.002232,0.020958,1.488346,-0.020923,-0.020921378291452755,0
0.002236,0.020993,1.488327,-0.020958,-0.02095597144355861,0
0.002239,0.021028,1.488307,-0.020993,-0.020991499066972695,0
0.002244,0.021073,1.488288,-0.021028,-0.021026091260317188,0
0.002248,0.021108,1.488262,-0.021073,-0.02107190199977019,0
0.002252,0.021144,1.488243,-0.021108,-0.02110649309355917,0
0.002256,0.021178,1.488223,-0.021144,-0.021142018602869968,0
0.002259,0.021213,1.488204,-0.021178,-0.021176608737594988,0
0.002263,0.021248,1.488184,-0.021213,-0.021211198399129976,0
0.002267,0.021283,1.488165,-0.021248,-0.021246722437368575,0
0.002271,0.021318,1.488145,-0.021283,-0.021281311139629184,0
0.002274,0.021354,1.488126,-0.021318,-0.021316834192594343,0
0.002279,0.0214,1.488106,-0.021354,-0.021352356746298987,0
0.002283,0.021434,1.48808,-0.0214,-0.021398161574382926,0
0.002287,0.02147,1.488061,-0.021434,-0.02143274820412767,0
0.002291,0.021505,1.488041,-0.02147,-0.021468269128405992,0
0.002294,0.02154,1.488021,-0.021505,-0.021503789553265523,0
0.002298,0.021576,1.488002,-0.02154,-0.021538374736979192,0
0.002302,0.02161,1.487982,-0.021576,-0.021573894176035016,0
0.002306,0.021645,1.487963,-0.02161,-0.02160847839981719,0
0.002312,0.021706,1.487944,-0.021645,-0.021643062149981407,0
0.002316,0.021741,1.48791,-0.021706,-0.02170475116086633,0
0.002321,0.021789,1.48789,-0.021741,-0.02173933359239674,0
0.002325,0.021825,1.487864,-0.021789,-0.021787000711420992,0
0.002329,0.021861,1.487843,-0.021825,-0.021823451289816075,0
0.002332,0.021895,1.487824,-0.021861,-0.02185896671844157,0
0.002336,0.021931,1.487804,-0.021895,-0.021893547037046553,0
0.00234,0.021965,1.487785,-0.021931,-0.021929061479136314,0
0.002344,0.022002,1.487765,-0.021965,-0.0219636408370971,0
0.002348,0.022046,1.487745,-0.022002,-0.022000088863905847,0
0.002352,0.022082,1.487721,-0.022046,-0.02204401282654578,0
0.002356,0.022117,1.4877,-0.022082,-0.022080459692001557,0
0.00236,0.022153,1.487681,-0.022117,-0.022115036974488772,0
0.002365,0.022199,1.487661,-0.022153,-0.02215148281347239,0
0.002368,0.022234,1.487635,-0.022199,-0.022197272870511608,0
0.002372,0.022268,1.487616,-0.022234,-0.02223184855110809,0
0.002376,0.022303,1.487597,-0.022268,-0.022266423757469834,0
0.00238,0.022337,1.487577,-0.022303,-0.022300998489562653,0
0.002383,0.022373,1.487558,-0.022337,-0.022335572747352372,0
0.002387,0.022408,1.487538,-0.022373,-0.022371080964363608,0
0.002391,0.022443,1.487519,-0.022408,-0.02240565426062311,0
0.002395,0.022478,1.487499,-0.022443,-0.022441161490044347,0
0.002402,0.022543,1.48748,-0.022478,-0.022475734096575745,0
0.002406,0.022579,1.487444,-0.022543,-0.022541140266296413,0
0.002409,0.022614,1.487423,-0.022579,-0.022577579943248893,0
0.002413,0.02265,1.487404,-0.022614,-0.02261215040537467,0
0.002417,0.022686,1.487384,-0.02265,-0.02264765472385049,0
0.002421,0.022721,1.487364,-0.022686,-0.022684092859442225,0
0.002424,0.022755,1.487345,-0.022721,-0.022718661859144496,0
0.002428,0.02279,1.487325,-0.022755,-0.022753230384131073,0
0.002432,0.022825,1.487306,-0.02279,-0.02278779843436783,0
0.002436,0.022861,1.487286,-0.022825,-0.02282330027558695,0
0.00244,0.022905,1.487267,-0.022861,-0.02285880161597396,0
0.002444,0.022939,1.487242,-0.022905,-0.02290271060923196,0
0.002449,0.022984,1.487223,-0.022939,-0.022937276606101273,0
0.002452,0.023019,1.487198,-0.022984,-0.02298211816794019,0
0.002456,0.023054,1.487179,-0.023019,-0.023016683073701333,0
0.00246,0.023091,1.487159,-0.023054,-0.023052181685222634,0
0.002464,0.023127,1.487139,-0.023091,-0.023088613963236707,0
0.002468,0.023164,1.487118,-0.023127,-0.02312504571342101,0
0.002472,0.023198,1.487098,-0.023164,-0.02316147693573562,0
0.00248,0.023278,1.487079,-0.023198,-0.023196039376209072,0
0.002484,0.023316,1.487034,-0.023278,-0.023276372638253707,0
0.002488,0.02335,1.487013,-0.023316,-0.023313735751676824,0
0.002492,0.023386,1.486994,-0.02335,-0.02334829609849331,0
0.002495,0.02342,1.486974,-0.023386,-0.02338379002751302,0
0.0025,0.023459,1.486956,-0.02342,-0.02341741536640861,0
0.002503,0.023495,1.486934,-0.023459,-0.02345664444611811,0
0.002507,0.023531,1.486913,-0.023495,-0.02349307086162052,0
0.002511,0.023565,1.486894,-0.023531,-0.02352856274516176,0
0.002515,0.023602,1.486874,-0.023565,-0.023563120136628146,0
0.002519,0.023636,1.486854,-0.023602,-0.023599545007837182,0
0.002522,0.023672,1.486835,-0.023636,-0.023634101422464037,0
0.002526,0.023707,1.486815,-0.023672,-0.02366959131272403,0
0.00253,0.023742,1.486795,-0.023707,-0.023705080701271843,0
0.002534,0.023777,1.486776,-0.023742,-0.023739635663227263,0
0.002539,0.023822,1.486756,-0.023777,-0.02377512406144568,0
0.002542,0.023857,1.486731,-0.023822,-0.023819950944487557,0
0.002546,0.023891,1.486712,-0.023857,-0.02385450432485376,0
0.00255,0.023928,1.486693,-0.023891,-0.023889057229384548,0
0.002554,0.023962,1.486672,-0.023928,-0.023925477370769853,0
0.002558,0.024007,1.486653,-0.023962,-0.023960029297801947,0
0.002562,0.024045,1.486628,-0.024007,-0.02400485287719607,0
0.002567,0.02409,1.486607,-0.024045,-0.02404220515051995,0
0.002572,0.024137,1.486582,-0.02409,-0.024087960788569483,0
0.002576,0.024172,1.486556,-0.024137,-0.02413464964550521,0
0.00258,0.024207,1.486536,-0.024172,-0.02417013245557211,0
0.002583,0.024243,1.486517,-0.024207,-0.024204681011703224,0
0.002587,0.024277,1.486497,-0.024243,-0.024240162830488056,0
0.002591,0.024312,1.486478,-0.024277,-0.02427471042135405,0
0.002595,0.024346,1.486459,-0.024312,-0.024309257535971268,0
0.002598,0.024383,1.486439,-0.024346,-0.024343804174305744,0
0.002603,0.024427,1.486419,-0.024383,-0.0243802177102921,0
0.002607,0.024463,1.486394,-0.024427,-0.024425033776701008,0
0.002611,0.024497,1.486374,-0.024463,-0.02446051247531412,0
0.002615,0.024532,1.486356,-0.024497,-0.024494123384383965,0
0.002618,0.024567,1.486336,-0.024532,-0.024529601104346897,0
0.002623,0.024613,1.486317,-0.024567,-0.024564144703967977,0
0.002627,0.02465,1.486291,-0.024613,-0.024610824688529025,0
0.002631,0.024684,1.48627,-0.02465,-0.024647234342476055,0
0.002636,0.024734,1.486251,-0.024684,-0.024681776319166154,0
0.00264,0.024768,1.486224,-0.024734,-0.024731254520745725,0
0.002644,0.024805,1.486204,-0.024768,-0.024765795337961014,0
0.002647,0.02484,1.486184,-0.024805,-0.02480220273771954,0
0.002651,0.024876,1.486164,-0.02484,-0.024837676091731202,0
0.002655,0.02491,1.486145,-0.024876,-0.024873148942819265,0
0.002659,0.024946,1.486125,-0.02491,-0.024907687801353683,0
0.002662,0.02498,1.486106,-0.024946,-0.02494315965972179,0
0.002666,0.025016,1.486086,-0.02498,-0.024977697551591203,0
0.00267,0.025052,1.486067,-0.025016,-0.025013168417096318,0
0.002674,0.025087,1.486046,-0.025052,-0.02504957221680903,0
0.002678,0.025122,1.486027,-0.025087,-0.025084108639080643,0
0.002681,0.025158,1.486007,-0.025122,-0.02511957799515983,0
0.002685,0.025193,1.485988,-0.025158,-0.025155046848023634,0
0.002689,0.025227,1.485968,-0.025193,-0.02519051519763536,0
0.002694,0.025273,1.485949,-0.025227,-0.02522411657334333,0
0.002698,0.025309,1.485923,-0.025273,-0.02527078397230881,0
0.002701,0.025344,1.485903,-0.025309,-0.025306250679472106,0
0.002706,0.02539,1.485884,-0.025344,-0.025341716883226926,0
0.00271,0.025426,1.485858,-0.02539,-0.025387449043138353,0
0.002715,0.025473,1.485838,-0.025426,-0.02542291409421225,0
0.002719,0.025509,1.485812,-0.025473,-0.025470511335696697,0
0.002723,0.025544,1.485792,-0.025509,-0.025505975207391954,0
0.002727,0.025579,1.485772,-0.025544,-0.02554143857547225,0
0.002731,0.025624,1.485753,-0.025579,-0.025575968199891122,0
0.002735,0.025659,1.485728,-0.025624,-0.025621695798944605,0
0.002739,0.025694,1.485708,-0.025659,-0.025656224313387595,0
0.002743,0.025728,1.485689,-0.025694,-0.025690752350226078,0
0.002746,0.025763,1.48567,-0.025728,-0.025725279909426236,0
0.00275,0.025797,1.485651,-0.025763,-0.02575980726254078,0
0.002754,0.025834,1.485631,-0.025797,-0.025794333866359095,0
0.002758,0.025868,1.485611,-0.025834,-0.02583072628332558,0
0.002761,0.025904,1.485592,-0.025868,-0.025865251905803636,0
0.002765,0.025938,1.485572,-0.025904,-0.025900710169401778,0
0.002769,0.025973,1.485553,-0.025938,-0.025935234823312323,0
0.002773,0.026007,1.485534,-0.025973,-0.02596975899934518,0
0.002776,0.026043,1.485515,-0.026007,-0.026004282697466553,0
0.00278,0.026077,1.485495,-0.026043,-0.02603973898455595,0
0.002786,0.026133,1.485476,-0.026077,-0.026074261713834004,0
0.002795,0.026215,1.485444,-0.026133,-0.026130243624472117,0
0.002801,0.02627,1.485399,-0.026215,-0.026212348808250796,0
0.002807,0.026325,1.485368,-0.02627,-0.026267394629081755,0
0.002813,0.026388,1.485337,-0.026325,-0.026322439505494115,0
0.00282,0.026447,1.485302,-0.026388,-0.026384946472115083,0
0.002826,0.026507,1.48527,-0.026447,-0.026443720175218052,0
0.002832,0.026563,1.485236,-0.026507,-0.026504358566471653,0
0.002836,0.0266,1.485205,-0.026563,-0.026560330814187356,0
0.002841,0.026649,1.485185,-0.0266,-0.02659671204825974,0
0.002845,0.026684,1.485157,-0.026649,-0.026646152578861892,0
0.002849,0.026718,1.485138,-0.026684,-0.026680666905650078,0
0.002852,0.026753,1.485119,-0.026718,-0.026715180753831714,0
0.002856,0.026788,1.485099,-0.026753,-0.026749694123373087,0
0.00286,0.026824,1.48508,-0.026788,-0.026785139801968994,0
0.002864,0.026859,1.48506,-0.026824,-0.02682058497563011,0
0.002868,0.026896,1.48504,-0.026859,-0.026856029644319927,0
0.002871,0.02693,1.48502,-0.026896,-0.026892406555838896,0
0.002878,0.026995,1.485001,-0.02693,-0.026926917466966023,0
0.002882,0.027031,1.484965,-0.026995,-0.026991274697001452,0
0.002886,0.027066,1.484944,-0.027031,-0.0270276496304552,0
0.002891,0.027113,1.484925,-0.027066,-0.027063091348315676,0
0.002895,0.027148,1.484899,-0.027113,-0.027109724601484753,0
0.0029,0.027196,1.484879,-0.027148,-0.027145165149301636,0
0.002904,0.027232,1.484852,-0.027196,-0.027192729230468546,0
0.002907,0.027267,1.484832,-0.027232,-0.027229101216280985,0
0.002911,0.027302,1.484813,-0.027267,-0.027263607453968133,0
0.002915,0.027336,1.484794,-0.027302,-0.027298113212479786,0
0.002919,0.027371,1.484775,-0.027336,-0.027332618491782288,0
0.002922,0.027406,1.484755,-0.027371,-0.027368055860888845,0
0.002926,0.027441,1.484736,-0.027406,-0.027402560168718042,0
0.00293,0.027476,1.484716,-0.027441,-0.02743799654002389,0
0.002934,0.02751,1.484697,-0.027476,-0.02747249987624157,0
0.002937,0.027546,1.484677,-0.02751,-0.027507003004476054,0
0.002941,0.02758,1.484658,-0.027546,-0.027542437885464833,0
0.002945,0.027616,1.484638,-0.02758,-0.027576939770481715,0
0.002949,0.027651,1.484619,-0.027616,-0.02761237365331595,0
0.002953,0.027687,1.484599,-0.027651,-0.0276478070303643,0
0.002956,0.027721,1.484579,-0.027687,-0.027683239901590363,0
0.00296,0.027756,1.48456,-0.027721,-0.027717739829594756,0
0.002965,0.027803,1.484541,-0.027756,-0.02775223927798104,0
0.00297,0.02785,1.484514,-0.027803,-0.02779979173324605,0
0.002974,0.027887,1.484488,-0.02785,-0.027846411155232318,0
0.002978,0.027922,1.484468,-0.027887,-0.027883705942527315,0
0.002983,0.02797,1.484448,-0.027922,-0.027918203083089368,0
0.002987,0.028007,1.484421,-0.02797,-0.02796668497709829,0
0.002991,0.028041,1.484401,-0.028007,-0.028003045625083427,0
0.002994,0.028075,1.484382,-0.028041,-0.02803754110560425,0
0.002998,0.02811,1.484363,-0.028075,-0.028071103801988323,0
0.003002,0.028146,1.484343,-0.02811,-0.028106530627150104,0
0.003006,0.02819,1.484324,-0.028146,-0.028141956946018513,0
0.00301,0.028227,1.484299,-0.02819,-0.028186705135002016,0
0.003014,0.028262,1.484279,-0.028227,-0.028223062555970034,0
0.003018,0.028299,1.484259,-0.028262,-0.028258487209144787,0
0.003022,0.028333,1.484239,-0.028299,-0.028294843576917843,0
0.003026,0.028369,1.484219,-0.028333,-0.02832933499643624,0
0.003029,0.028403,1.4842,-0.028369,-0.0283647581301541,0
0.003033,0.028439,1.48418,-0.028403,-0.02839924857623202,0
0.003037,0.028475,1.48416,-0.028439,-0.028435602878204732,0
0.003041,0.028509,1.48414,-0.028475,-0.028471024492138723,0
0.003045,0.028552,1.484121,-0.028509,-0.028505513458322963,0
0.003049,0.02859,1.484097,-0.028552,-0.0285483910961152,0
0.003053,0.028625,1.484077,-0.02859,-0.0285856753204213,0
0.003057,0.02866,1.484057,-0.028625,-0.02862109478743522,0
0.003061,0.028695,1.484038,-0.02866,-0.028655581663050298,0
0.003066,0.028742,1.484018,-0.028695,-0.028691000129724736,0
0.003069,0.028776,1.483992,-0.028742,-0.028737602786556075,0
0.003073,0.028811,1.483973,-0.028776,-0.028772088038619983,0
0.003077,0.028845,1.483954,-0.028811,-0.0288065728100403,0
0.00308,0.02888,1.483934,-0.028845,-0.028841057100783538,0
0.003084,0.028915,1.483915,-0.02888,-0.028875540910816202,0
0.003088,0.028949,1.483895,-0.028915,-0.02891095622883103,0
0.003092,0.028985,1.483876,-0.028949,-0.028945439064347465,0
0.003097,0.029031,1.483856,-0.028985,-0.028980853381436758,0
0.0031,0.029066,1.483831,-0.029031,-0.029026518629078728,0
0.003104,0.029102,1.483811,-0.029066,-0.029061931784914837,0
0.003108,0.029138,1.483791,-0.029102,-0.029098276351927063,0
0.003112,0.029174,1.483771,-0.029138,-0.02913368847983077,0
0.003116,0.02921,1.483751,-0.029174,-0.029170031991782964,0
0.00312,0.029252,1.483731,-0.02921,-0.02920544309160545,0
0.003124,0.029287,1.483708,-0.029252,-0.029247376733829905,0
0.003129,0.029329,1.483688,-0.029287,-0.029282786725293088,0
0.003132,0.029363,1.483665,-0.029329,-0.029324718783683548,0
0.003136,0.029399,1.483646,-0.029363,-0.029359196118437906,0
0.00314,0.029434,1.483626,-0.029399,-0.029394604507149178,0
0.003144,0.02947,1.483606,-0.029434,-0.029430012388247457,0
0.003149,0.029516,1.483587,-0.02947,-0.02946541976169653,0
0.003153,0.029553,1.483561,-0.029516,-0.02951200754973383,0
0.003156,0.029588,1.48354,-0.029553,-0.029548345496116953,0
0.00316,0.029623,1.483521,-0.029588,-0.02958375117268732,0
0.003164,0.029658,1.483501,-0.029623,-0.02961822461982382,0
0.003168,0.029692,1.483482,-0.029658,-0.029653629294110164,0
0.003171,0.029727,1.483462,-0.029692,-0.029688101765270286,0
0.003175,0.029762,1.483443,-0.029727,-0.029722573754898274,0
0.003179,0.029797,1.483424,-0.029762,-0.02975797693217816,0
0.003183,0.029832,1.483404,-0.029797,-0.029792447945624856,0
0.003186,0.029868,1.483385,-0.029832,-0.029827850120269325,0
0.00319,0.029904,1.483365,-0.029868,-0.029863251786857985,0
0.003196,0.029956,1.483345,-0.029904,-0.029899584561417634,0
0.0032,0.029998,1.483316,-0.029956,-0.02995175403652845,0
0.003204,0.030035,1.483292,-0.029998,-0.029993675002494617,0
0.003208,0.03007,1.483272,-0.030035,-0.030030005855546778,0
0.003212,0.030105,1.483252,-0.03007,-0.030065404620170585,0
0.003216,0.030141,1.483233,-0.030105,-0.030100802876496004,0
0.003219,0.030175,1.483213,-0.030141,-0.030136200624486895,0
0.003224,0.030219,1.483194,-0.030175,-0.030170666351151603,0
0.003228,0.030255,1.483169,-0.030219,-0.030214446593915017,0
0.003232,0.03029,1.483149,-0.030255,-0.030250773921894954,0
0.003236,0.030333,1.48313,-0.03029,-0.030285238317201334,0
0.00324,0.030369,1.483106,-0.030333,-0.030328084796785237,0
0.003244,0.030404,1.483086,-0.030369,-0.030364410720258528,0
0.003248,0.030443,1.483066,-0.030404,-0.030399804681359038,0
0.003252,0.030479,1.483045,-0.030443,-0.03043799237352701,0
0.003257,0.030527,1.483025,-0.030479,-0.0304743166759698,0
0.003261,0.030566,1.482998,-0.030527,-0.030522748446173538,0
0.003265,0.0306,1.482976,-0.030566,-0.030560934231685453,0
0.003269,0.030636,1.482957,-0.0306,-0.03059539401570168,0
0.003273,0.030671,1.482937,-0.030636,-0.030630784656604414,0
0.003278,0.030717,1.482918,-0.030671,-0.030666174788632053,0
0.003281,0.030754,1.482892,-0.030717,-0.03071180884761425,0
0.003285,0.030791,1.482871,-0.030754,-0.030749060133806783,0
0.003289,0.030827,1.482851,-0.030791,-0.03078631112705901,0
0.003293,0.030861,1.482831,-0.030827,-0.030821699022287725,0
0.003297,0.030897,1.482812,-0.030861,-0.030856155154805633,0
0.003301,0.030934,1.482792,-0.030897,-0.030892473285826002,0
0.003304,0.030968,1.482771,-0.030934,-0.030928790880554714,0
0.003308,0.031003,1.482752,-0.030968,-0.03096324551279738,0
0.003312,0.031038,1.482733,-0.031003,-0.030997699933287534,0
0.003316,0.031073,1.482713,-0.031038,-0.031033084786955885,0
0.003321,0.031123,1.482694,-0.031073,-0.031068469131339326,0
0.003325,0.031158,1.482666,-0.031123,-0.031117820094961116,0
0.003329,0.031193,1.482646,-0.031158,-0.0311532032195953,0
0.003332,0.031227,1.482627,-0.031193,-0.03118765470673813,0
0.003336,0.031263,1.482608,-0.031227,-0.031222105710899038,0
0.00334,0.031297,1.482588,-0.031263,-0.03125748733401962,0
0.003344,0.031333,1.482569,-0.031297,-0.03129193735906096,0
0.003347,0.031367,1.482549,-0.031333,-0.03132824905201058,0
0.003352,0.031413,1.48253,-0.031367,-0.03136176702296547,0
0.003357,0.03146,1.482504,-0.031413,-0.03140831922098848,0
0.003361,0.031497,1.482478,-0.03146,-0.031454870536617385,0
0.003365,0.031533,1.482458,-0.031497,-0.03149211083441106,0
0.003369,0.031566,1.482438,-0.031533,-0.03152748856822458,0
0.003373,0.031603,1.482419,-0.031566,-0.03156100381981579,0
0.003376,0.031637,1.482399,-0.031603,-0.0315973115343168,0
0.00338,0.031672,1.48238,-0.031637,-0.03163175679235512,0
0.003385,0.031723,1.48236,-0.031672,-0.031667132513639035,0
0.003389,0.031759,1.482332,-0.031723,-0.03171740238209101,0
0.003393,0.031796,1.482312,-0.031759,-0.031753707782882584,0
0.003397,0.031831,1.482291,-0.031796,-0.03179094354679303,0
0.003401,0.031865,1.482272,-0.031831,-0.03182538608685014,0
0.003406,0.03191,1.482253,-0.031865,-0.031859828143310585,0
0.003409,0.031945,1.482228,-0.03191,-0.03190450917589883,0
0.003413,0.03198,1.482208,-0.031945,-0.031939880964422934,0
0.003417,0.032014,1.482189,-0.03198,-0.03197432141301022,0
0.003421,0.03205,1.48217,-0.032014,-0.03200876137785742,0
0.003424,0.032086,1.48215,-0.03205,-0.032044131662510876,0
0.003428,0.032121,1.48213,-0.032086,-0.032080432226973224,0
0.003433,0.032166,1.48211,-0.032121,-0.032115801477534164,0
0.003437,0.032202,1.482085,-0.032166,-0.03216047784550943,0
0.003441,0.032237,1.482065,-0.032202,-0.03219677668687117,0
0.003445,0.032272,1.482046,-0.032237,-0.03223121352621671,0
0.003448,0.032308,1.482026,-0.032272,-0.032266580600671384,0
0.003452,0.032343,1.482006,-0.032308,-0.03230194716458743,0
0.003456,0.03238,1.481987,-0.032343,-0.032337313217928966,0
0.00346,0.032415,1.481966,-0.03238,-0.03237454011814785,0
0.003464,0.032451,1.481947,-0.032415,-0.0324089744587153,0
0.003468,0.032487,1.481927,-0.032451,-0.03244526961820413,0
0.003472,0.032524,1.481906,-0.032487,-0.032481564239738976,0
0.003475,0.032559,1.481886,-0.032524,-0.03251785832328108,0
0.00348,0.032607,1.481866,-0.032559,-0.032553221258652,0
0.003485,0.032646,1.48184,-0.032607,-0.03260161176353052,0
0.00349,0.032693,1.481818,-0.032646,-0.032639765223794616,0
0.003494,0.032728,1.481792,-0.032693,-0.0326872237250678,0
0.003497,0.032765,1.481772,-0.032728,-0.032722584213506906,0
0.003501,0.0328,1.481752,-0.032765,-0.03275887472324033,0
0.003505,0.032835,1.481732,-0.0328,-0.032794234176192524,0
0.003509,0.032871,1.481713,-0.032835,-0.032829593118071085,0
0.003515,0.032926,1.481693,-0.032871,-0.03286495154884019,0
0.003519,0.032962,1.481662,-0.032926,-0.0329198492326032,0
0.003522,0.032997,1.481642,-0.032962,-0.03295613681578647,0
0.003526,0.033031,1.481623,-0.032997,-0.03299056297355478,0
0.00353,0.033066,1.481604,-0.033031,-0.0330249889173948,0
0.003534,0.033104,1.481584,-0.033066,-0.033060344522960895,0
0.003538,0.033139,1.481563,-0.033104,-0.033097560153940365,0
0.003541,0.033173,1.481544,-0.033139,-0.0331329147098722,0
0.003545,0.033208,1.481524,-0.033173,-0.03316733864897388,0
0.003551,0.03326,1.481505,-0.033208,-0.03320176183241191,0
0.003554,0.033294,1.481476,-0.03326,-0.03325386090474869,0
0.003558,0.033331,1.481457,-0.033294,-0.0332882828692708,0
0.003562,0.033367,1.481437,-0.033331,-0.03332456498281445,0
0.003566,0.033402,1.481417,-0.033367,-0.03336084655746595,0
0.00357,0.033437,1.481397,-0.033402,-0.033396197303826744,0
0.003573,0.033473,1.481378,-0.033437,-0.033430617262581674,0
0.003578,0.033517,1.481358,-0.033473,-0.033466897261788864,0
0.003582,0.033552,1.481333,-0.033517,-0.033510618712579106,0
0.003586,0.033588,1.481313,-0.033552,-0.03354596729077257,0
0.003591,0.033634,1.481294,-0.033588,-0.03358131535713152,0
0.003595,0.033671,1.481268,-0.033634,-0.033627825374005785,0
0.0036,0.033722,1.481247,-0.033671,-0.033665032630159845,0
0.003607,0.033782,1.481219,-0.033722,-0.033715261473165364,0
0.003615,0.033856,1.481185,-0.033782,-0.033775720972804915,0
0.003619,0.033897,1.481145,-0.033856,-0.03384920079796106,0
0.003623,0.033932,1.481122,-0.033897,-0.03389012509079109,0
0.003627,0.033967,1.481102,-0.033932,-0.03392546817161578,0
0.00363,0.034002,1.481082,-0.033967,-0.03396081074022245,0
0.003634,0.034038,1.481063,-0.034002,-0.03399522273588212,0
0.003638,0.034073,1.481043,-0.034038,-0.03403149434096428,0
0.003642,0.03411,1.481023,-0.034073,-0.03406683537270273,0
0.003647,0.034157,1.481003,-0.03411,-0.03410310591229548,0
0.003651,0.034194,1.480977,-0.034157,-0.03415053598636585,0
0.003655,0.034229,1.480956,-0.034194,-0.03418773526863401,0
0.003659,0.034264,1.480937,-0.034229,-0.034222144060816695,0
0.003662,0.0343,1.480917,-0.034264,-0.03425748232807736,0
0.003666,0.034335,1.480897,-0.0343,-0.03429282008278482,0
0.003672,0.034386,1.480878,-0.034335,-0.0343281573249034,0
0.003675,0.034422,1.480849,-0.034386,-0.03437930242780624,0
0.00368,0.034469,1.480829,-0.034422,-0.03441556831622897,0
0.003685,0.034508,1.480803,-0.034469,-0.034462062420732194,0
0.003689,0.034545,1.480781,-0.034508,-0.034501116684521896,0
0.003693,0.034581,1.480761,-0.034545,-0.03453831061316328,0
0.003696,0.034617,1.480741,-0.034581,-0.03457364429314993,0
0.0037,0.034652,1.480721,-0.034617,-0.0346099072869891,0
0.003704,0.034688,1.480701,-0.034652,-0.034645239927697635,0
0.003708,0.034725,1.480681,-0.034688,-0.0346815018548338,0
0.003712,0.034759,1.480661,-0.034725,-0.03471776324163446,0
0.003716,0.034795,1.480642,-0.034759,-0.03475216454471091,0
0.003719,0.03483,1.480622,-0.034795,-0.034787495119926536,0
0.003723,0.034865,1.480602,-0.03483,-0.03482282518205449,0
0.003727,0.0349,1.480583,-0.034865,-0.034858154731059174,0
0.003731,0.034934,1.480563,-0.0349,-0.034892554048873266,0
0.003734,0.034969,1.480544,-0.034934,-0.03492695288014899,0
0.003738,0.035005,1.480525,-0.034969,-0.03496228091658369,0
0.003743,0.035051,1.480505,-0.035005,-0.034997608439754635,0
0.003747,0.035087,1.480479,-0.035051,-0.035044091423829915,0
0.003751,0.035123,1.480459,-0.035087,-0.03507941775825082,0
0.003756,0.035176,1.480439,-0.035123,-0.03511567321268708,0
0.00376,0.035213,1.48041,-0.035176,-0.035168661002109525,0
0.003764,0.03525,1.480389,-0.035213,-0.035205844724515774,0
0.003769,0.035289,1.480368,-0.03525,-0.03524302787793616,0
0.003773,0.035325,1.480346,-0.035289,-0.03528206960379424,0
0.003778,0.035371,1.480327,-0.035325,-0.03531739247895408,0
0.003781,0.035407,1.480301,-0.035371,-0.03536386934670968,0
0.003785,0.035441,1.480281,-0.035407,-0.03539919103237407,0
0.003789,0.035475,1.480262,-0.035441,-0.03543358269325756,0
0.003793,0.035511,1.480243,-0.035475,-0.035467973867086375,0
0.003796,0.035546,1.480223,-0.035511,-0.03550329403857564,0
0.0038,0.035581,1.480203,-0.035546,-0.035538613696256674,0
0.003804,0.035616,1.480184,-0.035581,-0.035573003382390826,0
0.003808,0.035651,1.480165,-0.035616,-0.03560832202587263,0
0.003811,0.035686,1.480145,-0.035651,-0.035643640155440595,0
0.003815,0.035721,1.480126,-0.035686,-0.03567802835357431,0
0.003819,0.035755,1.480106,-0.035721,-0.03571334546873464,0
0.003823,0.03579,1.480087,-0.035755,-0.035747732679088734,0
0.003826,0.035826,1.480068,-0.03579,-0.03578211940208871,0
0.00383,0.035861,1.480048,-0.035826,-0.03581836436655318,0
0.003835,0.035909,1.480028,-0.035861,-0.03585367943895319,0
0.00384,0.035956,1.480002,-0.035909,-0.035901075375675905,0
0.003844,0.035992,1.479975,-0.035956,-0.03594847011570995,0
0.003848,0.036027,1.479956,-0.035992,-0.03598378329365738,0
0.003852,0.036061,1.479936,-0.036027,-0.0360190959573137,0
0.003856,0.036098,1.479917,-0.036061,-0.036053478833015185,0
0.003859,0.036133,1.479896,-0.036098,-0.03608971974193615,0
0.003863,0.036168,1.479877,-0.036133,-0.03612503086250635,0
0.003867,0.036204,1.479857,-0.036168,-0.036160341468643595,0
0.003872,0.03625,1.479837,-0.036204,-0.036195651560312445,0
0.003876,0.036285,1.479812,-0.03625,-0.03624211160627119,0
0.003879,0.036319,1.479792,-0.036285,-0.036277420506400815,0
0.003883,0.036354,1.479773,-0.036319,-0.0363108705427602,0
