t_s,agent_id,model,phase,frequency_hz,is_firing
0.0,0,eapf,3.124891,1.5,0
0.01,0,eapf,3.219139,1.5,0
0.02,0,eapf,3.313387,1.5,0
0.03,0,eapf,3.407634,1.5,0
0.04,0,eapf,3.501882,1.5,0
0.05,0,eapf,3.59613,1.5,0
0.06,0,eapf,3.690378,1.5,0
0.07,0,eapf,3.784626,1.5,0
0.08,0,eapf,3.878873,1.5,0
0.09,0,eapf,3.973121,1.5,0
0.1,0,eapf,4.067369,1.5,0
0.11,0,eapf,4.161617,1.5,0
0.12,0,eapf,4.255864,1.5,0
0.13,0,eapf,4.350112,1.5,0
0.14,0,eapf,4.44436,1.5,0
0.15,0,eapf,4.538608,1.5,0
0.16,0,eapf,4.632856,1.5,0
0.17,0,eapf,4.727103,1.5,0
0.18,0,eapf,4.821351,1.5,0
0.19,0,eapf,4.915599,1.5,0
0.2,0,eapf,5.009847,1.5,0
0.21,0,eapf,5.104094,1.5,0
0.22,0,eapf,5.198342,1.5,0
0.23,0,eapf,5.29259,1.5,0
0.24,0,eapf,5.386838,1.5,0
0.25,0,eapf,5.481086,1.5,0
0.26,0,eapf,5.575333,1.5,0
0.27,0,eapf,5.669581,1.5,0
0.28,0,eapf,5.763829,1.5,0
0.29,0,eapf,5.858077,1.5,0
0.3,0,eapf,5.952324,1.5,0
0.31,0,eapf,6.046572,1.5,0
0.32,0,eapf,6.14082,1.5,0
0.33,0,eapf,6.235068,1.5,0
0.34,0,eapf,0.04613,1.5,1
0.35,0,eapf,0.140378,1.5,0
0.36,0,eapf,0.234626,1.5,0
0.37,0,eapf,0.328874,1.5,0
0.38,0,eapf,0.423121,1.5,0
0.39,0,eapf,0.517369,1.5,0
0.4,0,eapf,0.611617,1.5,0
0.41,0,eapf,0.705865,1.5,0
0.42,0,eapf,0.800113,1.5,0
0.43,0,eapf,0.89436,1.5,0
0.44,0,eapf,0.988608,1.5,0
0.45,0,eapf,1.082856,1.5,0
0.46,0,eapf,1.177104,1.5,0
0.47,0,eapf,1.271351,1.5,0
0.48,0,eapf,1.365599,1.5,0
0.49,0,eapf,1.459847,1.5,0
0.5,0,eapf,1.554095,1.5,0
0.51,0,eapf,1.648343,1.5,0
0.52,0,eapf,1.74259,1.5,0
0.53,0,eapf,1.836838,1.5,0
0.54,0,eapf,1.931086,1.5,0
0.55,0,eapf,2.025334,1.5,0
0.56,0,eapf,2.119581,1.5,0
0.57,0,eapf,2.213829,1.5,0
0.58,0,eapf,2.308077,1.5,0
0.59,0,eapf,2.402325,1.5,0
0.6,0,eapf,2.496573,1.5,0
0.61,0,eapf,2.59082,1.5,0
0.62,0,eapf,2.685068,1.5,0
0.63,0,eapf,2.779316,1.5,0
0.64,0,eapf,2.873564,1.5,0
0.65,0,eapf,2.967811,1.5,0
0.66,0,eapf,3.062059,1.5,0
0.67,0,eapf,3.156307,1.5,0
0.68,0,eapf,3.250555,1.5,0
0.69,0,eapf,3.344803,1.5,0
0.7,0,eapf,3.43905,1.5,0
0.71,0,eapf,3.533298,1.5,0
0.72,0,eapf,3.627546,1.5,0
0.73,0,eapf,3.721794,1.5,0
0.74,0,eapf,3.816041,1.5,0
0.75,0,eapf,3.910289,1.5,0
0.76,0,eapf,4.004537,1.5,0
0.77,0,eapf,4.098785,1.5,0
0.78,0,eapf,4.193033,1.5,0
0.79,0,eapf,4.28728,1.5,0
0.8,0,eapf,4.381528,1.5,0
0.81,0,eapf,4.475776,1.5,0
0.82,0,eapf,4.570024,1.5,0
0.83,0,eapf,4.664272,1.5,0
0.84,0,eapf,4.758519,1.5,0
0.85,0,eapf,4.852767,1.5,0
0.86,0,eapf,4.947015,1.5,0
0.87,0,eapf,5.041263,1.5,0
0.88,0,eapf,5.13551,1.5,0
0.89,0,eapf,5.229758,1.5,0
0.9,0,eapf,5.324006,1.5,0
0.91,0,eapf,5.418254,1.5,0
0.92,0,eapf,5.512502,1.5,0
0.93,0,eapf,5.606749,1.5,0
0.94,0,eapf,5.700997,1.5,0
0.95,0,eapf,5.795245,1.5,0
0.96,0,eapf,5.889493,1.5,0
0.97,0,eapf,5.98374,1.5,0
0.98,0,eapf,6.077988,1.5,0
0.99,0,eapf,6.172236,1.5,0
1.0,0,eapf,6.266484,1.5,0
1.01,0,eapf,0.077546,1.5,1
1.02,0,eapf,0.171794,1.5,0
1.03,0,eapf,0.266042,1.5,0
1.04,0,eapf,0.36029,1.5,0
1.05,0,eapf,0.454537,1.5,0
1.06,0,eapf,0.548785,1.5,0
1.07,0,eapf,0.643033,1.5,0
1.08,0,eapf,0.737281,1.5,0
1.09,0,eapf,0.831528,1.5,0
1.1,0,eapf,0.925776,1.5,0
1.11,0,eapf,1.020024,1.5,0
1.12,0,eapf,1.114272,1.5,0
1.13,0,eapf,1.20852,1.5,0
1.14,0,eapf,1.302767,1.5,0
1.15,0,eapf,1.397015,1.5,0
1.16,0,eapf,1.491263,1.5,0
1.17,0,eapf,1.585511,1.5,0
1.18,0,eapf,1.679758,1.5,0
1.19,0,eapf,1.774006,1.5,0
1.2,0,eapf,1.868254,1.5,0
1.21,0,eapf,1.962502,1.5,0
